STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,67666,218087,244356,217667,147383,112866,1008025,36.67%
VIC,14914,66664,62251,51013,36438,27032,258312,12.45%
QLD,51908,81116,73489,49185,29895,17505,303098,18.96%
SA,29390,55492,56942,55664,40696,29619,267803,42.14%
WA,6045,47434,61502,55859,38934,29597,239371,29.55%
TAS,1334,13543,17744,17883,12209,10347,73060,37.04%
NT,340,1385,1616,1105,639,222,5307,7.45%
ACT,950,3566,3512,3108,2170,1394,14700,11.04%
TOTAL,172547,487287,521412,451484,308364,228582,2169676,26.24%
