STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,67546,209929,240319,224072,164723,139047,1045636,39.06%
VIC,10412,44352,43754,39326,28985,23377,190206,9.57%
QLD,54116,90729,78369,51588,32288,20784,327874,20.75%
SA,30047,55126,55287,55403,43606,35879,275348,44.77%
WA,4132,43421,58918,55068,41092,33635,236266,29.26%
TAS,863,12818,17390,17635,13279,12130,74115,39.35%
NT,160,604,1221,941,596,259,3781,4.64%
ACT,474,2049,2736,2496,1855,1239,10849,8.42%
TOTAL,167750,459028,497994,446529,326424,266350,2164075,26.83%
