STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1554,112463,216054,229029,201370,244852,1005322,34.0%
VIC,1623,22631,44516,39885,33736,37580,179971,7.8%
QLD,1337,75050,89287,70149,44458,39981,320262,17.4%
SA,32396,67285,66484,63202,55356,66206,350929,52.2%
WA,646,12322,46791,55209,47391,57608,219967,21.5%
TAS,185,2945,14182,16747,15965,20451,70475,34.5%
NT,36,301,689,1020,712,444,3202,3.2%
ACT,181,1204,2416,2588,2001,1999,10389,6.8%
TOTAL,37958,294201,480419,477829,400989,469121,2160517,23.4%
