STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,7753,189340,236430,222610,167182,150928,974243,32.72%
VIC,4216,54325,60723,51962,38986,34501,244713,10.63%
QLD,13832,88463,78859,55744,34845,24402,296145,16.28%
SA,24141,60032,58528,56968,45361,39914,284944,41.64%
WA,1705,29325,55922,54479,41240,37812,220483,23.95%
TAS,443,8558,16526,17592,13550,13437,70106,33.72%
NT,147,817,1199,1008,591,250,4012,4.78%
ACT,469,2855,3716,3068,2176,1741,14025,9.45%
TOTAL,52706,433715,511903,463431,343931,302985,2108671,23.06%
