date,sex,series_type,employed_total_000,unemployed_total_000,labour_force_total_000,unemployment_rate_pct,participation_rate_pct,employment_population_ratio_pct
1987-02,Males,Trend,362.7366883,35.9789745,398.7156628,9.0237174,74.4241907,67.708362
1987-02,Persons,Original,603.7197879,65.4737742,669.1935621,9.7839815,61.4515183,55.4391131
1987-02,Persons,Seasonally Adjusted,603.5867625,60.3434756,663.9302381,9.0888277,60.9681913,55.4268974
1987-02,Persons,Trend,606.4694929,59.9414542,666.4109471,8.9946683,61.1968692,55.6924138
1987-03,Females,Original,247.8027692,27.0616781,274.8644473,9.8454632,49.6239374,44.7382309
1987-03,Females,Seasonally Adjusted,243.0877144,24.6854894,267.7732038,9.218805,48.3436866,43.8869764
1987-03,Females,Trend,243.8117686,24.4363273,268.2480959,9.1095995,48.4329341,44.0208878
1987-03,Males,Original,362.8130348,36.9755837,399.7886185,9.2487835,74.5337938,67.6403246
1987-03,Males,Seasonally Adjusted,359.4220122,37.673032,397.0950442,9.4871574,74.0316226,67.008126
1987-03,Males,Trend,362.7837865,35.6496026,398.4333891,8.9474436,74.2812002,67.6349317
1987-03,Persons,Original,610.615804,64.0372618,674.6530658,9.4918804,61.8788478,56.0053816
1987-03,Persons,Seasonally Adjusted,602.5097266,62.3585214,664.868248,9.3790795,60.9813891,55.2618962
1987-03,Persons,Trend,606.5955551,60.0859299,666.681485,9.0126892,61.1501943,55.6389173
1987-04,Females,Original,247.2582626,27.1702696,274.4285322,9.9006723,49.4922537,44.5921879
1987-04,Females,Seasonally Adjusted,243.7271728,27.039632,270.7668047,9.9863172,48.8318736,43.9553678
1987-04,Females,Trend,243.8954276,24.9916761,268.8871037,9.2944867,48.4946779,43.9873465
1987-04,Males,Original,364.8746991,32.9854938,397.8601929,8.2907248,74.0844926,67.9423512
1987-04,Males,Seasonally Adjusted,363.8294075,34.2313069,398.0607144,8.599519,74.1218312,67.7477102
1987-04,Males,Trend,363.1026463,35.3799872,398.4826335,8.8786773,74.2002399,67.6122401
1987-04,Persons,Original,612.1329617,60.1557634,672.2887251,8.947906,61.5917733,56.0805993
1987-04,Persons,Seasonally Adjusted,607.5565803,61.2709389,668.8275192,9.1609476,61.2746747,55.6613338
1987-04,Persons,Trend,606.9980739,60.3716634,667.3697372,9.0462093,61.1424048,55.6113349
1987-05,Females,Original,245.1852592,25.448497,270.6337562,9.4032974,48.7575174,44.172703
1987-05,Females,Seasonally Adjusted,243.4251533,25.3886546,268.8138079,9.4446988,48.4296345,43.8556014
1987-05,Females,Trend,243.9299347,25.4150636,269.3449982,9.4358773,48.5246693,43.945941
1987-05,Males,Original,363.0247385,33.3419534,396.3666919,8.4118959,73.7172,67.5161859
1987-05,Males,Seasonally Adjusted,363.1403311,34.4187041,397.5590352,8.6575077,73.9389547,67.537684
1987-05,Males,Trend,363.7371568,35.1169422,398.854099,8.8044582,74.180723,67.6495122
1987-05,Persons,Original,608.2099977,58.7904504,667.0004481,8.8141546,61.0389244,55.6588593
1987-05,Persons,Seasonally Adjusted,606.5654844,59.8073587,666.3728431,8.9750594,60.9814907,55.5083657
1987-05,Persons,Trend,607.6670914,60.5320058,668.1990972,9.0589775,61.1486923,55.609246
1987-06,Females,Original,245.8553079,23.4559775,269.3112854,8.7096155,48.467975,44.2466007
1987-06,Females,Seasonally Adjusted,245.9040117,24.4145644,270.3185762,9.0317746,48.6492572,44.255366
1987-06,Females,Trend,243.8266878,25.5568278,269.3835156,9.4871536,48.4794495,43.8801297
1987-06,Males,Original,362.9379599,33.2356863,396.1736462,8.3891714,73.5914819,67.4177663
1987-06,Males,Seasonally Adjusted,363.2625953,34.7860314,398.0486267,8.7391412,73.93977,67.4780691
1987-06,Males,Trend,364.458854,34.9337256,399.3925796,8.7467137,74.1942786,67.7047174
1987-06,Persons,Original,608.7932678,56.6916638,665.4849316,8.5188501,60.8310099,55.6489074
1987-06,Persons,Seasonally Adjusted,609.166607,59.2005959,668.3672029,8.8574956,61.0944741,55.6830337
1987-06,Persons,Trend,608.2855418,60.4905534,668.7760952,9.0449635,61.1329219,55.6034715
1987-07,Females,Original,242.0786615,24.5387955,266.617457,9.2037467,47.9286523,43.5174205
1987-07,Females,Seasonally Adjusted,243.9039198,25.5940214,269.4979412,9.4969265,48.4464643,43.8455392
1987-07,Females,Trend,243.5026379,25.4679847,268.9706226,9.4686864,48.3522376,43.7739159
1987-07,Males,Original,365.0229511,34.8670802,399.8900313,8.7191671,74.2010439,67.7313309
1987-07,Males,Seasonally Adjusted,366.4360566,35.2449254,401.680982,8.7743575,74.5333613,67.9935377
1987-07,Males,Trend,365.0425211,34.9135428,399.9560639,8.7293445,74.2144718,67.7360348
1987-07,Persons,Original,607.1016126,59.4058757,666.5074883,8.9130095,60.8567224,55.4325569
1987-07,Persons,Seasonally Adjusted,610.3399764,60.8389468,671.1789232,9.0644901,61.2832565,55.7282418
1987-07,Persons,Trend,608.5451591,60.3815275,668.9266865,9.0266286,61.0784771,55.5651499
1987-08,Females,Original,239.4639859,26.2372337,265.7012196,9.8747133,47.7108768,42.9995645
1987-08,Females,Seasonally Adjusted,242.4552904,26.9271927,269.3824831,9.9958959,48.3719062,43.5367008
1987-08,Females,Trend,243.2520306,25.1995133,268.4515439,9.3869876,48.2040777,43.6791669
1987-08,Males,Original,360.9107764,35.8185006,396.729277,9.028449,73.5347742,66.8957246
1987-08,Males,Seasonally Adjusted,365.3413275,35.8678864,401.2092139,8.9399458,74.3651419,67.7169385
1987-08,Males,Trend,365.3327253,35.0376164,400.3703418,8.7513017,74.2083463,67.71415
1987-08,Persons,Original,600.3747623,62.0557343,662.4304966,9.3678861,60.4180764,54.7581798
1987-08,Persons,Seasonally Adjusted,607.7966179,62.7950791,670.591697,9.3641301,61.1624323,55.4351025
1987-08,Persons,Trend,608.5847559,60.2371297,668.8218856,9.0064531,61.0000329,55.5060935
1987-09,Females,Original,242.0645026,23.3322368,265.3967394,8.7914557,47.6032679,43.4182477
1987-09,Females,Seasonally Adjusted,242.2147296,22.9815969,265.1963264,8.6658806,47.5673205,43.4451933
1987-09,Females,Trend,243.3993479,24.9125928,268.3119407,9.2849363,48.1217465,43.653673
1987-09,Males,Original,367.3637207,32.4777047,399.8414254,8.1226463,74.0289816,68.0158693
1987-09,Males,Seasonally Adjusted,366.2844786,31.5126299,397.7971086,7.9217846,73.6504849,67.8160521
1987-09,Males,Trend,365.1316025,35.2465262,400.3781287,8.8033096,74.1272352,67.6015852
1987-09,Persons,Original,609.4282233,55.8099415,665.2381648,8.3894678,60.6066323,55.5220584
1987-09,Persons,Seasonally Adjusted,608.4992082,54.4942268,662.993435,8.2194218,60.4021258,55.4374203
1987-09,Persons,Trend,608.5309504,60.159119,668.6900695,8.9965624,60.9177547,55.4372509
1987-10,Females,Original,243.3596002,24.7724144,268.1320146,9.2388872,48.0297935,43.5923751
1987-10,Females,Seasonally Adjusted,244.3027441,25.1519386,269.4546827,9.3343854,48.2667196,43.761318
1987-10,Females,Trend,244.1041706,24.6790322,268.7832028,9.1817613,48.1465777,43.7258738
1987-10,Males,Original,364.5680826,32.836664,397.4047466,8.262776,73.4936074,67.4209952
1987-10,Males,Seasonally Adjusted,364.3183224,34.029749,398.3480713,8.5427171,73.6680601,67.3748061
1987-10,Males,Trend,364.4209796,35.3478766,399.7688562,8.8420786,73.9307682,67.3937516
1987-10,Persons,Original,607.9276828,57.6090784,665.5367612,8.6560325,60.5586368,55.3166615
1987-10,Persons,Seasonally Adjusted,608.6210665,59.1816875,667.8027541,8.8621509,60.7648244,55.379754
1987-10,Persons,Trend,608.5251502,60.0269087,668.5520589,8.9786439,60.8329425,55.3709692
1987-11,Females,Original,246.0805284,21.8412059,267.9217343,8.1520844,47.9310212,44.0236439
1987-11,Females,Seasonally Adjusted,244.5111711,23.9161756,268.4273466,8.9097388,48.0214749,43.7428869
1987-11,Females,Trend,245.450617,24.5588165,270.0094336,9.0955402,48.3047022,43.9111286
1987-11,Males,Original,362.4088068,35.0863818,397.4951886,8.8268696,73.4260369,66.9448164
1987-11,Males,Seasonally Adjusted,362.0916059,36.8482609,398.9398668,9.2365451,73.6929005,66.8862225
1987-11,Males,Trend,363.4387528,35.3213876,398.7601404,8.857803,73.6581333,67.133641
1987-11,Persons,Original,608.4893352,56.9275877,665.4169229,8.5551758,60.4744095,55.3007174
1987-11,Persons,Seasonally Adjusted,606.602777,60.7644364,667.3672134,9.1050976,60.6516557,55.1292632
1987-11,Persons,Trend,608.8893698,59.8802042,668.769574,8.9537871,60.7783971,55.3364288
1987-12,Females,Original,251.6496577,25.9148058,277.5644635,9.3364999,49.5913087,44.9612162
1987-12,Females,Seasonally Adjusted,247.588353,25.1121149,272.7004679,9.2086805,48.7222785,44.2355995
1987-12,Females,Trend,247.3072967,24.5032968,271.8105935,9.0148425,48.5646248,44.1866004
1987-12,Males,Original,368.1219532,35.8241134,403.9460666,8.8685387,74.5313051,67.9214674
1987-12,Males,Seasonally Adjusted,364.0683583,34.9569009,399.0252591,8.7605734,73.6233764,67.1735465
1987-12,Males,Trend,362.4362633,35.2543194,397.6905827,8.8647609,73.3718187,66.8675824
1987-12,Persons,Original,619.7716109,61.7389192,681.5105301,9.0591292,61.8607101,56.2566684
1987-12,Persons,Seasonally Adjusted,611.6567113,60.0690157,671.725727,8.9424915,60.9725435,55.520079
1987-12,Persons,Trend,609.74356,59.7576163,669.5011763,8.9256925,60.7690936,55.3450312
1988-01,Females,Original,244.9353656,24.2003652,269.1357308,8.9918812,48.0254916,43.7070964
1988-01,Females,Seasonally Adjusted,250.9686176,23.3827054,274.351323,8.522906,48.9561795,44.7836903
1988-01,Females,Trend,249.4397225,24.5622537,274.0019761,8.9642615,48.8944518,44.5114252
1988-01,Males,Original,359.2231743,39.5743856,398.7975599,9.9234272,73.4869976,66.1945689
1988-01,Males,Seasonally Adjusted,360.9791325,35.7460408,396.7251732,9.0102779,73.1051159,66.5181418
1988-01,Males,Trend,361.6290573,35.2476954,396.8767527,8.8812699,73.1313046,66.6363161
1988-01,Persons,Original,604.1585399,63.7747508,667.9332907,9.5480719,60.5516888,54.7701701
1988-01,Persons,Seasonally Adjusted,611.9477501,59.1287462,671.0764963,8.8110292,60.8366371,55.4763032
1988-01,Persons,Trend,611.0687798,59.8099491,670.8787289,8.9151655,60.8181868,55.3961448
1988-02,Females,Original,249.1887019,29.0926806,278.2813825,10.4544114,49.5975017,44.4123748
1988-02,Females,Seasonally Adjusted,249.8321785,25.9839256,275.8161041,9.4207427,49.1581203,44.5270603
1988-02,Females,Trend,251.4158299,24.6463411,276.062171,8.9278227,49.2023547,44.8096557
1988-02,Males,Original,360.3829034,37.0162591,397.3991625,9.3146294,73.1355268,66.3232236
1988-02,Males,Seasonally Adjusted,359.6859304,34.7080356,394.393966,8.8003465,72.5824642,66.1949558
1988-02,Males,Trend,361.2254687,35.3693871,396.5948558,8.9182667,72.9890887,66.4797271
1988-02,Persons,Original,609.5716053,66.1089397,675.680545,9.7840526,61.1778417,55.1921695
1988-02,Persons,Seasonally Adjusted,609.5181089,60.6919612,670.2100701,9.0556624,60.682531,55.1873258
1988-02,Persons,Trend,612.6412985,60.0157282,672.6570268,8.9221886,60.9048387,55.4707942
1988-03,Females,Original,258.4387061,26.7024386,285.1411447,9.3646389,50.7575512,46.0042898
1988-03,Females,Seasonally Adjusted,253.7665805,24.2170001,277.9835806,8.7116657,49.4834439,45.1726117
1988-03,Females,Trend,252.9983719,24.6294367,277.6278086,8.8713868,49.4246766,45.0400223
1988-03,Males,Original,366.1378972,33.7864171,399.9243143,8.4482028,73.5057948,67.2958762
1988-03,Males,Seasonally Adjusted,362.6512239,34.4556225,397.1068464,8.6766629,72.9879463,66.6550282
1988-03,Males,Trend,361.3279164,35.5745275,396.9024438,8.9630407,72.9570447,66.4178751
1988-03,Persons,Original,624.5766033,60.4888557,685.065459,8.8296461,61.9496296,56.4796966
1988-03,Persons,Seasonally Adjusted,616.4178044,58.6726226,675.090427,8.6910761,61.0475997,55.7419064
1988-03,Persons,Trend,614.3262883,60.2039641,674.5302524,8.9253171,61.0025046,55.5578376
1988-04,Females,Original,257.4431511,25.4861559,282.929307,9.007959,50.3139353,45.7816767
1988-04,Females,Seasonally Adjusted,254.1200101,25.2283911,279.3484013,9.0311564,49.6771351,45.1907153
1988-04,Females,Trend,254.0513515,24.5323845,278.5837359,8.8061079,49.5415717,45.1788874
1988-04,Males,Original,363.3321701,35.2532105,398.5853806,8.8445819,73.1768592,66.7046719
1988-04,Males,Seasonally Adjusted,362.4654833,36.3878436,398.8533269,9.123114,73.2260518,66.5455556
1988-04,Males,Trend,362.0155285,35.757369,397.7728975,8.989393,73.0301583,66.4651904
1988-04,Persons,Original,620.7753212,60.7393664,681.5146876,8.9124075,61.5632381,56.0764714
1988-04,Persons,Seasonally Adjusted,616.5854935,61.6162347,678.2017281,9.085237,61.2639687,55.6979919
1988-04,Persons,Trend,616.06688,60.2897534,676.3566334,8.9138999,61.0985767,55.6523108
1988-05,Females,Original,257.4708274,23.152189,280.6230164,8.2502816,49.854826,45.7416625
1988-05,Females,Seasonally Adjusted,255.7315481,23.1789614,278.9105095,8.3105371,49.550586,45.4326662
1988-05,Females,Trend,254.5968887,24.473182,279.0700707,8.7695474,49.5779279,45.230168
1988-05,Males,Original,361.9672897,34.7728886,396.7401783,8.7646501,72.7601054,66.3829367
1988-05,Males,Seasonally Adjusted,362.0744209,35.8647142,397.9391351,9.012613,72.9799879,66.402584
1988-05,Males,Trend,363.2990927,35.8266052,399.1256979,8.9762712,73.1926901,66.6227157
1988-05,Persons,Original,619.4381171,57.9250776,677.3631947,8.5515537,61.1254809,55.8983025
1988-05,Persons,Seasonally Adjusted,617.805969,59.0436756,676.8496446,8.7233075,61.0791379,55.7510169
1988-05,Persons,Trend,617.8959813,60.2997872,678.1957685,8.8912066,61.197928,55.7566938
1988-06,Females,Original,255.7878136,23.8672977,279.6551113,8.5345473,49.6333577,45.3973753
1988-06,Females,Seasonally Adjusted,255.5319808,25.437518,280.9694987,9.0534802,49.8666359,45.3519699
1988-06,Females,Trend,254.7890146,24.4163789,279.2053935,8.7449524,49.5541818,45.2206922
1988-06,Males,Original,364.7700753,34.1936029,398.9636782,8.5706055,73.0874367,66.8234009
1988-06,Males,Seasonally Adjusted,363.8010831,36.8858093,400.6868925,9.2056441,73.4031179,66.6458881
1988-06,Males,Trend,365.1782043,35.5769996,400.755204,8.8774891,73.4065456,66.8898875
1988-06,Persons,Original,620.5578889,58.0609006,678.6187895,8.5557461,61.1746561,55.9407078
1988-06,Persons,Seasonally Adjusted,619.3330639,62.3233273,681.6563912,9.1429242,61.4484832,55.8302949
1988-06,Persons,Trend,619.9672189,59.9933785,679.9605974,8.8230669,61.2922135,55.8843605
1988-07,Females,Original,251.296907,22.0012953,273.2982023,8.0502891,48.4597118,44.558565
1988-07,Females,Seasonally Adjusted,252.9398441,22.9357579,275.8756021,8.3138044,48.916722,44.8498814
1988-07,Females,Trend,254.8996988,24.3167062,279.216405,8.7089103,49.5095107,45.1977718
1988-07,Males,Original,369.5146719,34.5841745,404.0988464,8.5583453,73.9456618,67.6171368
1988-07,Males,Seasonally Adjusted,370.8563764,34.8758415,405.7322179,8.5957782,74.2445509,67.862654
1988-07,Males,Trend,367.4868727,34.8617928,402.3486655,8.6645727,73.6161953,67.2376665
1988-07,Persons,Original,620.8115789,56.5854698,677.3970487,8.3533682,61.0019904,55.9062695
1988-07,Persons,Seasonally Adjusted,623.7962205,57.8115995,681.60782,8.4816514,61.3811852,56.175047
1988-07,Persons,Trend,622.3865714,59.178499,681.5650704,8.6827365,61.3737706,56.0448479
1988-08,Females,Original,252.9216413,24.2458709,277.1675122,8.7477319,49.1016153,44.8063376
1988-08,Females,Seasonally Adjusted,255.5527969,24.967963,280.5207599,8.9005758,49.6956599,45.27246
1988-08,Females,Trend,255.1749667,24.1065857,279.2815523,8.6316427,49.4744538,45.2039957
1988-08,Males,Original,364.9309655,33.3173964,398.2483619,8.3659845,72.7945477,66.7045671
1988-08,Males,Seasonally Adjusted,369.4607821,33.3980531,402.8588351,8.290262,73.6372814,67.5325578
1988-08,Males,Trend,369.8252332,33.8924497,403.717683,8.3950868,73.7918515,67.5969616
1988-08,Persons,Original,617.8526068,57.5632673,675.4158741,8.5226406,60.762727,55.5841381
1988-08,Persons,Seasonally Adjusted,625.013579,58.3660161,683.3795951,8.54079,61.4791706,56.2283638
1988-08,Persons,Trend,625.0001999,57.9990354,682.9992353,8.4918156,61.4429807,56.2253561
1988-09,Females,Original,255.2518321,25.2447693,280.4966014,9.0000268,49.6456044,45.1774867
1988-09,Females,Seasonally Adjusted,255.1297659,24.862412,279.9921779,8.8796809,49.5563255,45.1558819
1988-09,Females,Trend,255.8118463,23.8313622,279.6432085,8.5220601,49.4912785,45.273602
1988-09,Males,Original,372.9743943,33.9191691,406.8935634,8.3361282,74.2902691,68.097337
1988-09,Males,Seasonally Adjusted,371.8584447,32.9999287,404.8583734,8.1509809,73.9186859,67.8935879
1988-09,Males,Trend,371.9294743,32.9400582,404.8695325,8.1359686,73.9414639,67.9256096
1988-09,Persons,Original,628.2262264,59.1639384,687.3901648,8.6070388,61.7764625,56.4593384
1988-09,Persons,Seasonally Adjusted,626.9882106,57.8623407,684.8505513,8.4489004,61.5482248,56.3480766
1988-09,Persons,Trend,627.7413207,56.7714204,684.5127411,8.2936981,61.5245171,56.4218594
1988-10,Females,Original,256.2485478,22.7337152,278.982263,8.1488031,49.3260682,45.3065841
1988-10,Females,Seasonally Adjusted,257.2427595,23.1262406,280.3690001,8.2485013,49.5712533,45.4823678
1988-10,Females,Trend,256.9186875,23.4866365,280.405324,8.3759595,49.5780196,45.4253848
1988-10,Males,Original,375.1691624,30.9959152,406.1650776,7.631359,74.0813824,68.4279661
1988-10,Males,Seasonally Adjusted,374.767003,32.0567502,406.8237531,7.8797636,74.2015197,68.3546153
1988-10,Males,Trend,373.5550491,32.242881,405.7979301,7.9455509,74.069543,68.1843097
1988-10,Persons,Original,631.4177102,53.7296304,685.1473406,7.8420549,61.5112678,56.6875204
1988-10,Persons,Seasonally Adjusted,632.0097624,55.1829908,687.1927532,8.0302056,61.6949011,56.7406737
1988-10,Persons,Trend,630.4737366,55.7295175,686.2032541,8.1214301,61.6292043,56.6240315
1988-11,Females,Original,259.6102693,20.3242324,279.9345017,7.2603528,49.4428181,45.8530951
1988-11,Females,Seasonally Adjusted,258.2837232,22.1696184,280.4533416,7.9049222,49.5344571,45.6187968
1988-11,Females,Trend,258.3854389,23.0829453,281.4683841,8.2009016,49.7171677,45.6399117
1988-11,Males,Original,380.4194986,28.7111465,409.1306451,7.0175986,74.5466281,69.315245
1988-11,Males,Seasonally Adjusted,380.0246516,30.1496541,410.1743057,7.3504492,74.7367908,69.2433009
1988-11,Males,Trend,374.6503019,31.8677076,406.5180096,7.8391872,74.1810201,68.3658311
1988-11,Persons,Original,640.0297679,49.0353789,689.0651468,7.1162181,61.799374,57.4015958
1988-11,Persons,Seasonally Adjusted,638.3083748,52.3192725,690.6276473,7.5756122,61.9395082,57.2472112
1988-11,Persons,Trend,633.0357408,54.9506529,687.9863937,7.9871715,61.7504123,56.818301
1988-12,Females,Original,264.2410369,22.8593086,287.1003455,7.962132,50.6553623,46.6221155
1988-12,Females,Seasonally Adjusted,260.047809,22.2245143,282.2723234,7.8734302,49.8035166,45.8822715
1988-12,Females,Trend,260.1038202,22.6201653,282.7239855,8.0007946,49.8899228,45.8983326
1988-12,Males,Original,379.0229337,33.0881988,412.1111325,8.0289505,75.0138861,68.9910583
1988-12,Males,Seasonally Adjusted,374.8947192,32.3866376,407.2813568,7.9519077,74.1347537,68.2396265
1988-12,Males,Trend,375.3458653,31.7390489,407.0849142,7.7966655,74.281981,68.4904635
1988-12,Persons,Original,643.2639706,55.9475074,699.211478,8.0015144,62.6448447,57.6323084
1988-12,Persons,Seasonally Adjusted,634.9425282,54.6111519,689.5536801,7.9197825,61.7795682,56.8867608
1988-12,Persons,Trend,635.4496855,54.3592142,689.8088997,7.8803295,61.8820036,57.0054978
1989-01,Females,Original,256.044187,23.7733855,279.8175725,8.4960302,49.3283694,45.1374162
1989-01,Females,Seasonally Adjusted,262.0168456,22.9073078,284.9241534,8.0397915,50.2285963,46.1903219
1989-01,Females,Trend,261.8462992,22.1871321,284.0334313,7.8114509,50.0725251,46.1611344
1989-01,Males,Original,372.0780708,36.960585,409.0386558,9.0359638,74.8209857,68.0601885
1989-01,Males,Seasonally Adjusted,374.3550339,33.4175222,407.7725561,8.1951376,74.5893919,68.4766885
1989-01,Males,Trend,375.8325211,31.6932239,407.525745,7.7769869,74.3679767,68.5843889
1989-01,Persons,Original,628.1222578,60.7339705,688.8562283,8.8166395,61.8393613,56.3872077
1989-01,Persons,Seasonally Adjusted,636.3718795,56.32483,692.6967095,8.1312397,62.1841254,57.1277851
1989-01,Persons,Trend,637.6788203,53.880356,691.5591763,7.7911418,62.010647,57.1793095
1989-02,Females,Original,262.4434207,26.4251661,288.8685868,9.1478158,50.8772623,46.2231041
1989-02,Females,Seasonally Adjusted,262.993576,23.5151757,286.5087517,8.2074895,50.461634,46.3200007
1989-02,Females,Trend,263.3992163,21.8303758,285.2295921,7.6536153,50.2361406,46.3912597
1989-02,Males,Original,377.2282057,33.2282685,410.4564742,8.0954427,75.0137128,68.9410207
1989-02,Males,Seasonally Adjusted,376.8836791,31.0970511,407.9807302,7.6221862,74.5612538,68.8780561
1989-02,Males,Trend,376.1566927,31.6011864,407.7578791,7.7499879,74.4123355,68.6453884
1989-02,Persons,Original,639.6716264,59.6534346,699.325061,8.530144,62.7225114,57.3721909
1989-02,Persons,Seasonally Adjusted,639.8772551,54.6122269,694.4894819,7.8636507,62.288808,57.3906338
1989-02,Persons,Trend,639.555909,53.4315622,692.9874713,7.7103215,62.1096709,57.3208156
1989-03,Females,Original,272.317159,20.0666225,292.3837815,6.8631107,51.4487576,47.9177725
1989-03,Females,Seasonally Adjusted,270.5555965,19.1994148,289.7550113,6.6260855,50.9861911,47.6078024
1989-03,Females,Trend,264.6148169,21.5736644,286.1884813,7.5382714,50.3589769,46.5627805
1989-03,Males,Original,378.4833576,29.9628249,408.4461825,7.3358073,74.5768681,69.1060528
1989-03,Males,Seasonally Adjusted,376.864758,30.6664612,407.5312192,7.5249355,74.4098079,68.8105179
1989-03,Males,Trend,376.4371379,31.3964637,407.8336015,7.6983514,74.4148843,68.686165
1989-03,Persons,Original,650.8005166,50.0294474,700.829964,7.1385999,62.7991845,58.316202
1989-03,Persons,Seasonally Adjusted,647.4203545,49.865876,697.2862305,7.1514213,62.4816416,58.0133162
1989-03,Persons,Trend,641.0519547,52.9701281,694.0220828,7.6323404,62.1687478,57.4238173
1989-04,Females,Original,269.7090899,20.1760257,289.8851156,6.9600075,50.9632661,47.4162189
1989-04,Females,Seasonally Adjusted,266.6001963,19.900904,286.5011003,6.9461876,50.3683391,46.8696597
1989-04,Females,Trend,265.4688868,21.2716583,286.7405451,7.4184341,50.410725,46.6710386
1989-04,Males,Original,379.0423232,30.2027097,409.2450329,7.3801042,74.6596139,69.1496567
1989-04,Males,Seasonally Adjusted,378.2392152,31.1311511,409.3703663,7.6046421,74.6824788,69.0031436
1989-04,Males,Trend,377.0104338,31.0265752,408.0370089,7.603863,74.4229182,68.7639014
1989-04,Persons,Original,648.7514131,50.3787354,699.1301485,7.2059166,62.5922453,58.0819003
1989-04,Persons,Seasonally Adjusted,644.8394115,51.0320552,695.8714666,7.3335462,62.3004995,57.7316637
1989-04,Persons,Trend,642.4793206,52.2982335,694.777554,7.5273349,62.1959685,57.5142697
1989-05,Females,Original,268.3223453,21.6099244,289.9322697,7.4534388,50.9276426,47.1317819
1989-05,Females,Seasonally Adjusted,266.6844588,21.6609414,288.3454002,7.5121508,50.6489032,46.8440812
1989-05,Females,Trend,266.1119989,20.9257771,287.0377761,7.290252,50.4174079,46.7418518
1989-05,Males,Original,375.9269597,32.798614,408.7255737,8.0246053,74.5000693,68.5217328
1989-05,Males,Seasonally Adjusted,376.0822194,33.7501874,409.8324068,8.2351192,74.7018163,68.5500326
1989-05,Males,Trend,377.9480261,30.4795496,408.4275757,7.4626571,74.4480447,68.8922424
1989-05,Persons,Original,644.249305,54.4085384,698.6578434,7.78758,62.4958501,57.6289358
1989-05,Persons,Seasonally Adjusted,642.7666782,55.4111288,698.1778069,7.9365354,62.4529102,57.4963129
1989-05,Persons,Trend,644.060025,51.4053268,695.4653518,7.3915008,62.2100587,57.6118017
1989-06,Females,Original,265.5313162,20.6823663,286.2136825,7.2261976,50.2290592,46.5994082
1989-06,Females,Seasonally Adjusted,265.1724183,21.5494051,286.7218234,7.5157883,50.3182354,46.5364234
1989-06,Females,Trend,266.5794139,20.6679847,287.2473986,7.195186,50.4077583,46.7808263
1989-06,Males,Original,377.9697386,28.0808222,406.0505608,6.9155974,73.9497475,68.8356807
1989-06,Males,Seasonally Adjusted,378.3684538,29.4940448,407.8624986,7.2313696,74.2797368,68.9082945
1989-06,Males,Trend,379.2287705,29.8303099,409.0590804,7.2924209,74.5038703,69.0707345
1989-06,Persons,Original,643.5010548,48.7631885,692.2642433,7.0440138,61.8696976,57.5115876
1989-06,Persons,Seasonally Adjusted,643.5408721,51.0434499,694.584322,7.3487766,62.0770499,57.5151462
1989-06,Persons,Trend,645.8081845,50.4982946,696.3064791,7.2523086,62.2318213,57.7185776
1989-07,Females,Original,264.5000219,20.0163785,284.5164004,7.0352284,49.8818156,46.3725159
1989-07,Females,Seasonally Adjusted,265.8998153,20.8581267,286.757942,7.2737747,50.2748058,46.6179297
1989-07,Females,Trend,266.8954569,20.5591548,287.4546116,7.1521395,50.3960791,46.7916812
1989-07,Males,Original,378.1173668,31.3075903,409.4249571,7.6467225,74.4971416,68.800552
1989-07,Males,Seasonally Adjusted,379.3492821,31.5310121,410.8802942,7.6740142,74.7619483,69.0247058
1989-07,Males,Trend,380.6538109,29.1354712,409.789282,7.1098666,74.5691956,69.2674253
1989-07,Persons,Original,642.6173887,51.3239688,693.9413575,7.3960095,61.9609423,57.3783051
1989-07,Persons,Seasonally Adjusted,645.2490974,52.3891388,697.6382362,7.5094994,62.2910308,57.6132863
1989-07,Persons,Trend,647.5492677,49.6946259,697.2438936,7.1272945,62.2576473,57.8203614
1989-08,Females,Original,270.7728171,18.5235669,289.296384,6.4029722,50.6685659,47.4242717
1989-08,Females,Seasonally Adjusted,273.423832,19.1199729,292.5438049,6.5357641,51.2373326,47.8885815
1989-08,Females,Trend,267.0869343,20.5899769,287.6769111,7.1573269,50.3852227,46.7789876
1989-08,Males,Original,379.8404939,27.400159,407.2406529,6.7282475,74.0323989,69.0513159
1989-08,Males,Seasonally Adjusted,384.4080508,27.4961164,411.9041672,6.6753674,74.8801805,69.8816534
1989-08,Males,Trend,382.0658779,28.3502032,410.4160811,6.9076736,74.6112359,69.4573353
1989-08,Persons,Original,650.613311,45.9237259,696.5370369,6.5931492,62.1329639,58.0364449
1989-08,Persons,Seasonally Adjusted,657.8318828,46.6160893,704.4479722,6.6173928,62.8386404,58.6803607
1989-08,Persons,Trend,649.1528122,48.94018,698.0929922,7.0105531,62.2726006,57.9069468
1989-09,Females,Original,270.9469364,20.1716714,291.1186078,6.9290217,50.9370829,47.4076414
1989-09,Females,Seasonally Adjusted,270.4554224,19.9557943,290.4112167,6.8715646,50.8133106,47.3216411
1989-09,Females,Trend,267.2055289,20.7229431,287.928472,7.1972539,50.3783863,46.7525259
1989-09,Males,Original,386.0403008,25.8570381,411.8973389,6.2775443,74.8112804,70.1149691
1989-09,Males,Seasonally Adjusted,384.9130107,25.2284526,410.1414633,6.1511588,74.4923676,69.9102238
