date,location,unemployment_rate_trend_pct,unemployment_rate_seasonally_adjusted_pct,unemployment_rate_original_pct
2002-08,Tasmania,8.6818436,8.510505,8.813629
2002-08,Victoria,5.9322681,6.223517,6.0517924
2002-08,Western Australia,6.1828717,6.2074544,6.0872946
2002-09,Australia,6.2659826,6.3122472,6.3557771
2002-09,Australian Capital Territory,4.5094558,,4.3187553
2002-09,New South Wales,5.8136568,5.9120256,5.9821048
2002-09,Northern Territory,4.6297652,,4.122354
2002-09,Queensland,7.3347766,7.3533248,7.1156524
2002-09,South Australia,6.7146913,6.7808128,6.6863493
2002-09,Tasmania,8.7558789,8.9654336,9.5731482
2002-09,Victoria,5.9224721,5.8985757,6.081845
2002-09,Western Australia,6.1758355,6.3705403,6.4908885
2002-10,Australia,6.227651,6.1283407,5.7682628
2002-10,Australian Capital Territory,4.5071993,,4.1402488
2002-10,New South Wales,5.803521,5.4532432,5.1430293
2002-10,Northern Territory,4.6680383,,5.2200333
2002-10,Queensland,7.2926361,7.4098286,6.7112655
2002-10,South Australia,6.608527,6.541366,6.3221004
2002-10,Tasmania,8.8241292,8.198959,8.1946434
2002-10,Victoria,5.8601221,5.9674344,5.6880583
2002-10,Western Australia,6.151578,6.0089152,5.6458456
2002-11,Australia,6.1798315,6.1626948,5.7438393
2002-11,Australian Capital Territory,4.4936069,,4.0821737
2002-11,New South Wales,5.8169132,5.9263848,5.6803625
2002-11,Northern Territory,4.782694,,4.1679118
2002-11,Queensland,7.2538875,7.1958199,6.4795305
2002-11,South Australia,6.4734094,6.5016828,6.0996739
2002-11,Tasmania,8.8746735,7.7608429,7.6174724
2002-11,Victoria,5.7625517,5.7735674,5.2574701
2002-11,Western Australia,6.1045067,6.0606773,5.5703286
2002-12,Australia,6.1313523,6.1822427,6.0452744
2002-12,Australian Capital Territory,4.4707493,,2.7887154
2002-12,New South Wales,5.8396362,6.0086263,5.884091
2002-12,Northern Territory,4.9551229,,5.336479
2002-12,Queensland,7.2141582,7.2994983,7.1956951
2002-12,South Australia,6.3374579,5.8025373,5.6316495
2002-12,Tasmania,8.8946271,9.1138859,9.0795965
2002-12,Victoria,5.6673499,5.5964508,5.5471483
2002-12,Western Australia,6.0318241,6.2469938,5.9509063
2003-01,Australia,6.0899954,6.0824313,6.6673153
2003-01,Australian Capital Territory,4.4399152,,5.0816088
2003-01,New South Wales,5.8557873,5.8664348,6.3733536
2003-01,Northern Territory,5.1613304,,5.9535861
2003-01,Queensland,7.165272,6.9514046,7.7191324
2003-01,South Australia,6.222202,6.2681266,7.0775767
2003-01,Tasmania,8.8763584,8.9201605,9.1891942
2003-01,Victoria,5.6083282,5.5761268,5.9585294
2003-01,Western Australia,5.9373004,6.0894783,6.8868177
2003-02,Australia,6.0702503,5.9549786,6.7012041
2003-02,Australian Capital Territory,4.4066897,,5.5325319
2003-02,New South Wales,5.8629984,5.8313573,6.6265296
2003-02,Northern Territory,5.3719854,,5.5598353
2003-02,Queensland,7.1107501,7.0616875,8.1006797
2003-02,South Australia,6.146287,6.2572949,6.8996307
2003-02,Tasmania,8.8146506,9.0738199,9.9832701
2003-02,Victoria,5.6054298,5.0717549,5.6444994
2003-02,Western Australia,5.8423288,5.706967,6.3612388
2003-03,Australia,6.0717409,6.1312826,6.4258188
2003-03,Australian Capital Territory,4.3767662,,5.0407248
2003-03,New South Wales,5.8671893,5.738243,5.9682044
2003-03,Northern Territory,5.5600685,,5.8636887
2003-03,Queensland,7.0509324,7.5108646,8.2070423
2003-03,South Australia,6.1136295,6.0384881,6.1435952
2003-03,Tasmania,8.7044177,9.2355313,9.2590761
2003-03,Victoria,5.65721,5.6173571,5.8537556
2003-03,Western Australia,5.7658971,5.5887258,5.8542927
2003-04,Australia,6.0817501,6.0295732,6.1042784
2003-04,Australian Capital Territory,4.3489525,,3.7913063
2003-04,New South Wales,5.8668341,5.7327925,5.7076585
2003-04,Northern Territory,5.7022356,,6.5584105
2003-04,Queensland,6.9792447,6.9561026,7.2687566
2003-04,South Australia,6.105981,5.9674395,5.9841504
2003-04,Tasmania,8.5434705,8.1526867,7.4271309
2003-04,Victoria,5.7193294,5.7318701,5.8444719
2003-04,Western Australia,5.723011,5.9981648,6.0229235
2003-05,Australia,6.0807978,6.0691741,6.0673351
2003-05,Australian Capital Territory,4.3168949,,4.5851145
2003-05,New South Wales,5.8547492,5.8872029,5.8678639
2003-05,Northern Territory,5.7893174,,7.0649645
2003-05,Queensland,6.8903868,6.70249,6.6760163
2003-05,South Australia,6.1065844,6.149872,6.2437144
2003-05,Tasmania,8.3331057,8.4130388,7.7770096
2003-05,Victoria,5.7594222,5.8866923,5.9243441
2003-05,Western Australia,5.7188606,5.679501,5.5786266
2003-06,Australia,6.0540363,6.054729,5.9003182
2003-06,Australian Capital Territory,4.2764733,,3.8386822
2003-06,New South Wales,5.832034,5.8348732,5.7270648
2003-06,Northern Territory,5.8118898,,5.8446608
2003-06,Queensland,6.779311,6.8104595,6.6858538
2003-06,South Australia,6.1102017,6.241279,6.0416086
2003-06,Tasmania,8.0843336,8.4777242,8.1953607
2003-06,Victoria,5.7447074,5.8974804,5.6707839
2003-06,Western Australia,5.766522,5.5226956,5.3202952
2003-07,Australia,5.9978521,6.1280871,5.6203136
2003-07,Australian Capital Territory,4.2243029,,4.1183574
2003-07,New South Wales,5.7892132,6.1250213,5.6062693
2003-07,Northern Territory,5.7651679,,4.4161147
2003-07,Queensland,6.6521306,6.7279836,6.1750975
2003-07,South Australia,6.1113389,6.1584227,5.6664291
2003-07,Tasmania,7.8125253,6.814758,6.6172786
2003-07,Victoria,5.6779233,5.6840912,5.2899214
2003-07,Western Australia,5.8548461,5.9305231,5.5698541
2003-08,Australia,5.9155643,5.8178273,5.5911078
2003-08,Australian Capital Territory,4.1606559,,4.3456765
2003-08,New South Wales,5.7252468,5.5091382,5.2354902
2003-08,Northern Territory,5.6537822,,4.8391896
2003-08,Queensland,6.5090971,6.4972884,6.1993579
2003-08,South Australia,6.1090828,6.0039725,5.852296
2003-08,Tasmania,7.5368997,7.417973,7.6244128
2003-08,Victoria,5.5803401,5.5142938,5.3392158
2003-08,Western Australia,5.9555271,5.9621397,5.8585668
2003-09,Australia,5.8299192,5.7755037,5.7978668
2003-09,Australian Capital Territory,4.0835992,,3.968785
2003-09,New South Wales,5.6416463,5.6065089,5.6633694
2003-09,Northern Territory,5.4938143,,6.6392788
2003-09,Queensland,6.3652253,6.3917179,6.137385
2003-09,South Australia,6.1125086,6.0969963,5.9872363
2003-09,Tasmania,7.2775147,6.9873227,7.4989918
2003-09,Victoria,5.4881494,5.3017837,5.438152
2003-09,Western Australia,6.0340005,6.1018859,6.2012116
2003-10,Australia,5.7517783,5.7835152,5.4474196
2003-10,Australian Capital Territory,3.9959373,,3.3503178
2003-10,New South Wales,5.5466109,5.552456,5.2409897
2003-10,Northern Territory,5.3121383,,5.6689566
2003-10,Queensland,6.2323475,6.4041557,5.7371777
2003-10,South Australia,6.1184725,6.0696703,5.8893847
2003-10,Tasmania,7.0469143,6.9901362,7.0418193
2003-10,Victoria,5.4274294,5.5510264,5.278931
2003-10,Western Australia,6.0636823,5.9978425,5.6550808
2003-11,Australia,5.6858918,5.6617549,5.2597384
2003-11,Australian Capital Territory,3.9029046,,3.4465924
2003-11,New South Wales,5.4530793,5.5170517,5.280683
2003-11,Northern Territory,5.1447674,,4.3496483
2003-11,Queensland,6.1261842,6.0259099,5.3829761
2003-11,South Australia,6.125283,6.2217949,5.8295134
2003-11,Tasmania,6.8568141,7.066966,6.9621736
2003-11,Victoria,5.4074176,5.2781537,4.7902215
2003-11,Western Australia,6.0179518,6.275533,5.710868
2003-12,Australia,5.6321892,5.6814057,5.5583274
2003-12,Australian Capital Territory,3.8134594,,3.8813672
2003-12,New South Wales,5.3771425,5.3510326,5.259873
2003-12,Northern Territory,5.0296745,,5.160094
2003-12,Queensland,6.0548935,6.0295458,5.9236255
2003-12,South Australia,6.115142,6.3471749,6.1723312
2003-12,Tasmania,6.7151024,6.4799057,6.4680801
2003-12,Victoria,5.4179905,5.5584563,5.5164003
2003-12,Western Australia,5.8965127,5.8663527,5.617726
2004-01,Australia,5.584156,5.5315024,6.0573981
2004-01,Australian Capital Territory,3.7346428,,4.0929468
2004-01,New South Wales,5.3223304,5.2683876,5.7127956
2004-01,Northern Territory,4.9947073,,5.3570558
2004-01,Queensland,6.00773,5.8855578,6.5864294
2004-01,South Australia,6.0800269,6.1392733,6.9438536
2004-01,Tasmania,6.620692,6.3957205,6.5362944
2004-01,Victoria,5.4331045,5.4829352,5.8467269
2004-01,Western Australia,5.7401201,5.6290117,6.3334456
2004-02,Australia,5.5355658,5.6430157,6.3600547
2004-02,Australian Capital Territory,3.670614,,4.2157789
2004-02,New South Wales,5.2979885,5.2798283,5.9841045
2004-02,Northern Territory,5.0518778,,5.6248246
2004-02,Queensland,5.9622816,6.1102508,7.0429867
2004-02,South Australia,6.0354805,6.3853384,7.0579339
2004-02,Tasmania,6.5681973,6.6674326,7.4107424
2004-02,Victoria,5.4343993,5.5886378,6.2564082
2004-02,Western Australia,5.5846772,5.583385,6.2375524
2004-03,Australia,5.4908371,5.4374662,5.7115807
2004-03,Australian Capital Territory,3.6254684,,3.9869205
2004-03,New South Wales,5.306765,5.3033305,5.4834833
2004-03,Northern Territory,5.188222,,4.6543705
2004-03,Queensland,5.8980714,6.0419808,6.6604645
2004-03,South Australia,6.0141146,5.5457768,5.6630264
2004-03,Tasmania,6.5451138,6.4107819,6.4531364
2004-03,Victoria,5.4198372,5.2262948,5.4533304
2004-03,Western Australia,5.4416777,5.3079732,5.5839564
2004-04,Australia,5.4632614,5.5071538,5.5771416
2004-04,Australian Capital Territory,3.6047142,,4.0090536
2004-04,New South Wales,5.3510593,5.3369136,5.3307168
2004-04,Northern Territory,5.3767763,,4.3041991
2004-04,Queensland,5.8107109,5.816631,6.063019
2004-04,South Australia,6.0365193,5.8234473,5.8675264
2004-04,Tasmania,6.537678,6.3294406,5.7386471
2004-04,Victoria,5.4081744,5.5570354,5.6926595
2004-04,Western Australia,5.3211666,5.3243261,5.3404817
2004-05,Australia,5.4511042,5.3368828,5.3426491
2004-05,Australian Capital Territory,3.6106528,,3.5498844
2004-05,New South Wales,5.4040917,5.397267,5.4000598
2004-05,Northern Territory,5.5939035,,5.9835273
2004-05,Queensland,5.694188,5.474329,5.431291
2004-05,South Australia,6.0913884,5.9246203,5.9765054
2004-05,Tasmania,6.5313573,6.4685797,5.9728102
2004-05,Victoria,5.4181792,5.0560034,5.0880937
2004-05,Western Australia,5.2258617,5.348647,5.260899
2004-06,Australia,5.4485547,5.4632647,5.3299592
2004-06,Australian Capital Territory,3.6341323,,3.1969738
2004-06,New South Wales,5.4393949,5.4036251,5.3137926
2004-06,Northern Territory,5.8102494,,6.2288139
2004-06,Queensland,5.5529731,5.626382,5.5230379
2004-06,South Australia,6.1462391,6.2996434,6.0729525
2004-06,Tasmania,6.5120506,6.8272347,6.5475361
2004-06,Victoria,5.457112,5.3199276,5.1271915
2004-06,Western Australia,5.1367951,5.1272984,4.9803207
2004-07,Australia,5.4370968,5.5506409,5.0896911
2004-07,Australian Capital Territory,3.663245,,3.0934252
2004-07,New South Wales,5.4375676,5.5871235,5.1088346
2004-07,Northern Territory,5.9925323,,6.187127
2004-07,Queensland,5.4013714,5.4630711,5.0093727
2004-07,South Australia,6.1423705,6.2698542,5.7743733
2004-07,Tasmania,6.4702176,6.8188885,6.6295093
2004-07,Victoria,5.5267012,5.4191078,5.0466248
2004-07,Western Australia,5.0240504,4.9647903,4.6822823
2004-08,Australia,5.4034774,5.5171164,5.2980784
2004-08,Australian Capital Territory,3.6815346,,4.0057535
2004-08,New South Wales,5.3910119,5.4567756,5.1746043
2004-08,Northern Territory,6.1047428,,5.8223916
2004-08,Queensland,5.2575202,5.2420608,5.0181069
2004-08,South Australia,6.0586212,6.1848698,6.0201212
2004-08,Tasmania,6.4063012,6.4655193,6.5776559
2004-08,Victoria,5.5999334,5.8242333,5.6426805
2004-08,Western Australia,4.8960835,4.8326694,4.7426796
2004-09,Australia,5.3439657,5.3706468,5.3939932
2004-09,Australian Capital Territory,3.6777839,,4.1326826
2004-09,New South Wales,5.3122554,5.0619034,5.1174651
2004-09,Northern Territory,6.124883,,7.1077271
2004-09,Queensland,5.1315579,5.2080767,4.9942315
2004-09,South Australia,5.9035379,5.8974495,5.8010193
2004-09,Tasmania,6.3226095,6.7491545,7.2612709
2004-09,Victoria,5.6543699,5.8140095,5.945441
2004-09,Western Australia,4.7601439,4.9525667,5.0359151
2004-10,Australia,5.2666076,5.1227026,4.8276242
2004-10,Australian Capital Territory,3.6474367,,3.3522387
2004-10,New South Wales,5.2289085,5.0862117,4.8229563
2004-10,Northern Territory,6.0554788,,4.8972472
2004-10,Queensland,5.0065905,4.4938784,4.0125376
2004-10,South Australia,5.7182178,5.6518741,5.4912125
2004-10,Tasmania,6.2246753,6.2436938,6.4005768
2004-10,Victoria,5.6664064,5.6586611,5.3808374
2004-10,Western Australia,4.6377519,4.7432876,4.4795893
2004-11,Australia,5.1926191,5.16121,4.7922465
2004-11,Australian Capital Territory,3.5899642,,3.2779839
2004-11,New South Wales,5.1658951,5.2266959,5.0291071
2004-11,Northern Territory,5.9226157,,5.038
2004-11,Queensland,4.8867683,4.912774,4.3848019
2004-11,South Australia,5.5588202,5.1108918,4.7976575
2004-11,Tasmania,6.1170216,5.8823681,5.8572313
2004-11,Victoria,5.6332464,5.6749531,5.1629054
2004-11,Western Australia,4.5566536,4.3372877,3.9266499
2004-12,Australia,5.1374837,5.0686047,4.9803858
2004-12,Australian Capital Territory,3.5112404,,3.6558239
2004-12,New South Wales,5.1364088,5.0400093,4.9590503
2004-12,Northern Territory,5.7627399,,5.3714497
2004-12,Queensland,4.7896818,4.8921458,4.7649943
2004-12,South Australia,5.4510264,5.0663624,4.9269515
2004-12,Tasmania,6.007038,5.7812693,5.7907244
2004-12,Victoria,5.5681996,5.551283,5.5066765
2004-12,Western Australia,4.5204207,4.4329307,4.2309536
2005-01,Australia,5.1096889,5.0733139,5.5758647
2005-01,Australian Capital Territory,3.4218184,,3.3993608
2005-01,New South Wales,5.1334283,5.0710506,5.4999812
2005-01,Northern Territory,5.6013582,,6.8094409
2005-01,Queensland,4.7321247,4.8439041,5.4701936
2005-01,South Australia,5.3998619,5.706286,6.4453357
2005-01,Tasmania,5.910805,5.7187903,5.7814923
2005-01,Victoria,5.4978887,5.3930454,5.7532324
2005-01,Western Australia,4.5264638,4.6626476,5.1798654
2005-02,Australia,5.1012496,5.0841785,5.727309
2005-02,Australian Capital Territory,3.3323403,,4.1814073
2005-02,New South Wales,5.1402286,5.2709025,5.9490801
2005-02,Northern Territory,5.4589768,,6.6459341
2005-02,Queensland,4.7107214,4.5279083,5.2701321
2005-02,South Australia,5.3740005,5.34796,5.9148819
2005-02,Tasmania,5.8444112,5.6888691,6.3617915
2005-02,Victoria,5.4407078,5.4571418,6.0986139
2005-02,Western Australia,4.568792,4.3903261,4.9128661
2005-03,Australia,5.0964316,5.1627244,5.4393232
2005-03,Australian Capital Territory,3.2507441,,3.6005761
2005-03,New South Wales,5.1280694,5.570308,5.7545066
2005-03,Northern Territory,5.3465631,,5.8392049
2005-03,Queensland,4.7329375,4.4475228,4.9363617
2005-03,South Australia,5.3427008,5.3234669,5.4851564
2005-03,Tasmania,5.8175693,5.9998001,6.0857074
2005-03,Victoria,5.3908705,5.3702482,5.6142979
2005-03,Western Australia,4.6313212,4.8123392,5.1011809
2005-04,Australia,5.0804367,5.1219632,5.1894301
2005-04,Australian Capital Territory,3.185723,,3.153235
2005-04,New South Wales,5.0941586,5.0386725,5.0331882
2005-04,Northern Territory,5.2735374,,5.0284865
2005-04,Queensland,4.7832571,5.0958519,5.2790459
2005-04,South Australia,5.283622,5.2684234,5.3272738
2005-04,Tasmania,5.83475,6.7993341,6.0637104
2005-04,Victoria,5.3451279,5.4110592,5.5666748
2005-04,Western Australia,4.6756058,4.6692532,4.6862155
2005-05,Australia,5.0519621,5.0994792,5.111896
2005-05,Australian Capital Territory,3.1437243,,3.1930223
2005-05,New South Wales,5.0536402,5.0636067,5.0898371
2005-05,Northern Territory,5.2402699,,5.8251262
2005-05,Queensland,4.8398356,5.2532281,5.2062764
2005-05,South Australia,5.1990601,5.267099,5.2807876
2005-05,Tasmania,5.8948967,5.67468,5.2520851
2005-05,Victoria,5.305091,5.3620269,5.3886871
2005-05,Western Australia,4.6593287,4.5350197,4.4576086
2005-06,Australia,5.0144002,4.9500141,4.8325796
2005-06,Australian Capital Territory,3.1276635,,2.8810696
2005-06,New South Wales,5.0253629,4.9753999,4.9054855
2005-06,Northern Territory,5.2449343,,4.8448651
2005-06,Queensland,4.8769204,4.6686446,4.583126
2005-06,South Australia,5.1007437,5.3749754,5.152846
2005-06,Tasmania,5.988885,5.9393494,5.6256728
2005-06,Victoria,5.2793919,5.1737119,4.995684
2005-06,Western Australia,4.5683182,4.7097906,4.633355
2005-07,Australia,4.9780482,4.9721011,4.5595545
2005-07,Australian Capital Territory,3.1380517,,2.9798617
2005-07,New South Wales,5.01855,4.8820234,4.4755271
2005-07,Northern Territory,5.2858756,,5.4151084
2005-07,Queensland,4.8701106,4.8627355,4.4578968
2005-07,South Australia,5.0016243,4.7077826,4.3090001
2005-07,Tasmania,6.1027613,5.9612509,5.8156783
2005-07,Victoria,5.2722638,5.2531051,4.9057771
2005-07,Western Australia,4.4315422,4.5421125,4.3030208
2005-08,Australia,4.9588852,4.901376,4.6980991
2005-08,Australian Capital Territory,3.1688965,,2.9232517
2005-08,New South Wales,5.0481931,4.8999982,4.6249551
2005-08,Northern Territory,5.3609076,,4.0742123
2005-08,Queensland,4.8234499,5.0133233,4.776006
2005-08,South Australia,4.9043897,4.9010924,4.767993
2005-08,Tasmania,6.2205779,6.0984879,6.0998153
2005-08,Victoria,5.2836036,5.0849819,4.9214605
2005-08,Western Australia,4.2851683,4.3624878,4.2685986
2005-09,Australia,4.967473,5.0021971,5.0103803
2005-09,Australian Capital Territory,3.2107684,,3.0161125
2005-09,New South Wales,5.1121016,5.3219868,5.3683713
2005-09,Northern Territory,5.4703066,,4.8151854
2005-09,Queensland,4.7744845,4.5542762,4.3832251
2005-09,South Australia,4.8070725,4.8201151,4.7427025
2005-09,Tasmania,6.3325029,6.1532072,6.5734941
2005-09,Victoria,5.3098002,5.4776271,5.5667201
2005-09,Western Australia,4.172357,3.89519,3.9926381
2005-10,Australia,4.9991434,5.0157065,4.7303604
2005-10,Australian Capital Territory,3.2548823,,3.5015328
2005-10,New South Wales,5.181821,5.1952253,4.9499213
2005-10,Northern Territory,5.60364,,4.3250016
2005-10,Queensland,4.7632747,4.7959036,4.2905241
2005-10,South Australia,4.7350475,4.8255966,4.7000283
2005-10,Tasmania,6.4307857,7.1534643,7.4371751
2005-10,Victoria,5.3331818,5.3465074,5.0835499
2005-10,Western Australia,4.1220003,3.9399449,3.731721
2005-11,Australia,5.0363315,4.9381247,4.5712018
2005-11,Australian Capital Territory,3.291671,,2.9455057
2005-11,New South Wales,5.2350129,5.1204829,4.920252
2005-11,Northern Territory,5.7367758,,4.9495305
2005-11,Queensland,4.7900623,4.6134432,4.1184642
2005-11,South Australia,4.706204,4.635233,4.363796
2005-11,Tasmania,6.5138814,7.0152308,7.024852
2005-11,Victoria,5.3419067,5.2996718,4.7973819
2005-11,Western Australia,4.1259968,4.0919774,3.6717433
2005-12,Australia,5.0598929,5.069871,4.9605702
2005-12,Australian Capital Territory,3.3109476,,3.1352862
2005-12,New South Wales,5.2535876,5.3018316,5.2115966
2005-12,Northern Territory,5.8347589,,6.5569182
2005-12,Queensland,4.8297232,4.8562964,4.6774354
2005-12,South Australia,4.7327107,4.88373,4.74238
2005-12,Tasmania,6.5822308,6.0058585,6.0135198
2005-12,Victoria,5.3256622,5.3169048,5.2535458
2005-12,Western Australia,4.1476964,4.3735905,4.1222329
2006-01,Australia,5.0565039,5.1620509,5.6690133
2006-01,Australian Capital Territory,3.3052344,,3.7593178
2006-01,New South Wales,5.2408854,5.6703996,6.1298196
2006-01,Northern Territory,5.8613587,,7.8031514
2006-01,Queensland,4.8600335,4.9716625,5.6495431
2006-01,South Australia,4.7977933,4.6594277,5.2549314
2006-01,Tasmania,6.6334501,6.6740558,6.7602851
2006-01,Victoria,5.2843595,5.2727379,5.6229429
2006-01,Western Australia,4.1365458,4.1509154,4.5747709
2006-02,Australia,5.0219324,5.1035073,5.7412708
2006-02,Australian Capital Territory,3.2721135,,3.949855
2006-02,New South Wales,5.20582,5.2085859,5.8370043
2006-02,Northern Territory,5.7885808,,7.7740573
2006-02,Queensland,4.8532854,5.0463954,5.8753244
2006-02,South Australia,4.8770622,4.9465582,5.4779245
2006-02,Tasmania,6.6654218,6.6785615,7.4655092
2006-02,Victoria,5.2368149,5.3031575,5.9369214
2006-02,Western Australia,4.0416335,4.1581506,4.6612786
2006-03,Australia,4.9603198,4.867093,5.1246414
2006-03,Australian Capital Territory,3.2183235,,3.4477637
2006-03,New South Wales,5.165776,4.9515251,5.1073425
2006-03,Northern Territory,5.6108649,,4.9840656
2006-03,Queensland,4.8012677,4.7204528,5.2581913
2006-03,South Australia,4.9461522,5.0566409,5.2341957
2006-03,Tasmania,6.6761982,6.6496695,6.7907311
2006-03,Victoria,5.18821,5.1149621,5.3576307
2006-03,Western Australia,3.8695733,3.9676518,4.2388051
2006-04,Australia,4.887616,4.9655834,5.0406794
2006-04,Australian Capital Territory,3.1531827,,3.3126305
2006-04,New South Wales,5.1426609,5.4584516,5.4599101
2006-04,Northern Territory,5.3460246,,5.718213
2006-04,Queensland,4.7158098,4.5571088,4.6884259
2006-04,South Australia,4.975439,5.0405141,5.1260249
2006-04,Tasmania,6.6642809,6.3220477,5.6622916
2006-04,Victoria,5.1312521,5.1871373,5.3564392
2006-04,Western Australia,3.6630214,3.7150256,3.7197424
2006-05,Australia,4.8167288,4.7982724,4.8137301
2006-05,Australian Capital Territory,3.0834647,,3.8906417
2006-05,New South Wales,5.1428272,5.0679996,5.1054922
2006-05,Northern Territory,5.0192526,,5.7589379
2006-05,Queensland,4.6227499,4.7101975,4.6903076
2006-05,South Australia,4.9548333,5.0192794,5.0117527
2006-05,Tasmania,6.6276633,6.6383929,6.1542139
2006-05,Victoria,5.0611994,5.0297244,5.0564304
2006-05,Western Australia,3.4910443,3.264476,3.2182028
2006-06,Australia,4.7560692,4.8081424,4.691645
2006-06,Australian Capital Territory,3.0190567,,2.497056
2006-06,New South Wales,5.1580183,5.2936075,5.2212495
2006-06,Northern Territory,4.6546322,,4.7716023
2006-06,Queensland,4.531944,4.523844,4.4413666
2006-06,South Australia,4.8992875,4.7133999,4.4812221
2006-06,Tasmania,6.5683001,6.7167089,6.3428811
2006-06,Victoria,4.9807352,5.0102376,4.8313321
2006-06,Western Australia,3.3849368,3.378283,3.3710233
2006-07,Australia,4.7069622,4.6568191,4.2786831
2006-07,Australian Capital Territory,2.9677472,,2.4331972
2006-07,New South Wales,5.1726864,4.9305766,4.5288197
2006-07,Northern Territory,4.2841294,,4.3004349
2006-07,Queensland,4.4517043,4.3963401,4.0146861
2006-07,South Australia,4.8565302,4.9496113,4.5558015
2006-07,Tasmania,6.486955,5.9747598,5.8441478
2006-07,Victoria,4.9034605,5.0548864,4.7292788
2006-07,Western Australia,3.3452392,2.8737571,2.7269781
2006-08,Australia,4.6628253,4.7121576,4.5114414
2006-08,Australian Capital Territory,2.9365564,,3.0120433
2006-08,New South Wales,5.1664355,5.334762,5.0379139
2006-08,Northern Territory,3.9436289,,4.1919411
2006-08,Queensland,4.3747717,4.496038,4.2493395
2006-08,South Australia,4.8735411,4.8810324,4.7311255
2006-08,Tasmania,6.3829681,6.2121178,6.1805211
2006-08,Victoria,4.8483211,4.5325113,4.3920268
2006-08,Western Australia,3.3494506,3.5768616,3.4722639
2006-09,Australia,4.6206773,4.6659926,4.669133
2006-09,Australian Capital Territory,2.928772,,2.6684046
2006-09,New South Wales,5.1368964,5.228852,5.2734286
2006-09,Northern Territory,3.664471,,3.2410066
2006-09,Queensland,4.2890297,4.5331599,4.3916898
2006-09,South Australia,4.9637897,4.73489,4.6662208
2006-09,Tasmania,6.2552689,6.6193889,6.9676297
2006-09,Victoria,4.8256223,4.5792309,4.6395109
2006-09,Western Australia,3.3746248,3.3178725,3.420123
2006-10,Australia,4.5839023,4.4631721,4.2169575
2006-10,Australian Capital Territory,2.9412927,,2.59562
2006-10,New South Wales,5.0947324,4.7049982,4.5047624
2006-10,Northern Territory,3.4731462,,2.5777958
2006-10,Queensland,4.1997383,3.840294,3.4469106
2006-10,South Australia,5.0912681,4.5734436,4.4577329
2006-10,Tasmania,6.1040831,6.1628946,6.4194059
2006-10,Victoria,4.8346008,4.9155696,4.6742096
2006-10,Western Australia,3.3832789,3.7350383,3.527095
2006-11,Australia,4.5594444,4.5150683,4.194665
2006-11,Australian Capital Territory,2.9673054,,2.714056
2006-11,New South Wales,5.0588444,4.8778118,4.6954113
2006-11,Northern Territory,3.3866113,,2.9531069
2006-11,Queensland,4.1217737,4.1142647,3.7067749
2006-11,South Australia,5.213471,5.2351608,4.9486244
2006-11,Tasmania,5.932464,5.8242896,5.9240505
2006-11,Victoria,4.863612,4.7348844,4.2957016
2006-11,Western Australia,3.3434652,3.1609831,2.8365766
2006-12,Australia,4.5401506,4.5680604,4.4710167
2006-12,Australian Capital Territory,2.9964102,,2.9266874
2006-12,New South Wales,5.0373334,4.8320594,4.7478953
2006-12,Northern Territory,3.3949959,,2.2751041
2006-12,Queensland,4.0507986,4.0676707,3.8771917
2006-12,South Australia,5.283947,5.5360939,5.3809987
2006-12,Tasmania,5.7500718,5.7042635,5.7259126
2006-12,Victoria,4.890175,5.0499425,4.9670307
2006-12,Western Australia,3.2548743,3.376188,3.1377366
2007-01,Australia,4.5197292,4.5534806,4.999959
2007-01,Australian Capital Territory,3.0192175,,3.59065
2007-01,New South Wales,5.0263108,5.0096606,5.3917386
2007-01,Northern Territory,3.4827884,,2.3981011
2007-01,Queensland,3.9724529,3.9914321,4.5378391
2007-01,South Australia,5.2781523,5.5194446,6.1868759
2007-01,Tasmania,5.5738105,5.5169328,5.5970423
2007-01,Victoria,4.9023101,4.9511644,5.2802199
2007-01,Western Australia,3.1466229,3.2556346,3.5505075
2007-02,Australia,4.490794,4.6344269,5.2301543
2007-02,Australian Capital Territory,3.0275924,,3.0750561
2007-02,New South Wales,5.0103361,5.2849653,5.9301444
2007-02,Northern Territory,3.6374929,,4.3307572
2007-02,Queensland,3.8848519,4.0979201,4.7987261
2007-02,South Australia,5.2091585,5.104388,5.6493158
2007-02,Tasmania,5.4189734,5.3137902,5.9869424
2007-02,Victoria,4.877756,4.8155221,5.4080691
2007-02,Western Australia,3.0496195,3.1150081,3.5143715
2007-03,Australia,4.4501877,4.4597017,4.7140294
2007-03,Australian Capital Territory,3.0150292,,3.4010019
2007-03,New South Wales,4.9800228,4.919264,5.0961076
2007-03,Northern Territory,3.8392516,,4.6202651
2007-03,Queensland,3.7901769,3.971306,4.4403778
2007-03,South Australia,5.099542,4.952312,5.1550279
2007-03,Tasmania,5.2978737,5.2974849,5.4030069
2007-03,Victoria,4.817594,4.8381272,5.0984291
2007-03,Western Australia,2.9877031,2.7421928,2.9492077
2007-04,Australia,4.3976896,4.3860622,4.4564798
2007-04,Australian Capital Territory,2.979668,,3.4363989
2007-04,New South Wales,4.9226354,5.1072515,5.1155083
2007-04,Northern Territory,4.0651736,,4.9518422
2007-04,Queensland,3.6987351,3.4624426,3.5344175
2007-04,South Australia,4.9909296,5.1368279,5.2569691
2007-04,Tasmania,5.2163382,5.2748384,4.7408445
