date,location,unemployment_rate_trend_pct,unemployment_rate_seasonally_adjusted_pct,unemployment_rate_original_pct
1990-08,South Australia,7.8969116,8.1405305,8.0893774
1990-08,Tasmania,9.0981196,9.4349315,9.160017
1990-08,Victoria,6.6013244,6.594446,6.2606449
1990-08,Western Australia,8.0604348,7.9169729,7.6480014
1990-09,Australia,7.383814,7.3741634,7.3268658
1990-09,Australian Capital Territory,5.6770545,,4.3918362
1990-09,New South Wales,6.7257757,6.8074925,6.8076817
1990-09,Northern Territory,7.4545652,,8.547961
1990-09,Queensland,8.575175,8.3868186,7.9679788
1990-09,South Australia,8.1264884,8.3523935,8.4332996
1990-09,Tasmania,9.1976898,9.2963951,9.2915203
1990-09,Victoria,7.0228426,6.9273864,6.8200648
1990-09,Western Australia,8.2411949,8.3794325,8.3009036
1990-10,Australia,7.6153619,7.6371646,7.1354024
1990-10,Australian Capital Territory,5.8165644,,5.446667
1990-10,New South Wales,6.8694955,6.6017987,6.2409833
1990-10,Northern Territory,7.6742201,,8.0968142
1990-10,Queensland,8.7629028,8.8937119,8.039421
1990-10,South Australia,8.3012591,8.2314334,8.0445384
1990-10,Tasmania,9.2998606,9.392741,9.1755852
1990-10,Victoria,7.3974445,7.4079734,6.9813383
1990-10,Western Australia,8.430441,8.6136386,7.9098606
1990-11,Australia,7.8674076,7.9457748,7.4033026
1990-11,Australian Capital Territory,5.9422002,,5.3647093
1990-11,New South Wales,7.0567852,7.1006297,6.6166387
1990-11,Northern Territory,7.9040887,,5.9591113
1990-11,Queensland,8.9636419,8.9323969,8.1954776
1990-11,South Australia,8.4572448,8.4510612,7.984178
1990-11,Tasmania,9.4115681,8.5548685,8.3698858
1990-11,Victoria,7.7393577,8.0134572,7.5700222
1990-11,Western Australia,8.6629921,8.6716639,8.0560361
1990-12,Australia,8.1501955,8.0205407,8.1338049
1990-12,Australian Capital Territory,6.0467492,,6.2125107
1990-12,New South Wales,7.30373,7.2970132,7.2506389
1990-12,Northern Territory,8.1203347,,8.4750891
1990-12,Queensland,9.2054269,9.3941012,9.4643391
1990-12,South Australia,8.6329108,8.4418814,8.4675053
1990-12,Tasmania,9.5400826,9.3533379,9.7572989
1990-12,Victoria,8.0778911,7.8758504,8.0573914
1990-12,Western Australia,8.9550184,8.6367735,8.6843122
1991-01,Australia,8.4584953,8.4002618,9.0821986
1991-01,Australian Capital Territory,6.1284474,,8.1285471
1991-01,New South Wales,7.5928507,7.5006796,8.1448115
1991-01,Northern Territory,8.3030723,,10.4446126
1991-01,Queensland,9.4873377,9.1436547,9.8915874
1991-01,South Australia,8.8366408,9.3257657,10.092566
1991-01,Tasmania,9.6924225,9.3333748,10.2695097
1991-01,Victoria,8.4436209,8.4692289,9.0126587
1991-01,Western Australia,9.3090201,9.1830704,9.9370638
1991-02,Australia,8.7711739,8.6158158,9.4823345
1991-02,Australian Capital Territory,6.1937587,,7.6312446
1991-02,New South Wales,7.8825249,7.7607347,8.5626995
1991-02,Northern Territory,8.435428,,9.6594794
1991-02,Queensland,9.7834118,9.6546978,10.6480111
1991-02,South Australia,9.0718477,8.9849833,9.7557106
1991-02,Tasmania,9.87295,9.7535732,10.3264634
1991-02,Victoria,8.8406029,8.4972369,9.4132668
1991-02,Western Australia,9.7129892,9.7950817,10.701764
1991-03,Australia,9.0550697,9.1852848,9.5929512
1991-03,Australian Capital Territory,6.2505352,,5.6521918
1991-03,New South Wales,8.1346554,8.3457876,8.7513083
1991-03,Northern Territory,8.5275627,,8.638847
1991-03,Queensland,10.0440342,10.229056,10.9417749
1991-03,South Australia,9.3152984,9.3218082,9.3312384
1991-03,Tasmania,10.0814201,9.9225209,10.0509517
1991-03,Victoria,9.2321551,9.3013487,9.6910202
1991-03,Western Australia,10.1318992,10.2344629,10.8469949
1991-04,Australia,9.2940889,9.8610601,9.9162278
1991-04,Australian Capital Territory,6.3021485,,6.5519535
1991-04,New South Wales,8.3495277,8.56788,8.5214422
1991-04,Northern Territory,8.5964303,,8.8809295
1991-04,Queensland,10.217116,10.6298687,11.1574172
1991-04,South Australia,9.5456261,9.9038218,9.7887507
1991-04,Tasmania,10.3037951,10.8784057,10.4079994
1991-04,Victoria,9.599942,10.5863937,10.6571066
1991-04,Western Australia,10.499877,11.2239194,11.3379795
1991-05,Australia,9.4801418,9.5025363,9.465227
1991-05,Australian Capital Territory,6.3573487,,6.1630451
1991-05,New South Wales,8.5421996,8.4626473,8.3864098
1991-05,Northern Territory,8.667786,,9.1019443
1991-05,Queensland,10.2720301,10.4578408,10.6521419
1991-05,South Australia,9.7531766,9.6275221,9.4736396
1991-05,Tasmania,10.5209643,10.8135071,10.1068222
1991-05,Victoria,9.9102505,10.0006303,10.0179991
1991-05,Western Australia,10.7630371,10.1374745,10.1695567
1991-06,Australia,9.6139979,9.5572164,8.9818121
1991-06,Australian Capital Territory,6.4208381,,5.9447145
1991-06,New South Wales,8.7379328,8.4174451,7.9128304
1991-06,Northern Territory,8.7576244,,6.7229117
1991-06,Queensland,10.2009768,9.5829826,9.1636526
1991-06,South Australia,9.9359973,9.7128121,9.0827074
1991-06,Tasmania,10.7159072,11.4736045,11.2457719
1991-06,Victoria,10.1329342,10.3009104,9.7524285
1991-06,Western Australia,10.9166631,11.013776,10.4434338
1991-07,Australia,9.720555,9.6754135,9.514855
1991-07,Australian Capital Territory,6.4960401,,6.6937428
1991-07,New South Wales,8.9595437,8.8441986,8.6709738
1991-07,Northern Territory,8.862192,,8.4498828
1991-07,Queensland,10.048251,10.1385366,9.9043912
1991-07,South Australia,10.1135129,10.2603308,10.1812544
1991-07,Tasmania,10.8765718,10.5365221,10.3682266
1991-07,Victoria,10.2761224,10.0902557,9.7967
1991-07,Western Australia,10.9783478,11.1527738,10.8791798
1991-08,Australia,9.8265659,9.7904812,9.4639942
1991-08,Australian Capital Territory,6.5844455,,5.8514042
1991-08,New South Wales,9.2163717,9.2835324,8.9989975
1991-08,Northern Territory,8.9537943,,8.376584
1991-08,Queensland,9.8823282,9.7742661,9.2648942
1991-08,South Australia,10.2937883,10.4058283,10.2628939
1991-08,Tasmania,11.0001538,11.2344418,10.9295688
1991-08,Victoria,10.384526,10.156512,9.7067967
1991-08,Western Australia,10.9817841,10.8896052,10.5078733
1991-09,Australia,9.9450357,10.0328707,9.9695988
1991-09,Australian Capital Territory,6.6824319,,6.1843714
1991-09,New South Wales,9.4929838,9.632905,9.6408892
1991-09,Northern Territory,9.0051087,,8.4136385
1991-09,Queensland,9.7799642,9.6660942,9.1910135
1991-09,South Australia,10.4774955,10.5376443,10.6040432
1991-09,Tasmania,11.0890644,11.1897589,11.1910738
1991-09,Victoria,10.4809341,10.7728018,10.6391678
1991-09,Western Australia,10.9531364,10.7816622,10.6875536
1991-10,Australia,10.0745847,9.9875662,9.363147
1991-10,Australian Capital Territory,6.7826391,,6.1887457
1991-10,New South Wales,9.7298139,9.4491228,8.9512186
1991-10,Northern Territory,8.9870894,,9.7729082
1991-10,Queensland,9.7696063,9.6980222,8.7510503
1991-10,South Australia,10.6554652,10.4384445,10.210624
1991-10,Tasmania,11.1533833,10.6146126,10.3347964
1991-10,Victoria,10.5936924,10.3395128,9.7828863
1991-10,Western Australia,10.9320201,11.1161334,10.3181296
1991-11,Australia,10.1987348,10.198157,9.5732156
1991-11,Australian Capital Territory,6.8815151,,5.7967675
1991-11,New South Wales,9.8670632,9.8960744,9.2477722
1991-11,Northern Territory,8.8891675,,9.1014649
1991-11,Queensland,9.8354966,9.4111548,8.7224854
1991-11,South Australia,10.8109588,10.8136005,10.2335198
1991-11,Tasmania,11.1993902,11.6237988,11.3819458
1991-11,Victoria,10.7235638,10.7336777,10.2159136
1991-11,Western Australia,10.9459227,10.9202271,10.2010069
1991-12,Australia,10.3030414,10.4759259,10.5127011
1991-12,Australian Capital Territory,6.9764371,,7.3786397
1991-12,New South Wales,9.8908325,10.1902119,10.1301501
1991-12,Northern Territory,8.6976739,,8.9066022
1991-12,Queensland,9.9324374,9.9989391,10.0120168
1991-12,South Australia,10.950107,11.2334341,11.2422901
1991-12,Tasmania,11.2301774,11.3083213,11.7863652
1991-12,Victoria,10.8700198,11.019101,11.2057281
1991-12,Western Australia,10.9962397,10.6447136,10.6481054
1992-01,Australia,10.3825012,10.3499129,11.2022708
1992-01,Australian Capital Territory,7.0672694,,7.8311225
1992-01,New South Wales,9.8367029,9.8531011,10.6755002
1992-01,Northern Territory,8.4220618,,9.9850186
1992-01,Queensland,10.0251853,10.13428,10.9521829
1992-01,South Australia,11.1067606,10.8487876,11.7731011
1992-01,Tasmania,11.2483766,11.1460398,12.2034384
1992-01,Victoria,11.021546,10.9339724,11.621645
1992-01,Western Australia,11.0512117,11.437842,12.3445483
1992-02,Australia,10.4482367,10.4042309,11.4542347
1992-02,Australian Capital Territory,7.1536128,,8.3280542
1992-02,New South Wales,9.7727646,9.7760546,10.7834044
1992-02,Northern Territory,8.1204055,,9.7135785
1992-02,Queensland,10.1123156,10.2075622,11.2913781
1992-02,South Australia,11.2897355,11.3676648,12.304577
1992-02,Tasmania,11.2589672,11.0420208,11.688104
1992-02,Victoria,11.1835495,10.9932099,12.1369824
1992-02,Western Australia,11.0751904,11.1793142,12.2315616
1992-03,Australia,10.5069028,10.4983324,10.8987931
1992-03,Australian Capital Territory,7.2339155,,8.4848956
1992-03,New South Wales,9.7606444,9.4511142,9.9158638
1992-03,Northern Territory,7.8389993,,8.5499885
1992-03,Queensland,10.177907,10.0689767,10.7586081
1992-03,South Australia,11.4824085,11.2779052,11.2570294
1992-03,Tasmania,11.2678237,11.4653853,11.4496109
1992-03,Victoria,11.355474,11.5219001,11.9344447
1992-03,Western Australia,11.0659787,11.3882758,12.071348
1992-04,Australia,10.5623819,10.4714159,10.4769046
1992-04,Australian Capital Territory,7.3006105,,7.4985503
1992-04,New South Wales,9.8293616,9.8106172,9.7443455
1992-04,Northern Territory,7.6081211,,5.6986791
1992-04,Queensland,10.2311196,9.7703054,10.2245223
1992-04,South Australia,11.6587437,11.6915245,11.5885153
1992-04,Tasmania,11.2849249,10.9414665,10.4131348
1992-04,Victoria,11.5011704,11.4515524,11.4649693
1992-04,Western Australia,11.034665,10.9497157,10.9694795
1992-05,Australia,10.6238757,10.6193587,10.5669819
1992-05,Australian Capital Territory,7.3408797,,6.2211466
1992-05,New South Wales,9.9904921,9.9497503,9.8482955
1992-05,Northern Territory,7.4436939,,6.5946884
1992-05,Queensland,10.2708208,10.1167551,10.3081252
1992-05,South Australia,11.7849202,11.9976256,11.8351688
1992-05,Tasmania,11.3154961,11.2630921,10.5683743
1992-05,Victoria,11.5849442,11.634363,11.6326936
1992-05,Western Australia,11.009316,10.8420723,10.8365494
1992-06,Australia,10.6984165,10.808977,10.4873555
1992-06,Australian Capital Territory,7.3478281,,7.2147755
1992-06,New South Wales,10.2173437,10.2514468,9.8984378
1992-06,Northern Territory,7.3600671,,6.6830047
1992-06,Queensland,10.2991134,10.6174925,10.4285671
1992-06,South Australia,11.8474391,11.9195293,11.4469464
1992-06,Tasmania,11.3609197,11.5780416,11.6765966
1992-06,Victoria,11.6199421,11.5915325,11.2737913
1992-06,Western Australia,10.9934788,10.689594,10.4154536
1992-07,Australia,10.7875525,11.1399832,10.55372
1992-07,Australian Capital Territory,7.3163804,,8.2367743
1992-07,New South Wales,10.4605893,10.6150097,10.0640905
1992-07,Northern Territory,7.3629098,,8.4163227
1992-07,Queensland,10.3293421,11.0795672,10.4732457
1992-07,South Australia,11.8595537,11.4583798,11.0237238
1992-07,Tasmania,11.4202343,11.6842924,11.2269993
1992-07,Victoria,11.6126113,11.9883287,11.3010263
1992-07,Western Australia,11.0044891,11.1514153,10.5065389
1992-08,Australia,10.8858051,10.7223762,10.4267697
1992-08,Australian Capital Territory,7.2495112,,7.5813823
1992-08,New South Wales,10.6720921,10.6612406,10.3859568
1992-08,Northern Territory,7.4495635,,5.2232194
1992-08,Queensland,10.3706056,9.9017597,9.4341836
1992-08,South Australia,11.8463539,11.8044689,11.6601519
1992-08,Tasmania,11.4947482,11.2475862,11.1064249
1992-08,Victoria,11.5815352,11.369658,10.9343325
1992-08,Western Australia,11.0372929,11.1638535,10.8279918
1992-09,Australia,10.9867276,10.6170578,10.5607533
1992-09,Australian Capital Territory,7.1629633,,7.8987098
1992-09,New South Wales,10.8381181,10.2792938,10.29542
1992-09,Northern Territory,7.602774,,7.4006836
1992-09,Queensland,10.4263784,10.4809663,9.9958244
1992-09,South Australia,11.8383772,11.6610886,11.7001886
1992-09,Tasmania,11.5844314,11.4300362,11.4594327
1992-09,Victoria,11.5512826,11.1149254,11.0427205
1992-09,Western Australia,11.0408472,10.9385721,10.8569167
1992-10,Australia,11.0693809,11.0915671,10.4416325
1992-10,Australian Capital Territory,7.0718079,,6.5505177
1992-10,New South Wales,10.9593234,11.1376545,10.5828732
1992-10,Northern Territory,7.800761,,6.496393
1992-10,Queensland,10.4970028,10.3089827,9.3247236
1992-10,South Australia,11.8341225,11.6580451,11.4000983
1992-10,Tasmania,11.6950259,12.2362073,11.9029969
1992-10,Victoria,11.5320089,11.605095,11.0108217
1992-10,Western Australia,10.956306,11.1259221,10.3973316
1992-11,Australia,11.1133873,11.1368949,10.4798409
1992-11,Australian Capital Territory,6.9911806,,6.0854221
1992-11,New South Wales,11.0457869,11.0315155,10.3438964
1992-11,Northern Territory,8.0100537,,8.6521771
1992-11,Queensland,10.5652408,10.686336,9.9991487
1992-11,South Australia,11.8361718,12.0741648,11.4659768
1992-11,Tasmania,11.8280553,11.4641176,11.2324022
1992-11,Victoria,11.5093026,11.882419,11.3534109
1992-11,Western Australia,10.7588515,10.1062384,9.4700565
1992-12,Australia,11.1047028,11.2200827,11.1883689
1992-12,Australian Capital Territory,6.9329014,,6.2916023
1992-12,New South Wales,11.0795954,11.1851431,11.1049665
1992-12,Northern Territory,8.1997288,,8.949665
1992-12,Queensland,10.6033045,10.8034121,10.7673301
1992-12,South Australia,11.8053819,12.1092003,12.0873094
1992-12,Tasmania,11.9833533,12.1542992,12.6219489
1992-12,Victoria,11.493865,11.575223,11.6987162
1992-12,Western Australia,10.4908403,10.956704,10.9047886
1993-01,Australia,11.0481398,10.834467,11.707092
1993-01,Australian Capital Territory,6.9069252,,7.802077
1993-01,New South Wales,11.0598499,10.7257284,11.6059829
1993-01,Northern Territory,8.3340903,,8.5123869
1993-01,Queensland,10.5983982,10.5675301,11.4417198
1993-01,South Australia,11.7149013,11.530367,12.5269784
1993-01,Tasmania,12.1576047,12.516548,13.628612
1993-01,Victoria,11.5026128,11.5010787,12.2267264
1993-01,Western Australia,10.2009779,10.1853037,11.0393682
1993-02,Australia,10.9649442,11.0137878,12.1271529
1993-02,Australian Capital Territory,6.9170095,,8.6171757
1993-02,New South Wales,10.9861751,11.2347222,12.400087
1993-02,Northern Territory,8.3872904,,10.356486
1993-02,Queensland,10.5400798,10.5842702,11.7082585
1993-02,South Australia,11.572995,11.2801002,12.2083296
1993-02,Tasmania,12.3380094,12.1793592,12.8707902
1993-02,Victoria,11.5579633,11.615735,12.797452
1993-02,Western Australia,9.9325128,9.7837584,10.7786524
1993-03,Australia,10.8922898,10.859165,11.2827671
1993-03,Australian Capital Territory,6.9567445,,8.3307251
1993-03,New South Wales,10.8818554,10.8733745,11.4055895
1993-03,Northern Territory,8.3607831,,9.9485808
1993-03,Queensland,10.4691751,10.4594277,11.1252802
1993-03,South Australia,11.4085105,11.4528027,11.4736622
1993-03,Tasmania,12.5060313,12.1475294,12.0527171
1993-03,Victoria,11.6793069,11.561628,11.9674462
1993-03,Western Australia,9.7213187,9.0981886,9.7189639
1993-04,Australia,10.8573862,10.7665749,10.8421538
1993-04,Australian Capital Territory,7.0214828,,6.9985849
1993-04,New South Wales,10.7712099,10.7327842,10.7174922
1993-04,Northern Territory,8.2712693,,7.7952768
1993-04,Queensland,10.4334126,10.1953933,10.6913041
1993-04,South Australia,11.2379982,11.3856577,11.3851628
1993-04,Tasmania,12.6423655,12.9711656,12.4404669
1993-04,Victoria,11.8730124,11.3749402,11.4242538
1993-04,Western Australia,9.5899766,10.2255128,10.207244
1993-05,Australia,10.8616188,10.787096,10.7241859
1993-05,Australian Capital Territory,7.1004352,,6.2839697
1993-05,New South Wales,10.6827626,10.4516237,10.3180178
1993-05,Northern Territory,8.1233619,,6.9654561
1993-05,Queensland,10.4340946,10.2736919,10.4216707
1993-05,South Australia,11.0877057,10.7352821,10.6197584
1993-05,Tasmania,12.7371711,12.3186674,11.5942616
1993-05,Victoria,12.0979755,12.3095889,12.2833756
1993-05,Western Australia,9.5368206,9.706756,9.6735741
1993-06,Australia,10.8957789,10.9907429,10.6707003
1993-06,Australian Capital Territory,7.1766833,,7.1154841
1993-06,New South Wales,10.6315342,10.8005686,10.4222201
1993-06,Northern Territory,7.9361728,,7.603326
1993-06,Queensland,10.464771,10.5673741,10.3624847
1993-06,South Australia,10.9845445,11.129222,10.6696071
1993-06,Tasmania,12.7876277,12.929159,12.9668757
1993-06,Victoria,12.291601,12.3697893,12.0066901
1993-06,Western Australia,9.5219259,9.1871208,8.9869519
1993-07,Australia,10.9423355,10.9477748,10.3750797
1993-07,Australian Capital Territory,7.231853,,6.8290802
1993-07,New South Wales,10.6226059,10.5207332,9.944476
1993-07,Northern Territory,7.7196725,,7.4295184
1993-07,Queensland,10.4920545,10.6873434,10.0906604
1993-07,South Australia,10.9304109,11.0855279,10.630739
1993-07,Tasmania,12.7945174,12.6900646,12.2971538
1993-07,Victoria,12.4123697,12.4760229,11.7799182
1993-07,Western Australia,9.5169222,9.5312405,8.9510893
1993-08,Australia,10.9766544,10.9833188,10.7013779
1993-08,Australian Capital Territory,7.2558111,,6.7679559
1993-08,New South Wales,10.6359632,10.7537244,10.4775056
1993-08,Northern Territory,7.5027459,,7.7583862
1993-08,Queensland,10.4894878,10.7756954,10.3060287
1993-08,South Australia,10.9318342,10.3173299,10.1579594
1993-08,Tasmania,12.7633717,13.2617306,13.1658592
1993-08,Victoria,12.453404,12.530688,12.1069331
1993-08,Western Australia,9.4876714,9.7158128,9.4025286
1993-09,Australia,10.9825106,10.7420626,10.6909756
1993-09,Australian Capital Territory,7.2419962,,7.2368832
1993-09,New South Wales,10.642198,10.4298665,10.4464628
1993-09,Northern Territory,7.3160763,,6.4208411
1993-09,Queensland,10.4449756,10.7709726,10.2960155
1993-09,South Australia,10.981081,10.6233707,10.6264427
1993-09,Tasmania,12.6941288,12.8178819,12.8079312
1993-09,Victoria,12.4205922,12.0712538,12.0643912
1993-09,Western Australia,9.4311825,9.3611918,9.2735128
1993-10,Australia,10.9475906,10.9576433,10.341297
1993-10,Australian Capital Territory,7.1875503,,6.6080822
1993-10,New South Wales,10.6106778,10.8313628,10.3125498
1993-10,Northern Territory,7.1723951,,5.9355499
1993-10,Queensland,10.3590375,10.1966785,9.2853156
1993-10,South Australia,11.0523693,11.323978,11.0610266
1993-10,Tasmania,12.5791577,12.9238205,12.6230517
1993-10,Victoria,12.3532326,12.3302338,11.7085948
1993-10,Western Australia,9.3482733,9.3617088,8.7667252
1993-11,Australia,10.8723436,10.9495821,10.3369086
1993-11,Australian Capital Territory,7.1023339,,6.2104409
1993-11,New South Wales,10.5377505,10.7025285,10.0550724
1993-11,Northern Territory,7.0775022,,7.2692547
1993-11,Queensland,10.2550725,10.5765893,9.9566481
1993-11,South Australia,11.1088899,11.2931879,10.7545992
1993-11,Tasmania,12.4192267,12.4604436,12.1526092
1993-11,Victoria,12.2799236,12.2823056,11.7526291
1993-11,Western Australia,9.2366972,9.1219567,8.5785586
1993-12,Australia,10.7538752,10.7590983,10.6962924
1993-12,Australian Capital Territory,7.0051787,,6.7627914
1993-12,New South Wales,10.4251364,10.5917691,10.4980417
1993-12,Northern Territory,7.0293059,,6.9260166
1993-12,Queensland,10.1457277,10.1032453,10.0136093
1993-12,South Australia,11.1095615,10.9356194,10.8889346
1993-12,Tasmania,12.217525,11.6444606,12.0622935
1993-12,Victoria,12.1969774,12.1898202,12.2404473
1993-12,Western Australia,9.094919,9.285536,9.2110921
1994-01,Australia,10.5965837,10.5678701,11.3955236
1994-01,Australian Capital Territory,6.9093116,,8.3549269
1994-01,New South Wales,10.295628,10.3609244,11.1840522
1994-01,Northern Territory,7.0202369,,8.6340059
1994-01,Queensland,10.0133462,9.91493,10.7349072
1994-01,South Australia,11.0463097,11.1398609,12.1135536
1994-01,Tasmania,11.9859478,11.7691697,12.791005
1994-01,Victoria,12.0721592,12.0531724,12.7879693
1994-01,Western Australia,8.9489438,8.872504,9.6330733
1994-02,Australia,10.4134927,10.3987507,11.4949297
1994-02,Australian Capital Territory,6.8227882,,8.9841767
1994-02,New South Wales,10.1701882,10.0274081,11.1354306
1994-02,Northern Territory,7.0369484,,9.0851201
1994-02,Queensland,9.8564552,9.8351849,10.9322498
1994-02,South Australia,10.9235063,10.9154259,11.7766904
1994-02,Tasmania,11.7394416,11.6347994,12.3493046
1994-02,Victoria,11.8813357,11.978657,13.1706799
1994-02,Western Australia,8.8296839,8.7385567,9.6860043
1994-03,Australia,10.2254444,10.3541458,10.776313
1994-03,Australian Capital Territory,6.7534497,,6.6971439
1994-03,New South Wales,10.0596884,10.0535954,10.5582891
1994-03,Northern Territory,7.0681594,,6.7648534
1994-03,Queensland,9.6788231,9.7731529,10.3931867
1994-03,South Australia,10.7758952,10.9319817,11.0311025
1994-03,Tasmania,11.4961387,11.8136697,11.7317885
1994-03,Victoria,11.6265246,11.9176938,12.3651732
1994-03,Western Australia,8.7337772,8.2270753,8.795467
1994-04,Australia,10.0514371,10.0631505,10.0694828
1994-04,Australian Capital Territory,6.708391,,6.8525556
1994-04,New South Wales,9.9588692,9.9694335,9.9049925
1994-04,Northern Territory,7.1195812,,7.447525
1994-04,Queensland,9.491202,9.6762385,10.0035938
1994-04,South Australia,10.6462844,9.9450866,9.9104499
1994-04,Tasmania,11.2717503,12.1078135,11.5120887
1994-04,Victoria,11.3345743,11.2283955,11.2038749
1994-04,Western Australia,8.6489883,8.5935519,8.447556
1994-05,Australia,9.8954123,9.7673466,9.7036077
1994-05,Australian Capital Territory,6.6925776,,6.4765394
1994-05,New South Wales,9.8569197,9.6673091,9.5271032
1994-05,Northern Territory,7.2016743,,6.154853
1994-05,Queensland,9.3154046,9.0905304,9.1766625
1994-05,South Australia,10.5559361,10.3076369,10.2371215
1994-05,Tasmania,11.0803906,11.3570243,10.6801483
1994-05,Victoria,11.0314566,10.8970055,10.8666712
1994-05,Western Australia,8.5571461,8.5691424,8.5260873
1994-06,Australia,9.7518742,9.8179541,9.5165567
1994-06,Australian Capital Territory,6.7058201,,6.010575
1994-06,New South Wales,9.7208567,10.0040228,9.6345272
1994-06,Northern Territory,7.3097486,,6.2085411
1994-06,Queensland,9.1705208,9.005245,8.7939881
1994-06,South Australia,10.4883646,10.7354102,10.2926034
1994-06,Tasmania,10.9287292,10.3748081,10.2957463
1994-06,Victoria,10.743341,10.6548744,10.3251745
1994-06,Western Australia,8.4459491,8.6880737,8.5251468
1994-07,Australia,9.6135743,9.6333906,9.1130377
1994-07,Australian Capital Territory,6.7420187,,6.1799209
1994-07,New South Wales,9.5541903,9.5707808,9.0374691
1994-07,Northern Territory,7.4205051,,6.8925665
1994-07,Queensland,9.0489348,9.2132009,8.7004571
1994-07,South Australia,10.4331818,10.4138343,10.0009503
1994-07,Tasmania,10.8171593,10.7805029,10.5181585
1994-07,Victoria,10.4867709,10.4259275,9.8753267
1994-07,Western Australia,8.3057307,8.3184127,7.8508497
1994-08,Australia,9.4774831,9.4448646,9.1951675
1994-08,Australian Capital Territory,6.7977102,,6.3374204
1994-08,New South Wales,9.3689183,9.1349446,8.8957313
1994-08,Northern Territory,7.5038859,,7.0023687
1994-08,Queensland,8.9351735,8.910047,8.5647097
1994-08,South Australia,10.3890899,10.3390092,10.1619597
1994-08,Tasmania,10.7427159,10.3551189,10.3598273
1994-08,Victoria,10.282885,10.8317504,10.4822497
1994-08,Western Australia,8.1310794,8.0158152,7.738617
1994-09,Australia,9.3443043,9.3545069,9.3353087
1994-09,Australian Capital Territory,6.8627742,,7.0499538
1994-09,New South Wales,9.1801551,9.2436252,9.2583322
1994-09,Northern Territory,7.5253442,,8.2127981
1994-09,Queensland,8.8116992,8.956017,8.6147201
1994-09,South Australia,10.3400681,10.3872641,10.3576262
1994-09,Tasmania,10.696917,10.8203216,10.8486741
1994-09,Victoria,10.1345133,10.0806433,10.1505856
1994-09,Western Australia,7.9426204,8.2357244,8.153892
1994-10,Australia,9.2177856,9.0926775,8.5840675
1994-10,Australian Capital Territory,6.9303922,,7.4725113
1994-10,New South Wales,9.010028,8.9205337,8.5179496
1994-10,Northern Territory,7.4836414,,7.4101121
1994-10,Queensland,8.6819289,8.5948115,7.8845544
1994-10,South Australia,10.2869673,10.2721629,10.0152489
1994-10,Tasmania,10.6740247,10.2536729,10.0821352
1994-10,Victoria,10.0174242,9.7291184,9.223619
1994-10,Western Australia,7.7718646,7.7473569,7.2257194
1994-11,Australia,9.094514,9.1433255,8.620901
1994-11,Australian Capital Territory,6.9922463,,5.888994
1994-11,New South Wales,8.8509987,8.7422478,8.2279149
1994-11,Northern Territory,7.3784795,,7.2092313
1994-11,Queensland,8.5551629,8.7352453,8.2461285
1994-11,South Australia,10.240087,10.4464671,9.9584734
1994-11,Tasmania,10.6567909,10.87787,10.597739
1994-11,Victoria,9.8909543,9.9924664,9.5404145
1994-11,Western Australia,7.6418689,7.8392091,7.3891311
1994-12,Australia,8.9745443,8.9368099,8.8613872
1994-12,Australian Capital Territory,7.0326353,,7.0735984
1994-12,New South Wales,8.6893622,8.9131299,8.8048974
1994-12,Northern Territory,7.2286818,,7.1324525
1994-12,Queensland,8.4587614,8.2223787,8.1023421
1994-12,South Australia,10.2081264,10.2812381,10.2173617
1994-12,Tasmania,10.63302,10.5004682,10.8475026
1994-12,Victoria,9.7352502,9.713604,9.7059002
1994-12,Western Australia,7.5651772,7.3069129,7.2181989
1995-01,Australia,8.8562345,8.8552032,9.5422373
1995-01,Australian Capital Territory,7.0408088,,7.7758882
1995-01,New South Wales,8.5131484,8.489058,9.145677
1995-01,Northern Territory,7.0727852,,8.4338227
1995-01,Queensland,8.4270818,8.3140899,9.0530275
1995-01,South Australia,10.1772964,9.8615374,10.7480674
1995-01,Tasmania,10.5948797,11.2048568,12.1413933
1995-01,Victoria,9.5417799,9.8863174,10.503986
1995-01,Western Australia,7.524866,7.4480678,8.1589783
1995-02,Australia,8.7368618,8.8234402,9.7911894
1995-02,Australian Capital Territory,7.0141084,,8.4009171
1995-02,New South Wales,8.3163741,8.5840718,9.6115294
1995-02,Northern Territory,6.9459222,,8.4265773
1995-02,Queensland,8.4571871,8.5373456,9.4985511
1995-02,South Australia,10.1354681,9.9419135,10.7099651
1995-02,Tasmania,10.5329473,11.1747252,11.8869732
1995-02,Victoria,9.321359,9.3070622,10.2502463
1995-02,Western Australia,7.4949299,8.012522,8.904616
1995-03,Australia,8.6185233,8.6173095,9.0118693
1995-03,Australian Capital Territory,6.9606481,,8.093979
1995-03,New South Wales,8.1188857,8.2072036,8.6648255
1995-03,Northern Territory,6.8688689,,6.8148651
1995-03,Queensland,8.5300607,8.7669408,9.3341081
1995-03,South Australia,10.080167,10.1702961,10.2984925
1995-03,Tasmania,10.4473934,10.1335944,10.1102404
1995-03,Victoria,9.0891054,8.9574576,9.3260978
1995-03,Western Australia,7.4544925,7.3588076,7.8762956
1995-04,Australia,8.5077488,8.2674641,8.2780857
1995-04,Australian Capital Territory,6.8895758,,6.8880983
1995-04,New South Wales,7.941523,7.6945591,7.6403116
1995-04,Northern Territory,6.8470778,,6.2339328
1995-04,Queensland,8.626324,8.4896663,8.7236202
1995-04,South Australia,10.021779,10.1435065,10.1216349
