STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,479,9450,38795,49406,45985,46588,69682,260385,8.70%
VIC,326,16455,64644,61629,50982,44900,52734,291670,12.40%
QLD,371,10122,40906,46721,43747,40885,49118,231870,12.50%
SA,2919,14014,22506,19786,19715,19702,27737,126379,18.30%
WA,131,8478,37058,36027,32575,28799,32030,175098,17.60%
TAS,48,2068,6106,6294,6599,6775,7349,35239,16.90%
NT,9,442,2339,2137,1768,1301,785,8781,10.20%
ACT,40,1638,6232,5551,4327,3619,4115,25522,16.40%
TOTAL,4323,62667,218586,227551,205698,192569,243550,1154944,12.40%
