STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4140,134017,224592,224364,182262,189055,958430,31.80%
VIC,5010,38872,62991,52167,41209,41903,242152,10.30%
QLD,4537,77232,80630,62471,39204,32108,296182,16.00%
SA,28428,60881,61108,59183,49995,51161,310756,45.10%
WA,1964,18200,50802,55119,44588,47683,218356,22.00%
TAS,568,4816,14928,16932,14708,16499,68451,32.90%
NT,161,616,1084,1055,640,353,3909,4.50%
ACT,617,2406,3777,3169,2267,2202,14438,9.30%
TOTAL,45425,337040,499912,474460,374873,380964,2112674,22.60%
