STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,135,3356,16781,24781,27997,30936,55134,159120,5.50%
VIC,75,5410,29325,33922,32366,30538,40939,172575,7.60%
QLD,64,2869,16412,22770,25979,26759,40120,134973,7.40%
SA,2925,9488,12323,11661,13279,13633,22230,85539,12.80%
WA,27,3303,17063,19750,20795,19928,26160,107026,10.60%
TAS,2,635,2645,3084,3705,4401,5936,20408,10.00%
NT,0,128,840,1057,1090,1010,729,4854,4.90%
ACT,7,641,3172,3228,3020,2631,3170,15869,10.50%
TOTAL,3235,25830,98561,120253,128231,129836,194418,700364,7.70%
