STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,17665,196152,238077,221922,164137,140703,978656,33.20%
VIC,4473,58034,60787,52221,39165,32468,247148,10.88%
QLD,20333,87752,77785,54459,34014,22471,296814,16.53%
SA,23808,58785,57592,56516,44398,36992,278091,40.98%
WA,1958,32900,56965,54384,41070,35282,222559,24.63%
TAS,468,9622,16804,17653,13402,12600,70549,34.19%
NT,154,876,1249,1000,593,237,4109,4.91%
ACT,512,3017,3677,3069,2168,1630,14073,9.66%
TOTAL,69371,447138,512936,461224,338947,282383,2111999,23.38%
