lga_code,lga_name,sex,year,population,is_total_row
45090,Naracoorte and Lucindale (DC),Males,2031,4649,False
45090,Naracoorte and Lucindale (DC),Males,2036,4692,False
45120,Northern Areas (DC),Males,2016,2363,False
45120,Northern Areas (DC),Males,2021,2360,False
45120,Northern Areas (DC),Males,2026,2374,False
45120,Northern Areas (DC),Males,2031,2379,False
45120,Northern Areas (DC),Males,2036,2388,False
45290,Norwood Payneham St Peters (C),Males,2016,17554,False
45290,Norwood Payneham St Peters (C),Males,2021,18027,False
45290,Norwood Payneham St Peters (C),Males,2026,18591,False
45290,Norwood Payneham St Peters (C),Males,2031,19077,False
45290,Norwood Payneham St Peters (C),Males,2036,19489,False
45340,Onkaparinga (C),Males,2016,83348,False
45340,Onkaparinga (C),Males,2021,85683,False
45340,Onkaparinga (C),Males,2026,88430,False
45340,Onkaparinga (C),Males,2031,90679,False
45340,Onkaparinga (C),Males,2036,92897,False
45400,Orroroo/Carrieton (DC),Males,2016,462,False
45400,Orroroo/Carrieton (DC),Males,2021,464,False
45400,Orroroo/Carrieton (DC),Males,2026,461,False
45400,Orroroo/Carrieton (DC),Males,2031,459,False
45400,Orroroo/Carrieton (DC),Males,2036,455,False
45540,Peterborough (DC),Males,2016,857,False
45540,Peterborough (DC),Males,2021,858,False
45540,Peterborough (DC),Males,2026,863,False
45540,Peterborough (DC),Males,2031,867,False
45540,Peterborough (DC),Males,2036,867,False
45680,Playford (C),Males,2016,45052,False
45680,Playford (C),Males,2021,50312,False
45680,Playford (C),Males,2026,55145,False
45680,Playford (C),Males,2031,60239,False
45680,Playford (C),Males,2036,65531,False
45890,Port Adelaide Enfield (C),Males,2016,61863,False
45890,Port Adelaide Enfield (C),Males,2021,64778,False
45890,Port Adelaide Enfield (C),Males,2026,68715,False
45890,Port Adelaide Enfield (C),Males,2031,72441,False
45890,Port Adelaide Enfield (C),Males,2036,75616,False
46090,Port Augusta (C),Males,2016,7299,False
46090,Port Augusta (C),Males,2021,7315,False
46090,Port Augusta (C),Males,2026,7464,False
46090,Port Augusta (C),Males,2031,7567,False
46090,Port Augusta (C),Males,2036,7651,False
46300,Port Lincoln (C),Males,2016,7263,False
46300,Port Lincoln (C),Males,2021,7371,False
46300,Port Lincoln (C),Males,2026,7444,False
46300,Port Lincoln (C),Males,2031,7534,False
46300,Port Lincoln (C),Males,2036,7620,False
46450,Port Pirie City and Dists (M),Males,2016,8696,False
46450,Port Pirie City and Dists (M),Males,2021,8891,False
46450,Port Pirie City and Dists (M),Males,2026,9057,False
46450,Port Pirie City and Dists (M),Males,2031,9160,False
46450,Port Pirie City and Dists (M),Males,2036,9228,False
46510,Prospect (C),Males,2016,10642,False
46510,Prospect (C),Males,2021,10677,False
46510,Prospect (C),Males,2026,10980,False
46510,Prospect (C),Males,2031,11274,False
46510,Prospect (C),Males,2036,11546,False
46670,Renmark Paringa (DC),Males,2016,4883,False
46670,Renmark Paringa (DC),Males,2021,4953,False
46670,Renmark Paringa (DC),Males,2026,5023,False
46670,Renmark Paringa (DC),Males,2031,5067,False
46670,Renmark Paringa (DC),Males,2036,5075,False
46860,Robe (DC),Males,2016,716,False
46860,Robe (DC),Males,2021,726,False
46860,Robe (DC),Males,2026,739,False
46860,Robe (DC),Males,2031,748,False
46860,Robe (DC),Males,2036,756,False
46970,Roxby Downs (M),Males,2016,2309,False
46970,Roxby Downs (M),Males,2021,2163,False
46970,Roxby Downs (M),Males,2026,2122,False
46970,Roxby Downs (M),Males,2031,2093,False
46970,Roxby Downs (M),Males,2036,2075,False
47140,Salisbury (C),Males,2016,70327,False
47140,Salisbury (C),Males,2021,72430,False
47140,Salisbury (C),Males,2026,74765,False
47140,Salisbury (C),Males,2031,76557,False
47140,Salisbury (C),Males,2036,78094,False
47290,Southern Mallee (DC),Males,2016,1061,False
47290,Southern Mallee (DC),Males,2021,1056,False
47290,Southern Mallee (DC),Males,2026,1049,False
47290,Southern Mallee (DC),Males,2031,1038,False
47290,Southern Mallee (DC),Males,2036,1024,False
47490,Streaky Bay (DC),Males,2016,1159,False
47490,Streaky Bay (DC),Males,2021,1140,False
47490,Streaky Bay (DC),Males,2026,1132,False
47490,Streaky Bay (DC),Males,2031,1137,False
47490,Streaky Bay (DC),Males,2036,1138,False
47630,Tatiara (DC),Males,2016,3574,False
47630,Tatiara (DC),Males,2021,3583,False
47630,Tatiara (DC),Males,2026,3585,False
47630,Tatiara (DC),Males,2031,3585,False
47630,Tatiara (DC),Males,2036,3580,False
47700,Tea Tree Gully (C),Males,2016,48743,False
47700,Tea Tree Gully (C),Males,2021,50051,False
47700,Tea Tree Gully (C),Males,2026,52122,False
47700,Tea Tree Gully (C),Males,2031,53732,False
47700,Tea Tree Gully (C),Males,2036,55032,False
47800,The Coorong (DC),Males,2016,2823,False
47800,The Coorong (DC),Males,2021,2838,False
47800,The Coorong (DC),Males,2026,2833,False
47800,The Coorong (DC),Males,2031,2817,False
47800,The Coorong (DC),Males,2036,2793,False
47910,Tumby Bay (DC),Males,2016,1346,False
47910,Tumby Bay (DC),Males,2021,1337,False
47910,Tumby Bay (DC),Males,2026,1370,False
47910,Tumby Bay (DC),Males,2031,1380,False
47910,Tumby Bay (DC),Males,2036,1392,False
47980,Unley (C),Males,2016,18455,False
47980,Unley (C),Males,2021,18642,False
47980,Unley (C),Males,2026,18922,False
47980,Unley (C),Males,2031,19321,False
47980,Unley (C),Males,2036,19721,False
48050,Victor Harbor (C),Males,2016,7086,False
48050,Victor Harbor (C),Males,2021,7497,False
48050,Victor Harbor (C),Males,2026,7915,False
48050,Victor Harbor (C),Males,2031,8317,False
48050,Victor Harbor (C),Males,2036,8718,False
48130,Wakefield (DC),Males,2016,3520,False
48130,Wakefield (DC),Males,2021,3625,False
48130,Wakefield (DC),Males,2026,3736,False
48130,Wakefield (DC),Males,2031,3822,False
48130,Wakefield (DC),Males,2036,3892,False
48260,Walkerville (M),Males,2016,3810,False
48260,Walkerville (M),Males,2021,3882,False
48260,Walkerville (M),Males,2026,4001,False
48260,Walkerville (M),Males,2031,4098,False
48260,Walkerville (M),Males,2036,4177,False
48340,Wattle Range (DC),Males,2016,6059,False
48340,Wattle Range (DC),Males,2021,6055,False
48340,Wattle Range (DC),Males,2026,6078,False
48340,Wattle Range (DC),Males,2031,6087,False
48340,Wattle Range (DC),Males,2036,6083,False
48410,West Torrens (C),Males,2016,29183,False
48410,West Torrens (C),Males,2021,29981,False
48410,West Torrens (C),Males,2026,31195,False
48410,West Torrens (C),Males,2031,32623,False
48410,West Torrens (C),Males,2036,33994,False
48540,Whyalla (C),Males,2016,11215,False
48540,Whyalla (C),Males,2021,11072,False
48540,Whyalla (C),Males,2026,11288,False
48540,Whyalla (C),Males,2031,11461,False
48540,Whyalla (C),Males,2036,11587,False
48640,Wudinna (DC),Males,2016,657,False
48640,Wudinna (DC),Males,2021,624,False
48640,Wudinna (DC),Males,2026,617,False
48640,Wudinna (DC),Males,2031,609,False
48640,Wudinna (DC),Males,2036,599,False
48750,Yankalilla (DC),Males,2016,2586,False
48750,Yankalilla (DC),Males,2021,2764,False
48750,Yankalilla (DC),Males,2026,2950,False
48750,Yankalilla (DC),Males,2031,3119,False
48750,Yankalilla (DC),Males,2036,3278,False
48830,Yorke Peninsula (DC),Males,2016,5823,False
48830,Yorke Peninsula (DC),Males,2021,5867,False
48830,Yorke Peninsula (DC),Males,2026,5944,False
48830,Yorke Peninsula (DC),Males,2031,6011,False
48830,Yorke Peninsula (DC),Males,2036,6062,False
49399,Unincorporated SA,Males,2016,2150,False
49399,Unincorporated SA,Males,2021,1916,False
49399,Unincorporated SA,Males,2026,1823,False
49399,Unincorporated SA,Males,2031,1762,False
49399,Unincorporated SA,Males,2036,1714,False
,TOTAL SOUTH AUSTRALIA,Males,2016,846877,True
,TOTAL SOUTH AUSTRALIA,Males,2021,879828,True
,TOTAL SOUTH AUSTRALIA,Males,2026,915881,True
,TOTAL SOUTH AUSTRALIA,Males,2031,950096,True
,TOTAL SOUTH AUSTRALIA,Males,2036,981864,True
40070,Adelaide (C),Females,2016,11443,False
40070,Adelaide (C),Females,2021,13820,False
40070,Adelaide (C),Females,2026,15352,False
40070,Adelaide (C),Females,2031,17055,False
40070,Adelaide (C),Females,2036,18869,False
40120,Adelaide Hills (DC),Females,2016,19823,False
40120,Adelaide Hills (DC),Females,2021,19998,False
40120,Adelaide Hills (DC),Females,2026,20084,False
40120,Adelaide Hills (DC),Females,2031,20104,False
40120,Adelaide Hills (DC),Females,2036,20123,False
40150,Adelaide Plains (DC),Females,2016,4274,False
40150,Adelaide Plains (DC),Females,2021,4556,False
40150,Adelaide Plains (DC),Females,2026,4668,False
40150,Adelaide Plains (DC),Females,2031,4773,False
40150,Adelaide Plains (DC),Females,2036,4874,False
40220,Alexandrina (DC),Females,2016,13646,False
40220,Alexandrina (DC),Females,2021,14712,False
40220,Alexandrina (DC),Females,2026,15878,False
40220,Alexandrina (DC),Females,2031,16956,False
40220,Alexandrina (DC),Females,2036,17976,False
40250,Anangu Pitjantjatjara (AC),Females,2016,1305,False
40250,Anangu Pitjantjatjara (AC),Females,2021,1251,False
40250,Anangu Pitjantjatjara (AC),Females,2026,1288,False
40250,Anangu Pitjantjatjara (AC),Females,2031,1304,False
40250,Anangu Pitjantjatjara (AC),Females,2036,1319,False
40310,Barossa (DC),Females,2016,12274,False
40310,Barossa (DC),Females,2021,12686,False
40310,Barossa (DC),Females,2026,13106,False
40310,Barossa (DC),Females,2031,13526,False
40310,Barossa (DC),Females,2036,13900,False
40430,Barunga West (DC),Females,2016,1284,False
40430,Barunga West (DC),Females,2021,1308,False
40430,Barunga West (DC),Females,2026,1338,False
40430,Barunga West (DC),Females,2031,1366,False
40430,Barunga West (DC),Females,2036,1390,False
40520,Berri and Barmera (DC),Females,2016,5422,False
40520,Berri and Barmera (DC),Females,2021,5423,False
40520,Berri and Barmera (DC),Females,2026,5449,False
40520,Berri and Barmera (DC),Females,2031,5460,False
40520,Berri and Barmera (DC),Females,2036,5448,False
40700,Burnside (C),Females,2016,23708,False
40700,Burnside (C),Females,2021,23765,False
40700,Burnside (C),Females,2026,24283,False
40700,Burnside (C),Females,2031,24634,False
40700,Burnside (C),Females,2036,24930,False
40910,Campbelltown (C) (SA),Females,2016,26111,False
40910,Campbelltown (C) (SA),Females,2021,27207,False
40910,Campbelltown (C) (SA),Females,2026,28274,False
40910,Campbelltown (C) (SA),Females,2031,29269,False
40910,Campbelltown (C) (SA),Females,2036,30092,False
41010,Ceduna (DC),Females,2016,1770,False
41010,Ceduna (DC),Females,2021,1698,False
41010,Ceduna (DC),Females,2026,1668,False
41010,Ceduna (DC),Females,2031,1645,False
41010,Ceduna (DC),Females,2036,1623,False
41060,Charles Sturt (C),Females,2016,58405,False
41060,Charles Sturt (C),Females,2021,61578,False
41060,Charles Sturt (C),Females,2026,64312,False
41060,Charles Sturt (C),Females,2031,67128,False
41060,Charles Sturt (C),Females,2036,70367,False
41140,Clare and Gilbert Valleys (DC),Females,2016,4650,False
41140,Clare and Gilbert Valleys (DC),Females,2021,4730,False
41140,Clare and Gilbert Valleys (DC),Females,2026,4851,False
41140,Clare and Gilbert Valleys (DC),Females,2031,4971,False
41140,Clare and Gilbert Valleys (DC),Females,2036,5064,False
41190,Cleve (DC),Females,2016,871,False
41190,Cleve (DC),Females,2021,869,False
41190,Cleve (DC),Females,2026,867,False
41190,Cleve (DC),Females,2031,859,False
41190,Cleve (DC),Females,2036,853,False
41330,Coober Pedy (DC),Females,2016,851,False
41330,Coober Pedy (DC),Females,2021,817,False
41330,Coober Pedy (DC),Females,2026,813,False
41330,Coober Pedy (DC),Females,2031,807,False
41330,Coober Pedy (DC),Females,2036,801,False
41560,Copper Coast (DC),Females,2016,7268,False
41560,Copper Coast (DC),Females,2021,7642,False
41560,Copper Coast (DC),Females,2026,8068,False
41560,Copper Coast (DC),Females,2031,8461,False
41560,Copper Coast (DC),Females,2036,8795,False
41750,Elliston (DC),Females,2016,521,False
41750,Elliston (DC),Females,2021,505,False
41750,Elliston (DC),Females,2026,495,False
41750,Elliston (DC),Females,2031,485,False
41750,Elliston (DC),Females,2036,477,False
41830,Flinders Ranges (DC),Females,2016,847,False
41830,Flinders Ranges (DC),Females,2021,806,False
41830,Flinders Ranges (DC),Females,2026,773,False
41830,Flinders Ranges (DC),Females,2031,753,False
41830,Flinders Ranges (DC),Females,2036,737,False
41960,Franklin Harbour (DC),Females,2016,640,False
41960,Franklin Harbour (DC),Females,2021,639,False
41960,Franklin Harbour (DC),Females,2026,638,False
41960,Franklin Harbour (DC),Females,2031,627,False
41960,Franklin Harbour (DC),Females,2036,614,False
42030,Gawler (T),Females,2016,11991,False
42030,Gawler (T),Females,2021,13597,False
42030,Gawler (T),Females,2026,15173,False
42030,Gawler (T),Females,2031,16932,False
42030,Gawler (T),Females,2036,18743,False
42110,Goyder (DC),Females,2016,2112,False
42110,Goyder (DC),Females,2021,2093,False
42110,Goyder (DC),Females,2026,2090,False
42110,Goyder (DC),Females,2031,2082,False
42110,Goyder (DC),Females,2036,2077,False
42250,Grant (DC),Females,2016,3851,False
42250,Grant (DC),Females,2021,3979,False
42250,Grant (DC),Females,2026,4122,False
42250,Grant (DC),Females,2031,4260,False
42250,Grant (DC),Females,2036,4370,False
42600,Holdfast Bay (C),Females,2016,18988,False
42600,Holdfast Bay (C),Females,2021,19266,False
42600,Holdfast Bay (C),Females,2026,19595,False
42600,Holdfast Bay (C),Females,2031,20028,False
42600,Holdfast Bay (C),Females,2036,20326,False
42750,Kangaroo Island (DC),Females,2016,2362,False
42750,Kangaroo Island (DC),Females,2021,2538,False
42750,Kangaroo Island (DC),Females,2026,2702,False
42750,Kangaroo Island (DC),Females,2031,2852,False
42750,Kangaroo Island (DC),Females,2036,2993,False
43080,Karoonda East Murray (DC),Females,2016,543,False
43080,Karoonda East Murray (DC),Females,2021,552,False
43080,Karoonda East Murray (DC),Females,2026,557,False
43080,Karoonda East Murray (DC),Females,2031,558,False
43080,Karoonda East Murray (DC),Females,2036,556,False
43220,Kimba (DC),Females,2016,514,False
43220,Kimba (DC),Females,2021,508,False
43220,Kimba (DC),Females,2026,486,False
43220,Kimba (DC),Females,2031,478,False
43220,Kimba (DC),Females,2036,470,False
43360,Kingston (DC) (SA),Females,2016,1183,False
43360,Kingston (DC) (SA),Females,2021,1212,False
43360,Kingston (DC) (SA),Females,2026,1231,False
43360,Kingston (DC) (SA),Females,2031,1249,False
43360,Kingston (DC) (SA),Females,2036,1261,False
43650,Light (RegC),Females,2016,7494,False
43650,Light (RegC),Females,2021,7860,False
43650,Light (RegC),Females,2026,8380,False
43650,Light (RegC),Females,2031,8934,False
43650,Light (RegC),Females,2036,9470,False
43710,Lower Eyre Peninsula (DC),Females,2016,2818,False
43710,Lower Eyre Peninsula (DC),Females,2021,2789,False
43710,Lower Eyre Peninsula (DC),Females,2026,2805,False
43710,Lower Eyre Peninsula (DC),Females,2031,2796,False
43710,Lower Eyre Peninsula (DC),Females,2036,2793,False
43790,Loxton Waikerie (DC),Females,2016,5761,False
43790,Loxton Waikerie (DC),Females,2021,5867,False
43790,Loxton Waikerie (DC),Females,2026,5944,False
43790,Loxton Waikerie (DC),Females,2031,5998,False
43790,Loxton Waikerie (DC),Females,2036,6025,False
44000,Maralinga Tjarutja (AC),Females,2016,31,False
44000,Maralinga Tjarutja (AC),Females,2021,31,False
44000,Maralinga Tjarutja (AC),Females,2026,31,False
44000,Maralinga Tjarutja (AC),Females,2031,31,False
44000,Maralinga Tjarutja (AC),Females,2036,31,False
44060,Marion (C),Females,2016,46728,False
44060,Marion (C),Females,2021,49282,False
44060,Marion (C),Females,2026,51653,False
44060,Marion (C),Females,2031,53969,False
44060,Marion (C),Females,2036,55143,False
44210,Mid Murray (DC),Females,2016,4244,False
44210,Mid Murray (DC),Females,2021,4449,False
44210,Mid Murray (DC),Females,2026,4673,False
44210,Mid Murray (DC),Females,2031,4858,False
44210,Mid Murray (DC),Females,2036,4994,False
44340,Mitcham (C),Females,2016,34244,False
44340,Mitcham (C),Females,2021,34561,False
44340,Mitcham (C),Females,2026,35215,False
44340,Mitcham (C),Females,2031,35879,False
44340,Mitcham (C),Females,2036,36798,False
44550,Mount Barker (DC),Females,2016,17315,False
44550,Mount Barker (DC),Females,2021,18838,False
44550,Mount Barker (DC),Females,2026,20488,False
44550,Mount Barker (DC),Females,2031,22187,False
44550,Mount Barker (DC),Females,2036,23873,False
44620,Mount Gambier (C),Females,2016,13914,False
44620,Mount Gambier (C),Females,2021,14088,False
44620,Mount Gambier (C),Females,2026,14356,False
44620,Mount Gambier (C),Females,2031,14595,False
44620,Mount Gambier (C),Females,2036,14806,False
44830,Mount Remarkable (DC),Females,2016,1453,False
44830,Mount Remarkable (DC),Females,2021,1439,False
44830,Mount Remarkable (DC),Females,2026,1442,False
44830,Mount Remarkable (DC),Females,2031,1440,False
44830,Mount Remarkable (DC),Females,2036,1435,False
45040,Murray Bridge (RC),Females,2016,10738,False
45040,Murray Bridge (RC),Females,2021,11340,False
45040,Murray Bridge (RC),Females,2026,11980,False
45040,Murray Bridge (RC),Females,2031,12520,False
45040,Murray Bridge (RC),Females,2036,12959,False
45090,Naracoorte and Lucindale (DC),Females,2016,4092,False
45090,Naracoorte and Lucindale (DC),Females,2021,4198,False
45090,Naracoorte and Lucindale (DC),Females,2026,4281,False
45090,Naracoorte and Lucindale (DC),Females,2031,4346,False
45090,Naracoorte and Lucindale (DC),Females,2036,4396,False
45120,Northern Areas (DC),Females,2016,2261,False
45120,Northern Areas (DC),Females,2021,2254,False
45120,Northern Areas (DC),Females,2026,2259,False
45120,Northern Areas (DC),Females,2031,2255,False
45120,Northern Areas (DC),Females,2036,2259,False
45290,Norwood Payneham St Peters (C),Females,2016,18842,False
45290,Norwood Payneham St Peters (C),Females,2021,19123,False
45290,Norwood Payneham St Peters (C),Females,2026,19660,False
45290,Norwood Payneham St Peters (C),Females,2031,20157,False
45290,Norwood Payneham St Peters (C),Females,2036,20574,False
45340,Onkaparinga (C),Females,2016,86020,False
45340,Onkaparinga (C),Females,2021,89357,False
45340,Onkaparinga (C),Females,2026,92813,False
45340,Onkaparinga (C),Females,2031,95641,False
45340,Onkaparinga (C),Females,2036,98266,False
45400,Orroroo/Carrieton (DC),Females,2016,460,False
45400,Orroroo/Carrieton (DC),Females,2021,456,False
45400,Orroroo/Carrieton (DC),Females,2026,451,False
45400,Orroroo/Carrieton (DC),Females,2031,447,False
45400,Orroroo/Carrieton (DC),Females,2036,442,False
45540,Peterborough (DC),Females,2016,855,False
45540,Peterborough (DC),Females,2021,844,False
45540,Peterborough (DC),Females,2026,844,False
45540,Peterborough (DC),Females,2031,845,False
45540,Peterborough (DC),Females,2036,845,False
45680,Playford (C),Females,2016,45498,False
45680,Playford (C),Females,2021,50044,False
45680,Playford (C),Females,2026,54546,False
45680,Playford (C),Females,2031,59432,False
45680,Playford (C),Females,2036,64550,False
45890,Port Adelaide Enfield (C),Females,2016,62132,False
45890,Port Adelaide Enfield (C),Females,2021,65550,False
45890,Port Adelaide Enfield (C),Females,2026,69676,False
45890,Port Adelaide Enfield (C),Females,2031,73554,False
45890,Port Adelaide Enfield (C),Females,2036,76884,False
46090,Port Augusta (C),Females,2016,7058,False
46090,Port Augusta (C),Females,2021,6867,False
46090,Port Augusta (C),Females,2026,6903,False
46090,Port Augusta (C),Females,2031,6930,False
46090,Port Augusta (C),Females,2036,6957,False
46300,Port Lincoln (C),Females,2016,7252,False
46300,Port Lincoln (C),Females,2021,7205,False
46300,Port Lincoln (C),Females,2026,7171,False
46300,Port Lincoln (C),Females,2031,7178,False
46300,Port Lincoln (C),Females,2036,7199,False
46450,Port Pirie City and Dists (M),Females,2016,9071,False
46450,Port Pirie City and Dists (M),Females,2021,9002,False
46450,Port Pirie City and Dists (M),Females,2026,8977,False
46450,Port Pirie City and Dists (M),Females,2031,8942,False
46450,Port Pirie City and Dists (M),Females,2036,8913,False
46510,Prospect (C),Females,2016,10482,False
46510,Prospect (C),Females,2021,10844,False
46510,Prospect (C),Females,2026,11330,False
46510,Prospect (C),Females,2031,11747,False
46510,Prospect (C),Females,2036,12103,False
46670,Renmark Paringa (DC),Females,2016,4897,False
46670,Renmark Paringa (DC),Females,2021,4958,False
46670,Renmark Paringa (DC),Females,2026,5037,False
46670,Renmark Paringa (DC),Females,2031,5096,False
46670,Renmark Paringa (DC),Females,2036,5114,False
46860,Robe (DC),Females,2016,674,False
46860,Robe (DC),Females,2021,698,False
46860,Robe (DC),Females,2026,719,False
46860,Robe (DC),Females,2031,733,False
46860,Robe (DC),Females,2036,745,False
46970,Roxby Downs (M),Females,2016,1743,False
46970,Roxby Downs (M),Females,2021,1765,False
46970,Roxby Downs (M),Females,2026,1809,False
46970,Roxby Downs (M),Females,2031,1825,False
46970,Roxby Downs (M),Females,2036,1827,False
47140,Salisbury (C),Females,2016,70043,False
47140,Salisbury (C),Females,2021,72265,False
47140,Salisbury (C),Females,2026,74650,False
47140,Salisbury (C),Females,2031,76482,False
47140,Salisbury (C),Females,2036,78026,False
47290,Southern Mallee (DC),Females,2016,1001,False
47290,Southern Mallee (DC),Females,2021,1011,False
47290,Southern Mallee (DC),Females,2026,1018,False
47290,Southern Mallee (DC),Females,2031,1019,False
47290,Southern Mallee (DC),Females,2036,1016,False
47490,Streaky Bay (DC),Females,2016,1031,False
47490,Streaky Bay (DC),Females,2021,1017,False
47490,Streaky Bay (DC),Females,2026,1015,False
47490,Streaky Bay (DC),Females,2031,1024,False
47490,Streaky Bay (DC),Females,2036,1030,False
47630,Tatiara (DC),Females,2016,3243,False
47630,Tatiara (DC),Females,2021,3309,False
47630,Tatiara (DC),Females,2026,3336,False
47630,Tatiara (DC),Females,2031,3350,False
47630,Tatiara (DC),Females,2036,3354,False
47700,Tea Tree Gully (C),Females,2016,50401,False
47700,Tea Tree Gully (C),Females,2021,51268,False
47700,Tea Tree Gully (C),Females,2026,53089,False
47700,Tea Tree Gully (C),Females,2031,54539,False
47700,Tea Tree Gully (C),Females,2036,55707,False
47800,The Coorong (DC),Females,2016,2707,False
47800,The Coorong (DC),Females,2021,2773,False
47800,The Coorong (DC),Females,2026,2811,False
47800,The Coorong (DC),Females,2031,2831,False
47800,The Coorong (DC),Females,2036,2831,False
47910,Tumby Bay (DC),Females,2016,1319,False
47910,Tumby Bay (DC),Females,2021,1275,False
47910,Tumby Bay (DC),Females,2026,1285,False
47910,Tumby Bay (DC),Females,2031,1278,False
47910,Tumby Bay (DC),Females,2036,1280,False
47980,Unley (C),Females,2016,20484,False
47980,Unley (C),Females,2021,20150,False
47980,Unley (C),Females,2026,20319,False
47980,Unley (C),Females,2031,20756,False
47980,Unley (C),Females,2036,21210,False
48050,Victor Harbor (C),Females,2016,7932,False
48050,Victor Harbor (C),Females,2021,8516,False
48050,Victor Harbor (C),Females,2026,9070,False
48050,Victor Harbor (C),Females,2031,9581,False
48050,Victor Harbor (C),Females,2036,10057,False
48130,Wakefield (DC),Females,2016,3406,False
48130,Wakefield (DC),Females,2021,3471,False
48130,Wakefield (DC),Females,2026,3551,False
48130,Wakefield (DC),Females,2031,3623,False
48130,Wakefield (DC),Females,2036,3687,False
48260,Walkerville (M),Females,2016,3971,False
48260,Walkerville (M),Females,2021,4088,False
48260,Walkerville (M),Females,2026,4224,False
48260,Walkerville (M),Females,2031,4342,False
48260,Walkerville (M),Females,2036,4445,False
48340,Wattle Range (DC),Females,2016,5966,False
48340,Wattle Range (DC),Females,2021,5961,False
48340,Wattle Range (DC),Females,2026,5992,False
48340,Wattle Range (DC),Females,2031,6009,False
48340,Wattle Range (DC),Females,2036,6013,False
48410,West Torrens (C),Females,2016,30231,False
48410,West Torrens (C),Females,2021,30963,False
48410,West Torrens (C),Females,2026,32147,False
48410,West Torrens (C),Females,2031,33589,False
48410,West Torrens (C),Females,2036,35004,False
48540,Whyalla (C),Females,2016,11294,False
48540,Whyalla (C),Females,2021,10905,False
48540,Whyalla (C),Females,2026,10948,False
48540,Whyalla (C),Females,2031,10979,False
48540,Whyalla (C),Females,2036,10994,False
48640,Wudinna (DC),Females,2016,617,False
48640,Wudinna (DC),Females,2021,575,False
48640,Wudinna (DC),Females,2026,563,False
48640,Wudinna (DC),Females,2031,552,False
48640,Wudinna (DC),Females,2036,542,False
48750,Yankalilla (DC),Females,2016,2686,False
48750,Yankalilla (DC),Females,2021,2901,False
48750,Yankalilla (DC),Females,2026,3141,False
48750,Yankalilla (DC),Females,2031,3369,False
48750,Yankalilla (DC),Females,2036,3583,False
48830,Yorke Peninsula (DC),Females,2016,5468,False
48830,Yorke Peninsula (DC),Females,2021,5545,False
48830,Yorke Peninsula (DC),Females,2026,5653,False
48830,Yorke Peninsula (DC),Females,2031,5744,False
48830,Yorke Peninsula (DC),Females,2036,5816,False
49399,Unincorporated SA,Females,2016,1433,False
49399,Unincorporated SA,Females,2021,1530,False
49399,Unincorporated SA,Females,2026,1562,False
49399,Unincorporated SA,Females,2031,1573,False
49399,Unincorporated SA,Females,2036,1568,False
,TOTAL SOUTH AUSTRALIA,Females,2016,865966,True
,TOTAL SOUTH AUSTRALIA,Females,2021,898985,True
,TOTAL SOUTH AUSTRALIA,Females,2026,935976,True
,TOTAL SOUTH AUSTRALIA,Females,2031,971602,True
,TOTAL SOUTH AUSTRALIA,Females,2036,1004613,True
