region_code,sa2_code,sa2_name,sex,year,population,is_total_row
AIN,41041,Para Hills,Males,2016,7483,False
AIN,41041,Para Hills,Males,2021,7627,False
AIN,41041,Para Hills,Males,2026,7883,False
AIN,41041,Para Hills,Males,2031,8103,False
AIN,41041,Para Hills,Males,2036,8291,False
AIN,41044,Paralowie,Males,2016,8510,False
AIN,41044,Paralowie,Males,2021,8994,False
AIN,41044,Paralowie,Males,2026,9184,False
AIN,41044,Paralowie,Males,2031,9337,False
AIN,41044,Paralowie,Males,2036,9499,False
AIN,41046,Salisbury,Males,2016,8900,False
AIN,41046,Salisbury,Males,2021,9207,False
AIN,41046,Salisbury,Males,2026,9570,False
AIN,41046,Salisbury,Males,2031,9868,False
AIN,41046,Salisbury,Males,2036,10092,False
AIN,41047,Salisbury East,Males,2016,8806,False
AIN,41047,Salisbury East,Males,2021,8976,False
AIN,41047,Salisbury East,Males,2026,9231,False
AIN,41047,Salisbury East,Males,2031,9430,False
AIN,41047,Salisbury East,Males,2036,9605,False
AIN,41048,Salisbury North,Males,2016,8775,False
AIN,41048,Salisbury North,Males,2021,9169,False
AIN,41048,Salisbury North,Males,2026,9434,False
AIN,41048,Salisbury North,Males,2031,9642,False
AIN,41048,Salisbury North,Males,2036,9821,False
AIN,41049,Golden Grove,Males,2016,5033,False
AIN,41049,Golden Grove,Males,2021,5133,False
AIN,41049,Golden Grove,Males,2026,5294,False
AIN,41049,Golden Grove,Males,2031,5406,False
AIN,41049,Golden Grove,Males,2036,5497,False
AIN,41050,Greenwith,Males,2016,4479,False
AIN,41050,Greenwith,Males,2021,4476,False
AIN,41050,Greenwith,Males,2026,4555,False
AIN,41050,Greenwith,Males,2031,4617,False
AIN,41050,Greenwith,Males,2036,4673,False
AIN,41051,Highbury - Dernancourt,Males,2016,5373,False
AIN,41051,Highbury - Dernancourt,Males,2021,5517,False
AIN,41051,Highbury - Dernancourt,Males,2026,5755,False
AIN,41051,Highbury - Dernancourt,Males,2031,5968,False
AIN,41051,Highbury - Dernancourt,Males,2036,6135,False
AIN,41052,Hope Valley - Modbury,Males,2016,8035,False
AIN,41052,Hope Valley - Modbury,Males,2021,8417,False
AIN,41052,Hope Valley - Modbury,Males,2026,8941,False
AIN,41052,Hope Valley - Modbury,Males,2031,9348,False
AIN,41052,Hope Valley - Modbury,Males,2036,9654,False
AIN,41053,Modbury Heights,Males,2016,9398,False
AIN,41053,Modbury Heights,Males,2021,9556,False
AIN,41053,Modbury Heights,Males,2026,9816,False
AIN,41053,Modbury Heights,Males,2031,9996,False
AIN,41053,Modbury Heights,Males,2036,10143,False
AIN,41054,Redwood Park,Males,2016,8182,False
AIN,41054,Redwood Park,Males,2021,8299,False
AIN,41054,Redwood Park,Males,2026,8526,False
AIN,41054,Redwood Park,Males,2031,8698,False
AIN,41054,Redwood Park,Males,2036,8846,False
AIN,41055,St Agnes - Ridgehaven,Males,2016,6117,False
AIN,41055,St Agnes - Ridgehaven,Males,2021,6449,False
AIN,41055,St Agnes - Ridgehaven,Males,2026,6850,False
AIN,41055,St Agnes - Ridgehaven,Males,2031,7183,False
AIN,41055,St Agnes - Ridgehaven,Males,2036,7460,False
AIN,41171,Mawson Lakes - Globe Derby Park,Males,2016,6938,False
AIN,41171,Mawson Lakes - Globe Derby Park,Males,2021,7245,False
AIN,41171,Mawson Lakes - Globe Derby Park,Males,2026,7479,False
AIN,41171,Mawson Lakes - Globe Derby Park,Males,2031,7558,False
AIN,41171,Mawson Lakes - Globe Derby Park,Males,2036,7623,False
AIN,41172,Pooraka - Cavan,Males,2016,3937,False
AIN,41172,Pooraka - Cavan,Males,2021,4017,False
AIN,41172,Pooraka - Cavan,Males,2026,4153,False
AIN,41172,Pooraka - Cavan,Males,2031,4258,False
AIN,41172,Pooraka - Cavan,Males,2036,4347,False
AIN,48004,Parafield Gardens - Parafield,Males,2016,8759,False
AIN,48004,Parafield Gardens - Parafield,Males,2021,8993,False
AIN,48004,Parafield Gardens - Parafield,Males,2026,9245,False
AIN,48004,Parafield Gardens - Parafield,Males,2031,9448,False
AIN,48004,Parafield Gardens - Parafield,Males,2036,9638,False
AIN,,SUBTOTAL Adelaide - Inner North,Males,2016,151312,True
AIN,,SUBTOTAL Adelaide - Inner North,Males,2021,157226,True
AIN,,SUBTOTAL Adelaide - Inner North,Males,2026,164201,True
AIN,,SUBTOTAL Adelaide - Inner North,Males,2031,169880,True
AIN,,SUBTOTAL Adelaide - Inner North,Males,2036,174451,True
AON,41025,Gawler - North,Males,2016,4646,False
AON,41025,Gawler - North,Males,2021,4869,False
AON,41025,Gawler - North,Males,2026,5224,False
AON,41025,Gawler - North,Males,2031,5607,False
AON,41025,Gawler - North,Males,2036,6005,False
AON,41026,Gawler - South,Males,2016,9718,False
AON,41026,Gawler - South,Males,2021,11562,False
AON,41026,Gawler - South,Males,2026,13203,False
AON,41026,Gawler - South,Males,2031,15011,False
AON,41026,Gawler - South,Males,2036,16858,False
AON,41027,Lewiston - Two Wells,Males,2016,2978,False
AON,41027,Lewiston - Two Wells,Males,2021,3158,False
AON,41027,Lewiston - Two Wells,Males,2026,3188,False
AON,41027,Lewiston - Two Wells,Males,2031,3198,False
AON,41027,Lewiston - Two Wells,Males,2036,3229,False
AON,41028,Craigmore - Blakeview,Males,2016,9009,False
AON,41028,Craigmore - Blakeview,Males,2021,10348,False
AON,41028,Craigmore - Blakeview,Males,2026,11699,False
AON,41028,Craigmore - Blakeview,Males,2031,13128,False
AON,41028,Craigmore - Blakeview,Males,2036,14704,False
AON,41029,Davoren Park,Males,2016,8922,False
AON,41029,Davoren Park,Males,2021,9236,False
AON,41029,Davoren Park,Males,2026,9629,False
AON,41029,Davoren Park,Males,2031,9868,False
AON,41029,Davoren Park,Males,2036,10068,False
AON,41030,Elizabeth,Males,2016,5204,False
AON,41030,Elizabeth,Males,2021,5285,False
AON,41030,Elizabeth,Males,2026,5479,False
AON,41030,Elizabeth,Males,2031,5627,False
AON,41030,Elizabeth,Males,2036,5727,False
AON,41031,Elizabeth East,Males,2016,6511,False
AON,41031,Elizabeth East,Males,2021,6805,False
AON,41031,Elizabeth East,Males,2026,7087,False
AON,41031,Elizabeth East,Males,2031,7291,False
AON,41031,Elizabeth East,Males,2036,7447,False
AON,41032,Munno Para West - Angle Vale,Males,2016,6113,False
AON,41032,Munno Para West - Angle Vale,Males,2021,8451,False
AON,41032,Munno Para West - Angle Vale,Males,2026,10389,False
AON,41032,Munno Para West - Angle Vale,Males,2031,12731,False
AON,41032,Munno Para West - Angle Vale,Males,2036,15116,False
AON,41033,One Tree Hill,Males,2016,1330,False
AON,41033,One Tree Hill,Males,2021,1344,False
AON,41033,One Tree Hill,Males,2026,1353,False
AON,41033,One Tree Hill,Males,2031,1359,False
AON,41033,One Tree Hill,Males,2036,1368,False
AON,41034,Smithfield - Elizabeth North,Males,2016,6165,False
AON,41034,Smithfield - Elizabeth North,Males,2021,6348,False
AON,41034,Smithfield - Elizabeth North,Males,2026,6582,False
AON,41034,Smithfield - Elizabeth North,Males,2031,6774,False
AON,41034,Smithfield - Elizabeth North,Males,2036,6938,False
AON,48006,Virginia - Waterloo Corner - Dry Creek North,Males,2016,2201,False
AON,48006,Virginia - Waterloo Corner - Dry Creek North,Males,2021,2910,False
AON,48006,Virginia - Waterloo Corner - Dry Creek North,Males,2026,3346,False
AON,48006,Virginia - Waterloo Corner - Dry Creek North,Males,2031,3897,False
AON,48006,Virginia - Waterloo Corner - Dry Creek North,Males,2036,4615,False
AON,,SUBTOTAL Adelaide - Outer North,Males,2016,62797,True
AON,,SUBTOTAL Adelaide - Outer North,Males,2021,70317,True
AON,,SUBTOTAL Adelaide - Outer North,Males,2026,77179,True
AON,,SUBTOTAL Adelaide - Outer North,Males,2031,84491,True
AON,,SUBTOTAL Adelaide - Outer North,Males,2036,92076,True
AN,,TOTAL Adelaide - North,Males,2016,214109,True
AN,,TOTAL Adelaide - North,Males,2021,227543,True
AN,,TOTAL Adelaide - North,Males,2026,241380,True
AN,,TOTAL Adelaide - North,Males,2031,254371,True
AN,,TOTAL Adelaide - North,Males,2036,266526,True
AIS,41056,Brighton (SA),Males,2016,6773,False
AIS,41056,Brighton (SA),Males,2021,6952,False
AIS,41056,Brighton (SA),Males,2026,7094,False
AIS,41056,Brighton (SA),Males,2031,7230,False
AIS,41056,Brighton (SA),Males,2036,7321,False
AIS,41057,Glenelg (SA),Males,2016,9935,False
AIS,41057,Glenelg (SA),Males,2021,10136,False
AIS,41057,Glenelg (SA),Males,2026,10305,False
AIS,41057,Glenelg (SA),Males,2031,10527,False
AIS,41057,Glenelg (SA),Males,2036,10671,False
AIS,41058,Edwardstown,Males,2016,6778,False
AIS,41058,Edwardstown,Males,2021,6968,False
AIS,41058,Edwardstown,Males,2026,7274,False
AIS,41058,Edwardstown,Males,2031,7528,False
AIS,41058,Edwardstown,Males,2036,7718,False
AIS,41059,Hallett Cove,Males,2016,6357,False
AIS,41059,Hallett Cove,Males,2021,6346,False
AIS,41059,Hallett Cove,Males,2026,6329,False
AIS,41059,Hallett Cove,Males,2031,6367,False
AIS,41059,Hallett Cove,Males,2036,6442,False
AIS,41060,Marino - Seaview Downs,Males,2016,4696,False
AIS,41060,Marino - Seaview Downs,Males,2021,4789,False
AIS,41060,Marino - Seaview Downs,Males,2026,5076,False
AIS,41060,Marino - Seaview Downs,Males,2031,5430,False
AIS,41060,Marino - Seaview Downs,Males,2036,5492,False
AIS,41061,Mitchell Park,Males,2016,7312,False
AIS,41061,Mitchell Park,Males,2021,7948,False
AIS,41061,Mitchell Park,Males,2026,8599,False
AIS,41061,Mitchell Park,Males,2031,9291,False
AIS,41061,Mitchell Park,Males,2036,9575,False
AIS,41062,Morphettville,Males,2016,7157,False
AIS,41062,Morphettville,Males,2021,7794,False
AIS,41062,Morphettville,Males,2026,8269,False
AIS,41062,Morphettville,Males,2031,8654,False
AIS,41062,Morphettville,Males,2036,8913,False
AIS,41063,Sheidow Park - Trott Park,Males,2016,5067,False
AIS,41063,Sheidow Park - Trott Park,Males,2021,5270,False
AIS,41063,Sheidow Park - Trott Park,Males,2026,5478,False
AIS,41063,Sheidow Park - Trott Park,Males,2031,5644,False
AIS,41063,Sheidow Park - Trott Park,Males,2036,5676,False
AIS,41064,Warradale,Males,2016,7150,False
AIS,41064,Warradale,Males,2021,8087,False
AIS,41064,Warradale,Males,2026,8516,False
AIS,41064,Warradale,Males,2031,8830,False
AIS,41064,Warradale,Males,2036,8946,False
AIS,41065,Belair,Males,2016,2291,False
AIS,41065,Belair,Males,2021,2292,False
AIS,41065,Belair,Males,2026,2300,False
AIS,41065,Belair,Males,2031,2323,False
AIS,41065,Belair,Males,2036,2378,False
AIS,41066,Bellevue Heights,Males,2016,3615,False
AIS,41066,Bellevue Heights,Males,2021,3639,False
AIS,41066,Bellevue Heights,Males,2026,3756,False
AIS,41066,Bellevue Heights,Males,2031,3987,False
AIS,41066,Bellevue Heights,Males,2036,4353,False
AIS,41067,Blackwood,Males,2016,6089,False
AIS,41067,Blackwood,Males,2021,6274,False
AIS,41067,Blackwood,Males,2026,6556,False
AIS,41067,Blackwood,Males,2031,6619,False
AIS,41067,Blackwood,Males,2036,6766,False
AIS,41068,Colonel Light Gardens,Males,2016,7615,False
AIS,41068,Colonel Light Gardens,Males,2021,7675,False
AIS,41068,Colonel Light Gardens,Males,2026,7741,False
AIS,41068,Colonel Light Gardens,Males,2031,7812,False
AIS,41068,Colonel Light Gardens,Males,2036,7857,False
AIS,41069,Mitcham (SA),Males,2016,7873,False
AIS,41069,Mitcham (SA),Males,2021,7941,False
AIS,41069,Mitcham (SA),Males,2026,8009,False
AIS,41069,Mitcham (SA),Males,2031,8113,False
AIS,41069,Mitcham (SA),Males,2036,8245,False
AIS,41070,Panorama,Males,2016,4082,False
AIS,41070,Panorama,Males,2021,4070,False
AIS,41070,Panorama,Males,2026,4127,False
AIS,41070,Panorama,Males,2031,4203,False
AIS,41070,Panorama,Males,2036,4262,False
AIS,,SUBTOTAL Adelaide - Inner South,Males,2016,92790,True
AIS,,SUBTOTAL Adelaide - Inner South,Males,2021,96181,True
AIS,,SUBTOTAL Adelaide - Inner South,Males,2026,99430,True
AIS,,SUBTOTAL Adelaide - Inner South,Males,2031,102558,True
AIS,,SUBTOTAL Adelaide - Inner South,Males,2036,104614,True
AOS,41071,Aberfoyle Park,Males,2016,5782,False
AOS,41071,Aberfoyle Park,Males,2021,5708,False
AOS,41071,Aberfoyle Park,Males,2026,5720,False
AOS,41071,Aberfoyle Park,Males,2031,5760,False
AOS,41071,Aberfoyle Park,Males,2036,5803,False
AOS,41072,Aldinga,Males,2016,7620,False
AOS,41072,Aldinga,Males,2021,7986,False
AOS,41072,Aldinga,Males,2026,8997,False
AOS,41072,Aldinga,Males,2031,9458,False
AOS,41072,Aldinga,Males,2036,9711,False
AOS,41073,Christie Downs,Males,2016,4622,False
AOS,41073,Christie Downs,Males,2021,4629,False
AOS,41073,Christie Downs,Males,2026,4649,False
AOS,41073,Christie Downs,Males,2031,4838,False
AOS,41073,Christie Downs,Males,2036,5051,False
AOS,41075,Clarendon,Males,2016,1355,False
AOS,41075,Clarendon,Males,2021,1364,False
AOS,41075,Clarendon,Males,2026,1384,False
AOS,41075,Clarendon,Males,2031,1383,False
AOS,41075,Clarendon,Males,2036,1407,False
AOS,41076,Coromandel Valley,Males,2016,2277,False
AOS,41076,Coromandel Valley,Males,2021,2207,False
AOS,41076,Coromandel Valley,Males,2026,2182,False
AOS,41076,Coromandel Valley,Males,2031,2179,False
AOS,41076,Coromandel Valley,Males,2036,2215,False
AOS,41077,Flagstaff Hill,Males,2016,5441,False
AOS,41077,Flagstaff Hill,Males,2021,5464,False
AOS,41077,Flagstaff Hill,Males,2026,5609,False
AOS,41077,Flagstaff Hill,Males,2031,5775,False
AOS,41077,Flagstaff Hill,Males,2036,5879,False
AOS,41078,Hackham - Onkaparinga Hills,Males,2016,3110,False
AOS,41078,Hackham - Onkaparinga Hills,Males,2021,3190,False
AOS,41078,Hackham - Onkaparinga Hills,Males,2026,3392,False
AOS,41078,Hackham - Onkaparinga Hills,Males,2031,3807,False
AOS,41078,Hackham - Onkaparinga Hills,Males,2036,4338,False
AOS,41079,Hackham West - Huntfield Heights,Males,2016,3750,False
AOS,41079,Hackham West - Huntfield Heights,Males,2021,3763,False
AOS,41079,Hackham West - Huntfield Heights,Males,2026,3773,False
AOS,41079,Hackham West - Huntfield Heights,Males,2031,3805,False
AOS,41079,Hackham West - Huntfield Heights,Males,2036,3870,False
AOS,41083,McLaren Vale,Males,2016,2985,False
AOS,41083,McLaren Vale,Males,2021,3553,False
AOS,41083,McLaren Vale,Males,2026,4154,False
AOS,41083,McLaren Vale,Males,2031,4253,False
AOS,41083,McLaren Vale,Males,2036,4285,False
AOS,41084,Morphett Vale - East,Males,2016,6760,False
AOS,41084,Morphett Vale - East,Males,2021,6822,False
AOS,41084,Morphett Vale - East,Males,2026,6815,False
AOS,41084,Morphett Vale - East,Males,2031,6859,False
AOS,41084,Morphett Vale - East,Males,2036,6917,False
AOS,41085,Morphett Vale - West,Males,2016,4745,False
AOS,41085,Morphett Vale - West,Males,2021,4890,False
AOS,41085,Morphett Vale - West,Males,2026,4895,False
AOS,41085,Morphett Vale - West,Males,2031,4932,False
AOS,41085,Morphett Vale - West,Males,2036,4970,False
AOS,41086,Reynella,Males,2016,5073,False
AOS,41086,Reynella,Males,2021,5020,False
AOS,41086,Reynella,Males,2026,5044,False
AOS,41086,Reynella,Males,2031,5100,False
AOS,41086,Reynella,Males,2036,5157,False
AOS,41087,Seaford (SA),Males,2016,11165,False
AOS,41087,Seaford (SA),Males,2021,12118,False
AOS,41087,Seaford (SA),Males,2026,12630,False
AOS,41087,Seaford (SA),Males,2031,13029,False
AOS,41087,Seaford (SA),Males,2036,13483,False
AOS,41088,Willunga,Males,2016,1726,False
AOS,41088,Willunga,Males,2021,1728,False
AOS,41088,Willunga,Males,2026,1733,False
AOS,41088,Willunga,Males,2031,1753,False
AOS,41088,Willunga,Males,2036,1814,False
AOS,41089,Woodcroft,Males,2016,5605,False
AOS,41089,Woodcroft,Males,2021,5582,False
AOS,41089,Woodcroft,Males,2026,5579,False
AOS,41089,Woodcroft,Males,2031,5610,False
AOS,41089,Woodcroft,Males,2036,5660,False
AOS,48001,Christies Beach - Lonsdale,Males,2016,5202,False
AOS,48001,Christies Beach - Lonsdale,Males,2021,5463,False
AOS,48001,Christies Beach - Lonsdale,Males,2026,5673,False
AOS,48001,Christies Beach - Lonsdale,Males,2031,5900,False
AOS,48001,Christies Beach - Lonsdale,Males,2036,6045,False
AOS,48002,Happy Valley - Happy Valley Reservoir,Males,2016,6807,False
AOS,48002,Happy Valley - Happy Valley Reservoir,Males,2021,6863,False
AOS,48002,Happy Valley - Happy Valley Reservoir,Males,2026,6858,False
AOS,48002,Happy Valley - Happy Valley Reservoir,Males,2031,6892,False
AOS,48002,Happy Valley - Happy Valley Reservoir,Males,2036,6953,False
AOS,,SUBTOTAL Adelaide - Outer South,Males,2016,84025,True
AOS,,SUBTOTAL Adelaide - Outer South,Males,2021,86350,True
AOS,,SUBTOTAL Adelaide - Outer South,Males,2026,89086,True
AOS,,SUBTOTAL Adelaide - Outer South,Males,2031,91332,True
AOS,,SUBTOTAL Adelaide - Outer South,Males,2036,93556,True
AS,,TOTAL Adelaide - South,Males,2016,176815,True
AS,,TOTAL Adelaide - South,Males,2021,182531,True
AS,,TOTAL Adelaide - South,Males,2026,188516,True
AS,,TOTAL Adelaide - South,Males,2031,193889,True
AS,,TOTAL Adelaide - South,Males,2036,198170,True
AW,41090,Beverley,Males,2016,3965,False
AW,41090,Beverley,Males,2021,4287,False
AW,41090,Beverley,Males,2026,4523,False
AW,41090,Beverley,Males,2031,4725,False
AW,41090,Beverley,Males,2036,4900,False
AW,41091,Flinders Park,Males,2016,7217,False
AW,41091,Flinders Park,Males,2021,7500,False
AW,41091,Flinders Park,Males,2026,7924,False
AW,41091,Flinders Park,Males,2031,8337,False
AW,41091,Flinders Park,Males,2036,8731,False
AW,41092,Henley Beach,Males,2016,7623,False
AW,41092,Henley Beach,Males,2021,7654,False
AW,41092,Henley Beach,Males,2026,7802,False
AW,41092,Henley Beach,Males,2031,8009,False
AW,41092,Henley Beach,Males,2036,8305,False
AW,41093,Hindmarsh - Brompton,Males,2016,9049,False
AW,41093,Hindmarsh - Brompton,Males,2021,9687,False
AW,41093,Hindmarsh - Brompton,Males,2026,10296,False
AW,41093,Hindmarsh - Brompton,Males,2031,11027,False
AW,41093,Hindmarsh - Brompton,Males,2036,11871,False
AW,41094,Royal Park - Hendon - Albert Park,Males,2016,2889,False
AW,41094,Royal Park - Hendon - Albert Park,Males,2021,3036,False
AW,41094,Royal Park - Hendon - Albert Park,Males,2026,3076,False
AW,41094,Royal Park - Hendon - Albert Park,Males,2031,3133,False
AW,41094,Royal Park - Hendon - Albert Park,Males,2036,3227,False
AW,41095,Seaton - Grange,Males,2016,8104,False
AW,41095,Seaton - Grange,Males,2021,8863,False
AW,41095,Seaton - Grange,Males,2026,9200,False
AW,41095,Seaton - Grange,Males,2031,9583,False
AW,41095,Seaton - Grange,Males,2036,9989,False
AW,41096,West Lakes,Males,2016,7197,False
AW,41096,West Lakes,Males,2021,7264,False
AW,41096,West Lakes,Males,2026,7600,False
AW,41096,West Lakes,Males,2031,8001,False
AW,41096,West Lakes,Males,2036,8475,False
AW,41097,Woodville - Cheltenham,Males,2016,8979,False
AW,41097,Woodville - Cheltenham,Males,2021,9648,False
AW,41097,Woodville - Cheltenham,Males,2026,10085,False
AW,41097,Woodville - Cheltenham,Males,2031,10335,False
AW,41097,Woodville - Cheltenham,Males,2036,10700,False
AW,41099,Largs Bay - Semaphore,Males,2016,7197,False
AW,41099,Largs Bay - Semaphore,Males,2021,7241,False
AW,41099,Largs Bay - Semaphore,Males,2026,7575,False
AW,41099,Largs Bay - Semaphore,Males,2031,7987,False
AW,41099,Largs Bay - Semaphore,Males,2036,8257,False
AW,41101,Port Adelaide,Males,2016,5565,False
AW,41101,Port Adelaide,Males,2021,5729,False
AW,41101,Port Adelaide,Males,2026,6178,False
AW,41101,Port Adelaide,Males,2031,6818,False
AW,41101,Port Adelaide,Males,2036,7399,False
AW,41105,Fulham,Males,2016,1340,False
AW,41105,Fulham,Males,2021,1362,False
AW,41105,Fulham,Males,2026,1368,False
AW,41105,Fulham,Males,2031,1386,False
AW,41105,Fulham,Males,2036,1423,False
AW,41106,Lockleys,Males,2016,6440,False
AW,41106,Lockleys,Males,2021,6589,False
AW,41106,Lockleys,Males,2026,6762,False
AW,41106,Lockleys,Males,2031,7007,False
AW,41106,Lockleys,Males,2036,7270,False
AW,41107,Plympton,Males,2016,12136,False
AW,41107,Plympton,Males,2021,12597,False
AW,41107,Plympton,Males,2026,13159,False
AW,41107,Plympton,Males,2031,13801,False
AW,41107,Plympton,Males,2036,14537,False
AW,41108,Richmond (SA),Males,2016,8363,False
AW,41108,Richmond (SA),Males,2021,8519,False
AW,41108,Richmond (SA),Males,2026,8982,False
AW,41108,Richmond (SA),Males,2031,9490,False
AW,41108,Richmond (SA),Males,2036,9798,False
AW,48003,North Haven - Torrens Island,Males,2016,7092,False
AW,48003,North Haven - Torrens Island,Males,2021,7076,False
AW,48003,North Haven - Torrens Island,Males,2026,7268,False
AW,48003,North Haven - Torrens Island,Males,2031,7412,False
AW,48003,North Haven - Torrens Island,Males,2036,7645,False
AW,48005,The Parks - Dry Creek South,Males,2016,9413,False
AW,48005,The Parks - Dry Creek South,Males,2021,9621,False
AW,48005,The Parks - Dry Creek South,Males,2026,10015,False
AW,48005,The Parks - Dry Creek South,Males,2031,10250,False
AW,48005,The Parks - Dry Creek South,Males,2036,10593,False
AW,48007,West Beach - Adelaide Airport,Males,2016,2509,False
AW,48007,West Beach - Adelaide Airport,Males,2021,2568,False
AW,48007,West Beach - Adelaide Airport,Males,2026,2616,False
AW,48007,West Beach - Adelaide Airport,Males,2031,2674,False
AW,48007,West Beach - Adelaide Airport,Males,2036,2763,False
AW,,TOTAL Adelaide - West,Males,2016,115078,True
AW,,TOTAL Adelaide - West,Males,2021,119240,True
AW,,TOTAL Adelaide - West,Males,2026,124427,True
AW,,TOTAL Adelaide - West,Males,2031,129976,True
AW,,TOTAL Adelaide - West,Males,2036,135885,True
AH,41003,Adelaide Hills,Males,2016,3518,False
AH,41003,Adelaide Hills,Males,2021,3407,False
AH,41003,Adelaide Hills,Males,2026,3326,False
AH,41003,Adelaide Hills,Males,2031,3278,False
AH,41003,Adelaide Hills,Males,2036,3259,False
AH,41004,Aldgate - Stirling,Males,2016,8910,False
AH,41004,Aldgate - Stirling,Males,2021,8783,False
AH,41004,Aldgate - Stirling,Males,2026,8689,False
AH,41004,Aldgate - Stirling,Males,2031,8651,False
AH,41004,Aldgate - Stirling,Males,2036,8613,False
AH,41005,Hahndorf - Echunga,Males,2016,2247,False
AH,41005,Hahndorf - Echunga,Males,2021,2205,False
AH,41005,Hahndorf - Echunga,Males,2026,2210,False
AH,41005,Hahndorf - Echunga,Males,2031,2239,False
AH,41005,Hahndorf - Echunga,Males,2036,2271,False
AH,41006,Lobethal - Woodside,Males,2016,4498,False
AH,41006,Lobethal - Woodside,Males,2021,4440,False
AH,41006,Lobethal - Woodside,Males,2026,4424,False
AH,41006,Lobethal - Woodside,Males,2031,4471,False
AH,41006,Lobethal - Woodside,Males,2036,4526,False
AH,41007,Mount Barker,Males,2016,8484,False
AH,41007,Mount Barker,Males,2021,9821,False
AH,41007,Mount Barker,Males,2026,11145,False
AH,41007,Mount Barker,Males,2031,12564,False
AH,41007,Mount Barker,Males,2036,14005,False
AH,41008,Mount Barker Region,Males,2016,3202,False
AH,41008,Mount Barker Region,Males,2021,3243,False
AH,41008,Mount Barker Region,Males,2026,3342,False
AH,41008,Mount Barker Region,Males,2031,3410,False
AH,41008,Mount Barker Region,Males,2036,3502,False
AH,41009,Nairne,Males,2016,2525,False
AH,41009,Nairne,Males,2021,2712,False
AH,41009,Nairne,Males,2026,2879,False
AH,41009,Nairne,Males,2031,3005,False
AH,41009,Nairne,Males,2036,3069,False
AH,41010,Uraidla - Summertown,Males,2016,2830,False
AH,41010,Uraidla - Summertown,Males,2021,2944,False
AH,41010,Uraidla - Summertown,Males,2026,3006,False
AH,41010,Uraidla - Summertown,Males,2031,2944,False
AH,41010,Uraidla - Summertown,Males,2036,2907,False
AH,,TOTAL Adelaide Hills,Males,2016,36214,True
AH,,TOTAL Adelaide Hills,Males,2021,37557,True
AH,,TOTAL Adelaide Hills,Males,2026,39021,True
AH,,TOTAL Adelaide Hills,Males,2031,40561,True
AH,,TOTAL Adelaide Hills,Males,2036,42152,True
BYMN,41110,Barossa - Angaston,Males,2016,3125,False
BYMN,41110,Barossa - Angaston,Males,2021,3284,False
BYMN,41110,Barossa - Angaston,Males,2026,3464,False
BYMN,41110,Barossa - Angaston,Males,2031,3620,False
BYMN,41110,Barossa - Angaston,Males,2036,3749,False
BYMN,41111,Light,Males,2016,4643,False
BYMN,41111,Light,Males,2021,4918,False
BYMN,41111,Light,Males,2026,5196,False
BYMN,41111,Light,Males,2031,5469,False
BYMN,41111,Light,Males,2036,5697,False
BYMN,41112,Lyndoch,Males,2016,3210,False
BYMN,41112,Lyndoch,Males,2021,3348,False
BYMN,41112,Lyndoch,Males,2026,3469,False
BYMN,41112,Lyndoch,Males,2031,3603,False
BYMN,41112,Lyndoch,Males,2036,3714,False
BYMN,41113,Mallala,Males,2016,1660,False
BYMN,41113,Mallala,Males,2021,1712,False
BYMN,41113,Mallala,Males,2026,1742,False
BYMN,41113,Mallala,Males,2031,1788,False
BYMN,41113,Mallala,Males,2036,1821,False
BYMN,41114,Nuriootpa,Males,2016,3210,False
BYMN,41114,Nuriootpa,Males,2021,3504,False
BYMN,41114,Nuriootpa,Males,2026,3723,False
BYMN,41114,Nuriootpa,Males,2031,3908,False
BYMN,41114,Nuriootpa,Males,2036,4056,False
BYMN,41115,Tanunda,Males,2016,2292,False
BYMN,41115,Tanunda,Males,2021,2416,False
BYMN,41115,Tanunda,Males,2026,2551,False
BYMN,41115,Tanunda,Males,2031,2666,False
BYMN,41115,Tanunda,Males,2036,2758,False
BYMN,41116,Clare,Males,2016,2021,False
BYMN,41116,Clare,Males,2021,2112,False
BYMN,41116,Clare,Males,2026,2219,False
BYMN,41116,Clare,Males,2031,2322,False
BYMN,41116,Clare,Males,2036,2394,False
BYMN,41117,Gilbert Valley,Males,2016,2534,False
BYMN,41117,Gilbert Valley,Males,2021,2646,False
BYMN,41117,Gilbert Valley,Males,2026,2737,False
BYMN,41117,Gilbert Valley,Males,2031,2806,False
BYMN,41117,Gilbert Valley,Males,2036,2868,False
BYMN,41118,Goyder,Males,2016,2140,False
BYMN,41118,Goyder,Males,2021,2154,False
BYMN,41118,Goyder,Males,2026,2189,False
BYMN,41118,Goyder,Males,2031,2208,False
BYMN,41118,Goyder,Males,2036,2214,False
BYMN,41119,Wakefield - Barunga West,Males,2016,4905,False
BYMN,41119,Wakefield - Barunga West,Males,2021,5051,False
BYMN,41119,Wakefield - Barunga West,Males,2026,5206,False
BYMN,41119,Wakefield - Barunga West,Males,2031,5325,False
BYMN,41119,Wakefield - Barunga West,Males,2036,5422,False
BYMN,41120,Jamestown,Males,2016,2382,False
BYMN,41120,Jamestown,Males,2021,2378,False
BYMN,41120,Jamestown,Males,2026,2393,False
BYMN,41120,Jamestown,Males,2031,2398,False
BYMN,41120,Jamestown,Males,2036,2407,False
BYMN,41121,Peterborough - Mount Remarkable,Males,2016,2757,False
BYMN,41121,Peterborough - Mount Remarkable,Males,2021,2766,False
