STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,148,10283,27841,35703,33603,36311,42490,186379,6.48%
VIC,357,22308,45107,44109,34825,30957,29109,206772,9.37%
QLD,363,15704,32631,36570,34447,32290,28978,180983,10.40%
SA,1756,11529,12632,14082,13992,14572,15657,84220,12.61%
WA,210,15952,28284,28507,25794,22118,18776,139641,15.97%
TAS,98,2588,4509,5214,5340,5225,4022,26996,13.24%
NT,15,741,1862,1602,1293,898,367,6778,8.39%
ACT,49,2056,4248,3589,2934,2555,2084,17515,12.26%
TOTAL,2996,81161,157114,169376,152228,144926,141483,849284,9.66%
