STATE,Total Legally Valid Consent Registrations (Including Intent Registrations of 16 & 17 year olds),State % of Legally Valid Consent Registrations (Including Intent Registrations of 16 & 17 year olds),% Variance from previous month
NSW,311805,22.34%,0.49%
VIC,335689,24.05%,0.61%
QLD,295681,21.18%,0.52%
SA,141299,10.12%,0.86%
WA,228271,16.35%,0.67%
TAS,43583,3.12%,0.52%
NT,10709,0.77%,0.98%
ACT,28755,2.06%,1.11%
TOTAL,1395792,100.00%,0.61%
