scientific_name,common_name,current_scientific_name,threatened_status,act,nsw,nt,qld,sa,tas,vic,wa,aci_ashmore_cartier_islands,cki_cocos_keeling_islands,ci_christmas_island,csi_coral_sea_islands,jbt_jervis_bay_territory,nfi_norfolk_island,hmi_heard_mcdonald_islands,aat_australian_antarctic_territory,cma_commonwealth_marine_area,listed_sprat_taxon_id,current_sprat_taxon_id,kingdom,class,sprat_profile_url,date_extracted,nsl_name_url,family,genus,species,infraspecific_rank,infraspecies,species_author,infraspecies_author
Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,88020,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88020,2026-02-06,-,Peramelidae,Perameles,gunnii Victorian subspecies,-,-,-,-
Perameles notina,South-eastern Striped Bandicoot,-,Extinct,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,89883,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89883,2026-02-06,-,Peramelidae,Perameles,notina,-,-,"Thomas, 1922",-
Perameles papillon,"Butterfly Bandicoot, Nullarbor Barred Bandicoot",-,Extinct,-,-,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,89865,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89865,2026-02-06,-,Peramelidae,Perameles,papillon,-,-,"Travouillon  Phillips, 2018",-
Petrogale lateralis centralis,"Warru, Central Australian Rock-wallaby",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,90831,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90831,2026-02-06,-,Macropodidae,Petrogale,lateralis,-,centralis,-,"Eldridge  Potter, 2020"
Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),-,Vulnerable,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,66646,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66646,2026-02-06,-,Macropodidae,Petrogale,xanthopus,-,xanthopus,"Gray,1855",-
Pezoporus occidentalis,Night Parrot,-,Critically Endangered,-,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,59350,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59350,2026-02-06,-,Psittacidae,Pezoporus,occidentalis,-,-,"(Gould, 1861)",-
Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",-,Vulnerable,-,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,316,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=316,2026-02-06,-,Dasyuridae,Phascogale,calura,-,-,"Gould,1844",-
Phebalium lowanense,Lowan Phebalium,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7144,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7144,2026-02-06,https://id.biodiversity.org.au/name/apni/82542,Rutaceae,Phebalium,lowanense,-,-,J.H.Willis,-
Phoebetria fusca,Sooty Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,1075,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075,2026-02-06,-,Diomedeidae,Phoebetria,fusca,-,-,"(Hilsenberg,1822)",-
Platycercus elegans melanopterus,Kangaroo Island Crimson Rosella,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,91209,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91209,2026-02-06,-,Psittacidae,Platycercus,elegans,-,melanopterus,-,"North, 1906"
Pleuropappus phyllocalymmeus,Silver Candles,Angianthus phyllocalymmeus,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,21123,43575,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21123,2026-02-06,https://id.biodiversity.org.au/name/apni/85510,Asteraceae,Pleuropappus,phyllocalymmeus,-,-,F.Muell.,-
Pluvialis squatarola,Grey Plover,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,865,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=865,2026-02-06,-,Charadriidae,Pluvialis,squatarola,-,-,"(Linnaeus,1758)",-
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,758,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=758,2026-02-06,-,Psittacidae,Polytelis,alexandrae,-,-,"Gould,1863",-
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,59612,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59612,2026-02-06,-,Psittacidae,Polytelis,anthopeplus,-,monarchoides,-,"Schodde,1993"
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,21964,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21964,2026-02-06,https://id.biodiversity.org.au/name/apni/117269,Rhamnaceae,Pomaderris,halmaturina,subsp.,halmaturina,J.M.Black,-
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,86367,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86367,2026-02-06,-,Potoroidae,Potorous,tridactylus,-,trisulcatus,-,"(McKoy, 1865)"
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,9704,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9704,2026-02-06,https://id.biodiversity.org.au/name/apni/104603,Orchidaceae,Prasophyllum,frenchii,-,-,F.Muell.,-
Prasophyllum goldsackii,Goldsack's Leek-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,2380,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2380,2026-02-06,https://id.biodiversity.org.au/name/apni/104842,Orchidaceae,Prasophyllum,goldsackii,-,-,J.Weber  R.Bates,-
Prasophyllum laxum,Lax Leek Orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86264,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86264,2026-02-06,https://id.biodiversity.org.au/name/apni/216020,Orchidaceae,Prasophyllum,laxum,-,-,R.J.Bates,-
Prasophyllum littorale,Coastal Leek Orchid,Prasophyllum litorale,Critically Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,92739,55234,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=92739,2026-02-06,https://id.biodiversity.org.au/name/apni/51783419,Orchidaceae,Prasophyllum,littorale,-,-,Anon.,-
Prasophyllum murfetii,Fleurieu Leek Orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81621,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81621,2026-02-06,https://id.biodiversity.org.au/name/apni/168155,Orchidaceae,Prasophyllum,murfetii,-,-,D.L.Jones,-
Prasophyllum pallidum,Pale Leek-orchid,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,20351,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20351,2026-02-06,https://id.biodiversity.org.au/name/apni/105808,Orchidaceae,Prasophyllum,pallidum,-,-,Nicholls,-
Prasophyllum pruinosum,Plum Leek-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,11821,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11821,2026-02-06,https://id.biodiversity.org.au/name/apni/106077,Orchidaceae,Prasophyllum,pruinosum,-,-,R.S.Rogers,-
Prasophyllum spicatum,Dense Leek-orchid,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,55146,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55146,2026-02-06,https://id.biodiversity.org.au/name/apni/117512,Orchidaceae,Prasophyllum,spicatum,-,-,R.J.Bates  D.L.Jones,-
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,10268,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10268,2026-02-06,https://id.biodiversity.org.au/name/apni/106810,Orchidaceae,Prasophyllum,validum,-,-,R.S.Rogers,-
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,9470,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9470,2026-02-06,https://id.biodiversity.org.au/name/apni/109348,Lamiaceae,Prostanthera,calycina,-,-,Benth.,-
Prostanthera eurybioides,Monarto Mintbush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,2603,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2603,2026-02-06,https://id.biodiversity.org.au/name/apni/109813,Lamiaceae,Prostanthera,eurybioides,-,-,F.Muell.,-
Prostanthera nudula,Mount Illbilie Mintbush,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,7091,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7091,2026-02-06,https://id.biodiversity.org.au/name/apni/110576,Lamiaceae,Prostanthera,nudula,-,-,J.M.Black ex E.L.Robertson,-
Prototroctes maraena,Australian Grayling,-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,Yes,26179,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26179,2026-02-06,-,Retropinnidae,Prototroctes,maraena,-,-,"Gunther,  1864",-
Pseudemoia rawlinsoni,"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",-,Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,59160,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59160,2026-02-06,-,Scincidae,Pseudemoia,rawlinsoni,-,-,"(Hutchinson and Donnellan,1988)",-
Pseudomys auritus,Long-eared Mouse,-,Extinct,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,85424,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85424,2026-02-06,-,Muridae,Pseudomys,auritus,-,-,"Thomas, 1910",-
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,108,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=108,2026-02-06,-,Muridae,Pseudomys,australis,-,-,"Gray,1832",-
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,113,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=113,2026-02-06,-,Muridae,Pseudomys,fieldi,-,-,"(Waite, 1896)",-
Pseudomys fumeus,"Smoky Mouse, Konoom",-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,88,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88,2026-02-06,-,Muridae,Pseudomys,fumeus,-,-,"Brazenor,1934",-
Pseudomys gouldii,"Gould's Mouse, Koontin",-,Extinct,-,Yes,-,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,89,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89,2026-02-06,-,Muridae,Pseudomys,gouldii,-,-,"(Waterhouse, 1839)",-
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",-,Endangered,-,-,-,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,77,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77,2026-02-06,-,Muridae,Pseudomys,shortridgei,-,-,"(Thomas, 1907)",-
Psophodes leucogaster leucogaster,Mallee Whipbird,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,81025,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81025,2026-02-06,-,Psophodidae,Psophodes,leucogaster,-,leucogaster,"Howe  Ross, 1933",-
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Psophodes leucogaster lashmari,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67098,81024,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67098,2026-02-06,-,Psophodidae,Psophodes,nigrogularis,-,lashmari,-,"Schodde  Mason, 1991"
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,-,-,Yes,26033,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26033,2026-02-06,-,Procellariidae,Pterodroma,leucoptera,-,leucoptera,-,"(Gould, 1844)"
Pterodroma mollis,Soft-plumaged Petrel,-,Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,-,Yes,1036,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1036,2026-02-06,-,Procellariidae,Pterodroma,mollis,-,-,"(Gould,1844)",-
Pteropus poliocephalus,Grey-headed Flying-fox,-,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,186,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=186,2026-02-06,-,Pteropodidae,Pteropus,poliocephalus,-,-,"Temminck, 1825",-
Pterostylis arenicola,Sandhill Greenhood Orchid,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,17919,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17919,2026-02-06,https://id.biodiversity.org.au/name/apni/74152,Orchidaceae,Pterostylis,arenicola,-,-,M.Clements  J.Stewart,-
Pterostylis bryophila,Hindmarsh Valley Greenhood,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,75722,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75722,2026-02-06,https://id.biodiversity.org.au/name/apni/178866,Orchidaceae,Pterostylis,bryophila,-,-,D.L.Jones,-
Pterostylis chlorogramma,Green-striped Greenhood,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56510,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56510,2026-02-06,https://id.biodiversity.org.au/name/apni/119043,Orchidaceae,Pterostylis,chlorogramma,-,-,D.L.Jones  M.A.Clem.,-
Pterostylis cucullata,Leafy Greenhood,-,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,15459,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15459,2026-02-06,https://id.biodiversity.org.au/name/apni/74401,Orchidaceae,Pterostylis,cucullata,-,-,R.Br.,-
Pterostylis despectans,Lowly Greenhood,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,6272,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6272,2026-02-06,https://id.biodiversity.org.au/name/apni/74529,Orchidaceae,Pterostylis,despectans,-,-,(Nicholls) M.Clements  D.Jones,-
Pterostylis lepida,Halbury Greenhood,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86227,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86227,2026-02-06,https://id.biodiversity.org.au/name/apni/226098,Orchidaceae,Pterostylis,lepida,-,-,(D.L.Jones) G.N.Backh.,-
Pterostylis mirabilis,Nodding Rufoushood,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86228,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86228,2026-02-06,https://id.biodiversity.org.au/name/apni/216108,Orchidaceae,Pterostylis,mirabilis,-,-,(D.L.Jones) R.J.Bates,-
Pterostylis psammophila,Two-bristle Greenhood,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86649,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86649,2026-02-06,https://id.biodiversity.org.au/name/apni/216109,Orchidaceae,Pterostylis,psammophila,-,-,(D.L.Jones) R.J.Bates,-
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64539,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64539,2026-02-06,https://id.biodiversity.org.au/name/apni/154619,Orchidaceae,Pterostylis,sp. Hale (R.Bates 21725),-,-,SA Herbarium,-
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,13139,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13139,2026-02-06,https://id.biodiversity.org.au/name/apni/75884,Orchidaceae,Pterostylis,tenuissima,-,-,Nicholls,-
Pterostylis xerophila,Desert Greenhood,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7997,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7997,2026-02-06,https://id.biodiversity.org.au/name/apni/76100,Orchidaceae,Pterostylis,xerophila,-,-,M.A.Clem.,-
Ptilotus beckerianus,Ironstone Mulla Mulla,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3787,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3787,2026-02-06,https://id.biodiversity.org.au/name/apni/77009,Amaranthaceae,Ptilotus,beckerianus,-,-,(F.Muell.) F.Muell. ex J.M.Black,-
Pultenaea insularis,Beyeria Bush-pea,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,89904,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89904,2026-02-06,https://id.biodiversity.org.au/name/apni/158313,Fabaceae,Pultenaea,insularis,-,-,J.Z.Weber,-
Pultenaea trichophylla,Tufted Bush-pea,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,12715,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12715,2026-02-06,https://id.biodiversity.org.au/name/apni/62879,Fabaceae,Pultenaea,trichophylla,-,-,H.B.Will. ex J.Black,-
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,10271,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10271,2026-02-06,https://id.biodiversity.org.au/name/apni/63177,Fabaceae,Pultenaea,villifera,var.,glabrescens,-,J.M.Black
Rostratula australis,Australian Painted Snipe,-,Endangered,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,Yes,-,-,-,-,77037,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77037,2026-02-06,-,Rostratulidae,Rostratula,australis,-,-,"(Gould, 1838)",-
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,14030,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14030,2026-02-06,https://id.biodiversity.org.au/name/apni/84247,Asteraceae,Senecio,behrianus,-,-,Sond.  F.Muell.,-
Senecio georgianus,Grey Groundsel,-,Extinct,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,12873,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12873,2026-02-06,https://id.biodiversity.org.au/name/apni/101196,Asteraceae,Senecio,georgianus,-,-,DC.,-
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,16333,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16333,2026-02-06,https://id.biodiversity.org.au/name/apni/102085,Asteraceae,Senecio,macrocarpus,-,-,Belcher,-
Senecio megaglossus,Superb Groundsel,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13374,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13374,2026-02-06,https://id.biodiversity.org.au/name/apni/102127,Asteraceae,Senecio,megaglossus,-,-,F.Muell.,-
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",-,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,64976,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64976,2026-02-06,https://id.biodiversity.org.au/name/apni/135120,Asteraceae,Senecio,psilocarpus,-,-,Belcher  Albr.,-
Seriolella brama,Blue Warehou,-,Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,69374,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=69374,2026-02-06,-,Centrolophidae,Seriolella,brama,-,-,"(G252;nther, 1860)",-
Sminthopsis fuliginosa aitkeni,Kangaroo Island Dunnart,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,92894,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=92894,2026-02-06,-,Dasyuridae,Sminthopsis,fuliginosa,-,aitkeni,-,"Kitchener, Stoddart  Henry, 1984"
Sminthopsis psammophila,Sandhill Dunnart,-,Endangered,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,291,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=291,2026-02-06,-,Dasyuridae,Sminthopsis,psammophila,-,-,"Spencer,1895",-
Solanum karsense,Menindee Nightshade,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7776,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7776,2026-02-06,https://id.biodiversity.org.au/name/apni/68896,Solanaceae,Solanum,karsense,-,-,Symon,-
Spyridium coactilifolium,Butterfly Spyridium,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,6572,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6572,2026-02-06,https://id.biodiversity.org.au/name/apni/115763,Rhamnaceae,Spyridium,coactilifolium,-,-,Reisseck,-
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Spyridium glabrisepalum,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13771,93745,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13771,2026-02-06,https://id.biodiversity.org.au/name/apni/115983,Rhamnaceae,Spyridium,eriocephalum,var.,glabrisepalum,-,J.M.Black
Spyridium fontis-woodii,Woods Well Spyridium,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,89082,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89082,2026-02-06,https://id.biodiversity.org.au/name/apni/238506,Rhamnaceae,Spyridium,fontis-woodii,-,-,Kellermann  W.R.Barker,-
Stackhousia annua,"Annual Stackhousia, Annual Candles",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,17773,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17773,2026-02-06,https://id.biodiversity.org.au/name/apni/66121,Celastraceae,Stackhousia,annua,-,-,W.R.Barker,-
