STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,59912,206481,238376,225015,166825,143460,1040069,38.26%
VIC,8480,43752,43689,39588,28947,23983,188439,9.09%
QLD,48970,91832,79630,52710,32851,21497,327490,19.68%
SA,29398,56049,55693,55674,44100,36847,277761,43.92%
WA,3156,41805,58558,54960,41317,34474,234270,27.32%
TAS,691,12325,17308,17688,13425,12508,73945,38.50%
NT,131,515,1118,898,561,262,3485,4.06%
ACT,429,1991,2800,2474,1822,1269,10785,7.92%
TOTAL,151167,454750,497172,449007,329848,274300,2156244,25.79%
