STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,177,9892,29588,38201,35555,38280,46728,198421,6.73%
VIC,390,23221,49660,48767,37792,33978,32877,226685,9.98%
QLD,389,15420,34282,39439,36222,34213,32222,192187,10.70%
SA,1989,12637,14159,15481,15090,15857,17515,92728,13.67%
WA,173,15850,31165,30851,27776,24493,21186,151494,16.76%
TAS,113,2628,4846,5599,5578,5679,4509,28952,14.03%
NT,24,791,2078,1774,1505,1018,438,7628,9.12%
ACT,57,2195,4778,4013,3276,2825,2420,19564,13.43%
TOTAL,3312,82634,170556,184125,162794,156343,157895,917659,10.16%
