STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1053,148273,225673,227756,193160,217269,1013184,35.30%
VIC,1420,30643,42705,39157,32346,33684,179955,8.10%
QLD,1140,90038,89679,64744,40466,34589,320656,18.00%
SA,29710,65943,64082,60624,52249,57491,330099,50.00%
WA,638,18105,51319,54403,45592,50672,220729,22.60%
TAS,175,4970,15522,16759,15392,18136,70954,35.00%
NT,39,338,816,962,638,384,3177,3.40%
ACT,177,1284,2570,2467,1917,1789,10204,6.80%
TOTAL,34352,359594,492366,466872,381760,414014,2148958,24.00%
