STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3351,147878,228170,223384,178625,179221,960629,32.40%
VIC,4477,42981,61924,51269,40937,39814,241402,10.50%
QLD,4005,81931,80675,60439,37819,29971,294840,16.20%
SA,26789,60872,60668,58544,48720,48177,303770,44.50%
WA,1738,20452,52269,54946,43661,45051,218117,22.70%
TAS,550,5601,15322,17031,14347,15659,68510,33.00%
NT,152,662,1137,1010,629,323,3913,4.60%
ACT,548,2451,3764,3050,2265,2051,14129,9.20%
TOTAL,41610,362828,503929,469673,367003,360267,2105310,22.90%
