table,table_title,financial_year,row_group,row_label,column,value
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,10 Weapons and explosives offences,50
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,11 Property damage,25
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,"12 Public order, health, and safety offences",13
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,13 Traffic and vehicle offences,708
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,14 Offences against justice procedures and orders,79
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,15 Offences against government,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,16 Environmental offences,15
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Fully suspended sentence of imprisonment,Total,1503
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,02 Assault,62
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,03 Sexual offences,9
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,04 Harm or endanger persons,4
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,"05 Robbery, blackmail, and extortion",0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,06 Burglary,25
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,07 Theft,81
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,08 Fraud and related offences,6
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,09 Drug offences,19
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,10 Weapons and explosives offences,31
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,11 Property damage,34
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,"12 Public order, health, and safety offences",39
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,13 Traffic and vehicle offences,79
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,14 Offences against justice procedures and orders,46
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,15 Offences against government,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,16 Environmental offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Community service / work,Total,449
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,02 Assault,174
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,03 Sexual offences,22
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,04 Harm or endanger persons,16
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,"05 Robbery, blackmail, and extortion",10
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,06 Burglary,26
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,07 Theft,45
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,08 Fraud and related offences,8
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,09 Drug offences,19
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,10 Weapons and explosives offences,49
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,11 Property damage,43
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,"12 Public order, health, and safety offences",24
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,13 Traffic and vehicle offences,52
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,14 Offences against justice procedures and orders,32
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,15 Offences against government,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,16 Environmental offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Moderate penalty in the community,Total,526
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,02 Assault,59
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,03 Sexual offences,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,04 Harm or endanger persons,8
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,"05 Robbery, blackmail, and extortion",0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,06 Burglary,21
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2023–24,Principal sentence,Monetary penalties,07 Theft,390
