table,table_title,section,row_group,row_label,column,value
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,Under 1 year - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,1 to under 2 years - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,2 to under 3 years - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,3 to under 4 years - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,4 to under 5 years - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,5 to under 10 years - (no.),10
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,10 years & over - (no.),9
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,Total - (no.),15
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,Mean - (months),93.8
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,01 Homicide,Median - (months),89
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,Under 1 year - (no.),9
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,1 to under 2 years - (no.),16
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,2 to under 3 years - (no.),17
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,3 to under 4 years - (no.),24
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,4 to under 5 years - (no.),15
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,5 to under 10 years - (no.),27
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,10 years & over - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,Total - (no.),102
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,Mean - (months),45.1
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,02 Assault,Median - (months),40.8
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,Under 1 year - (no.),8
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,1 to under 2 years - (no.),37
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,2 to under 3 years - (no.),33
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,3 to under 4 years - (no.),28
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,4 to under 5 years - (no.),17
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,5 to under 10 years - (no.),56
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,10 years & over - (no.),25
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,Total - (no.),203
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,Mean - (months),60.6
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,03 Sexual offences,Median - (months),45.9
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,Under 1 year - (no.),0
Table 80,"Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,1 to under 2 years - (no.),8
