table,table_title,section,row_group,row_label,column,value
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Under 40 hours,180
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - 40 to under 80 hours,994
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - 80 to under 120 hours,678
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - 120 hours & over,534
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Total,2386
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Mean,87.3
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,All Courts - Median,80
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Higher Courts - Mean,149
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Higher Courts - Median,120
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Magistrates' Courts - Mean,89.3
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Magistrates' Courts - Median,80
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Children's Courts - Mean,45.2
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,02 Assault,Children's Courts - Median,40
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Under 40 hours,66
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - 40 to under 80 hours,395
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - 80 to under 120 hours,278
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - 120 hours & over,290
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Total,1036
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Mean,94.4
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,All Courts - Median,80
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Higher Courts - Mean,146.5
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Higher Courts - Median,120
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Magistrates' Courts - Mean,96
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Magistrates' Courts - Median,80
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Children's Courts - Mean,48.7
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,021 Serious assault,Children's Courts - Median,40
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Under 40 hours,11
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - 40 to under 80 hours,62
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - 80 to under 120 hours,71
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - 120 hours & over,163
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Total,307
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Mean,139.7
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,All Courts - Median,120
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Higher Courts - Mean,177.2
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Higher Courts - Median,180
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Magistrates' Courts - Mean,131.4
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Magistrates' Courts - Median,100
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Children's Courts - Mean,52.5
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,03 Sexual offences,Children's Courts - Median,45
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - Under 40 hours,0
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - 40 to under 80 hours,20
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - 80 to under 120 hours,29
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - 120 hours & over,55
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - Total,99
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",Australia,,031 Sexual assault of an adult,All Courts - Mean,135.6
