table,table_title,financial_year,row_group,row_label,column,value
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,03 Sexual offences,1087
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,04 Harm or endanger persons,323
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,"05 Robbery, blackmail, and extortion",275
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,06 Burglary,1270
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,07 Theft,3002
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,08 Fraud and related offences,404
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,09 Drug offences,2160
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,10 Weapons and explosives offences,1709
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,11 Property damage,1115
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,"12 Public order, health, and safety offences",1292
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,13 Traffic and vehicle offences,10344
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,14 Offences against justice procedures and orders,2310
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,15 Offences against government,124
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,16 Environmental offences,100
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,17 Miscellaneous offences,30
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,Total,31680
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,01 Homicide,14
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,02 Assault,935
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,03 Sexual offences,242
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,04 Harm or endanger persons,53
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,"05 Robbery, blackmail, and extortion",57
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,06 Burglary,384
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,07 Theft,669
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,08 Fraud and related offences,61
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,09 Drug offences,216
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,10 Weapons and explosives offences,382
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,11 Property damage,208
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,"12 Public order, health, and safety offences",403
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,13 Traffic and vehicle offences,369
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,14 Offences against justice procedures and orders,774
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,15 Offences against government,5
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,16 Environmental offences,7
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,17 Miscellaneous offences,4
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,Total,4772
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,01 Homicide,7
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,02 Assault,265
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,03 Sexual offences,31
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,04 Harm or endanger persons,18
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,"05 Robbery, blackmail, and extortion",22
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,06 Burglary,105
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,07 Theft,151
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,08 Fraud and related offences,25
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,09 Drug offences,108
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,10 Weapons and explosives offences,73
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,11 Property damage,30
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,"12 Public order, health, and safety offences",10
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,13 Traffic and vehicle offences,246
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,14 Offences against justice procedures and orders,46
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,15 Offences against government,4
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,16 Environmental offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,Total,1134
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,01 Homicide,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,02 Assault,285
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,03 Sexual offences,14
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,04 Harm or endanger persons,23
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,"05 Robbery, blackmail, and extortion",3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,06 Burglary,57
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,07 Theft,145
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,08 Fraud and related offences,34
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,09 Drug offences,59
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,10 Weapons and explosives offences,59
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,11 Property damage,24
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,"12 Public order, health, and safety offences",27
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,13 Traffic and vehicle offences,845
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,14 Offences against justice procedures and orders,84
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,15 Offences against government,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,16 Environmental offences,17
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,Total,1673
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,02 Assault,61
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,03 Sexual offences,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,04 Harm or endanger persons,7
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,"05 Robbery, blackmail, and extortion",0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,06 Burglary,34
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,07 Theft,110
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,08 Fraud and related offences,17
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,09 Drug offences,27
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,10 Weapons and explosives offences,50
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,11 Property damage,43
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,"12 Public order, health, and safety offences",35
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,13 Traffic and vehicle offences,97
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,14 Offences against justice procedures and orders,43
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,15 Offences against government,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,16 Environmental offences,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,Total,522
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,02 Assault,166
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,03 Sexual offences,23
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,04 Harm or endanger persons,8
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,"05 Robbery, blackmail, and extortion",5
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,06 Burglary,46
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,07 Theft,80
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,08 Fraud and related offences,9
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,09 Drug offences,25
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,10 Weapons and explosives offences,50
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,11 Property damage,29
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,"12 Public order, health, and safety offences",30
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,13 Traffic and vehicle offences,87
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,14 Offences against justice procedures and orders,55
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,15 Offences against government,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,16 Environmental offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,17 Miscellaneous offences,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,Total,626
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,02 Assault,40
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,03 Sexual offences,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,04 Harm or endanger persons,4
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,"05 Robbery, blackmail, and extortion",0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,06 Burglary,22
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,07 Theft,486
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,08 Fraud and related offences,70
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,09 Drug offences,306
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,10 Weapons and explosives offences,228
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,11 Property damage,251
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,"12 Public order, health, and safety offences",190
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,13 Traffic and vehicle offences,6412
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,14 Offences against justice procedures and orders,426
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,15 Offences against government,65
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,16 Environmental offences,30
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,17 Miscellaneous offences,8
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,Total,8554
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,02 Assault,32
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,03 Sexual offences,3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,04 Harm or endanger persons,7
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,"05 Robbery, blackmail, and extortion",0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,06 Burglary,13
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,07 Theft,159
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,08 Fraud and related offences,45
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,09 Drug offences,309
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,10 Weapons and explosives offences,228
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,11 Property damage,65
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,"12 Public order, health, and safety offences",190
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,13 Traffic and vehicle offences,6404
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,14 Offences against justice procedures and orders,426
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,15 Offences against government,65
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,16 Environmental offences,27
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,17 Miscellaneous offences,12
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,Total,7987
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),01 Homicide,0
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),02 Assault,524
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),03 Sexual offences,37
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),04 Harm or endanger persons,27
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),"05 Robbery, blackmail, and extortion",3
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),06 Burglary,116
Table 41,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, All Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),07 Theft,306
