table,table_title,section,row_group,row_label,column,value
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Under 40 hours,16
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - 40 to under 80 hours,32
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - 80 to under 120 hours,7
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - 120 hours & over,7
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Total,56
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Mean,58.4
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Median,50
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Higher Courts - Mean,0
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Higher Courts - Median,0
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Magistrates' Courts - Mean,59.7
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Magistrates' Courts - Median,50
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Children's Courts - Mean,51.1
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,02 Assault,Children's Courts - Median,40
Table 83,"Defendants sentenced to community service / work, Selected principal offence by sentence length and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - Under 40 hours,0
