table,table_title,section,row_group,row_label,column,value
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - Under 3 months,7484
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 3 to under 6 months,8081
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 6 to under 12 months,12354
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 1 to under 2 years,9408
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 2 to under 5 years,6156
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 5 to under 10 years,1460
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - 10 years & over,354
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - Total,47593
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - Mean,14.3
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,All Courts - Median,8
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Higher Courts - Mean,40.3
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Higher Courts - Median,33
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Magistrates' Courts - Mean,7.6
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Magistrates' Courts - Median,6
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Children's Courts - Mean,7.8
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Custody in a correctional institution,Children's Courts - Median,6
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - Under 3 months,7299
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 3 to under 6 months,7873
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 6 to under 12 months,12014
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 1 to under 2 years,9191
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 2 to under 5 years,6115
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 5 to under 10 years,1454
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - 10 years & over,350
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - Total,46489
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - Mean,14.4
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,All Courts - Median,8
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Higher Courts - Mean,40.4
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Higher Courts - Median,33
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Magistrates' Courts - Mean,7.6
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Magistrates' Courts - Median,6
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Children's Courts - Mean,10.7
Table 78,"Defendants with a guilty outcome, Selected principal sentence by sentence length and court level, 2024–25",Australia,,Imprisonment,Children's Courts - Median,5.8
