table,table_title,section,row_group,row_label,column,value
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Less than $250,14
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - $250 to less than $500,10
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,"All Courts - $500 to less than $1,000",3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,"All Courts - $1,000 & over",7
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Total,30
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Mean,567.97
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,All Courts - Median,325
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Higher Courts - Mean,np
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Higher Courts - Median,np
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Magistrates' Courts - Mean,589.33
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Magistrates' Courts - Median,350
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Children's Courts - Mean,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,02 Assault,Children's Courts - Median,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - Less than $250,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - $250 to less than $500,3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,"All Courts - $500 to less than $1,000",0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,"All Courts - $1,000 & over",0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - Total,6
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - Mean,190
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,All Courts - Median,200
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Higher Courts - Mean,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Higher Courts - Median,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Magistrates' Courts - Mean,190
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Magistrates' Courts - Median,200
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Children's Courts - Mean,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,03 Sexual offences,Children's Courts - Median,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,All Courts - Less than $250,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,All Courts - $250 to less than $500,3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,"All Courts - $500 to less than $1,000",3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,"All Courts - $1,000 & over",0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,All Courts - Total,3
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,All Courts - Mean,460
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,All Courts - Median,500
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,Higher Courts - Mean,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,Higher Courts - Median,0
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,Magistrates' Courts - Mean,460
Table 84,"Defendants given a fine, Selected principal offence by value of fine and court level, States and territories, 2024–25",South Australia,,04 Harm or endanger persons,Magistrates' Courts - Median,500
