table,table_title,financial_year,row_group,row_label,column,value
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,07 Theft,307
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,11 Property damage,69
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,"12 Public order, health, and safety offences",96
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,13 Traffic and vehicle offences,107
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,Total,1370
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,02 Assault,187
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,04 Harm or endanger persons,8
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,"05 Robbery, blackmail, and extortion",30
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,06 Burglary,70
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,07 Theft,188
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,11 Property damage,34
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,"12 Public order, health, and safety offences",61
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,13 Traffic and vehicle offences,62
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,Total,821
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,02 Assault,4
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,06 Burglary,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,07 Theft,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,11 Property damage,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,13 Traffic and vehicle offences,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,Total,4
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,02 Assault,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,06 Burglary,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,07 Theft,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,11 Property damage,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,13 Traffic and vehicle offences,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,Total,8
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,02 Assault,178
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,04 Harm or endanger persons,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,"05 Robbery, blackmail, and extortion",24
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,06 Burglary,49
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,07 Theft,118
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,11 Property damage,28
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,"12 Public order, health, and safety offences",37
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,13 Traffic and vehicle offences,45
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Agreement of wrongdoing,Total,534
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,02 Assault,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,06 Burglary,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,07 Theft,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,11 Property damage,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,13 Traffic and vehicle offences,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,Total,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,02 Assault,164
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,04 Harm or endanger persons,8
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,"05 Robbery, blackmail, and extortion",36
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,06 Burglary,66
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,07 Theft,80
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,11 Property damage,20
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,"12 Public order, health, and safety offences",22
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,13 Traffic and vehicle offences,16
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,Total,478
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,02 Assault,537
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,04 Harm or endanger persons,20
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,"05 Robbery, blackmail, and extortion",87
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,06 Burglary,188
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,07 Theft,389
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,11 Property damage,95
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,"12 Public order, health, and safety offences",123
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,13 Traffic and vehicle offences,127
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,Total,1881
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,02 Assault,42
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,"05 Robbery, blackmail, and extortion",3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,06 Burglary,26
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,07 Theft,43
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,11 Property damage,6
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,"12 Public order, health, and safety offences",12
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,13 Traffic and vehicle offences,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,Total,162
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,02 Assault,15
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,"05 Robbery, blackmail, and extortion",11
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,06 Burglary,4
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,07 Theft,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,11 Property damage,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,13 Traffic and vehicle offences,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,Total,36
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,02 Assault,4
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,06 Burglary,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,07 Theft,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,11 Property damage,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,13 Traffic and vehicle offences,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,Total,15
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,02 Assault,7
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,06 Burglary,5
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,07 Theft,5
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,11 Property damage,5
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,13 Traffic and vehicle offences,4
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,Total,35
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,02 Assault,42
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,"05 Robbery, blackmail, and extortion",5
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,06 Burglary,8
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,07 Theft,12
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,11 Property damage,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,"12 Public order, health, and safety offences",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,13 Traffic and vehicle offences,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,Total,93
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,02 Assault,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,04 Harm or endanger persons,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,"05 Robbery, blackmail, and extortion",0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,06 Burglary,0
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,07 Theft,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,11 Property damage,3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,"12 Public order, health, and safety offences",3
Table 44,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Children's Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,13 Traffic and vehicle offences,13
