STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,130,6087,12793,20374,19991,23182,29638,112195,4.19%
VIC,172,8171,16931,21742,19580,18427,18482,103505,5.21%
QLD,170,6066,11438,16547,18082,19588,20016,91907,5.82%
SA,3310,4492,4083,5736,6394,7298,9272,40585,6.60%
WA,92,5249,9155,11903,12258,12054,11746,62457,7.74%
TAS,45,834,1469,1883,2467,2699,2480,11877,6.31%
NT,6,203,662,811,667,540,283,3172,3.89%
ACT,24,728,1441,1650,1456,1399,1136,7834,6.08%
TOTAL,3949,31830,57972,80646,80895,85187,93053,433532,5.38%
