State,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,141,3593,17060,24938,28522,31423,56275,161952,5.60%
VIC,81,5235,29560,34107,32735,30819,41754,174291,7.70%
QLD,71,2881,16567,22894,26329,27122,40899,136763,7.50%
SA,2702,9444,12747,11741,13378,13794,22596,86402,13.00%
WA,30,3080,17195,19777,20945,20138,26587,107752,10.60%
TAS,5,604,2670,3095,3752,4413,6057,20596,10.10%
NT,0,125,842,1052,1114,1021,749,4903,5.00%
ACT,10,627,3227,3264,3046,2684,3276,16134,10.70%
TOTAL,3040,25589,99868,120868,129821,131414,198193,708793,7.80%
