STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3916,181263,235254,222821,170345,158342,971941,32.64%
VIC,4272,51553,60861,51887,39219,35761,243553,10.58%
QLD,9882,88122,79845,56809,35400,25843,295901,16.27%
SA,24516,60423,59039,57300,46177,41927,289382,42.29%
WA,1741,26771,55180,54559,41821,39636,219708,23.86%
TAS,505,7677,16274,17281,13673,13974,69384,33.38%
NT,155,782,1191,1021,587,266,4002,4.77%
ACT,491,2767,3729,3022,2217,1821,14047,9.46%
TOTAL,45478,419358,511373,464700,349439,317570,2107918,23.05%
