STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,150,3246,16752,24646,27775,30492,54474,157535,5.40%
VIC,77,5753,29208,33872,32087,30257,40022,171276,7.60%
QLD,72,2980,16488,22750,25718,26510,39179,133697,7.40%
SA,2995,9445,11949,11652,13074,13537,21761,84413,12.70%
WA,31,3605,17064,19790,20654,19744,25692,106580,10.50%
TAS,4,665,2652,3073,3670,4380,5784,20228,10.00%
NT,1,136,846,1047,1099,1004,714,4847,4.90%
ACT,8,675,3159,3204,2940,2622,3071,15679,10.40%
TOTAL,3338,26505,98118,120034,127017,128546,190697,694255,7.60%
