STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,161,10376,27575,35224,33319,36007,41784,184446,6.41%
VIC,330,22311,44362,43490,34459,30637,28574,204163,9.25%
QLD,351,15757,32408,36084,34097,32019,28458,179174,10.30%
SA,1667,11363,12353,13917,13771,14373,15353,82797,12.40%
WA,216,15897,27860,28129,25415,21766,18365,137648,15.74%
TAS,77,2549,4401,5103,5255,5105,3956,26446,12.97%
NT,13,744,1821,1590,1261,873,355,6657,8.24%
ACT,52,2027,4152,3519,2882,2515,2040,17187,12.03%
TOTAL,2867,81024,154932,167056,150459,143295,138885,838518,9.54%
