STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1233,138559,223502,228457,195155,224896,1011802,34.70%
VIC,1465,28506,43276,39384,32388,34894,179913,8.00%
QLD,1222,85953,89983,66140,41569,35998,320865,17.70%
SA,30907,66523,64815,61292,52981,59871,336389,50.50%
WA,687,16437,50311,54737,46005,52557,220734,21.80%
TAS,168,4405,15166,16756,15532,18826,70853,34.90%
NT,40,322,804,977,648,403,3194,3.20%
ACT,182,1277,2536,2515,1955,1843,10308,6.80%
TOTAL,35904,341982,490393,470258,386233,429288,2154058,23.60%
