STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1201,173811,230702,227727,187783,199112,1020336,36.02%
VIC,1857,35152,42526,40042,31105,31352,182034,8.34%
QLD,5535,97061,88503,61574,38419,31320,322412,18.48%
SA,27712,64354,61992,59225,50387,51984,315654,48.40%
WA,809,22717,53720,54121,44330,46278,221975,23.67%
TAS,206,6498,16221,16864,14871,16728,71388,35.44%
NT,56,344,886,945,623,350,3204,3.46%
ACT,234,1436,2699,2434,1916,1670,10389,7.10%
TOTAL,37610,401373,497249,462932,369434,378794,2147392,24.43%
