source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,India,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,India,Total,,66
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,India,Total,,52
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,India,Total,,25
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,India,Total,,26
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,India,Total,,42
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,India,Total,,16
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,India,Total,,19
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,India,Total,,28
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,India,Total,,18
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,India,Total,,9
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,South Africa,Own drug use,,22
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,South Africa,Own drug use,,28
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,South Africa,Own drug use,,17
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,South Africa,Own drug use,,19
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,South Africa,Own drug use,,27
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,South Africa,Own drug use,,12
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,South Africa,Own drug use,,23
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,South Africa,Own drug use,,18
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,South Africa,Own drug use,,5
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,South Africa,Own drug use,,10
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,South Africa,Other's drug use,,1
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,South Africa,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,South Africa,Total,,22
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,South Africa,Total,,28
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,South Africa,Total,,17
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,South Africa,Total,,19
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,South Africa,Total,,27
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,South Africa,Total,,12
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,South Africa,Total,,24
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,South Africa,Total,,18
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,South Africa,Total,,5
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,South Africa,Total,,10
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Sudan,Own drug use,,47
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Sudan,Own drug use,,37
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Sudan,Own drug use,,41
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Sudan,Own drug use,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Sudan,Own drug use,,42
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Sudan,Own drug use,,28
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Sudan,Own drug use,,35
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Sudan,Own drug use,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Sudan,Own drug use,,20
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Sudan,Own drug use,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Sudan,Other's drug use,,3
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Sudan,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Sudan,Total,,47
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Sudan,Total,,37
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Sudan,Total,,41
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Sudan,Total,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Sudan,Total,,45
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Sudan,Total,,28
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Sudan,Total,,35
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Sudan,Total,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Sudan,Total,,20
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Sudan,Total,,31
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Not stated,Own drug use,,908
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Not stated,Own drug use,,176
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Not stated,Own drug use,,99
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Not stated,Own drug use,,175
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Not stated,Own drug use,,101
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Not stated,Own drug use,,124
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Not stated,Own drug use,,159
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Not stated,Own drug use,,51
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Not stated,Own drug use,,199
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Not stated,Own drug use,,320
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Not stated,Other's drug use,,7
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Not stated,Other's drug use,,11
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Not stated,Other's drug use,,6
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Not stated,Other's drug use,,2
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Not stated,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Not stated,Other's drug use,,0
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Not stated,Other's drug use,,1
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Not stated,Other's drug use,,1
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Not stated,Other's drug use,,1
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Not stated,Other's drug use,,3
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,Not stated,Total,,915
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,Not stated,Total,,187
ST SA.3,"Closed treatment episodes, by country of birth and client type",2022–23,Not stated,Total,,105
ST SA.3,"Closed treatment episodes, by country of birth and client type",2021–22,Not stated,Total,,177
ST SA.3,"Closed treatment episodes, by country of birth and client type",2020–21,Not stated,Total,,101
ST SA.3,"Closed treatment episodes, by country of birth and client type",2019–20,Not stated,Total,,124
ST SA.3,"Closed treatment episodes, by country of birth and client type",2018–19,Not stated,Total,,160
ST SA.3,"Closed treatment episodes, by country of birth and client type",2017–18,Not stated,Total,,52
ST SA.3,"Closed treatment episodes, by country of birth and client type",2016–17,Not stated,Total,,200
ST SA.3,"Closed treatment episodes, by country of birth and client type",2015–16,Not stated,Total,,323
ST SA.3,"Closed treatment episodes, by country of birth and client type",2024–25,All other countries,Own drug use,,437
ST SA.3,"Closed treatment episodes, by country of birth and client type",2023–24,All other countries,Own drug use,,386
