source_table,breakdown,financial_year,category_1,category_2,column_category,count
SCR SA.6,Clients by main treatment type,2016–17,Withdrawal management,,,1151
SCR SA.6,Clients by main treatment type,2015–16,Withdrawal management,,,950
SCR SA.6,Clients by main treatment type,2014–15,Withdrawal management,,,979
SCR SA.6,Clients by main treatment type,2013–14,Withdrawal management,,,974
SCR SA.6,Clients by main treatment type,2024–25,Assessment only,,,1952
SCR SA.6,Clients by main treatment type,2023–24,Assessment only,,,1929
SCR SA.6,Clients by main treatment type,2022–23,Assessment only,,,2179
SCR SA.6,Clients by main treatment type,2021–22,Assessment only,,,1863
SCR SA.6,Clients by main treatment type,2020–21,Assessment only,,,2047
SCR SA.6,Clients by main treatment type,2019–20,Assessment only,,,2671
SCR SA.6,Clients by main treatment type,2018–19,Assessment only,,,3573
SCR SA.6,Clients by main treatment type,2017–18,Assessment only,,,3587
SCR SA.6,Clients by main treatment type,2016–17,Assessment only,,,3845
SCR SA.6,Clients by main treatment type,2015–16,Assessment only,,,3966
SCR SA.6,Clients by main treatment type,2014–15,Assessment only,,,3971
SCR SA.6,Clients by main treatment type,2013–14,Assessment only,,,4517
SCR SA.6,Clients by main treatment type,2024–25,Support and case management,,,728
SCR SA.6,Clients by main treatment type,2023–24,Support and case management,,,466
SCR SA.6,Clients by main treatment type,2022–23,Support and case management,,,439
SCR SA.6,Clients by main treatment type,2021–22,Support and case management,,,526
SCR SA.6,Clients by main treatment type,2020–21,Support and case management,,,587
SCR SA.6,Clients by main treatment type,2019–20,Support and case management,,,506
SCR SA.6,Clients by main treatment type,2018–19,Support and case management,,,319
SCR SA.6,Clients by main treatment type,2017–18,Support and case management,,,260
SCR SA.6,Clients by main treatment type,2016–17,Support and case management,,,223
SCR SA.6,Clients by main treatment type,2015–16,Support and case management,,,142
SCR SA.6,Clients by main treatment type,2014–15,Support and case management,,,192
SCR SA.6,Clients by main treatment type,2013–14,Support and case management,,,108
SCR SA.6,Clients by main treatment type,2024–25,Rehabilitation,,,46
SCR SA.6,Clients by main treatment type,2023–24,Rehabilitation,,,76
SCR SA.6,Clients by main treatment type,2022–23,Rehabilitation,,,74
SCR SA.6,Clients by main treatment type,2021–22,Rehabilitation,,,92
SCR SA.6,Clients by main treatment type,2020–21,Rehabilitation,,,108
SCR SA.6,Clients by main treatment type,2019–20,Rehabilitation,,,219
SCR SA.6,Clients by main treatment type,2018–19,Rehabilitation,,,290
SCR SA.6,Clients by main treatment type,2017–18,Rehabilitation,,,146
SCR SA.6,Clients by main treatment type,2016–17,Rehabilitation,,,488
SCR SA.6,Clients by main treatment type,2015–16,Rehabilitation,,,379
SCR SA.6,Clients by main treatment type,2014–15,Rehabilitation,,,691
SCR SA.6,Clients by main treatment type,2013–14,Rehabilitation,,,829
SCR SA.6,Clients by main treatment type,2024–25,Information and education,,,350
SCR SA.6,Clients by main treatment type,2023–24,Information and education,,,312
SCR SA.6,Clients by main treatment type,2022–23,Information and education,,,314
SCR SA.6,Clients by main treatment type,2021–22,Information and education,,,281
SCR SA.6,Clients by main treatment type,2020–21,Information and education,,,281
SCR SA.6,Clients by main treatment type,2019–20,Information and education,,,219
SCR SA.6,Clients by main treatment type,2018–19,Information and education,,,272
SCR SA.6,Clients by main treatment type,2017–18,Information and education,,,286
SCR SA.6,Clients by main treatment type,2016–17,Information and education,,,245
SCR SA.6,Clients by main treatment type,2015–16,Information and education,,,250
SCR SA.6,Clients by main treatment type,2014–15,Information and education,,,269
SCR SA.6,Clients by main treatment type,2013–14,Information and education,,,322
SCR SA.6,Clients by main treatment type,2024–25,Other,,,507
SCR SA.6,Clients by main treatment type,2023–24,Other,,,431
SCR SA.6,Clients by main treatment type,2022–23,Other,,,281
SCR SA.6,Clients by main treatment type,2021–22,Other,,,478
SCR SA.6,Clients by main treatment type,2020–21,Other,,,324
SCR SA.6,Clients by main treatment type,2019–20,Other,,,464
SCR SA.6,Clients by main treatment type,2018–19,Other,,,505
SCR SA.6,Clients by main treatment type,2017–18,Other,,,436
SCR SA.6,Clients by main treatment type,2016–17,Other,,,373
SCR SA.6,Clients by main treatment type,2015–16,Other,,,437
SCR SA.6,Clients by main treatment type,2014–15,Other,,,679
SCR SA.6,Clients by main treatment type,2013–14,Other,,,462
SCR SA.6,Clients by main treatment type,2024–25,Total,,,8721
SCR SA.6,Clients by main treatment type,2023–24,Total,,,7989
SCR SA.6,Clients by main treatment type,2022–23,Total,,,6718
SCR SA.6,Clients by main treatment type,2021–22,Total,,,6960
SCR SA.6,Clients by main treatment type,2020–21,Total,,,7352
SCR SA.6,Clients by main treatment type,2019–20,Total,,,7131
SCR SA.6,Clients by main treatment type,2018–19,Total,,,8681
SCR SA.6,Clients by main treatment type,2017–18,Total,,,7544
SCR SA.6,Clients by main treatment type,2016–17,Total,,,8463
SCR SA.6,Clients by main treatment type,2015–16,Total,,,8089
SCR SA.6,Clients by main treatment type,2014–15,Total,,,8939
SCR SA.6,Clients by main treatment type,2013–14,Total,,,9215
SCR SA.7,Clients by source of referral,2024–25,Self/family,,,2781
SCR SA.7,Clients by source of referral,2023–24,Self/family,,,2579
SCR SA.7,Clients by source of referral,2022–23,Self/family,,,1823
SCR SA.7,Clients by source of referral,2021–22,Self/family,,,2193
SCR SA.7,Clients by source of referral,2020–21,Self/family,,,2129
SCR SA.7,Clients by source of referral,2019–20,Self/family,,,1958
SCR SA.7,Clients by source of referral,2018–19,Self/family,,,2334
SCR SA.7,Clients by source of referral,2017–18,Self/family,,,1912
SCR SA.7,Clients by source of referral,2016–17,Self/family,,,2250
SCR SA.7,Clients by source of referral,2015–16,Self/family,,,1904
SCR SA.7,Clients by source of referral,2014–15,Self/family,,,2450
SCR SA.7,Clients by source of referral,2013–14,Self/family,,,2080
SCR SA.7,Clients by source of referral,2024–25,Health service,,,2951
SCR SA.7,Clients by source of referral,2023–24,Health service,,,3004
SCR SA.7,Clients by source of referral,2022–23,Health service,,,2639
SCR SA.7,Clients by source of referral,2021–22,Health service,,,2582
SCR SA.7,Clients by source of referral,2020–21,Health service,,,2649
SCR SA.7,Clients by source of referral,2019–20,Health service,,,2049
SCR SA.7,Clients by source of referral,2018–19,Health service,,,2206
SCR SA.7,Clients by source of referral,2017–18,Health service,,,1750
SCR SA.7,Clients by source of referral,2016–17,Health service,,,1865
SCR SA.7,Clients by source of referral,2015–16,Health service,,,1857
SCR SA.7,Clients by source of referral,2014–15,Health service,,,2095
SCR SA.7,Clients by source of referral,2013–14,Health service,,,2644
SCR SA.7,Clients by source of referral,2024–25,Corrections,,,787
SCR SA.7,Clients by source of referral,2023–24,Corrections,,,696
SCR SA.7,Clients by source of referral,2022–23,Corrections,,,566
SCR SA.7,Clients by source of referral,2021–22,Corrections,,,689
SCR SA.7,Clients by source of referral,2020–21,Corrections,,,664
SCR SA.7,Clients by source of referral,2019–20,Corrections,,,572
SCR SA.7,Clients by source of referral,2018–19,Corrections,,,744
SCR SA.7,Clients by source of referral,2017–18,Corrections,,,443
SCR SA.7,Clients by source of referral,2016–17,Corrections,,,753
SCR SA.7,Clients by source of referral,2015–16,Corrections,,,772
SCR SA.7,Clients by source of referral,2014–15,Corrections,,,847
SCR SA.7,Clients by source of referral,2013–14,Corrections,,,726
SCR SA.7,Clients by source of referral,2024–25,Diversion,,,1894
SCR SA.7,Clients by source of referral,2023–24,Diversion,,,1469
SCR SA.7,Clients by source of referral,2022–23,Diversion,,,1470
SCR SA.7,Clients by source of referral,2021–22,Diversion,,,1124
SCR SA.7,Clients by source of referral,2020–21,Diversion,,,1535
SCR SA.7,Clients by source of referral,2019–20,Diversion,,,2184
SCR SA.7,Clients by source of referral,2018–19,Diversion,,,2962
SCR SA.7,Clients by source of referral,2017–18,Diversion,,,3050
SCR SA.7,Clients by source of referral,2016–17,Diversion,,,3235
SCR SA.7,Clients by source of referral,2015–16,Diversion,,,3215
SCR SA.7,Clients by source of referral,2014–15,Diversion,,,3119
SCR SA.7,Clients by source of referral,2013–14,Diversion,,,2886
SCR SA.7,Clients by source of referral,2024–25,Other,,,308
SCR SA.7,Clients by source of referral,2023–24,Other,,,241
SCR SA.7,Clients by source of referral,2022–23,Other,,,220
SCR SA.7,Clients by source of referral,2021–22,Other,,,372
SCR SA.7,Clients by source of referral,2020–21,Other,,,375
SCR SA.7,Clients by source of referral,2019–20,Other,,,368
SCR SA.7,Clients by source of referral,2018–19,Other,,,435
SCR SA.7,Clients by source of referral,2017–18,Other,,,389
SCR SA.7,Clients by source of referral,2016–17,Other,,,360
SCR SA.7,Clients by source of referral,2015–16,Other,,,341
SCR SA.7,Clients by source of referral,2014–15,Other,,,428
SCR SA.7,Clients by source of referral,2013–14,Other,,,879
SCR SA.7,Clients by source of referral,2024–25,Total,,,8721
SCR SA.7,Clients by source of referral,2023–24,Total,,,7989
SCR SA.7,Clients by source of referral,2022–23,Total,,,6718
SCR SA.7,Clients by source of referral,2021–22,Total,,,6960
SCR SA.7,Clients by source of referral,2020–21,Total,,,7352
SCR SA.7,Clients by source of referral,2019–20,Total,,,7131
SCR SA.7,Clients by source of referral,2018–19,Total,,,8681
SCR SA.7,Clients by source of referral,2017–18,Total,,,7544
SCR SA.7,Clients by source of referral,2016–17,Total,,,8463
SCR SA.7,Clients by source of referral,2015–16,Total,,,8089
SCR SA.7,Clients by source of referral,2014–15,Total,,,8939
SCR SA.7,Clients by source of referral,2013–14,Total,,,9215
SCR SA.8,Clients by reason for cessation,2024–25,Expected/planned completion,,,5345
SCR SA.8,Clients by reason for cessation,2023–24,Expected/planned completion,,,4832
SCR SA.8,Clients by reason for cessation,2022–23,Expected/planned completion,,,4268
SCR SA.8,Clients by reason for cessation,2021–22,Expected/planned completion,,,4084
SCR SA.8,Clients by reason for cessation,2020–21,Expected/planned completion,,,4572
SCR SA.8,Clients by reason for cessation,2019–20,Expected/planned completion,,,4783
SCR SA.8,Clients by reason for cessation,2018–19,Expected/planned completion,,,6097
SCR SA.8,Clients by reason for cessation,2017–18,Expected/planned completion,,,5515
SCR SA.8,Clients by reason for cessation,2016–17,Expected/planned completion,,,5927
SCR SA.8,Clients by reason for cessation,2015–16,Expected/planned completion,,,5616
SCR SA.8,Clients by reason for cessation,2014–15,Expected/planned completion,,,5968
SCR SA.8,Clients by reason for cessation,2013–14,Expected/planned completion,,,6392
SCR SA.8,Clients by reason for cessation,2024–25,Ended due to unplanned completion,,,2756
SCR SA.8,Clients by reason for cessation,2023–24,Ended due to unplanned completion,,,2477
SCR SA.8,Clients by reason for cessation,2022–23,Ended due to unplanned completion,,,1595
SCR SA.8,Clients by reason for cessation,2021–22,Ended due to unplanned completion,,,1996
SCR SA.8,Clients by reason for cessation,2020–21,Ended due to unplanned completion,,,1943
SCR SA.8,Clients by reason for cessation,2019–20,Ended due to unplanned completion,,,1575
SCR SA.8,Clients by reason for cessation,2018–19,Ended due to unplanned completion,,,1736
SCR SA.8,Clients by reason for cessation,2017–18,Ended due to unplanned completion,,,1373
SCR SA.8,Clients by reason for cessation,2016–17,Ended due to unplanned completion,,,1685
SCR SA.8,Clients by reason for cessation,2015–16,Ended due to unplanned completion,,,1665
SCR SA.8,Clients by reason for cessation,2014–15,Ended due to unplanned completion,,,1802
SCR SA.8,Clients by reason for cessation,2013–14,Ended due to unplanned completion,,,2005
SCR SA.8,Clients by reason for cessation,2024–25,Referred to another service/change treatment mode,,,319
SCR SA.8,Clients by reason for cessation,2023–24,Referred to another service/change treatment mode,,,408
SCR SA.8,Clients by reason for cessation,2022–23,Referred to another service/change treatment mode,,,562
SCR SA.8,Clients by reason for cessation,2021–22,Referred to another service/change treatment mode,,,578
SCR SA.8,Clients by reason for cessation,2020–21,Referred to another service/change treatment mode,,,529
SCR SA.8,Clients by reason for cessation,2019–20,Referred to another service/change treatment mode,,,539
SCR SA.8,Clients by reason for cessation,2018–19,Referred to another service/change treatment mode,,,646
SCR SA.8,Clients by reason for cessation,2017–18,Referred to another service/change treatment mode,,,410
SCR SA.8,Clients by reason for cessation,2016–17,Referred to another service/change treatment mode,,,554
SCR SA.8,Clients by reason for cessation,2015–16,Referred to another service/change treatment mode,,,566
SCR SA.8,Clients by reason for cessation,2014–15,Referred to another service/change treatment mode,,,860
SCR SA.8,Clients by reason for cessation,2013–14,Referred to another service/change treatment mode,,,569
SCR SA.8,Clients by reason for cessation,2024–25,Other,,,301
SCR SA.8,Clients by reason for cessation,2023–24,Other,,,272
SCR SA.8,Clients by reason for cessation,2022–23,Other,,,293
SCR SA.8,Clients by reason for cessation,2021–22,Other,,,302
SCR SA.8,Clients by reason for cessation,2020–21,Other,,,308
SCR SA.8,Clients by reason for cessation,2019–20,Other,,,234
SCR SA.8,Clients by reason for cessation,2018–19,Other,,,202
SCR SA.8,Clients by reason for cessation,2017–18,Other,,,246
SCR SA.8,Clients by reason for cessation,2016–17,Other,,,297
SCR SA.8,Clients by reason for cessation,2015–16,Other,,,242
SCR SA.8,Clients by reason for cessation,2014–15,Other,,,309
SCR SA.8,Clients by reason for cessation,2013–14,Other,,,249
SCR SA.8,Clients by reason for cessation,2024–25,Total,,,8721
SCR SA.8,Clients by reason for cessation,2023–24,Total,,,7989
SCR SA.8,Clients by reason for cessation,2022–23,Total,,,6718
SCR SA.8,Clients by reason for cessation,2021–22,Total,,,6960
SCR SA.8,Clients by reason for cessation,2020–21,Total,,,7352
SCR SA.8,Clients by reason for cessation,2019–20,Total,,,7131
SCR SA.8,Clients by reason for cessation,2018–19,Total,,,8681
SCR SA.8,Clients by reason for cessation,2017–18,Total,,,7544
SCR SA.8,Clients by reason for cessation,2016–17,Total,,,8463
SCR SA.8,Clients by reason for cessation,2015–16,Total,,,8089
SCR SA.8,Clients by reason for cessation,2014–15,Total,,,8939
SCR SA.8,Clients by reason for cessation,2013–14,Total,,,9215
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,English,,7844
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,English,,7737
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,English,,6557
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,English,,6788
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,English,,7140
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,English,,6926
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,English,,8359
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,English,,7249
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,English,,2529
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,English,,7928
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,English,,8485
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,English,,8719
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Australian Indigenous languages,,79
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Australian Indigenous languages,,56
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Australian Indigenous languages,,33
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Australian Indigenous languages,,54
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Australian Indigenous languages,,36
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Australian Indigenous languages,,49
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Australian Indigenous languages,,55
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Australian Indigenous languages,,21
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Australian Indigenous languages,,7
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Australian Indigenous languages,,23
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Australian Indigenous languages,,61
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Australian Indigenous languages,,30
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Italian,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Italian,,1
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Italian,,4
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Italian,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Italian,,1
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Italian,,2
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Italian,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,French,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,French,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,French,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,French,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,French,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,French,,3
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Spanish,,3
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Spanish,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Spanish,,3
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Spanish,,2
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Polish,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Polish,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Polish,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Polish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Polish,,1
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Polish,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Polish,,2
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,African,,4
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,African,,4
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,African,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,African,,3
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,African,,8
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,African,,5
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,African,,5
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,African,,10
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,African,,13
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,African,,14
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,African,,20
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,African,,10
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Turkish,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Iranic,,9
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Iranic,,10
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Iranic,,12
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Iranic,,10
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Iranic,,6
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Iranic,,11
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Iranic,,1
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Iranic,,6
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Iranic,,5
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Arabic,,3
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Arabic,,5
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Arabic,,2
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Arabic,,2
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Chinese,,1
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Chinese,,3
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Chinese,,5
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Chinese,,3
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Vietnamese,,6
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Vietnamese,,5
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Vietnamese,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Vietnamese,,3
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Vietnamese,,19
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Vietnamese,,21
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Vietnamese,,29
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Vietnamese,,40
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Vietnamese,,30
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Vietnamese,,34
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Vietnamese,,50
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Vietnamese,,46
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,Not stated,,590
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,Not stated,,27
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,Not stated,,10
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,Not stated,,40
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,Not stated,,26
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,Not stated,,6
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,Not stated,,7
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,Not stated,,10
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,Not stated,,5743
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,Not stated,,2
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,Not stated,,125
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,Not stated,,286
SCR SA.9,Clients by preferred language and client type,2024–25,Own drug use,All other languages,,44
SCR SA.9,Clients by preferred language and client type,2023–24,Own drug use,All other languages,,38
SCR SA.9,Clients by preferred language and client type,2022–23,Own drug use,All other languages,,31
SCR SA.9,Clients by preferred language and client type,2021–22,Own drug use,All other languages,,24
SCR SA.9,Clients by preferred language and client type,2020–21,Own drug use,All other languages,,37
SCR SA.9,Clients by preferred language and client type,2019–20,Own drug use,All other languages,,22
SCR SA.9,Clients by preferred language and client type,2018–19,Own drug use,All other languages,,30
SCR SA.9,Clients by preferred language and client type,2017–18,Own drug use,All other languages,,21
SCR SA.9,Clients by preferred language and client type,2016–17,Own drug use,All other languages,,6
SCR SA.9,Clients by preferred language and client type,2015–16,Own drug use,All other languages,,14
SCR SA.9,Clients by preferred language and client type,2014–15,Own drug use,All other languages,,24
SCR SA.9,Clients by preferred language and client type,2013–14,Own drug use,All other languages,,25
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,English,,133
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,English,,105
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,English,,56
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,English,,31
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,English,,41
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,English,,66
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,English,,142
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,English,,158
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,English,,114
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,English,,53
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,English,,123
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,English,,46
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Australian Indigenous languages,,0
