STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,167,10063,28989,37371,34955,37565,45207,194317,6.59%
VIC,358,22753,48126,47153,36561,32729,31367,219047,9.64%
QLD,337,15615,33718,38468,35626,33581,31101,188446,10.50%
SA,2198,12274,13599,14962,14658,15349,16781,89821,13.24%
WA,187,15970,30088,30013,27122,23574,20320,147274,16.30%
TAS,85,2556,4700,5433,5446,5483,4357,28060,13.60%
NT,16,777,1988,1702,1435,966,416,7300,8.73%
ACT,39,2132,4626,3854,3203,2724,2286,18864,12.95%
TOTAL,3387,82140,165834,178956,159006,151971,151835,893129,9.89%
