reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
2007-Q3,Employees Involved,Total Reasons,,000,A2540945L,5.8
2007-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,4.3
2007-Q3,Working days Lost,Federal legislation,,000,A2540940A,3.7
2007-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,1.8
2007-Q3,Working days Lost,Resumption without negotiation,,000,A2540934F,1.6
2007-Q3,Working days Lost,Total Reasons,,000,A2540946R,11.5
2007-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,3
2007-Q4,Number of Disputes,State legislation,,Number,A2540941C,2
2007-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,4
2007-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,16
2007-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,5
2007-Q4,Number of Disputes,Mediation,,Number,A2540926F,3
2007-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,33
2007-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.6
2007-Q4,Employees Involved,State legislation,,000,A2540942F,0.5
2007-Q4,Employees Involved,Federal legislation,,000,A2540939T,1.4
2007-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,19.1
2007-Q4,Employees Involved,Resumption without negotiation,,000,A2540933C,0.7
2007-Q4,Employees Involved,Mediation,,000,A2540927J,0.1
2007-Q4,Employees Involved,Total Reasons,,000,A2540945L,22.5
2007-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,2.3
2007-Q4,Working days Lost,State legislation,,000,A2540943J,0.5
2007-Q4,Working days Lost,Federal legislation,,000,A2540940A,1.3
2007-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,19.1
2007-Q4,Working days Lost,Resumption without negotiation,,000,A2540934F,0.4
2007-Q4,Working days Lost,Mediation,,000,A2540928K,0.1
2007-Q4,Working days Lost,Total Reasons,,000,A2540946R,23.7
2008-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,7
2008-Q1,Number of Disputes,State legislation,,Number,A2540941C,1
2008-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,7
2008-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,9
2008-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,2
2008-Q1,Number of Disputes,Mediation,,Number,A2540926F,5
2008-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,31
2008-Q1,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.8
2008-Q1,Employees Involved,State legislation,,000,A2540942F,0.1
2008-Q1,Employees Involved,Federal legislation,,000,A2540939T,1.5
2008-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,19.2
2008-Q1,Employees Involved,Resumption without negotiation,,000,A2540933C,0.4
2008-Q1,Employees Involved,Mediation,,000,A2540927J,0.2
2008-Q1,Employees Involved,Total Reasons,,000,A2540945L,22.2
2008-Q1,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1
2008-Q1,Working days Lost,State legislation,,000,A2540943J,0.1
2008-Q1,Working days Lost,Federal legislation,,000,A2540940A,2.3
2008-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,13.8
2008-Q1,Working days Lost,Resumption without negotiation,,000,A2540934F,1.3
2008-Q1,Working days Lost,Mediation,,000,A2540928K,0.2
2008-Q1,Working days Lost,Total Reasons,,000,A2540946R,18.6
2008-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,8
2008-Q2,Number of Disputes,State legislation,,Number,A2540941C,3
2008-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,6
2008-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,26
2008-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,5
2008-Q2,Number of Disputes,Mediation,,Number,A2540926F,4
2008-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,52
2008-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.6
2008-Q2,Employees Involved,State legislation,,000,A2540942F,0.3
2008-Q2,Employees Involved,Federal legislation,,000,A2540939T,1.3
2008-Q2,Employees Involved,Pre-determined return to work,,000,A2540951J,22.9
2008-Q2,Employees Involved,Resumption without negotiation,,000,A2540933C,0.2
2008-Q2,Employees Involved,Mediation,,000,A2540927J,0.1
2008-Q2,Employees Involved,Total Reasons,,000,A2540945L,26.5
2008-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,9.4
2008-Q2,Working days Lost,State legislation,,000,A2540943J,0.9
2008-Q2,Working days Lost,Federal legislation,,000,A2540940A,1.1
2008-Q2,Working days Lost,Pre-determined return to work,,000,A2540952K,31.7
2008-Q2,Working days Lost,Resumption without negotiation,,000,A2540934F,0.2
2008-Q2,Working days Lost,Mediation,,000,A2540928K,0.1
2008-Q2,Working days Lost,Total Reasons,,000,A2540946R,43.4
2008-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,9
2008-Q3,Number of Disputes,State legislation,,Number,A2540941C,1
2008-Q3,Number of Disputes,Federal legislation,,Number,A2540938R,6
2008-Q3,Number of Disputes,Pre-determined return to work,,Number,A2540950F,24
2008-Q3,Number of Disputes,Resumption without negotiation,,Number,A2540932A,10
2008-Q3,Number of Disputes,Mediation,,Number,A2540926F,1
2008-Q3,Number of Disputes,Total Reasons,,Number,A2540944K,51
2008-Q3,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.5
2008-Q3,Employees Involved,State legislation,,000,A2540942F,0.1
2008-Q3,Employees Involved,Federal legislation,,000,A2540939T,1.1
2008-Q3,Employees Involved,Pre-determined return to work,,000,A2540951J,18.2
2008-Q3,Employees Involved,Resumption without negotiation,,000,A2540933C,0.9
2008-Q3,Employees Involved,Total Reasons,,000,A2540945L,21.9
2008-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,2.7
2008-Q3,Working days Lost,State legislation,,000,A2540943J,0.1
2008-Q3,Working days Lost,Federal legislation,,000,A2540940A,1.4
2008-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,31.8
2008-Q3,Working days Lost,Resumption without negotiation,,000,A2540934F,0.6
2008-Q3,Working days Lost,Total Reasons,,000,A2540946R,36.6
2008-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,10
2008-Q4,Number of Disputes,State legislation,,Number,A2540941C,3
2008-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,3
2008-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,17
2008-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,7
2008-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,40
2008-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,2.9
2008-Q4,Employees Involved,State legislation,,000,A2540942F,0.5
2008-Q4,Employees Involved,Federal legislation,,000,A2540939T,0.7
2008-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,88
2008-Q4,Employees Involved,Resumption without negotiation,,000,A2540933C,2.5
2008-Q4,Employees Involved,Total Reasons,,000,A2540945L,94.6
2008-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1
2008-Q4,Working days Lost,State legislation,,000,A2540943J,0.4
2008-Q4,Working days Lost,Federal legislation,,000,A2540940A,1.5
2008-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,83.1
2008-Q4,Working days Lost,Resumption without negotiation,,000,A2540934F,6.9
2008-Q4,Working days Lost,Total Reasons,,000,A2540946R,92.9
2009-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,5
2009-Q1,Number of Disputes,State legislation,,Number,A2540941C,3
2009-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,8
2009-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,20
2009-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,5
2009-Q1,Number of Disputes,Mediation,,Number,A2540926F,1
2009-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,42
2009-Q1,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.2
2009-Q1,Employees Involved,State legislation,,000,A2540942F,0.7
2009-Q1,Employees Involved,Federal legislation,,000,A2540939T,1.9
2009-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,4.2
2009-Q1,Employees Involved,Resumption without negotiation,,000,A2540933C,0.4
2009-Q1,Employees Involved,Total Reasons,,000,A2540945L,7.4
2009-Q1,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,0.6
2009-Q1,Working days Lost,State legislation,,000,A2540943J,0.6
2009-Q1,Working days Lost,Federal legislation,,000,A2540940A,3.1
2009-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,4.5
2009-Q1,Working days Lost,Resumption without negotiation,,000,A2540934F,0.5
2009-Q1,Working days Lost,Total Reasons,,000,A2540946R,9.3
2009-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,5
2009-Q2,Number of Disputes,State legislation,,Number,A2540941C,2
2009-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,6
2009-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,26
2009-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,8
2009-Q2,Number of Disputes,Mediation,,Number,A2540926F,5
2009-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,52
2009-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.6
2009-Q2,Employees Involved,Federal legislation,,000,A2540939T,0.9
2009-Q2,Employees Involved,Resumption without negotiation,,000,A2540933C,4
2009-Q2,Employees Involved,Total Reasons,,000,A2540945L,42.8
2009-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1.3
2009-Q2,Working days Lost,Federal legislation,,000,A2540940A,1.1
2009-Q2,Working days Lost,Resumption without negotiation,,000,A2540934F,3.3
2009-Q2,Working days Lost,Total Reasons,,000,A2540946R,50.1
2009-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,11
2009-Q3,Number of Disputes,State legislation,,Number,A2540941C,5
2009-Q3,Number of Disputes,Federal legislation,,Number,A2540938R,9
2009-Q3,Number of Disputes,Pre-determined return to work,,Number,A2540950F,23
2009-Q3,Number of Disputes,Resumption without negotiation,,Number,A2540932A,5
2009-Q3,Number of Disputes,Mediation,,Number,A2540926F,7
2009-Q3,Number of Disputes,Total Reasons,,Number,A2540944K,60
2009-Q3,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.3
2009-Q3,Employees Involved,State legislation,,000,A2540942F,0.6
2009-Q3,Employees Involved,Federal legislation,,000,A2540939T,1.1
2009-Q3,Employees Involved,Pre-determined return to work,,000,A2540951J,4.1
2009-Q3,Employees Involved,Resumption without negotiation,,000,A2540933C,0.6
2009-Q3,Employees Involved,Mediation,,000,A2540927J,0.4
2009-Q3,Employees Involved,Total Reasons,,000,A2540945L,8
2009-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,5.5
2009-Q3,Working days Lost,State legislation,,000,A2540943J,2.2
2009-Q3,Working days Lost,Federal legislation,,000,A2540940A,2.2
2009-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,7
2009-Q3,Working days Lost,Resumption without negotiation,,000,A2540934F,0.6
2009-Q3,Working days Lost,Mediation,,000,A2540928K,0.5
2009-Q3,Working days Lost,Total Reasons,,000,A2540946R,18
2009-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,12
2009-Q4,Number of Disputes,State legislation,,Number,A2540941C,4
2009-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,5
2009-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,40
2009-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,5
2009-Q4,Number of Disputes,Mediation,,Number,A2540926F,3
2009-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,69
2009-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.7
2009-Q4,Employees Involved,Federal legislation,,000,A2540939T,0.3
2009-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,20.8
2009-Q4,Employees Involved,Resumption without negotiation,,000,A2540933C,1.6
2009-Q4,Employees Involved,Total Reasons,,000,A2540945L,27.8
2009-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,5.5
2009-Q4,Working days Lost,Federal legislation,,000,A2540940A,0.3
2009-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,34
2009-Q4,Working days Lost,Resumption without negotiation,,000,A2540934F,1.1
2009-Q4,Working days Lost,Total Reasons,,000,A2540946R,45.1
2010-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,11
2010-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,7
2010-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,26
2010-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,2
2010-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,46
2010-Q1,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.7
2010-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,11.3
2010-Q1,Employees Involved,Total Reasons,,000,A2540945L,13
2010-Q1,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1.7
2010-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,35.7
2010-Q1,Working days Lost,Total Reasons,,000,A2540946R,39.5
2010-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,10
2010-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,10
2010-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,21
2010-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,3
2010-Q2,Number of Disputes,Mediation,,Number,A2540926F,2
2010-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,46
2010-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1
2010-Q2,Employees Involved,Federal legislation,,000,A2540939T,3.2
2010-Q2,Employees Involved,Pre-determined return to work,,000,A2540951J,5.5
2010-Q2,Employees Involved,Total Reasons,,000,A2540945L,10.1
2010-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,3.4
2010-Q2,Working days Lost,Federal legislation,,000,A2540940A,3.5
2010-Q2,Working days Lost,Pre-determined return to work,,000,A2540952K,9.4
2010-Q2,Working days Lost,Total Reasons,,000,A2540946R,17.1
2010-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,15
2010-Q3,Number of Disputes,Federal legislation,,Number,A2540938R,3
2010-Q3,Number of Disputes,Pre-determined return to work,,Number,A2540950F,40
2010-Q3,Number of Disputes,Resumption without negotiation,,Number,A2540932A,3
2010-Q3,Number of Disputes,Mediation,,Number,A2540926F,4
2010-Q3,Number of Disputes,Total Reasons,,Number,A2540944K,65
2010-Q3,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.4
2010-Q3,Employees Involved,Federal legislation,,000,A2540939T,0.2
2010-Q3,Employees Involved,Pre-determined return to work,,000,A2540951J,15.4
2010-Q3,Employees Involved,Total Reasons,,000,A2540945L,17.7
2010-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,2.4
2010-Q3,Working days Lost,Federal legislation,,000,A2540940A,0.2
2010-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,46.4
2010-Q3,Working days Lost,Total Reasons,,000,A2540946R,51
2010-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,9
2010-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,10
2010-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,38
2010-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,6
2010-Q4,Number of Disputes,Mediation,,Number,A2540926F,1
2010-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,64
2010-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.8
2010-Q4,Employees Involved,Federal legislation,,000,A2540939T,1
2010-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,14.3
2010-Q4,Employees Involved,Total Reasons,,000,A2540945L,16.7
2010-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1.5
2010-Q4,Working days Lost,Federal legislation,,000,A2540940A,1.5
2010-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,30.1
2010-Q4,Working days Lost,Total Reasons,,000,A2540946R,33.7
2011-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,2
2011-Q1,Number of Disputes,State legislation,,Number,A2540941C,3
2011-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,6
2011-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,14
2011-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,1
2011-Q1,Number of Disputes,Mediation,,Number,A2540926F,1
2011-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,27
2011-Q1,Employees Involved,Federal legislation,,000,A2540939T,0.4
2011-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,5.2
2011-Q1,Employees Involved,Total Reasons,,000,A2540945L,6
2011-Q1,Working days Lost,Federal legislation,,000,A2540940A,0.7
2011-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,10.9
2011-Q1,Working days Lost,Total Reasons,,000,A2540946R,12.7
2011-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,7
2011-Q2,Number of Disputes,State legislation,,Number,A2540941C,1
2011-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,9
2011-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,20
2011-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,2
2011-Q2,Number of Disputes,Mediation,,Number,A2540926F,1
2011-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,40
2011-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,2
2011-Q2,Employees Involved,Federal legislation,,000,A2540939T,4.8
2011-Q2,Employees Involved,Pre-determined return to work,,000,A2540951J,2.4
2011-Q2,Employees Involved,Total Reasons,,000,A2540945L,9.6
2011-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,10.1
2011-Q2,Working days Lost,Federal legislation,,000,A2540940A,7.4
2011-Q2,Working days Lost,Pre-determined return to work,,000,A2540952K,4.2
2011-Q2,Working days Lost,Total Reasons,,000,A2540946R,22
2011-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,9
2011-Q3,Number of Disputes,Federal legislation,,Number,A2540938R,6
2011-Q3,Number of Disputes,Pre-determined return to work,,Number,A2540950F,30
2011-Q3,Number of Disputes,Resumption without negotiation,,Number,A2540932A,4
2011-Q3,Number of Disputes,Mediation,,Number,A2540926F,2
2011-Q3,Number of Disputes,Total Reasons,,Number,A2540944K,51
2011-Q3,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.5
2011-Q3,Employees Involved,Pre-determined return to work,,000,A2540951J,59.5
2011-Q3,Employees Involved,Resumption without negotiation,,000,A2540933C,0.4
2011-Q3,Employees Involved,Total Reasons,,000,A2540945L,64.7
2011-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,6
2011-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,100.7
2011-Q3,Working days Lost,Resumption without negotiation,,000,A2540934F,0.2
2011-Q3,Working days Lost,Total Reasons,,000,A2540946R,131.9
2011-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,10
2011-Q4,Number of Disputes,State legislation,,Number,A2540941C,1
2011-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,4
2011-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,47
2011-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,4
2011-Q4,Number of Disputes,Mediation,,Number,A2540926F,1
2011-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,67
2011-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.5
2011-Q4,Employees Involved,Federal legislation,,000,A2540939T,0.2
2011-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,50.8
2011-Q4,Employees Involved,Resumption without negotiation,,000,A2540933C,0.5
2011-Q4,Employees Involved,Total Reasons,,000,A2540945L,53.2
2011-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,3.1
2011-Q4,Working days Lost,Federal legislation,,000,A2540940A,0.2
2011-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,69
2011-Q4,Working days Lost,Resumption without negotiation,,000,A2540934F,0.2
2011-Q4,Working days Lost,Total Reasons,,000,A2540946R,72.6
2012-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,5
2012-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,7
2012-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,22
2012-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,3
2012-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,37
2012-Q1,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.5
2012-Q1,Employees Involved,Federal legislation,,000,A2540939T,0.8
2012-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,3.7
2012-Q1,Employees Involved,Resumption without negotiation,,000,A2540933C,0.1
2012-Q1,Employees Involved,Total Reasons,,000,A2540945L,5.1
2012-Q1,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,1.6
2012-Q1,Working days Lost,Federal legislation,,000,A2540940A,1
2012-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,18.9
2012-Q1,Working days Lost,Resumption without negotiation,,000,A2540934F,0.1
2012-Q1,Working days Lost,Total Reasons,,000,A2540946R,21.6
2012-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,7
2012-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,4
2012-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,33
2012-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,2
2012-Q2,Number of Disputes,Mediation,,Number,A2540926F,3
2012-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,49
2012-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.6
2012-Q2,Employees Involved,Federal legislation,,000,A2540939T,0.2
2012-Q2,Employees Involved,Pre-determined return to work,,000,A2540951J,65.3
2012-Q2,Employees Involved,Total Reasons,,000,A2540945L,67.1
2012-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,5
2012-Q2,Working days Lost,Federal legislation,,000,A2540940A,0.6
2012-Q2,Working days Lost,Pre-determined return to work,,000,A2540952K,82.8
2012-Q2,Working days Lost,Total Reasons,,000,A2540946R,89.5
2012-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,6
2012-Q3,Number of Disputes,State legislation,,Number,A2540941C,3
2012-Q3,Number of Disputes,Federal legislation,,Number,A2540938R,12
2012-Q3,Number of Disputes,Pre-determined return to work,,Number,A2540950F,32
2012-Q3,Number of Disputes,Resumption without negotiation,,Number,A2540932A,4
2012-Q3,Number of Disputes,Mediation,,Number,A2540926F,3
2012-Q3,Number of Disputes,Total Reasons,,Number,A2540944K,60
2012-Q3,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.6
2012-Q3,Employees Involved,Federal legislation,,000,A2540939T,2
2012-Q3,Employees Involved,Pre-determined return to work,,000,A2540951J,20.1
2012-Q3,Employees Involved,Resumption without negotiation,,000,A2540933C,0.3
2012-Q3,Employees Involved,Total Reasons,,000,A2540945L,24.9
2012-Q3,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,5.7
2012-Q3,Working days Lost,Federal legislation,,000,A2540940A,1.7
2012-Q3,Working days Lost,Pre-determined return to work,,000,A2540952K,70.4
2012-Q3,Working days Lost,Resumption without negotiation,,000,A2540934F,0.5
2012-Q3,Working days Lost,Total Reasons,,000,A2540946R,106.9
2012-Q4,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,12
2012-Q4,Number of Disputes,State legislation,,Number,A2540941C,1
2012-Q4,Number of Disputes,Federal legislation,,Number,A2540938R,5
2012-Q4,Number of Disputes,Pre-determined return to work,,Number,A2540950F,23
2012-Q4,Number of Disputes,Resumption without negotiation,,Number,A2540932A,12
2012-Q4,Number of Disputes,Mediation,,Number,A2540926F,1
2012-Q4,Number of Disputes,Total Reasons,,Number,A2540944K,54
2012-Q4,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.1
2012-Q4,Employees Involved,Federal legislation,,000,A2540939T,1
2012-Q4,Employees Involved,Pre-determined return to work,,000,A2540951J,43.2
2012-Q4,Employees Involved,Resumption without negotiation,,000,A2540933C,0.9
2012-Q4,Employees Involved,Mediation,,000,A2540927J,0.2
2012-Q4,Employees Involved,Total Reasons,,000,A2540945L,46.4
2012-Q4,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,3.9
2012-Q4,Working days Lost,State legislation,,000,A2540943J,0.2
2012-Q4,Working days Lost,Federal legislation,,000,A2540940A,0.6
2012-Q4,Working days Lost,Pre-determined return to work,,000,A2540952K,52.7
2012-Q4,Working days Lost,Resumption without negotiation,,000,A2540934F,0.9
2012-Q4,Working days Lost,Mediation,,000,A2540928K,0.2
2012-Q4,Working days Lost,Total Reasons,,000,A2540946R,58.4
2013-Q1,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,16
2013-Q1,Number of Disputes,Federal legislation,,Number,A2540938R,9
2013-Q1,Number of Disputes,Pre-determined return to work,,Number,A2540950F,21
2013-Q1,Number of Disputes,Resumption without negotiation,,Number,A2540932A,4
2013-Q1,Number of Disputes,Mediation,,Number,A2540926F,1
2013-Q1,Number of Disputes,Total Reasons,,Number,A2540944K,51
2013-Q1,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,1.9
2013-Q1,Employees Involved,Federal legislation,,000,A2540939T,1.6
2013-Q1,Employees Involved,Pre-determined return to work,,000,A2540951J,40.6
2013-Q1,Employees Involved,Resumption without negotiation,,000,A2540933C,1.1
2013-Q1,Employees Involved,Total Reasons,,000,A2540945L,45.2
2013-Q1,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,4.8
2013-Q1,Working days Lost,Federal legislation,,000,A2540940A,2.1
2013-Q1,Working days Lost,Pre-determined return to work,,000,A2540952K,41.2
2013-Q1,Working days Lost,Resumption without negotiation,,000,A2540934F,1
2013-Q1,Working days Lost,Total Reasons,,000,A2540946R,49.1
2013-Q2,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,7
2013-Q2,Number of Disputes,Federal legislation,,Number,A2540938R,12
2013-Q2,Number of Disputes,Pre-determined return to work,,Number,A2540950F,26
2013-Q2,Number of Disputes,Resumption without negotiation,,Number,A2540932A,4
2013-Q2,Number of Disputes,Mediation,,Number,A2540926F,1
2013-Q2,Number of Disputes,Total Reasons,,Number,A2540944K,50
2013-Q2,Employees Involved,Negotiation without intervention of a third party,,000,A2540936K,0.7
2013-Q2,Employees Involved,Federal legislation,,000,A2540939T,1.6
2013-Q2,Employees Involved,Pre-determined return to work,,000,A2540951J,7.1
2013-Q2,Employees Involved,Resumption without negotiation,,000,A2540933C,1
2013-Q2,Employees Involved,Total Reasons,,000,A2540945L,10.4
2013-Q2,Working days Lost,Negotiation without intervention of a third party,,000,A2540937L,0.6
2013-Q2,Working days Lost,Federal legislation,,000,A2540940A,3.4
2013-Q2,Working days Lost,Pre-determined return to work,,000,A2540952K,12.2
2013-Q2,Working days Lost,Resumption without negotiation,,000,A2540934F,1.3
2013-Q2,Working days Lost,Mediation,,000,A2540928K,0.1
2013-Q2,Working days Lost,Total Reasons,,000,A2540946R,17.7
2013-Q3,Number of Disputes,Negotiation without intervention of a third party,,Number,A2540935J,14
