reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
1986-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,23.5
1986-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,50.4
1986-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,51
1986-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,122.9
1986-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,30
1986-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,18.8
1986-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,59
1986-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,36.5
1986-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,28.3
1986-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,6.6
1986-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,63.5
1987-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,49.1
1987-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,22.5
1987-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,7.2
1987-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,6.2
1987-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,55.3
1987-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,12.7
1987-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,25.9
1987-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,56.5
1987-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,31.2
1987-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,77.6
1987-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,33.7
1987-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,25.3
1987-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,24
1987-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,26.5
1987-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,39.7
1987-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,37.8
1987-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,34.5
1987-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,46.1
1987-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,142.4
1987-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,71.4
1987-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,23.5
1987-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,41.7
1987-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,101.4
1987-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,78.7
1987-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,21.3
1987-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,25.6
1987-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,87.5
1987-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,94
1987-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,45.2
1987-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,24
1987-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,18.3
1987-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,26.7
1987-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,51.7
1987-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,13.7
1987-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,33.3
1987-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,54.5
1988-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,46.3
1988-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,14.9
1988-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,45.6
1988-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,13.1
1988-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,57.9
1988-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,29.7
1988-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,52.9
1988-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,12.8
1988-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,35.1
1988-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,148.9
1988-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,50.4
1988-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,148.1
1988-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,53.5
1988-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,62
1988-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,36.1
1988-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,37
1988-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,73
1988-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,101
1988-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,93.3
1988-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,138.8
1988-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,71.6
1988-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,18.6
1988-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,45.4
1988-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,40.4
1988-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,26.9
1988-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,17.2
1988-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,87.7
1988-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,52.1
1988-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,17.2
1988-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,44.1
1988-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,6.9
1988-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,111
1988-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,9.3
1988-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,26.6
1988-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,8.9
1988-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,41.1
1989-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,43.5
1989-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,16.6
1989-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,26.1
1989-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,17.4
1989-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,11.2
1989-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,8.6
1989-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,28.6
1989-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,7.4
1989-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,26.6
1989-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,65.1
1989-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,51.2
1989-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,14.4
1989-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,14.1
1989-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,80.7
1989-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,21.8
1989-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,19.1
1989-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,4.2
1989-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,47.7
1989-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,111.2
1989-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,83.8
1989-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,24.6
1989-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,20
1989-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,58.3
1989-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,11.2
1989-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,42.2
1989-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,45.8
1989-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,72.9
1989-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,44.6
1989-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,47.4
1989-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,30.4
1989-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,13.5
1989-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,16.7
1989-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,19.7
1989-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,8.3
1989-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,17.2
1989-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,36.4
1990-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,23.1
1990-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,40.8
1990-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,14.1
1990-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,14.7
1990-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,18.9
1990-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,5.7
1990-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,10
1990-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,2
1990-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,24.4
1990-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,45.9
1990-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,62.5
1990-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,22.9
1990-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,51.4
1990-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,30.9
1990-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,22
1990-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,7
1990-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,43.6
1990-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,44.7
1990-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,85.4
1990-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,32.2
1990-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,29.3
1990-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,78
1990-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,30.6
1990-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,10.8
1990-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,1.5
1990-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,1.9
1990-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,52
1990-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,120.8
1990-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,83.8
1990-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,34.4
1990-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,86
1990-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,97.6
1990-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,24.7
1990-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,5
1990-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,11.5
1990-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,86.1
1991-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,18.9
1991-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,14.5
1991-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,8.9
1991-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,15.3
1991-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,18.6
1991-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,1.9
1991-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,1.6
1991-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.9
1991-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,14.9
1991-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,140.1
1991-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,51.5
1991-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,37.5
1991-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,58.2
1991-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,129
1991-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,14.3
1991-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,30.7
1991-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,8.6
1991-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,85.8
1991-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,74.1
1991-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,51.9
1991-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,44.5
1991-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,32.2
1991-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,33.8
1991-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,3.4
1991-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,10
1991-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,8
1991-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,52.5
1991-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,262.3
1991-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,5
1991-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,9.2
1991-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,5.3
1991-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,14.3
1991-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,7.2
1991-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,4.8
1991-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.5
1991-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,94.8
1992-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,8.6
1992-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,11.9
1992-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,11.3
1992-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,3.8
1992-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,19
1992-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,6.8
1992-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,9
1992-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.4
1992-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,10.3
1992-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,24.9
1992-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,10.1
1992-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,13.3
1992-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,2
1992-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,43.4
1992-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,226.9
1992-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,10.4
1992-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,17
1992-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,23.8
1992-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,7
1992-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,8.3
1992-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,13.9
1992-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,3.5
1992-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,6.7
1992-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,4.9
1992-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,10.8
1992-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,2.6
1992-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,8.1
1992-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,38.8
1992-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,319.5
1992-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,22.1
1992-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,14.5
1992-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,18.5
1992-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,28.9
1992-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,8.9
1992-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.5
1992-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,104
1993-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,29.5
1993-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,61
1993-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,19.8
1993-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,19.1
1993-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,4.6
1993-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,0.7
1993-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.2
1993-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,31
1993-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,9.9
1993-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,22.7
1993-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,18.1
1993-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,8
1993-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,21.3
1993-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,5.1
1993-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,4
1993-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,3.8
1993-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,15.2
1993-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,32.9
1993-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,24.7
1993-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,64
1993-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,16.7
1993-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,14
1993-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,11.4
1993-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,18.1
1993-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,10.1
1993-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,31.8
1993-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,10.5
1993-Q4,Working days lost per 1000 employees,Victoria,,Number,A2540890R,48
1993-Q4,Working days lost per 1000 employees,Queensland,,Number,A2540888C,14.8
1993-Q4,Working days lost per 1000 employees,South Australia,,Number,A2540891T,5.9
1993-Q4,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,7.1
1993-Q4,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,11.3
1993-Q4,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,8.1
1993-Q4,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,59.2
1993-Q4,Working days lost per 1000 employees,Australia,,Number,A2540892V,21.2
1994-Q1,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,31.5
1994-Q1,Working days lost per 1000 employees,Victoria,,Number,A2540890R,2.5
1994-Q1,Working days lost per 1000 employees,Queensland,,Number,A2540888C,27.8
1994-Q1,Working days lost per 1000 employees,South Australia,,Number,A2540891T,2.6
1994-Q1,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,6.2
1994-Q1,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,1.9
1994-Q1,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,3.2
1994-Q1,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,4.5
1994-Q1,Working days lost per 1000 employees,Australia,,Number,A2540892V,17.2
1994-Q2,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,10.9
1994-Q2,Working days lost per 1000 employees,Victoria,,Number,A2540890R,3.7
1994-Q2,Working days lost per 1000 employees,Queensland,,Number,A2540888C,24.7
1994-Q2,Working days lost per 1000 employees,South Australia,,Number,A2540891T,6.9
1994-Q2,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,17.6
1994-Q2,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,4.4
1994-Q2,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,20.9
1994-Q2,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,1.4
1994-Q2,Working days lost per 1000 employees,Australia,,Number,A2540892V,11.6
1994-Q3,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,16.6
1994-Q3,Working days lost per 1000 employees,Victoria,,Number,A2540890R,20.5
1994-Q3,Working days lost per 1000 employees,Queensland,,Number,A2540888C,16.9
1994-Q3,Working days lost per 1000 employees,South Australia,,Number,A2540891T,8.8
1994-Q3,Working days lost per 1000 employees,Western Australia,,Number,A2540886X,7.7
1994-Q3,Working days lost per 1000 employees,Tasmania,,Number,A2540884V,12.2
1994-Q3,Working days lost per 1000 employees,Northern Territory,,Number,A2540885W,5.1
1994-Q3,Working days lost per 1000 employees,Australian Capital Territory,,Number,A2540887A,0.8
1994-Q3,Working days lost per 1000 employees,Australia,,Number,A2540892V,15.6
1994-Q4,Working days lost per 1000 employees,New South Wales,,Number,A2540889F,39.3
