reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
2023-Q4,Working days Lost,Education & training,health care & social assistance,000,A2540846F,9.2
2023-Q4,Working days Lost,Other industries,,000,A2540848K,3.8
2023-Q4,Working days Lost,All industries,,000,A2540854F,44.2
2024-Q1,Working days Lost,Metal product etc manufacturing,,000,A2540850W,0.6
2024-Q1,Working days Lost,Other manufacturing,,000,A2540853C,0.1
2024-Q1,Working days Lost,Construction,,000,A2540849L,3.2
2024-Q1,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,5.4
2024-Q1,Working days Lost,Education & training,health care & social assistance,000,A2540846F,0.4
2024-Q1,Working days Lost,Other industries,,000,A2540848K,7.1
2024-Q1,Working days Lost,All industries,,000,A2540854F,16.8
2024-Q2,Working days Lost,Metal product etc manufacturing,,000,A2540850W,2.2
2024-Q2,Working days Lost,Other manufacturing,,000,A2540853C,3.9
2024-Q2,Working days Lost,Construction,,000,A2540849L,8.9
2024-Q2,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,0.6
2024-Q2,Working days Lost,Education & training,health care & social assistance,000,A2540846F,4.9
2024-Q2,Working days Lost,Other industries,,000,A2540848K,1.4
2024-Q2,Working days Lost,All industries,,000,A2540854F,21.9
2024-Q3,Working days Lost,Coal mining,,000,A2540851X,0.2
2024-Q3,Working days Lost,Metal product etc manufacturing,,000,A2540850W,2.3
2024-Q3,Working days Lost,Other manufacturing,,000,A2540853C,3.6
2024-Q3,Working days Lost,Construction,,000,A2540849L,27.5
2024-Q3,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,1.4
2024-Q3,Working days Lost,Education & training,health care & social assistance,000,A2540846F,6
2024-Q3,Working days Lost,Other industries,,000,A2540848K,5.6
2024-Q3,Working days Lost,All industries,,000,A2540854F,46.6
2024-Q4,Working days Lost,Coal mining,,000,A2540851X,1
2024-Q4,Working days Lost,Metal product etc manufacturing,,000,A2540850W,3.6
2024-Q4,Working days Lost,Construction,,000,A2540849L,7.5
2024-Q4,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,33
2024-Q4,Working days Lost,Education & training,health care & social assistance,000,A2540846F,6.4
2024-Q4,Working days Lost,Other industries,,000,A2540848K,1.7
2024-Q4,Working days Lost,All industries,,000,A2540854F,53.8
2025-Q1,Working days Lost,Metal product etc manufacturing,,000,A2540850W,1.8
2025-Q1,Working days Lost,Other manufacturing,,000,A2540853C,4.1
2025-Q1,Working days Lost,Construction,,000,A2540849L,3.4
2025-Q1,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,2.7
2025-Q1,Working days Lost,Other industries,,000,A2540848K,1
2025-Q1,Working days Lost,All industries,,000,A2540854F,13.9
2025-Q2,Working days Lost,Other mining,,000,A2540852A,0.1
2025-Q2,Working days Lost,Metal product etc manufacturing,,000,A2540850W,2.2
2025-Q2,Working days Lost,Other manufacturing,,000,A2540853C,1.6
2025-Q2,Working days Lost,Construction,,000,A2540849L,13.4
2025-Q2,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,1.6
2025-Q2,Working days Lost,Education & training,health care & social assistance,000,A2540846F,7.8
2025-Q2,Working days Lost,All industries,,000,A2540854F,28.5
2025-Q3,Working days Lost,Metal product etc manufacturing,,000,A2540850W,2.8
2025-Q3,Working days Lost,Construction,,000,A2540849L,9.6
2025-Q3,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,2.9
2025-Q3,Working days Lost,Other industries,,000,A2540848K,2.7
2025-Q3,Working days Lost,All industries,,000,A2540854F,54.6
2025-Q4,Working days Lost,Metal product etc manufacturing,,000,A2540850W,3.1
2025-Q4,Working days Lost,Other manufacturing,,000,A2540853C,1.7
2025-Q4,Working days Lost,Construction,,000,A2540849L,3.8
2025-Q4,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,3.4
2025-Q4,Working days Lost,Other industries,,000,A2540848K,16.4
2025-Q4,Working days Lost,All industries,,000,A2540854F,69.6
2026-Q1,Working days Lost,Metal product etc manufacturing,,000,A2540850W,0.3
2026-Q1,Working days Lost,Other manufacturing,,000,A2540853C,0.9
2026-Q1,Working days Lost,Construction,,000,A2540849L,1
2026-Q1,Working days Lost,"Transport, postal & warehousing",,000,A2540847J,0.9
2026-Q1,Working days Lost,Education & training,health care & social assistance,000,A2540846F,41.2
2026-Q1,Working days Lost,Other industries,,000,A2540848K,3.2
2026-Q1,Working days Lost,All industries,,000,A2540854F,47.6
