reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
1986-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,2.8
1986-Q3,Working days Lost,Australia,,000,A2540883T,289.9
1986-Q4,Working days Lost,New South Wales,,000,A2540880K,102.3
1986-Q4,Working days Lost,Victoria,,000,A2540881L,195.4
1986-Q4,Working days Lost,Queensland,,000,A2540879A,27.8
1986-Q4,Working days Lost,South Australia,,000,A2540882R,9.7
1986-Q4,Working days Lost,Western Australia,,000,A2540877W,31.8
1986-Q4,Working days Lost,Tasmania,,000,A2540875T,5.6
1986-Q4,Working days Lost,Northern Territory,,000,A2540876V,1.9
1986-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,0.8
1986-Q4,Working days Lost,Australia,,000,A2540883T,375.2
1987-Q1,Working days Lost,New South Wales,,000,A2540880K,98.5
1987-Q1,Working days Lost,Victoria,,000,A2540881L,36
1987-Q1,Working days Lost,Queensland,,000,A2540879A,6.6
1987-Q1,Working days Lost,South Australia,,000,A2540882R,3.1
1987-Q1,Working days Lost,Western Australia,,000,A2540877W,29.9
1987-Q1,Working days Lost,Tasmania,,000,A2540875T,2
1987-Q1,Working days Lost,Northern Territory,,000,A2540876V,1.8
1987-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,6.3
1987-Q1,Working days Lost,Australia,,000,A2540883T,184.2
1987-Q2,Working days Lost,New South Wales,,000,A2540880K,159.3
1987-Q2,Working days Lost,Victoria,,000,A2540881L,55.5
1987-Q2,Working days Lost,Queensland,,000,A2540879A,23.5
1987-Q2,Working days Lost,South Australia,,000,A2540882R,12.1
1987-Q2,Working days Lost,Western Australia,,000,A2540877W,14.6
1987-Q2,Working days Lost,Tasmania,,000,A2540875T,6.1
1987-Q2,Working days Lost,Northern Territory,,000,A2540876V,2.6
1987-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,4
1987-Q2,Working days Lost,Australia,,000,A2540883T,277.6
1987-Q3,Working days Lost,New South Wales,,000,A2540880K,289.6
1987-Q3,Working days Lost,Victoria,,000,A2540881L,116.1
1987-Q3,Working days Lost,Queensland,,000,A2540879A,21.3
1987-Q3,Working days Lost,South Australia,,000,A2540882R,20.4
1987-Q3,Working days Lost,Western Australia,,000,A2540877W,55.6
1987-Q3,Working days Lost,Tasmania,,000,A2540875T,11.9
1987-Q3,Working days Lost,Northern Territory,,000,A2540876V,1.4
1987-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,3.1
1987-Q3,Working days Lost,Australia,,000,A2540883T,519.3
1987-Q4,Working days Lost,New South Wales,,000,A2540880K,197.4
1987-Q4,Working days Lost,Victoria,,000,A2540881L,73.9
1987-Q4,Working days Lost,Queensland,,000,A2540879A,22.4
1987-Q4,Working days Lost,South Australia,,000,A2540882R,9.1
1987-Q4,Working days Lost,Western Australia,,000,A2540877W,15.2
1987-Q4,Working days Lost,Tasmania,,000,A2540875T,8
1987-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.8
1987-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,4.1
1987-Q4,Working days Lost,Australia,,000,A2540883T,330.8
1988-Q1,Working days Lost,New South Wales,,000,A2540880K,98.8
1988-Q1,Working days Lost,Victoria,,000,A2540881L,24.3
1988-Q1,Working days Lost,Queensland,,000,A2540879A,42.4
1988-Q1,Working days Lost,South Australia,,000,A2540882R,6.6
1988-Q1,Working days Lost,Western Australia,,000,A2540877W,33
1988-Q1,Working days Lost,Tasmania,,000,A2540875T,4.7
1988-Q1,Working days Lost,Northern Territory,,000,A2540876V,3.1
1988-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,1.6
1988-Q1,Working days Lost,Australia,,000,A2540883T,214.5
1988-Q2,Working days Lost,New South Wales,,000,A2540880K,319
1988-Q2,Working days Lost,Victoria,,000,A2540881L,83.6
1988-Q2,Working days Lost,Queensland,,000,A2540879A,143.3
1988-Q2,Working days Lost,South Australia,,000,A2540882R,27.3
1988-Q2,Working days Lost,Western Australia,,000,A2540877W,35.3
1988-Q2,Working days Lost,Tasmania,,000,A2540875T,5.9
1988-Q2,Working days Lost,Northern Territory,,000,A2540876V,2.3
1988-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,9.2
1988-Q2,Working days Lost,Australia,,000,A2540883T,625.9
1988-Q3,Working days Lost,New South Wales,,000,A2540880K,199.3
1988-Q3,Working days Lost,Victoria,,000,A2540881L,225.6
1988-Q3,Working days Lost,Queensland,,000,A2540879A,69.4
1988-Q3,Working days Lost,South Australia,,000,A2540882R,9.4
1988-Q3,Working days Lost,Western Australia,,000,A2540877W,26.1
1988-Q3,Working days Lost,Tasmania,,000,A2540875T,6.6
1988-Q3,Working days Lost,Northern Territory,,000,A2540876V,1.7
1988-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,2.1
1988-Q3,Working days Lost,Australia,,000,A2540883T,540.3
1988-Q4,Working days Lost,New South Wales,,000,A2540880K,113
1988-Q4,Working days Lost,Victoria,,000,A2540881L,29.1
1988-Q4,Working days Lost,Queensland,,000,A2540879A,44.4
1988-Q4,Working days Lost,South Australia,,000,A2540882R,3.6
1988-Q4,Working days Lost,Western Australia,,000,A2540877W,66.2
1988-Q4,Working days Lost,Tasmania,,000,A2540875T,1.5
1988-Q4,Working days Lost,Northern Territory,,000,A2540876V,1.8
1988-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,1.1
1988-Q4,Working days Lost,Australia,,000,A2540883T,260.7
1989-Q1,Working days Lost,New South Wales,,000,A2540880K,95.1
1989-Q1,Working days Lost,Victoria,,000,A2540881L,28.2
1989-Q1,Working days Lost,Queensland,,000,A2540879A,26.5
1989-Q1,Working days Lost,South Australia,,000,A2540882R,9.2
1989-Q1,Working days Lost,Western Australia,,000,A2540877W,6.8
1989-Q1,Working days Lost,Tasmania,,000,A2540875T,1.4
1989-Q1,Working days Lost,Northern Territory,,000,A2540876V,2.1
1989-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.9
1989-Q1,Working days Lost,Australia,,000,A2540883T,170.1
1989-Q2,Working days Lost,New South Wales,,000,A2540880K,145.6
1989-Q2,Working days Lost,Victoria,,000,A2540881L,90
1989-Q2,Working days Lost,Queensland,,000,A2540879A,15.2
1989-Q2,Working days Lost,South Australia,,000,A2540882R,7.6
1989-Q2,Working days Lost,Western Australia,,000,A2540877W,49.7
1989-Q2,Working days Lost,Tasmania,,000,A2540875T,3.7
1989-Q2,Working days Lost,Northern Territory,,000,A2540876V,1.4
1989-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,0.5
1989-Q2,Working days Lost,Australia,,000,A2540883T,313.6
1989-Q3,Working days Lost,New South Wales,,000,A2540880K,246.8
1989-Q3,Working days Lost,Victoria,,000,A2540881L,145.6
1989-Q3,Working days Lost,Queensland,,000,A2540879A,25.8
1989-Q3,Working days Lost,South Australia,,000,A2540882R,10.9
1989-Q3,Working days Lost,Western Australia,,000,A2540877W,35.3
1989-Q3,Working days Lost,Tasmania,,000,A2540875T,1.9
1989-Q3,Working days Lost,Northern Territory,,000,A2540876V,2.9
1989-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,5.9
1989-Q3,Working days Lost,Australia,,000,A2540883T,475
1989-Q4,Working days Lost,New South Wales,,000,A2540880K,102
1989-Q4,Working days Lost,Victoria,,000,A2540881L,84.6
1989-Q4,Working days Lost,Queensland,,000,A2540879A,33
1989-Q4,Working days Lost,South Australia,,000,A2540882R,7.4
1989-Q4,Working days Lost,Western Australia,,000,A2540877W,10.3
1989-Q4,Working days Lost,Tasmania,,000,A2540875T,3.3
1989-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.6
1989-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,2.2
1989-Q4,Working days Lost,Australia,,000,A2540883T,243.6
1990-Q1,Working days Lost,New South Wales,,000,A2540880K,52
1990-Q1,Working days Lost,Victoria,,000,A2540881L,73.2
1990-Q1,Working days Lost,Queensland,,000,A2540879A,15.1
1990-Q1,Working days Lost,South Australia,,000,A2540882R,8.1
1990-Q1,Working days Lost,Western Australia,,000,A2540877W,11.7
1990-Q1,Working days Lost,Tasmania,,000,A2540875T,0.9
1990-Q1,Working days Lost,Northern Territory,,000,A2540876V,0.7
1990-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.3
1990-Q1,Working days Lost,Australia,,000,A2540883T,162
1990-Q2,Working days Lost,New South Wales,,000,A2540880K,105.5
1990-Q2,Working days Lost,Victoria,,000,A2540881L,113.5
1990-Q2,Working days Lost,Queensland,,000,A2540879A,24.8
1990-Q2,Working days Lost,South Australia,,000,A2540882R,28.4
1990-Q2,Working days Lost,Western Australia,,000,A2540877W,18.9
1990-Q2,Working days Lost,Tasmania,,000,A2540875T,3.7
1990-Q2,Working days Lost,Northern Territory,,000,A2540876V,0.5
1990-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,5.8
1990-Q2,Working days Lost,Australia,,000,A2540883T,301.1
1990-Q3,Working days Lost,New South Wales,,000,A2540880K,190.5
1990-Q3,Working days Lost,Victoria,,000,A2540881L,56.9
1990-Q3,Working days Lost,Queensland,,000,A2540879A,31
1990-Q3,Working days Lost,South Australia,,000,A2540882R,42.2
1990-Q3,Working days Lost,Western Australia,,000,A2540877W,18.5
1990-Q3,Working days Lost,Tasmania,,000,A2540875T,1.8
1990-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.1
1990-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,0.3
1990-Q3,Working days Lost,Australia,,000,A2540883T,341.2
1990-Q4,Working days Lost,New South Wales,,000,A2540880K,275
1990-Q4,Working days Lost,Victoria,,000,A2540881L,147.7
1990-Q4,Working days Lost,Queensland,,000,A2540879A,37
1990-Q4,Working days Lost,South Australia,,000,A2540882R,47.2
1990-Q4,Working days Lost,Western Australia,,000,A2540877W,59.3
1990-Q4,Working days Lost,Tasmania,,000,A2540875T,4.2
1990-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.4
1990-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,1.5
1990-Q4,Working days Lost,Australia,,000,A2540883T,572.2
1991-Q1,Working days Lost,New South Wales,,000,A2540880K,42.6
1991-Q1,Working days Lost,Victoria,,000,A2540881L,25.3
1991-Q1,Working days Lost,Queensland,,000,A2540879A,9.3
1991-Q1,Working days Lost,South Australia,,000,A2540882R,8.5
1991-Q1,Working days Lost,Western Australia,,000,A2540877W,11.4
1991-Q1,Working days Lost,Tasmania,,000,A2540875T,0.3
1991-Q1,Working days Lost,Northern Territory,,000,A2540876V,0.1
1991-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1991-Q1,Working days Lost,Australia,,000,A2540883T,97.5
1991-Q2,Working days Lost,New South Wales,,000,A2540880K,319.8
1991-Q2,Working days Lost,Victoria,,000,A2540881L,88.1
1991-Q2,Working days Lost,Queensland,,000,A2540879A,39.7
1991-Q2,Working days Lost,South Australia,,000,A2540882R,31.3
1991-Q2,Working days Lost,Western Australia,,000,A2540877W,78.5
1991-Q2,Working days Lost,Tasmania,,000,A2540875T,2.4
1991-Q2,Working days Lost,Northern Territory,,000,A2540876V,2.2
1991-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,1.1
1991-Q2,Working days Lost,Australia,,000,A2540883T,563
1991-Q3,Working days Lost,New South Wales,,000,A2540880K,165.3
1991-Q3,Working days Lost,Victoria,,000,A2540881L,87.5
1991-Q3,Working days Lost,Queensland,,000,A2540879A,47.7
1991-Q3,Working days Lost,South Australia,,000,A2540882R,16.8
1991-Q3,Working days Lost,Western Australia,,000,A2540877W,20.6
1991-Q3,Working days Lost,Tasmania,,000,A2540875T,0.6
1991-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.7
1991-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,1
1991-Q3,Working days Lost,Australia,,000,A2540883T,340.2
1991-Q4,Working days Lost,New South Wales,,000,A2540880K,578.6
1991-Q4,Working days Lost,Victoria,,000,A2540881L,8.3
1991-Q4,Working days Lost,Queensland,,000,A2540879A,9.9
1991-Q4,Working days Lost,South Australia,,000,A2540882R,2.8
1991-Q4,Working days Lost,Western Australia,,000,A2540877W,8.7
1991-Q4,Working days Lost,Tasmania,,000,A2540875T,1.2
1991-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.3
1991-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1991-Q4,Working days Lost,Australia,,000,A2540883T,609.8
1992-Q1,Working days Lost,New South Wales,,000,A2540880K,19.1
1992-Q1,Working days Lost,Victoria,,000,A2540881L,19.5
1992-Q1,Working days Lost,Queensland,,000,A2540879A,12.2
1992-Q1,Working days Lost,South Australia,,000,A2540882R,2
1992-Q1,Working days Lost,Western Australia,,000,A2540877W,11.5
1992-Q1,Working days Lost,Tasmania,,000,A2540875T,1.1
1992-Q1,Working days Lost,Northern Territory,,000,A2540876V,0.6
1992-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1992-Q1,Working days Lost,Australia,,000,A2540883T,66.1
1992-Q2,Working days Lost,New South Wales,,000,A2540880K,55.6
1992-Q2,Working days Lost,Victoria,,000,A2540881L,16.6
1992-Q2,Working days Lost,Queensland,,000,A2540879A,14.6
1992-Q2,Working days Lost,South Australia,,000,A2540882R,1
1992-Q2,Working days Lost,Western Australia,,000,A2540877W,26.8
1992-Q2,Working days Lost,Tasmania,,000,A2540875T,36.6
1992-Q2,Working days Lost,Northern Territory,,000,A2540876V,0.7
1992-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,2.2
1992-Q2,Working days Lost,Australia,,000,A2540883T,154.2
1992-Q3,Working days Lost,New South Wales,,000,A2540880K,15.5
1992-Q3,Working days Lost,Victoria,,000,A2540881L,13.5
1992-Q3,Working days Lost,Queensland,,000,A2540879A,15
1992-Q3,Working days Lost,South Australia,,000,A2540882R,1.8
1992-Q3,Working days Lost,Western Australia,,000,A2540877W,4
1992-Q3,Working days Lost,Tasmania,,000,A2540875T,0.8
1992-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.7
1992-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,0.3
1992-Q3,Working days Lost,Australia,,000,A2540883T,51.6
1992-Q4,Working days Lost,New South Wales,,000,A2540880K,84.1
1992-Q4,Working days Lost,Victoria,,000,A2540881L,536.8
1992-Q4,Working days Lost,Queensland,,000,A2540879A,24.4
1992-Q4,Working days Lost,South Australia,,000,A2540882R,7.4
1992-Q4,Working days Lost,Western Australia,,000,A2540877W,11.3
1992-Q4,Working days Lost,Tasmania,,000,A2540875T,4.5
1992-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.6
1992-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1992-Q4,Working days Lost,Australia,,000,A2540883T,669.2
1993-Q1,Working days Lost,New South Wales,,000,A2540880K,63.3
1993-Q1,Working days Lost,Victoria,,000,A2540881L,99.2
1993-Q1,Working days Lost,Queensland,,000,A2540879A,21.1
1993-Q1,Working days Lost,South Australia,,000,A2540882R,9.8
1993-Q1,Working days Lost,Western Australia,,000,A2540877W,2.8
1993-Q1,Working days Lost,Tasmania,,000,A2540875T,0.1
1993-Q1,Working days Lost,Australia,,000,A2540883T,196.4
1993-Q2,Working days Lost,New South Wales,,000,A2540880K,21.6
1993-Q2,Working days Lost,Victoria,,000,A2540881L,37.4
1993-Q2,Working days Lost,Queensland,,000,A2540879A,20.2
1993-Q2,Working days Lost,South Australia,,000,A2540882R,4.2
1993-Q2,Working days Lost,Western Australia,,000,A2540877W,13.4
1993-Q2,Working days Lost,Tasmania,,000,A2540875T,0.8
1993-Q2,Working days Lost,Northern Territory,,000,A2540876V,0.3
1993-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,0.5
1993-Q2,Working days Lost,Australia,,000,A2540883T,98.4
1993-Q3,Working days Lost,New South Wales,,000,A2540880K,70.3
1993-Q3,Working days Lost,Victoria,,000,A2540881L,40
1993-Q3,Working days Lost,Queensland,,000,A2540879A,70.3
1993-Q3,Working days Lost,South Australia,,000,A2540882R,8.5
1993-Q3,Working days Lost,Western Australia,,000,A2540877W,8.7
1993-Q3,Working days Lost,Tasmania,,000,A2540875T,1.8
1993-Q3,Working days Lost,Northern Territory,,000,A2540876V,1.3
1993-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,1.4
1993-Q3,Working days Lost,Australia,,000,A2540883T,202.2
1993-Q4,Working days Lost,New South Wales,,000,A2540880K,23.1
1993-Q4,Working days Lost,Victoria,,000,A2540881L,80.6
1993-Q4,Working days Lost,Queensland,,000,A2540879A,16.7
1993-Q4,Working days Lost,South Australia,,000,A2540882R,3.1
1993-Q4,Working days Lost,Western Australia,,000,A2540877W,4.6
1993-Q4,Working days Lost,Tasmania,,000,A2540875T,1.8
1993-Q4,Working days Lost,Northern Territory,,000,A2540876V,0.6
1993-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,8.4
1993-Q4,Working days Lost,Australia,,000,A2540883T,138.7
1994-Q1,Working days Lost,New South Wales,,000,A2540880K,70
1994-Q1,Working days Lost,Victoria,,000,A2540881L,4.1
1994-Q1,Working days Lost,Queensland,,000,A2540879A,31.9
1994-Q1,Working days Lost,South Australia,,000,A2540882R,1.3
1994-Q1,Working days Lost,Western Australia,,000,A2540877W,4
1994-Q1,Working days Lost,Tasmania,,000,A2540875T,0.3
1994-Q1,Working days Lost,Northern Territory,,000,A2540876V,0.2
1994-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.6
1994-Q1,Working days Lost,Australia,,000,A2540883T,112.5
1994-Q2,Working days Lost,New South Wales,,000,A2540880K,24.8
1994-Q2,Working days Lost,Victoria,,000,A2540881L,6.2
1994-Q2,Working days Lost,Queensland,,000,A2540879A,29
1994-Q2,Working days Lost,South Australia,,000,A2540882R,3.6
1994-Q2,Working days Lost,Western Australia,,000,A2540877W,11.6
1994-Q2,Working days Lost,Tasmania,,000,A2540875T,0.7
1994-Q2,Working days Lost,Northern Territory,,000,A2540876V,1.4
1994-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,0.2
1994-Q2,Working days Lost,Australia,,000,A2540883T,77.5
1994-Q3,Working days Lost,New South Wales,,000,A2540880K,37.1
1994-Q3,Working days Lost,Victoria,,000,A2540881L,34.2
1994-Q3,Working days Lost,Queensland,,000,A2540879A,19.6
1994-Q3,Working days Lost,South Australia,,000,A2540882R,4.6
1994-Q3,Working days Lost,Western Australia,,000,A2540877W,5
1994-Q3,Working days Lost,Tasmania,,000,A2540875T,1.9
1994-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.4
1994-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1994-Q3,Working days Lost,Australia,,000,A2540883T,102.9
1994-Q4,Working days Lost,New South Wales,,000,A2540880K,91.4
1994-Q4,Working days Lost,Victoria,,000,A2540881L,42.5
1994-Q4,Working days Lost,Queensland,,000,A2540879A,52.9
1994-Q4,Working days Lost,South Australia,,000,A2540882R,8.4
1994-Q4,Working days Lost,Western Australia,,000,A2540877W,6.8
1994-Q4,Working days Lost,Tasmania,,000,A2540875T,1.6
1994-Q4,Working days Lost,Northern Territory,,000,A2540876V,5
1994-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1994-Q4,Working days Lost,Australia,,000,A2540883T,208.7
1995-Q1,Working days Lost,New South Wales,,000,A2540880K,18.2
1995-Q1,Working days Lost,Victoria,,000,A2540881L,21
1995-Q1,Working days Lost,Queensland,,000,A2540879A,54.1
1995-Q1,Working days Lost,South Australia,,000,A2540882R,8.3
1995-Q1,Working days Lost,Western Australia,,000,A2540877W,5.2
1995-Q1,Working days Lost,Tasmania,,000,A2540875T,1.2
1995-Q1,Working days Lost,Northern Territory,,000,A2540876V,3
1995-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,0.5
1995-Q1,Working days Lost,Australia,,000,A2540883T,111.3
1995-Q2,Working days Lost,New South Wales,,000,A2540880K,21.8
1995-Q2,Working days Lost,Victoria,,000,A2540881L,50.4
1995-Q2,Working days Lost,Queensland,,000,A2540879A,64
1995-Q2,Working days Lost,South Australia,,000,A2540882R,4.3
1995-Q2,Working days Lost,Western Australia,,000,A2540877W,15.1
1995-Q2,Working days Lost,Tasmania,,000,A2540875T,1
1995-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,0.1
1995-Q2,Working days Lost,Australia,,000,A2540883T,156.8
1995-Q3,Working days Lost,New South Wales,,000,A2540880K,23.1
1995-Q3,Working days Lost,Victoria,,000,A2540881L,33.8
1995-Q3,Working days Lost,Queensland,,000,A2540879A,28.1
1995-Q3,Working days Lost,South Australia,,000,A2540882R,1.3
1995-Q3,Working days Lost,Western Australia,,000,A2540877W,31.9
1995-Q3,Working days Lost,Tasmania,,000,A2540875T,1.1
1995-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.6
1995-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,0.3
1995-Q3,Working days Lost,Australia,,000,A2540883T,120.1
1995-Q4,Working days Lost,New South Wales,,000,A2540880K,50.5
1995-Q4,Working days Lost,Victoria,,000,A2540881L,21.1
1995-Q4,Working days Lost,Queensland,,000,A2540879A,36.6
1995-Q4,Working days Lost,South Australia,,000,A2540882R,1.4
1995-Q4,Working days Lost,Western Australia,,000,A2540877W,49.4
1995-Q4,Working days Lost,Tasmania,,000,A2540875T,0.3
1995-Q4,Working days Lost,Australian Capital Territory,,000,A2540878X,0.3
1995-Q4,Working days Lost,Australia,,000,A2540883T,159.4
1996-Q1,Working days Lost,New South Wales,,000,A2540880K,83.3
1996-Q1,Working days Lost,Victoria,,000,A2540881L,20.2
1996-Q1,Working days Lost,Queensland,,000,A2540879A,12.8
1996-Q1,Working days Lost,South Australia,,000,A2540882R,14.1
1996-Q1,Working days Lost,Western Australia,,000,A2540877W,17.3
1996-Q1,Working days Lost,Tasmania,,000,A2540875T,0.9
1996-Q1,Working days Lost,Northern Territory,,000,A2540876V,1.7
1996-Q1,Working days Lost,Australian Capital Territory,,000,A2540878X,2.9
1996-Q1,Working days Lost,Australia,,000,A2540883T,153
1996-Q2,Working days Lost,New South Wales,,000,A2540880K,175.8
1996-Q2,Working days Lost,Victoria,,000,A2540881L,60.8
1996-Q2,Working days Lost,Queensland,,000,A2540879A,90.9
1996-Q2,Working days Lost,South Australia,,000,A2540882R,16.2
1996-Q2,Working days Lost,Western Australia,,000,A2540877W,15.7
1996-Q2,Working days Lost,Tasmania,,000,A2540875T,0.6
1996-Q2,Working days Lost,Northern Territory,,000,A2540876V,1.9
1996-Q2,Working days Lost,Australian Capital Territory,,000,A2540878X,6.2
1996-Q2,Working days Lost,Australia,,000,A2540883T,368.1
1996-Q3,Working days Lost,New South Wales,,000,A2540880K,77.6
1996-Q3,Working days Lost,Victoria,,000,A2540881L,113.2
1996-Q3,Working days Lost,Queensland,,000,A2540879A,69.5
1996-Q3,Working days Lost,South Australia,,000,A2540882R,10
1996-Q3,Working days Lost,Western Australia,,000,A2540877W,11.8
1996-Q3,Working days Lost,Tasmania,,000,A2540875T,11
1996-Q3,Working days Lost,Northern Territory,,000,A2540876V,0.4
1996-Q3,Working days Lost,Australian Capital Territory,,000,A2540878X,10.8
1996-Q3,Working days Lost,Australia,,000,A2540883T,304.3
1996-Q4,Working days Lost,New South Wales,,000,A2540880K,41.2
1996-Q4,Working days Lost,Victoria,,000,A2540881L,24.2
1996-Q4,Working days Lost,Queensland,,000,A2540879A,32.3
1996-Q4,Working days Lost,South Australia,,000,A2540882R,1.2
1996-Q4,Working days Lost,Western Australia,,000,A2540877W,2.5
1996-Q4,Working days Lost,Tasmania,,000,A2540875T,0.5
