STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,411,8157,35804,45218,41407,42868,60901,234766,7.90%
VIC,318,19067,60236,58061,46523,41268,45908,271381,11.70%
QLD,280,11262,39169,44080,40431,38147,42626,215995,11.90%
SA,2654,13697,19345,18777,18344,18905,24415,116137,17.00%
WA,148,11412,35910,34697,30827,27310,28139,168443,17.50%
TAS,59,2478,5863,6092,6385,6463,6359,33699,16.20%
NT,16,579,2301,2068,1719,1229,672,8584,10.20%
ACT,44,1951,5957,5115,3955,3326,3516,23864,15.60%
TOTAL,3930,68603,204585,214108,189591,179516,212536,1072869,11.70%
