STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,175,3133,16221,24171,26443,29332,50404,149879,5.20%
VIC,85,6579,28372,33268,30678,28735,37169,164886,7.40%
QLD,55,3400,16582,22878,25098,25979,36733,130725,7.30%
SA,2601,9106,10572,11423,12557,13218,20412,79889,12.10%
WA,42,4560,16805,19853,20187,19507,24153,105107,10.80%
TAS,12,800,2623,3061,3729,4340,5439,20004,9.90%
NT,2,163,895,1049,1092,988,654,4843,5.10%
ACT,7,762,3047,3133,2900,2483,2818,15150,10.20%
TOTAL,2979,28503,95117,118836,122684,124582,177782,670483,7.50%
