STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,78,3550,14687,22739,24285,27349,44107,136795,4.76%
VIC,102,7780,26334,31570,27536,26155,31477,150954,6.79%
QLD,81,5101,15365,22782,24044,24990,32303,124666,6.96%
SA,2131,8391,8378,10480,11121,12018,17423,69942,10.62%
WA,68,6317,16263,19436,19546,18808,21335,101773,10.81%
TAS,30,922,2385,3047,3482,4141,4630,18637,9.40%
NT,5,219,880,1023,1074,961,546,4708,5.22%
ACT,22,904,2764,2834,2645,2257,2389,13815,9.51%
TOTAL,2517,33184,87056,113911,113733,116679,154210,621290,6.96%
