STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,155,10265,28390,36368,34156,36895,43500,189729,6.60%
VIC,354,22677,46516,45226,35514,31610,29919,211816,9.60%
QLD,341,15791,33155,37367,34963,32766,29805,184188,10.58%
SA,1856,11837,13031,14401,14241,14904,16077,86347,12.93%
WA,205,15995,29040,29117,26313,22672,19287,142629,16.31%
TAS,95,2593,4581,5315,5394,5315,4131,27424,13.45%
NT,17,762,1950,1664,1360,931,384,7068,8.75%
ACT,33,2103,4419,3714,3020,2622,2159,18070,12.65%
TOTAL, 3 056, 82 023, 161 082, 173 172, 154 961, 147 715, 145 262, 867 271,9.86%
