STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,80,5230,13092,21623,22765,26306,37957,127053,4.58%
VIC,101,9089,22631,27947,24139,22641,25062,131610,6.18%
QLD,101,6377,14309,21443,22619,24132,27281,116262,6.77%
SA,1885,7089,6634,8915,9583,10526,13870,58502,9.12%
WA,68,7027,14089,17594,17533,16945,17284,90540,10.13%
TAS,20,1022,2145,2769,3293,3785,3735,16769,8.64%
NT,5,248,742,962,916,802,406,4081,4.68%
ACT,14,932,2273,2431,2200,1976,1808,11634,8.35%
TOTAL,2274,37014,75915,103684,103048,107113,127403,556451,6.49%
