STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,113,6044,12590,20011,19641,22727,29039,110165,4.12%
VIC,160,8034,16663,21396,19269,18102,18141,101765,5.12%
QLD,161,5977,11275,16309,17741,19194,19638,90295,5.71%
SA,3388,4418,3956,5588,6227,7110,9094,39781,6.47%
WA,88,5193,8960,11734,12095,11828,11543,61441,7.61%
TAS,44,803,1417,1819,2383,2576,2406,11448,6.08%
NT,7,188,638,790,641,519,270,3053,3.75%
ACT,22,677,1390,1607,1391,1342,1090,7519,5.84%
TOTAL,3983,31334,56889,79254,79388,83398,91221,425467,5.28%
