STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,278,7462,33433,42149,38577,40581,55486,217966,7.44%
VIC,393,19983,56984,55161,43027,38548,41237,255333,11.23%
QLD,350,12806,37320,42702,38710,36543,38790,207221,11.63%
SA,2268,13289,17033,17723,17357,17715,22243,107628,15.91%
WA,135,13476,34625,33564,29783,26420,25741,163744,17.55%
TAS,98,2645,5597,6007,6177,6248,5729,32501,15.67%
NT,12,702,2211,1995,1673,1160,595,8348,11.42%
ACT,41,2060,5578,4762,3738,3079,3135,22393,14.88%
TOTAL,3575,72423,192781,204063,179042,170294,192956,1015134,11.25%
