STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,108,2877,15469,23266,25007,27993,46589,141309,4.99%
VIC,101,7132,27276,32365,28557,26987,33730,156148,7.15%
QLD,84,4356,15840,22890,24497,25420,33841,126928,7.28%
SA,2278,8553,9110,10891,11743,12577,18742,73894,11.33%
WA,35,5539,16558,19661,19767,19014,22495,103069,10.99%
TAS,19,942,2565,3100,3652,4243,5007,19528,9.69%
NT,3,210,887,1046,1081,985,580,4792,5.17%
ACT,14,878,2879,2931,2775,2351,2533,14361,9.81%
TOTAL,2642,30487,90584,116150,117079,119570,163517,640029,7.28%
