date,state_code,state_name,registration_type,sex,registrations
2009-06-01,WA,Western Australia,Consent,Total,206443
2009-06-01,ACT,Australian Capital Territory,Intent,Female,14504
2009-06-01,NSW,New South Wales,Intent,Female,995134
2009-06-01,NT,Northern Territory,Intent,Female,4493
2009-06-01,QLD,Queensland,Intent,Female,301595
2009-06-01,SA,South Australia,Intent,Female,270198
2009-06-01,TAS,Tasmania,Intent,Female,72531
2009-06-01,VIC,Victoria,Intent,Female,253436
2009-06-01,WA,Western Australia,Intent,Female,233403
2009-06-01,ACT,Australian Capital Territory,Intent,Male,10652
2009-06-01,NSW,New South Wales,Intent,Male,1037879
2009-06-01,NT,Northern Territory,Intent,Male,3451
2009-06-01,QLD,Queensland,Intent,Male,326714
2009-06-01,SA,South Australia,Intent,Male,280555
2009-06-01,TAS,Tasmania,Intent,Male,73669
2009-06-01,VIC,Victoria,Intent,Male,187599
2009-06-01,WA,Western Australia,Intent,Male,232230
2009-06-01,ACT,Australian Capital Territory,Intent,Total,25156
2009-06-01,NSW,New South Wales,Intent,Total,2033046
2009-06-01,NT,Northern Territory,Intent,Total,7944
2009-06-01,QLD,Queensland,Intent,Total,628311
2009-06-01,SA,South Australia,Intent,Total,551055
2009-06-01,TAS,Tasmania,Intent,Total,146200
2009-06-01,VIC,Victoria,Intent,Total,444967
2009-06-01,WA,Western Australia,Intent,Total,466960
2009-07-01,ACT,Australian Capital Territory,Consent,Female,15640
2009-07-01,NSW,New South Wales,Consent,Female,174919
2009-07-01,NT,Northern Territory,Consent,Female,5997
2009-07-01,QLD,Queensland,Consent,Female,168940
2009-07-01,SA,South Australia,Consent,Female,75878
2009-07-01,TAS,Tasmania,Consent,Female,24979
2009-07-01,VIC,Victoria,Consent,Female,190431
2009-07-01,WA,Western Australia,Consent,Female,127259
2009-07-01,ACT,Australian Capital Territory,Consent,Male,10116
2009-07-01,NSW,New South Wales,Consent,Male,119643
2009-07-01,NT,Northern Territory,Consent,Male,3523
2009-07-01,QLD,Queensland,Consent,Male,108880
2009-07-01,SA,South Australia,Consent,Male,51859
2009-07-01,TAS,Tasmania,Consent,Male,15598
2009-07-01,VIC,Victoria,Consent,Male,120500
2009-07-01,WA,Western Australia,Consent,Male,81023
2009-07-01,ACT,Australian Capital Territory,Consent,Total,25756
2009-07-01,NSW,New South Wales,Consent,Total,294562
2009-07-01,NT,Northern Territory,Consent,Total,9520
2009-07-01,QLD,Queensland,Consent,Total,277820
2009-07-01,SA,South Australia,Consent,Total,127737
2009-07-01,TAS,Tasmania,Consent,Total,40577
2009-07-01,VIC,Victoria,Consent,Total,310931
2009-07-01,WA,Western Australia,Consent,Total,208282
2009-07-01,ACT,Australian Capital Territory,Intent,Female,14454
2009-07-01,NSW,New South Wales,Intent,Female,994334
2009-07-01,NT,Northern Territory,Intent,Female,4463
2009-07-01,QLD,Queensland,Intent,Female,301296
2009-07-01,SA,South Australia,Intent,Female,270307
2009-07-01,TAS,Tasmania,Intent,Female,72447
2009-07-01,VIC,Victoria,Intent,Female,253016
2009-07-01,WA,Western Australia,Intent,Female,232831
2009-07-01,ACT,Australian Capital Territory,Intent,Male,10612
2009-07-01,NSW,New South Wales,Intent,Male,1037413
2009-07-01,NT,Northern Territory,Intent,Male,3433
2009-07-01,QLD,Queensland,Intent,Male,326505
2009-07-01,SA,South Australia,Intent,Male,280851
2009-07-01,TAS,Tasmania,Intent,Male,73619
2009-07-01,VIC,Victoria,Intent,Male,187355
2009-07-01,WA,Western Australia,Intent,Male,231809
2009-07-01,ACT,Australian Capital Territory,Intent,Total,25066
2009-07-01,NSW,New South Wales,Intent,Total,2031780
2009-07-01,NT,Northern Territory,Intent,Total,7896
2009-07-01,QLD,Queensland,Intent,Total,627803
2009-07-01,SA,South Australia,Intent,Total,551458
2009-07-01,TAS,Tasmania,Intent,Total,146066
2009-07-01,VIC,Victoria,Intent,Total,444302
2009-07-01,WA,Western Australia,Intent,Total,465965
2009-08-01,ACT,Australian Capital Territory,Consent,Female,15804
2009-08-01,NSW,New South Wales,Consent,Female,175801
2009-08-01,NT,Northern Territory,Consent,Female,6096
2009-08-01,QLD,Queensland,Consent,Female,170014
2009-08-01,SA,South Australia,Consent,Female,76579
2009-08-01,TAS,Tasmania,Consent,Female,25049
2009-08-01,VIC,Victoria,Consent,Female,191771
2009-08-01,WA,Western Australia,Consent,Female,128361
2009-08-01,ACT,Australian Capital Territory,Consent,Male,10205
2009-08-01,NSW,New South Wales,Consent,Male,120127
2009-08-01,NT,Northern Territory,Consent,Male,3574
2009-08-01,QLD,Queensland,Consent,Male,109420
2009-08-01,SA,South Australia,Consent,Male,52279
2009-08-01,TAS,Tasmania,Consent,Male,15659
2009-08-01,VIC,Victoria,Consent,Male,121231
2009-08-01,WA,Western Australia,Consent,Male,81769
2009-08-01,ACT,Australian Capital Territory,Consent,Total,26009
2009-08-01,NSW,New South Wales,Consent,Total,295928
2009-08-01,NT,Northern Territory,Consent,Total,9670
2009-08-01,QLD,Queensland,Consent,Total,279434
2009-08-01,SA,South Australia,Consent,Total,128858
2009-08-01,TAS,Tasmania,Consent,Total,40708
2009-08-01,VIC,Victoria,Consent,Total,313002
2009-08-01,WA,Western Australia,Consent,Total,210130
2009-08-01,ACT,Australian Capital Territory,Intent,Female,14426
2009-08-01,NSW,New South Wales,Intent,Female,993748
2009-08-01,NT,Northern Territory,Intent,Female,4441
2009-08-01,QLD,Queensland,Intent,Female,301048
2009-08-01,SA,South Australia,Intent,Female,269712
2009-08-01,TAS,Tasmania,Intent,Female,72418
2009-08-01,VIC,Victoria,Intent,Female,252797
2009-08-01,WA,Western Australia,Intent,Female,232291
2009-08-01,ACT,Australian Capital Territory,Intent,Male,10609
2009-08-01,NSW,New South Wales,Intent,Male,1037067
2009-08-01,NT,Northern Territory,Intent,Male,3409
2009-08-01,QLD,Queensland,Intent,Male,326376
2009-08-01,SA,South Australia,Intent,Male,280482
2009-08-01,TAS,Tasmania,Intent,Male,73575
2009-08-01,VIC,Victoria,Intent,Male,187257
2009-08-01,WA,Western Australia,Intent,Male,231424
2009-08-01,ACT,Australian Capital Territory,Intent,Total,25035
2009-08-01,NSW,New South Wales,Intent,Total,2030848
2009-08-01,NT,Northern Territory,Intent,Total,7850
2009-08-01,QLD,Queensland,Intent,Total,627426
2009-08-01,SA,South Australia,Intent,Total,550494
2009-08-01,TAS,Tasmania,Intent,Total,145993
2009-08-01,VIC,Victoria,Intent,Total,443979
2009-08-01,WA,Western Australia,Intent,Total,465037
2009-09-01,ACT,Australian Capital Territory,Consent,Female,15929
2009-09-01,NSW,New South Wales,Consent,Female,176861
2009-09-01,NT,Northern Territory,Consent,Female,6147
2009-09-01,QLD,Queensland,Consent,Female,171338
2009-09-01,SA,South Australia,Consent,Female,77502
2009-09-01,TAS,Tasmania,Consent,Female,25183
2009-09-01,VIC,Victoria,Consent,Female,193265
2009-09-01,WA,Western Australia,Consent,Female,129592
2009-09-01,ACT,Australian Capital Territory,Consent,Male,10300
2009-09-01,NSW,New South Wales,Consent,Male,120582
2009-09-01,NT,Northern Territory,Consent,Male,3600
2009-09-01,QLD,Queensland,Consent,Male,109999
2009-09-01,SA,South Australia,Consent,Male,52904
2009-09-01,TAS,Tasmania,Consent,Male,15740
2009-09-01,VIC,Victoria,Consent,Male,122046
2009-09-01,WA,Western Australia,Consent,Male,82518
2009-09-01,ACT,Australian Capital Territory,Consent,Total,26229
2009-09-01,NSW,New South Wales,Consent,Total,297443
2009-09-01,NT,Northern Territory,Consent,Total,9747
2009-09-01,QLD,Queensland,Consent,Total,281337
2009-09-01,SA,South Australia,Consent,Total,130406
2009-09-01,TAS,Tasmania,Consent,Total,40923
2009-09-01,VIC,Victoria,Consent,Total,315311
2009-09-01,WA,Western Australia,Consent,Total,212110
2009-09-01,ACT,Australian Capital Territory,Intent,Female,14411
2009-09-01,NSW,New South Wales,Intent,Female,993003
2009-09-01,NT,Northern Territory,Intent,Female,4442
2009-09-01,QLD,Queensland,Intent,Female,300785
2009-09-01,SA,South Australia,Intent,Female,270757
2009-09-01,TAS,Tasmania,Intent,Female,72337
2009-09-01,VIC,Victoria,Intent,Female,252629
2009-09-01,WA,Western Australia,Intent,Female,231674
2009-09-01,ACT,Australian Capital Territory,Intent,Male,10598
2009-09-01,NSW,New South Wales,Intent,Male,1036532
2009-09-01,NT,Northern Territory,Intent,Male,3408
2009-09-01,QLD,Queensland,Intent,Male,326177
2009-09-01,SA,South Australia,Intent,Male,281762
2009-09-01,TAS,Tasmania,Intent,Male,73514
2009-09-01,VIC,Victoria,Intent,Male,187154
2009-09-01,WA,Western Australia,Intent,Male,230985
2009-09-01,ACT,Australian Capital Territory,Intent,Total,25009
2009-09-01,NSW,New South Wales,Intent,Total,2029568
2009-09-01,NT,Northern Territory,Intent,Total,7850
2009-09-01,QLD,Queensland,Intent,Total,626964
2009-09-01,SA,South Australia,Intent,Total,552804
2009-09-01,TAS,Tasmania,Intent,Total,145851
2009-09-01,VIC,Victoria,Intent,Total,443707
2009-09-01,WA,Western Australia,Intent,Total,463980
2009-10-01,ACT,Australian Capital Territory,Consent,Female,16073
2009-10-01,NSW,New South Wales,Consent,Female,177917
2009-10-01,NT,Northern Territory,Consent,Female,6194
2009-10-01,QLD,Queensland,Consent,Female,172585
2009-10-01,SA,South Australia,Consent,Female,78390
2009-10-01,TAS,Tasmania,Consent,Female,25317
2009-10-01,VIC,Victoria,Consent,Female,194892
2009-10-01,WA,Western Australia,Consent,Female,130938
2009-10-01,ACT,Australian Capital Territory,Consent,Male,10393
2009-10-01,NSW,New South Wales,Consent,Male,121109
2009-10-01,NT,Northern Territory,Consent,Male,3626
2009-10-01,QLD,Queensland,Consent,Male,110613
2009-10-01,SA,South Australia,Consent,Male,53450
2009-10-01,TAS,Tasmania,Consent,Male,15806
2009-10-01,VIC,Victoria,Consent,Male,122949
2009-10-01,WA,Western Australia,Consent,Male,83281
2009-10-01,ACT,Australian Capital Territory,Consent,Total,26466
2009-10-01,NSW,New South Wales,Consent,Total,299026
2009-10-01,NT,Northern Territory,Consent,Total,9820
2009-10-01,QLD,Queensland,Consent,Total,283198
2009-10-01,SA,South Australia,Consent,Total,131840
2009-10-01,TAS,Tasmania,Consent,Total,41123
2009-10-01,VIC,Victoria,Consent,Total,317841
2009-10-01,WA,Western Australia,Consent,Total,214219
2009-10-01,ACT,Australian Capital Territory,Intent,Female,14391
2009-10-01,NSW,New South Wales,Intent,Female,992242
2009-10-01,NT,Northern Territory,Intent,Female,4432
2009-10-01,QLD,Queensland,Intent,Female,300558
2009-10-01,SA,South Australia,Intent,Female,270905
2009-10-01,TAS,Tasmania,Intent,Female,72256
2009-10-01,VIC,Victoria,Intent,Female,252396
2009-10-01,WA,Western Australia,Intent,Female,231066
2009-10-01,ACT,Australian Capital Territory,Intent,Male,10575
2009-10-01,NSW,New South Wales,Intent,Male,1036029
2009-10-01,NT,Northern Territory,Intent,Male,3404
2009-10-01,QLD,Queensland,Intent,Male,325956
2009-10-01,SA,South Australia,Intent,Male,282261
2009-10-01,TAS,Tasmania,Intent,Male,73468
2009-10-01,VIC,Victoria,Intent,Male,187029
2009-10-01,WA,Western Australia,Intent,Male,230577
2009-10-01,ACT,Australian Capital Territory,Intent,Total,24966
2009-10-01,NSW,New South Wales,Intent,Total,2028304
2009-10-01,NT,Northern Territory,Intent,Total,7836
2009-10-01,QLD,Queensland,Intent,Total,626516
2009-10-01,SA,South Australia,Intent,Total,553447
2009-10-01,TAS,Tasmania,Intent,Total,145724
2009-10-01,VIC,Victoria,Intent,Total,443340
2009-10-01,WA,Western Australia,Intent,Total,462964
2009-11-01,ACT,Australian Capital Territory,Consent,Female,16215
2009-11-01,NSW,New South Wales,Consent,Female,179171
2009-11-01,NT,Northern Territory,Consent,Female,6268
2009-11-01,QLD,Queensland,Consent,Female,173978
2009-11-01,SA,South Australia,Consent,Female,79116
2009-11-01,TAS,Tasmania,Consent,Female,25475
2009-11-01,VIC,Victoria,Consent,Female,196585
2009-11-01,WA,Western Australia,Consent,Female,132167
2009-11-01,ACT,Australian Capital Territory,Consent,Male,10473
2009-11-01,NSW,New South Wales,Consent,Male,121814
2009-11-01,NT,Northern Territory,Consent,Male,3664
2009-11-01,QLD,Queensland,Consent,Male,111342
2009-11-01,SA,South Australia,Consent,Male,53940
2009-11-01,TAS,Tasmania,Consent,Male,15899
2009-11-01,VIC,Victoria,Consent,Male,123829
2009-11-01,WA,Western Australia,Consent,Male,84073
2009-11-01,ACT,Australian Capital Territory,Consent,Total,26688
2009-11-01,NSW,New South Wales,Consent,Total,300985
2009-11-01,NT,Northern Territory,Consent,Total,9932
2009-11-01,QLD,Queensland,Consent,Total,285320
2009-11-01,SA,South Australia,Consent,Total,133056
2009-11-01,TAS,Tasmania,Consent,Total,41374
2009-11-01,VIC,Victoria,Consent,Total,320414
2009-11-01,WA,Western Australia,Consent,Total,216240
2009-11-01,ACT,Australian Capital Territory,Intent,Female,14355
2009-11-01,NSW,New South Wales,Intent,Female,991455
2009-11-01,NT,Northern Territory,Intent,Female,4392
2009-11-01,QLD,Queensland,Intent,Female,300157
2009-11-01,SA,South Australia,Intent,Female,270282
2009-11-01,TAS,Tasmania,Intent,Female,72187
2009-11-01,VIC,Victoria,Intent,Female,251978
2009-11-01,WA,Western Australia,Intent,Female,230467
2009-11-01,ACT,Australian Capital Territory,Intent,Male,10549
2009-11-01,NSW,New South Wales,Intent,Male,1035517
2009-11-01,NT,Northern Territory,Intent,Male,3396
2009-11-01,QLD,Queensland,Intent,Male,325726
2009-11-01,SA,South Australia,Intent,Male,281853
2009-11-01,TAS,Tasmania,Intent,Male,73425
2009-11-01,VIC,Victoria,Intent,Male,186899
2009-11-01,WA,Western Australia,Intent,Male,230167
2009-11-01,ACT,Australian Capital Territory,Intent,Total,24904
2009-11-01,NSW,New South Wales,Intent,Total,2027005
2009-11-01,NT,Northern Territory,Intent,Total,7788
2009-11-01,QLD,Queensland,Intent,Total,625885
2009-11-01,SA,South Australia,Intent,Total,552415
2009-11-01,TAS,Tasmania,Intent,Total,145612
2009-11-01,VIC,Victoria,Intent,Total,442791
2009-11-01,WA,Western Australia,Intent,Total,461953
2009-12-01,ACT,Australian Capital Territory,Consent,Female,16378
2009-12-01,NSW,New South Wales,Consent,Female,179992
2009-12-01,NT,Northern Territory,Consent,Female,6317
2009-12-01,QLD,Queensland,Consent,Female,174891
2009-12-01,SA,South Australia,Consent,Female,79689
2009-12-01,TAS,Tasmania,Consent,Female,25596
2009-12-01,VIC,Victoria,Consent,Female,197752
2009-12-01,WA,Western Australia,Consent,Female,133128
2009-12-01,ACT,Australian Capital Territory,Consent,Male,10560
2009-12-01,NSW,New South Wales,Consent,Male,122296
2009-12-01,NT,Northern Territory,Consent,Male,3712
2009-12-01,QLD,Queensland,Consent,Male,111799
2009-12-01,SA,South Australia,Consent,Male,54317
2009-12-01,TAS,Tasmania,Consent,Male,15952
2009-12-01,VIC,Victoria,Consent,Male,124485
2009-12-01,WA,Western Australia,Consent,Male,84698
2009-12-01,ACT,Australian Capital Territory,Consent,Total,26938
2009-12-01,NSW,New South Wales,Consent,Total,302288
2009-12-01,NT,Northern Territory,Consent,Total,10029
2009-12-01,QLD,Queensland,Consent,Total,286690
2009-12-01,SA,South Australia,Consent,Total,134006
2009-12-01,TAS,Tasmania,Consent,Total,41548
2009-12-01,VIC,Victoria,Consent,Total,322237
2009-12-01,WA,Western Australia,Consent,Total,217826
2009-12-01,ACT,Australian Capital Territory,Intent,Female,14321
2009-12-01,NSW,New South Wales,Intent,Female,990878
2009-12-01,NT,Northern Territory,Intent,Female,4371
2009-12-01,QLD,Queensland,Intent,Female,299926
2009-12-01,SA,South Australia,Intent,Female,270779
2009-12-01,TAS,Tasmania,Intent,Female,72106
2009-12-01,VIC,Victoria,Intent,Female,251809
2009-12-01,WA,Western Australia,Intent,Female,230007
2009-12-01,ACT,Australian Capital Territory,Intent,Male,10541
2009-12-01,NSW,New South Wales,Intent,Male,1035153
2009-12-01,NT,Northern Territory,Intent,Male,3389
2009-12-01,QLD,Queensland,Intent,Male,325629
2009-12-01,SA,South Australia,Intent,Male,282549
2009-12-01,TAS,Tasmania,Intent,Male,73388
2009-12-01,VIC,Victoria,Intent,Male,186820
2009-12-01,WA,Western Australia,Intent,Male,229829
2009-12-01,ACT,Australian Capital Territory,Intent,Total,24862
2009-12-01,NSW,New South Wales,Intent,Total,2026064
2009-12-01,NT,Northern Territory,Intent,Total,7760
2009-12-01,QLD,Queensland,Intent,Total,625557
2009-12-01,SA,South Australia,Intent,Total,553602
2009-12-01,TAS,Tasmania,Intent,Total,145494
2009-12-01,VIC,Victoria,Intent,Total,442543
2009-12-01,WA,Western Australia,Intent,Total,461155
2010-01-01,ACT,Australian Capital Territory,Consent,Female,16506
2010-01-01,NSW,New South Wales,Consent,Female,180750
2010-01-01,NT,Northern Territory,Consent,Female,6386
2010-01-01,QLD,Queensland,Consent,Female,175677
2010-01-01,SA,South Australia,Consent,Female,80398
2010-01-01,TAS,Tasmania,Consent,Female,25729
2010-01-01,VIC,Victoria,Consent,Female,198779
2010-01-01,WA,Western Australia,Consent,Female,133981
2010-01-01,ACT,Australian Capital Territory,Consent,Male,10649
2010-01-01,NSW,New South Wales,Consent,Male,122619
2010-01-01,NT,Northern Territory,Consent,Male,3741
2010-01-01,QLD,Queensland,Consent,Male,112121
2010-01-01,SA,South Australia,Consent,Male,54765
2010-01-01,TAS,Tasmania,Consent,Male,16013
2010-01-01,VIC,Victoria,Consent,Male,125030
2010-01-01,WA,Western Australia,Consent,Male,85243
2010-01-01,ACT,Australian Capital Territory,Consent,Total,27155
2010-01-01,NSW,New South Wales,Consent,Total,303369
2010-01-01,NT,Northern Territory,Consent,Total,10127
2010-01-01,QLD,Queensland,Consent,Total,287798
2010-01-01,SA,South Australia,Consent,Total,135163
2010-01-01,TAS,Tasmania,Consent,Total,41742
2010-01-01,VIC,Victoria,Consent,Total,323809
2010-01-01,WA,Western Australia,Consent,Total,219224
2010-01-01,ACT,Australian Capital Territory,Intent,Female,14307
2010-01-01,NSW,New South Wales,Intent,Female,990342
2010-01-01,NT,Northern Territory,Intent,Female,4374
2010-01-01,QLD,Queensland,Intent,Female,299675
2010-01-01,SA,South Australia,Intent,Female,271068
2010-01-01,TAS,Tasmania,Intent,Female,72010
2010-01-01,VIC,Victoria,Intent,Female,251606
2010-01-01,WA,Western Australia,Intent,Female,229597
2010-01-01,ACT,Australian Capital Territory,Intent,Male,10517
2010-01-01,NSW,New South Wales,Intent,Male,1034750
2010-01-01,NT,Northern Territory,Intent,Male,3378
2010-01-01,QLD,Queensland,Intent,Male,325470
2010-01-01,SA,South Australia,Intent,Male,283098
2010-01-01,TAS,Tasmania,Intent,Male,73355
2010-01-01,VIC,Victoria,Intent,Male,186680
2010-01-01,WA,Western Australia,Intent,Male,229456
2010-01-01,ACT,Australian Capital Territory,Intent,Total,24824
2010-01-01,NSW,New South Wales,Intent,Total,2025125
2010-01-01,NT,Northern Territory,Intent,Total,7752
2010-01-01,QLD,Queensland,Intent,Total,625147
2010-01-01,SA,South Australia,Intent,Total,554437
2010-01-01,TAS,Tasmania,Intent,Total,145365
2010-01-01,VIC,Victoria,Intent,Total,442199
2010-01-01,WA,Western Australia,Intent,Total,460371
2010-02-01,ACT,Australian Capital Territory,Consent,Female,16730
2010-02-01,NSW,New South Wales,Consent,Female,181749
2010-02-01,NT,Northern Territory,Consent,Female,6437
2010-02-01,QLD,Queensland,Consent,Female,176704
2010-02-01,SA,South Australia,Consent,Female,81184
2010-02-01,TAS,Tasmania,Consent,Female,25931
2010-02-01,VIC,Victoria,Consent,Female,200510
2010-02-01,WA,Western Australia,Consent,Female,135014
2010-02-01,ACT,Australian Capital Territory,Consent,Male,10769
2010-02-01,NSW,New South Wales,Consent,Male,123016
2010-02-01,NT,Northern Territory,Consent,Male,3784
2010-02-01,QLD,Queensland,Consent,Male,112552
2010-02-01,SA,South Australia,Consent,Male,55269
2010-02-01,TAS,Tasmania,Consent,Male,16082
2010-02-01,VIC,Victoria,Consent,Male,125807
2010-02-01,WA,Western Australia,Consent,Male,85870
2010-02-01,ACT,Australian Capital Territory,Consent,Total,27499
2010-02-01,NSW,New South Wales,Consent,Total,304765
2010-02-01,NT,Northern Territory,Consent,Total,10221
2010-02-01,QLD,Queensland,Consent,Total,289256
2010-02-01,SA,South Australia,Consent,Total,136453
2010-02-01,TAS,Tasmania,Consent,Total,42013
2010-02-01,VIC,Victoria,Consent,Total,326317
2010-02-01,WA,Western Australia,Consent,Total,220884
2010-02-01,ACT,Australian Capital Territory,Intent,Female,14397
2010-02-01,NSW,New South Wales,Intent,Female,989850
2010-02-01,NT,Northern Territory,Intent,Female,4352
2010-02-01,QLD,Queensland,Intent,Female,299726
2010-02-01,SA,South Australia,Intent,Female,271468
2010-02-01,TAS,Tasmania,Intent,Female,71939
2010-02-01,VIC,Victoria,Intent,Female,251569
2010-02-01,WA,Western Australia,Intent,Female,229197
2010-02-01,ACT,Australian Capital Territory,Intent,Male,10518
2010-02-01,NSW,New South Wales,Intent,Male,1034353
2010-02-01,NT,Northern Territory,Intent,Male,3362
2010-02-01,QLD,Queensland,Intent,Male,325427
2010-02-01,SA,South Australia,Intent,Male,283764
2010-02-01,TAS,Tasmania,Intent,Male,73319
2010-02-01,VIC,Victoria,Intent,Male,186653
2010-02-01,WA,Western Australia,Intent,Male,229186
2010-02-01,ACT,Australian Capital Territory,Intent,Total,24915
2010-02-01,NSW,New South Wales,Intent,Total,2024236
2010-02-01,NT,Northern Territory,Intent,Total,7714
2010-02-01,QLD,Queensland,Intent,Total,625155
2010-02-01,SA,South Australia,Intent,Total,555499
2010-02-01,TAS,Tasmania,Intent,Total,145258
2010-02-01,VIC,Victoria,Intent,Total,442131
2010-02-01,WA,Western Australia,Intent,Total,459699
2010-03-01,ACT,Australian Capital Territory,Consent,Female,17014
2010-03-01,NSW,New South Wales,Consent,Female,183392
2010-03-01,NT,Northern Territory,Consent,Female,6581
2010-03-01,QLD,Queensland,Consent,Female,178220
2010-03-01,SA,South Australia,Consent,Female,82119
2010-03-01,TAS,Tasmania,Consent,Female,26268
2010-03-01,VIC,Victoria,Consent,Female,202872
2010-03-01,WA,Western Australia,Consent,Female,136478
2010-03-01,ACT,Australian Capital Territory,Consent,Male,10932
2010-03-01,NSW,New South Wales,Consent,Male,123901
2010-03-01,NT,Northern Territory,Consent,Male,3843
2010-03-01,QLD,Queensland,Consent,Male,113315
2010-03-01,SA,South Australia,Consent,Male,55782
2010-03-01,TAS,Tasmania,Consent,Male,16231
2010-03-01,VIC,Victoria,Consent,Male,126964
2010-03-01,WA,Western Australia,Consent,Male,86711
2010-03-01,ACT,Australian Capital Territory,Consent,Total,27946
2010-03-01,NSW,New South Wales,Consent,Total,307293
2010-03-01,NT,Northern Territory,Consent,Total,10424
2010-03-01,QLD,Queensland,Consent,Total,291535
2010-03-01,SA,South Australia,Consent,Total,137901
2010-03-01,TAS,Tasmania,Consent,Total,42499
2010-03-01,VIC,Victoria,Consent,Total,329836
2010-03-01,WA,Western Australia,Consent,Total,223189
2010-03-01,ACT,Australian Capital Territory,Intent,Female,14334
2010-03-01,NSW,New South Wales,Intent,Female,988769
2010-03-01,NT,Northern Territory,Intent,Female,4332
2010-03-01,QLD,Queensland,Intent,Female,299309
2010-03-01,SA,South Australia,Intent,Female,270749
2010-03-01,TAS,Tasmania,Intent,Female,71779
2010-03-01,VIC,Victoria,Intent,Female,251032
2010-03-01,WA,Western Australia,Intent,Female,228586
2010-03-01,ACT,Australian Capital Territory,Intent,Male,10468
2010-03-01,NSW,New South Wales,Intent,Male,1033768
2010-03-01,NT,Northern Territory,Intent,Male,3344
2010-03-01,QLD,Queensland,Intent,Male,325210
2010-03-01,SA,South Australia,Intent,Male,283351
2010-03-01,TAS,Tasmania,Intent,Male,73220
2010-03-01,VIC,Victoria,Intent,Male,186434
2010-03-01,WA,Western Australia,Intent,Male,228787
2010-03-01,ACT,Australian Capital Territory,Intent,Total,24802
2010-03-01,NSW,New South Wales,Intent,Total,2022570
2010-03-01,NT,Northern Territory,Intent,Total,7676
2010-03-01,QLD,Queensland,Intent,Total,624521
2010-03-01,SA,South Australia,Intent,Total,554367
2010-03-01,TAS,Tasmania,Intent,Total,144999
2010-03-01,VIC,Victoria,Intent,Total,441373
2010-03-01,WA,Western Australia,Intent,Total,458688
2010-04-01,ACT,Australian Capital Territory,Consent,Female,17187
2010-04-01,NSW,New South Wales,Consent,Female,184446
2010-04-01,NT,Northern Territory,Consent,Female,6657
2010-04-01,QLD,Queensland,Consent,Female,179174
2010-04-01,SA,South Australia,Consent,Female,82797
2010-04-01,TAS,Tasmania,Consent,Female,26446
2010-04-01,VIC,Victoria,Consent,Female,204163
2010-04-01,WA,Western Australia,Consent,Female,137648
2010-04-01,ACT,Australian Capital Territory,Consent,Male,11030
2010-04-01,NSW,New South Wales,Consent,Male,124454
2010-04-01,NT,Northern Territory,Consent,Male,3877
2010-04-01,QLD,Queensland,Consent,Male,113810
2010-04-01,SA,South Australia,Consent,Male,56197
2010-04-01,TAS,Tasmania,Consent,Male,16325
2010-04-01,VIC,Victoria,Consent,Male,127617
2010-04-01,WA,Western Australia,Consent,Male,87456
2010-04-01,ACT,Australian Capital Territory,Consent,Total,28217
2010-04-01,NSW,New South Wales,Consent,Total,308900
2010-04-01,NT,Northern Territory,Consent,Total,10534
2010-04-01,QLD,Queensland,Consent,Total,292984
2010-04-01,SA,South Australia,Consent,Total,138994
2010-04-01,TAS,Tasmania,Consent,Total,42771
2010-04-01,VIC,Victoria,Consent,Total,331780
2010-04-01,WA,Western Australia,Consent,Total,225104
2010-04-01,ACT,Australian Capital Territory,Intent,Female,14315
2010-04-01,NSW,New South Wales,Intent,Female,987993
2010-04-01,NT,Northern Territory,Intent,Female,4300
2010-04-01,QLD,Queensland,Intent,Female,299032
2010-04-01,SA,South Australia,Intent,Female,271247
2010-04-01,TAS,Tasmania,Intent,Female,71683
2010-04-01,VIC,Victoria,Intent,Female,250765
2010-04-01,WA,Western Australia,Intent,Female,228015
2010-04-01,ACT,Australian Capital Territory,Intent,Male,10439
2010-04-01,NSW,New South Wales,Intent,Male,1033280
2010-04-01,NT,Northern Territory,Intent,Male,3339
2010-04-01,QLD,Queensland,Intent,Male,325036
2010-04-01,SA,South Australia,Intent,Male,284184
2010-04-01,TAS,Tasmania,Intent,Male,73159
2010-04-01,VIC,Victoria,Intent,Male,186309
2010-04-01,WA,Western Australia,Intent,Male,228358
2010-04-01,ACT,Australian Capital Territory,Intent,Total,24754
2010-04-01,NSW,New South Wales,Intent,Total,2021306
2010-04-01,NT,Northern Territory,Intent,Total,7639
2010-04-01,QLD,Queensland,Intent,Total,624070
2010-04-01,SA,South Australia,Intent,Total,555689
2010-04-01,TAS,Tasmania,Intent,Total,144842
2010-04-01,VIC,Victoria,Intent,Total,440980
2010-04-01,WA,Western Australia,Intent,Total,457688
2010-05-01,ACT,Australian Capital Territory,Consent,Female,17327
2010-05-01,NSW,New South Wales,Consent,Female,185375
2010-05-01,NT,Northern Territory,Consent,Female,6704
2010-05-01,QLD,Queensland,Consent,Female,179967
2010-05-01,SA,South Australia,Consent,Female,83490
2010-05-01,TAS,Tasmania,Consent,Female,26848
2010-05-01,VIC,Victoria,Consent,Female,205418
2010-05-01,WA,Western Australia,Consent,Female,138694
2010-05-01,ACT,Australian Capital Territory,Consent,Male,11111
2010-05-01,NSW,New South Wales,Consent,Male,124912
2010-05-01,NT,Northern Territory,Consent,Male,3901
2010-05-01,QLD,Queensland,Consent,Male,114180
2010-05-01,SA,South Australia,Consent,Male,56604
2010-05-01,TAS,Tasmania,Consent,Male,16509
