date,state_code,state_name,registration_type,sex,registrations
2014-02-01,WA,Western Australia,Consent,Female,167930
2014-02-01,ACT,Australian Capital Territory,Consent,Male,15074
2014-02-01,NSW,New South Wales,Consent,Male,148983
2014-02-01,NT,Northern Territory,Consent,Male,4837
2014-02-01,QLD,Queensland,Consent,Male,130290
2014-02-01,SA,South Australia,Consent,Male,79498
2014-02-01,TAS,Tasmania,Consent,Male,19913
2014-02-01,VIC,Victoria,Consent,Male,164029
2014-02-01,WA,Western Australia,Consent,Male,104904
2014-02-01,ACT,Australian Capital Territory,Consent,Total,38767
2014-02-01,NSW,New South Wales,Consent,Total,381929
2014-02-01,NT,Northern Territory,Consent,Total,13415
2014-02-01,QLD,Queensland,Consent,Total,345332
2014-02-01,SA,South Australia,Consent,Total,195017
2014-02-01,TAS,Tasmania,Consent,Total,53446
2014-02-01,VIC,Victoria,Consent,Total,433694
2014-02-01,WA,Western Australia,Consent,Total,272834
2014-02-01,ACT,Australian Capital Territory,Intent,Female,14184
2014-02-01,NSW,New South Wales,Intent,Female,963524
2014-02-01,NT,Northern Territory,Intent,Female,3939
2014-02-01,QLD,Queensland,Intent,Female,295414
2014-02-01,SA,South Australia,Intent,Female,300071
2014-02-01,TAS,Tasmania,Intent,Female,68728
2014-02-01,VIC,Victoria,Intent,Female,242138
2014-02-01,WA,Western Australia,Intent,Female,218556
2014-02-01,ACT,Australian Capital Territory,Intent,Male,10237
2014-02-01,NSW,New South Wales,Intent,Male,1015282
2014-02-01,NT,Northern Territory,Intent,Male,3191
2014-02-01,QLD,Queensland,Intent,Male,321193
2014-02-01,SA,South Australia,Intent,Male,324980
2014-02-01,TAS,Tasmania,Intent,Male,71062
2014-02-01,VIC,Victoria,Intent,Male,180492
2014-02-01,WA,Western Australia,Intent,Male,221100
2014-02-01,ACT,Australian Capital Territory,Intent,Total,24421
2014-02-01,NSW,New South Wales,Intent,Total,1978839
2014-02-01,NT,Northern Territory,Intent,Total,7130
2014-02-01,QLD,Queensland,Intent,Total,616610
2014-02-01,SA,South Australia,Intent,Total,625204
2014-02-01,TAS,Tasmania,Intent,Total,139790
2014-02-01,VIC,Victoria,Intent,Total,426408
2014-02-01,WA,Western Australia,Intent,Total,440950
2014-03-01,ACT,Australian Capital Territory,Consent,Female,23864
2014-03-01,NSW,New South Wales,Consent,Female,234766
2014-03-01,NT,Northern Territory,Consent,Female,8584
2014-03-01,QLD,Queensland,Consent,Female,215995
2014-03-01,SA,South Australia,Consent,Female,116137
2014-03-01,TAS,Tasmania,Consent,Female,33699
2014-03-01,VIC,Victoria,Consent,Female,271381
2014-03-01,WA,Western Australia,Consent,Female,168443
2014-03-01,ACT,Australian Capital Territory,Consent,Male,15150
2014-03-01,NSW,New South Wales,Consent,Male,149879
2014-03-01,NT,Northern Territory,Consent,Male,4843
2014-03-01,QLD,Queensland,Consent,Male,130725
2014-03-01,SA,South Australia,Consent,Male,79889
2014-03-01,TAS,Tasmania,Consent,Male,20004
2014-03-01,VIC,Victoria,Consent,Male,164886
2014-03-01,WA,Western Australia,Consent,Male,105107
2014-03-01,ACT,Australian Capital Territory,Consent,Total,39014
2014-03-01,NSW,New South Wales,Consent,Total,384645
2014-03-01,NT,Northern Territory,Consent,Total,13427
2014-03-01,QLD,Queensland,Consent,Total,346720
2014-03-01,SA,South Australia,Consent,Total,196026
2014-03-01,TAS,Tasmania,Consent,Total,53703
2014-03-01,VIC,Victoria,Consent,Total,436267
2014-03-01,WA,Western Australia,Consent,Total,273550
2014-03-01,ACT,Australian Capital Territory,Intent,Female,14137
2014-03-01,NSW,New South Wales,Intent,Female,962616
2014-03-01,NT,Northern Territory,Intent,Female,3943
2014-03-01,QLD,Queensland,Intent,Female,295156
2014-03-01,SA,South Australia,Intent,Female,300907
2014-03-01,TAS,Tasmania,Intent,Female,68658
2014-03-01,VIC,Victoria,Intent,Female,241840
2014-03-01,WA,Western Australia,Intent,Female,218429
2014-03-01,ACT,Australian Capital Territory,Intent,Male,10228
2014-03-01,NSW,New South Wales,Intent,Male,1014690
2014-03-01,NT,Northern Territory,Intent,Male,3184
2014-03-01,QLD,Queensland,Intent,Male,321002
2014-03-01,SA,South Australia,Intent,Male,326097
2014-03-01,TAS,Tasmania,Intent,Male,71024
2014-03-01,VIC,Victoria,Intent,Male,180342
2014-03-01,WA,Western Australia,Intent,Male,221045
2014-03-01,ACT,Australian Capital Territory,Intent,Total,24365
2014-03-01,NSW,New South Wales,Intent,Total,1977339
2014-03-01,NT,Northern Territory,Intent,Total,7127
2014-03-01,QLD,Queensland,Intent,Total,616160
2014-03-01,SA,South Australia,Intent,Total,627153
2014-03-01,TAS,Tasmania,Intent,Total,139682
2014-03-01,VIC,Victoria,Intent,Total,425960
2014-03-01,WA,Western Australia,Intent,Total,440768
2014-04-01,ACT,Australian Capital Territory,Consent,Female,23938
2014-04-01,NSW,New South Wales,Consent,Female,236474
2014-04-01,NT,Northern Territory,Consent,Female,8596
2014-04-01,QLD,Queensland,Consent,Female,216671
2014-04-01,SA,South Australia,Consent,Female,116933
2014-04-01,TAS,Tasmania,Consent,Female,33747
2014-04-01,VIC,Victoria,Consent,Female,272708
2014-04-01,WA,Western Australia,Consent,Female,168847
2014-04-01,ACT,Australian Capital Territory,Consent,Male,15220
2014-04-01,NSW,New South Wales,Consent,Male,150790
2014-04-01,NT,Northern Territory,Consent,Male,4831
2014-04-01,QLD,Queensland,Consent,Male,130978
2014-04-01,SA,South Australia,Consent,Male,80412
2014-04-01,TAS,Tasmania,Consent,Male,20005
2014-04-01,VIC,Victoria,Consent,Male,165675
2014-04-01,WA,Western Australia,Consent,Male,105282
2014-04-01,ACT,Australian Capital Territory,Consent,Total,39158
2014-04-01,NSW,New South Wales,Consent,Total,387264
2014-04-01,NT,Northern Territory,Consent,Total,13427
2014-04-01,QLD,Queensland,Consent,Total,347649
2014-04-01,SA,South Australia,Consent,Total,197345
2014-04-01,TAS,Tasmania,Consent,Total,53752
2014-04-01,VIC,Victoria,Consent,Total,438383
2014-04-01,WA,Western Australia,Consent,Total,274129
2014-04-01,ACT,Australian Capital Territory,Intent,Female,14126
2014-04-01,NSW,New South Wales,Intent,Female,961937
2014-04-01,NT,Northern Territory,Intent,Female,3938
2014-04-01,QLD,Queensland,Intent,Female,295004
2014-04-01,SA,South Australia,Intent,Female,301520
2014-04-01,TAS,Tasmania,Intent,Female,68626
2014-04-01,VIC,Victoria,Intent,Female,241634
2014-04-01,WA,Western Australia,Intent,Female,218345
2014-04-01,ACT,Australian Capital Territory,Intent,Male,10211
2014-04-01,NSW,New South Wales,Intent,Male,1014210
2014-04-01,NT,Northern Territory,Intent,Male,3187
2014-04-01,QLD,Queensland,Intent,Male,320894
2014-04-01,SA,South Australia,Intent,Male,327068
2014-04-01,TAS,Tasmania,Intent,Male,71010
2014-04-01,VIC,Victoria,Intent,Male,180217
2014-04-01,WA,Western Australia,Intent,Male,220960
2014-04-01,ACT,Australian Capital Territory,Intent,Total,24337
2014-04-01,NSW,New South Wales,Intent,Total,1976180
2014-04-01,NT,Northern Territory,Intent,Total,7125
2014-04-01,QLD,Queensland,Intent,Total,615900
2014-04-01,SA,South Australia,Intent,Total,628737
2014-04-01,TAS,Tasmania,Intent,Total,139636
2014-04-01,VIC,Victoria,Intent,Total,425626
2014-04-01,WA,Western Australia,Intent,Total,440598
2014-05-01,ACT,Australian Capital Territory,Consent,Female,23984
2014-05-01,NSW,New South Wales,Consent,Female,237703
2014-05-01,NT,Northern Territory,Consent,Female,8589
2014-05-01,QLD,Queensland,Consent,Female,217291
2014-05-01,SA,South Australia,Consent,Female,117464
2014-05-01,TAS,Tasmania,Consent,Female,33887
2014-05-01,VIC,Victoria,Consent,Female,273867
2014-05-01,WA,Western Australia,Consent,Female,169146
2014-05-01,ACT,Australian Capital Territory,Consent,Male,15225
2014-05-01,NSW,New South Wales,Consent,Male,151415
2014-05-01,NT,Northern Territory,Consent,Male,4826
2014-05-01,QLD,Queensland,Consent,Male,131154
2014-05-01,SA,South Australia,Consent,Male,80796
2014-05-01,TAS,Tasmania,Consent,Male,20073
2014-05-01,VIC,Victoria,Consent,Male,166347
2014-05-01,WA,Western Australia,Consent,Male,105419
2014-05-01,ACT,Australian Capital Territory,Consent,Total,39209
2014-05-01,NSW,New South Wales,Consent,Total,389118
2014-05-01,NT,Northern Territory,Consent,Total,13415
2014-05-01,QLD,Queensland,Consent,Total,348445
2014-05-01,SA,South Australia,Consent,Total,198260
2014-05-01,TAS,Tasmania,Consent,Total,53960
2014-05-01,VIC,Victoria,Consent,Total,440214
2014-05-01,WA,Western Australia,Consent,Total,274565
2014-05-01,ACT,Australian Capital Territory,Intent,Female,14135
2014-05-01,NSW,New South Wales,Intent,Female,961492
2014-05-01,NT,Northern Territory,Intent,Female,3941
2014-05-01,QLD,Queensland,Intent,Female,294913
2014-05-01,SA,South Australia,Intent,Female,302323
2014-05-01,TAS,Tasmania,Intent,Female,68563
2014-05-01,VIC,Victoria,Intent,Female,241596
2014-05-01,WA,Western Australia,Intent,Female,218268
2014-05-01,ACT,Australian Capital Territory,Intent,Male,10219
2014-05-01,NSW,New South Wales,Intent,Male,1013889
2014-05-01,NT,Northern Territory,Intent,Male,3181
2014-05-01,QLD,Queensland,Intent,Male,320825
2014-05-01,SA,South Australia,Intent,Male,328003
2014-05-01,TAS,Tasmania,Intent,Male,70974
2014-05-01,VIC,Victoria,Intent,Male,180152
2014-05-01,WA,Western Australia,Intent,Male,220894
2014-05-01,ACT,Australian Capital Territory,Intent,Total,24354
2014-05-01,NSW,New South Wales,Intent,Total,1975414
2014-05-01,NT,Northern Territory,Intent,Total,7122
2014-05-01,QLD,Queensland,Intent,Total,615740
2014-05-01,SA,South Australia,Intent,Total,630475
2014-05-01,TAS,Tasmania,Intent,Total,139537
2014-05-01,VIC,Victoria,Intent,Total,425522
2014-05-01,WA,Western Australia,Intent,Total,440455
2014-06-01,ACT,Australian Capital Territory,Consent,Female,24033
2014-06-01,NSW,New South Wales,Consent,Female,238871
2014-06-01,NT,Northern Territory,Consent,Female,8592
2014-06-01,QLD,Queensland,Consent,Female,217710
2014-06-01,SA,South Australia,Consent,Female,118088
2014-06-01,TAS,Tasmania,Consent,Female,33936
2014-06-01,VIC,Victoria,Consent,Female,274885
2014-06-01,WA,Western Australia,Consent,Female,169407
2014-06-01,ACT,Australian Capital Territory,Consent,Male,15279
2014-06-01,NSW,New South Wales,Consent,Male,151952
2014-06-01,NT,Northern Territory,Consent,Male,4826
2014-06-01,QLD,Queensland,Consent,Male,131330
2014-06-01,SA,South Australia,Consent,Male,81217
2014-06-01,TAS,Tasmania,Consent,Male,20100
2014-06-01,VIC,Victoria,Consent,Male,166893
2014-06-01,WA,Western Australia,Consent,Male,105529
2014-06-01,ACT,Australian Capital Territory,Consent,Total,39312
2014-06-01,NSW,New South Wales,Consent,Total,390823
2014-06-01,NT,Northern Territory,Consent,Total,13418
2014-06-01,QLD,Queensland,Consent,Total,349040
2014-06-01,SA,South Australia,Consent,Total,199305
2014-06-01,TAS,Tasmania,Consent,Total,54036
2014-06-01,VIC,Victoria,Consent,Total,441778
2014-06-01,WA,Western Australia,Consent,Total,274936
2014-06-01,ACT,Australian Capital Territory,Intent,Female,14110
2014-06-01,NSW,New South Wales,Intent,Female,961026
2014-06-01,NT,Northern Territory,Intent,Female,3921
2014-06-01,QLD,Queensland,Intent,Female,294853
2014-06-01,SA,South Australia,Intent,Female,303060
2014-06-01,TAS,Tasmania,Intent,Female,68533
2014-06-01,VIC,Victoria,Intent,Female,241517
2014-06-01,WA,Western Australia,Intent,Female,218174
2014-06-01,ACT,Australian Capital Territory,Intent,Male,10205
2014-06-01,NSW,New South Wales,Intent,Male,1013388
2014-06-01,NT,Northern Territory,Intent,Male,3176
2014-06-01,QLD,Queensland,Intent,Male,320706
2014-06-01,SA,South Australia,Intent,Male,329089
2014-06-01,TAS,Tasmania,Intent,Male,70950
2014-06-01,VIC,Victoria,Intent,Male,179982
2014-06-01,WA,Western Australia,Intent,Male,220774
2014-06-01,ACT,Australian Capital Territory,Intent,Total,24315
2014-06-01,NSW,New South Wales,Intent,Total,1974447
2014-06-01,NT,Northern Territory,Intent,Total,7097
2014-06-01,QLD,Queensland,Intent,Total,615561
2014-06-01,SA,South Australia,Intent,Total,632297
2014-06-01,TAS,Tasmania,Intent,Total,139483
2014-06-01,VIC,Victoria,Intent,Total,425272
2014-06-01,WA,Western Australia,Intent,Total,440241
2014-07-01,ACT,Australian Capital Territory,Consent,Female,24091
2014-07-01,NSW,New South Wales,Consent,Female,240042
2014-07-01,NT,Northern Territory,Consent,Female,8614
2014-07-01,QLD,Queensland,Consent,Female,218411
2014-07-01,SA,South Australia,Consent,Female,118730
2014-07-01,TAS,Tasmania,Consent,Female,34005
2014-07-01,VIC,Victoria,Consent,Female,276123
2014-07-01,WA,Western Australia,Consent,Female,169763
2014-07-01,ACT,Australian Capital Territory,Consent,Male,15317
2014-07-01,NSW,New South Wales,Consent,Male,152562
2014-07-01,NT,Northern Territory,Consent,Male,4837
2014-07-01,QLD,Queensland,Consent,Male,131712
2014-07-01,SA,South Australia,Consent,Male,81713
2014-07-01,TAS,Tasmania,Consent,Male,20117
2014-07-01,VIC,Victoria,Consent,Male,167514
2014-07-01,WA,Western Australia,Consent,Male,105699
2014-07-01,ACT,Australian Capital Territory,Consent,Total,39408
2014-07-01,NSW,New South Wales,Consent,Total,392604
2014-07-01,NT,Northern Territory,Consent,Total,13451
2014-07-01,QLD,Queensland,Consent,Total,350123
2014-07-01,SA,South Australia,Consent,Total,200443
2014-07-01,TAS,Tasmania,Consent,Total,54122
2014-07-01,VIC,Victoria,Consent,Total,443637
2014-07-01,WA,Western Australia,Consent,Total,275462
2014-07-01,ACT,Australian Capital Territory,Intent,Female,14129
2014-07-01,NSW,New South Wales,Intent,Female,960629
2014-07-01,NT,Northern Territory,Intent,Female,3913
2014-07-01,QLD,Queensland,Intent,Female,294840
2014-07-01,SA,South Australia,Intent,Female,303770
2014-07-01,TAS,Tasmania,Intent,Female,68510
2014-07-01,VIC,Victoria,Intent,Female,241402
2014-07-01,WA,Western Australia,Intent,Female,218117
2014-07-01,ACT,Australian Capital Territory,Intent,Male,10204
2014-07-01,NSW,New South Wales,Intent,Male,1013184
2014-07-01,NT,Northern Territory,Intent,Male,3177
2014-07-01,QLD,Queensland,Intent,Male,320656
2014-07-01,SA,South Australia,Intent,Male,330099
2014-07-01,TAS,Tasmania,Intent,Male,70954
2014-07-01,VIC,Victoria,Intent,Male,179955
2014-07-01,WA,Western Australia,Intent,Male,220729
2014-07-01,ACT,Australian Capital Territory,Intent,Total,24333
2014-07-01,NSW,New South Wales,Intent,Total,1973846
2014-07-01,NT,Northern Territory,Intent,Total,7090
2014-07-01,QLD,Queensland,Intent,Total,615498
2014-07-01,SA,South Australia,Intent,Total,633985
2014-07-01,TAS,Tasmania,Intent,Total,139464
2014-07-01,VIC,Victoria,Intent,Total,425127
2014-07-01,WA,Western Australia,Intent,Total,440139
2014-08-01,ACT,Australian Capital Territory,Consent,Female,24152
2014-08-01,NSW,New South Wales,Consent,Female,241218
2014-08-01,NT,Northern Territory,Consent,Female,8609
2014-08-01,QLD,Queensland,Consent,Female,219019
2014-08-01,SA,South Australia,Consent,Female,119291
2014-08-01,TAS,Tasmania,Consent,Female,34058
2014-08-01,VIC,Victoria,Consent,Female,277062
2014-08-01,WA,Western Australia,Consent,Female,170045
2014-08-01,ACT,Australian Capital Territory,Consent,Male,15363
2014-08-01,NSW,New South Wales,Consent,Male,153317
2014-08-01,NT,Northern Territory,Consent,Male,4829
2014-08-01,QLD,Queensland,Consent,Male,131864
2014-08-01,SA,South Australia,Consent,Male,82076
2014-08-01,TAS,Tasmania,Consent,Male,20109
2014-08-01,VIC,Victoria,Consent,Male,168001
2014-08-01,WA,Western Australia,Consent,Male,105728
2014-08-01,ACT,Australian Capital Territory,Consent,Total,39515
2014-08-01,NSW,New South Wales,Consent,Total,394535
2014-08-01,NT,Northern Territory,Consent,Total,13438
2014-08-01,QLD,Queensland,Consent,Total,350883
2014-08-01,SA,South Australia,Consent,Total,201367
2014-08-01,TAS,Tasmania,Consent,Total,54167
2014-08-01,VIC,Victoria,Consent,Total,445063
2014-08-01,WA,Western Australia,Consent,Total,275773
2014-08-01,ACT,Australian Capital Territory,Intent,Female,14274
2014-08-01,NSW,New South Wales,Intent,Female,961621
2014-08-01,NT,Northern Territory,Intent,Female,3920
2014-08-01,QLD,Queensland,Intent,Female,295959
2014-08-01,SA,South Australia,Intent,Female,305082
2014-08-01,TAS,Tasmania,Intent,Female,68558
2014-08-01,VIC,Victoria,Intent,Female,242154
2014-08-01,WA,Western Australia,Intent,Female,218500
2014-08-01,ACT,Australian Capital Territory,Intent,Male,10280
2014-08-01,NSW,New South Wales,Intent,Male,1013512
2014-08-01,NT,Northern Territory,Intent,Male,3181
2014-08-01,QLD,Queensland,Intent,Male,321157
2014-08-01,SA,South Australia,Intent,Male,331696
2014-08-01,TAS,Tasmania,Intent,Male,70967
2014-08-01,VIC,Victoria,Intent,Male,180330
2014-08-01,WA,Western Australia,Intent,Male,220967
2014-08-01,ACT,Australian Capital Territory,Intent,Total,24554
2014-08-01,NSW,New South Wales,Intent,Total,1975166
2014-08-01,NT,Northern Territory,Intent,Total,7101
2014-08-01,QLD,Queensland,Intent,Total,617118
2014-08-01,SA,South Australia,Intent,Total,636893
2014-08-01,TAS,Tasmania,Intent,Total,139525
2014-08-01,VIC,Victoria,Intent,Total,426249
2014-08-01,WA,Western Australia,Intent,Total,440760
2014-09-01,ACT,Australian Capital Territory,Consent,Female,24249
2014-09-01,NSW,New South Wales,Consent,Female,242887
2014-09-01,NT,Northern Territory,Consent,Female,8599
2014-09-01,QLD,Queensland,Consent,Female,219913
2014-09-01,SA,South Australia,Consent,Female,119931
2014-09-01,TAS,Tasmania,Consent,Female,34107
2014-09-01,VIC,Victoria,Consent,Female,278293
2014-09-01,WA,Western Australia,Consent,Female,170394
2014-09-01,ACT,Australian Capital Territory,Consent,Male,15436
2014-09-01,NSW,New South Wales,Consent,Male,154200
2014-09-01,NT,Northern Territory,Consent,Male,4834
2014-09-01,QLD,Queensland,Consent,Male,132253
2014-09-01,SA,South Australia,Consent,Male,82477
2014-09-01,TAS,Tasmania,Consent,Male,20135
2014-09-01,VIC,Victoria,Consent,Male,168651
2014-09-01,WA,Western Australia,Consent,Male,105902
2014-09-01,ACT,Australian Capital Territory,Consent,Total,39685
2014-09-01,NSW,New South Wales,Consent,Total,397087
2014-09-01,NT,Northern Territory,Consent,Total,13433
2014-09-01,QLD,Queensland,Consent,Total,352166
2014-09-01,SA,South Australia,Consent,Total,202408
2014-09-01,TAS,Tasmania,Consent,Total,54242
2014-09-01,VIC,Victoria,Consent,Total,446944
2014-09-01,WA,Western Australia,Consent,Total,276296
2014-09-01,ACT,Australian Capital Territory,Intent,Female,14344
2014-09-01,NSW,New South Wales,Intent,Female,961446
2014-09-01,NT,Northern Territory,Intent,Female,3916
2014-09-01,QLD,Queensland,Intent,Female,296288
2014-09-01,SA,South Australia,Intent,Female,305775
2014-09-01,TAS,Tasmania,Intent,Female,68567
2014-09-01,VIC,Victoria,Intent,Female,242334
2014-09-01,WA,Western Australia,Intent,Female,218572
2014-09-01,ACT,Australian Capital Territory,Intent,Male,10305
2014-09-01,NSW,New South Wales,Intent,Male,1013367
2014-09-01,NT,Northern Territory,Intent,Male,3186
2014-09-01,QLD,Queensland,Intent,Male,321247
2014-09-01,SA,South Australia,Intent,Male,332638
2014-09-01,TAS,Tasmania,Intent,Male,70956
2014-09-01,VIC,Victoria,Intent,Male,180367
2014-09-01,WA,Western Australia,Intent,Male,220971
2014-09-01,ACT,Australian Capital Territory,Intent,Total,24649
2014-09-01,NSW,New South Wales,Intent,Total,1974846
2014-09-01,NT,Northern Territory,Intent,Total,7102
2014-09-01,QLD,Queensland,Intent,Total,617537
2014-09-01,SA,South Australia,Intent,Total,638516
2014-09-01,TAS,Tasmania,Intent,Total,139523
2014-09-01,VIC,Victoria,Intent,Total,426466
2014-09-01,WA,Western Australia,Intent,Total,440835
2014-10-01,ACT,Australian Capital Territory,Consent,Female,24327
2014-10-01,NSW,New South Wales,Consent,Female,244369
2014-10-01,NT,Northern Territory,Consent,Female,8614
2014-10-01,QLD,Queensland,Consent,Female,220772
2014-10-01,SA,South Australia,Consent,Female,120458
2014-10-01,TAS,Tasmania,Consent,Female,34194
2014-10-01,VIC,Victoria,Consent,Female,279577
2014-10-01,WA,Western Australia,Consent,Female,170798
2014-10-01,ACT,Australian Capital Territory,Consent,Male,15489
2014-10-01,NSW,New South Wales,Consent,Male,155100
2014-10-01,NT,Northern Territory,Consent,Male,4849
2014-10-01,QLD,Queensland,Consent,Male,132565
2014-10-01,SA,South Australia,Consent,Male,82902
2014-10-01,TAS,Tasmania,Consent,Male,20157
2014-10-01,VIC,Victoria,Consent,Male,169340
2014-10-01,WA,Western Australia,Consent,Male,106075
2014-10-01,ACT,Australian Capital Territory,Consent,Total,39816
2014-10-01,NSW,New South Wales,Consent,Total,399469
2014-10-01,NT,Northern Territory,Consent,Total,13463
2014-10-01,QLD,Queensland,Consent,Total,353337
2014-10-01,SA,South Australia,Consent,Total,203360
2014-10-01,TAS,Tasmania,Consent,Total,54351
2014-10-01,VIC,Victoria,Consent,Total,448915
2014-10-01,WA,Western Australia,Consent,Total,276873
2014-10-01,ACT,Australian Capital Territory,Intent,Female,14404
2014-10-01,NSW,New South Wales,Intent,Female,961313
2014-10-01,NT,Northern Territory,Intent,Female,3943
2014-10-01,QLD,Queensland,Intent,Female,296475
2014-10-01,SA,South Australia,Intent,Female,306510
2014-10-01,TAS,Tasmania,Intent,Female,68542
2014-10-01,VIC,Victoria,Intent,Female,242564
2014-10-01,WA,Western Australia,Intent,Female,218636
2014-10-01,ACT,Australian Capital Territory,Intent,Male,10347
2014-10-01,NSW,New South Wales,Intent,Male,1013167
2014-10-01,NT,Northern Territory,Intent,Male,3193
2014-10-01,QLD,Queensland,Intent,Male,321354
2014-10-01,SA,South Australia,Intent,Male,333563
2014-10-01,TAS,Tasmania,Intent,Male,70933
2014-10-01,VIC,Victoria,Intent,Male,180374
2014-10-01,WA,Western Australia,Intent,Male,220984
2014-10-01,ACT,Australian Capital Territory,Intent,Total,24751
2014-10-01,NSW,New South Wales,Intent,Total,1974513
2014-10-01,NT,Northern Territory,Intent,Total,7136
2014-10-01,QLD,Queensland,Intent,Total,617831
2014-10-01,SA,South Australia,Intent,Total,640173
2014-10-01,TAS,Tasmania,Intent,Total,139475
2014-10-01,VIC,Victoria,Intent,Total,426701
2014-10-01,WA,Western Australia,Intent,Total,440912
2014-11-01,ACT,Australian Capital Territory,Consent,Female,24421
2014-11-01,NSW,New South Wales,Consent,Female,245979
2014-11-01,NT,Northern Territory,Consent,Female,8632
2014-11-01,QLD,Queensland,Consent,Female,221685
2014-11-01,SA,South Australia,Consent,Female,120910
2014-11-01,TAS,Tasmania,Consent,Female,34255
2014-11-01,VIC,Victoria,Consent,Female,280765
2014-11-01,WA,Western Australia,Consent,Female,171147
2014-11-01,ACT,Australian Capital Territory,Consent,Male,15555
2014-11-01,NSW,New South Wales,Consent,Male,155947
2014-11-01,NT,Northern Territory,Consent,Male,4856
2014-11-01,QLD,Queensland,Consent,Male,133007
2014-11-01,SA,South Australia,Consent,Male,83098
2014-11-01,TAS,Tasmania,Consent,Male,20193
2014-11-01,VIC,Victoria,Consent,Male,169938
2014-11-01,WA,Western Australia,Consent,Male,106202
2014-11-01,ACT,Australian Capital Territory,Consent,Total,39976
2014-11-01,NSW,New South Wales,Consent,Total,401926
2014-11-01,NT,Northern Territory,Consent,Total,13488
2014-11-01,QLD,Queensland,Consent,Total,354692
2014-11-01,SA,South Australia,Consent,Total,204008
2014-11-01,TAS,Tasmania,Consent,Total,54448
2014-11-01,VIC,Victoria,Consent,Total,450703
2014-11-01,WA,Western Australia,Consent,Total,277349
2014-11-01,ACT,Australian Capital Territory,Intent,Female,14375
2014-11-01,NSW,New South Wales,Intent,Female,960370
2014-11-01,NT,Northern Territory,Intent,Female,3943
2014-11-01,QLD,Queensland,Intent,Female,296060
2014-11-01,SA,South Australia,Intent,Female,306232
2014-11-01,TAS,Tasmania,Intent,Female,68498
2014-11-01,VIC,Victoria,Intent,Female,242112
2014-11-01,WA,Western Australia,Intent,Female,218460
2014-11-01,ACT,Australian Capital Territory,Intent,Male,10311
2014-11-01,NSW,New South Wales,Intent,Male,1012571
2014-11-01,NT,Northern Territory,Intent,Male,3187
2014-11-01,QLD,Queensland,Intent,Male,321126
2014-11-01,SA,South Australia,Intent,Male,333587
2014-11-01,TAS,Tasmania,Intent,Male,70903
2014-11-01,VIC,Victoria,Intent,Male,180111
2014-11-01,WA,Western Australia,Intent,Male,220870
2014-11-01,ACT,Australian Capital Territory,Intent,Total,24686
2014-11-01,NSW,New South Wales,Intent,Total,1972974
2014-11-01,NT,Northern Territory,Intent,Total,7130
2014-11-01,QLD,Queensland,Intent,Total,617188
2014-11-01,SA,South Australia,Intent,Total,639919
2014-11-01,TAS,Tasmania,Intent,Total,139401
2014-11-01,VIC,Victoria,Intent,Total,425983
2014-11-01,WA,Western Australia,Intent,Total,440622
2014-12-01,ACT,Australian Capital Territory,Consent,Female,24531
2014-12-01,NSW,New South Wales,Consent,Female,247108
2014-12-01,NT,Northern Territory,Consent,Female,8646
2014-12-01,QLD,Queensland,Consent,Female,222234
2014-12-01,SA,South Australia,Consent,Female,121506
2014-12-01,TAS,Tasmania,Consent,Female,34322
2014-12-01,VIC,Victoria,Consent,Female,281659
2014-12-01,WA,Western Australia,Consent,Female,171388
2014-12-01,ACT,Australian Capital Territory,Consent,Male,15598
2014-12-01,NSW,New South Wales,Consent,Male,156589
2014-12-01,NT,Northern Territory,Consent,Male,4856
2014-12-01,QLD,Queensland,Consent,Male,133242
2014-12-01,SA,South Australia,Consent,Male,83592
2014-12-01,TAS,Tasmania,Consent,Male,20210
2014-12-01,VIC,Victoria,Consent,Male,170319
2014-12-01,WA,Western Australia,Consent,Male,106342
2014-12-01,ACT,Australian Capital Territory,Consent,Total,40129
2014-12-01,NSW,New South Wales,Consent,Total,403697
2014-12-01,NT,Northern Territory,Consent,Total,13502
2014-12-01,QLD,Queensland,Consent,Total,355476
2014-12-01,SA,South Australia,Consent,Total,205098
2014-12-01,TAS,Tasmania,Consent,Total,54532
2014-12-01,VIC,Victoria,Consent,Total,451978
2014-12-01,WA,Western Australia,Consent,Total,277730
2014-12-01,ACT,Australian Capital Territory,Intent,Female,14346
2014-12-01,NSW,New South Wales,Intent,Female,959660
2014-12-01,NT,Northern Territory,Intent,Female,3938
2014-12-01,QLD,Queensland,Intent,Female,295922
2014-12-01,SA,South Australia,Intent,Female,307930
2014-12-01,TAS,Tasmania,Intent,Female,68483
2014-12-01,VIC,Victoria,Intent,Female,241900
2014-12-01,WA,Western Australia,Intent,Female,218348
2014-12-01,ACT,Australian Capital Territory,Intent,Male,10300
2014-12-01,NSW,New South Wales,Intent,Male,1012148
2014-12-01,NT,Northern Territory,Intent,Male,3193
2014-12-01,QLD,Queensland,Intent,Male,320982
2014-12-01,SA,South Australia,Intent,Male,335550
2014-12-01,TAS,Tasmania,Intent,Male,70881
2014-12-01,VIC,Victoria,Intent,Male,180042
2014-12-01,WA,Western Australia,Intent,Male,220775
2014-12-01,ACT,Australian Capital Territory,Intent,Total,24646
2014-12-01,NSW,New South Wales,Intent,Total,1971841
2014-12-01,NT,Northern Territory,Intent,Total,7131
2014-12-01,QLD,Queensland,Intent,Total,616906
2014-12-01,SA,South Australia,Intent,Total,643580
2014-12-01,TAS,Tasmania,Intent,Total,139364
