edition,extract_date,council,gender,age_category,num_of_dogs,num_of_cats,count
2024-25,2025-05-30,CITY OF MITCHAM,Female,61-65,4,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,>5,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,0,1,62
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,0,2,32
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,0,3,2
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,1,0,285
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,1,1,21
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,1,2,4
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,1,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,1,5,1
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,2,0,63
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,2,1,8
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,2,2,2
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,3,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,3,4,1
2024-25,2025-05-30,CITY OF MITCHAM,Female,66-70,4,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Female,Unknown,0,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Female,Unknown,1,0,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,0,1,79
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,0,2,21
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,0,3,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,0,4,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,1,0,317
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,1,1,12
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,1,2,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,1,3,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,2,0,37
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,2,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,2,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,3,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,>70,3,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,16-20,0,1,5
2024-25,2025-05-30,CITY OF MITCHAM,Male,16-20,1,0,9
2024-25,2025-05-30,CITY OF MITCHAM,Male,21-25,0,1,36
2024-25,2025-05-30,CITY OF MITCHAM,Male,21-25,1,0,44
2024-25,2025-05-30,CITY OF MITCHAM,Male,21-25,1,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,21-25,2,0,4
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,0,1,28
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,0,2,9
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,1,0,106
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,1,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,2,0,12
2024-25,2025-05-30,CITY OF MITCHAM,Male,26-30,3,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,0,1,34
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,0,2,8
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,0,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,1,0,185
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,1,1,7
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,1,2,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,1,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,2,0,37
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,2,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,31-35,2,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,0,1,42
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,0,2,12
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,1,0,227
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,1,1,7
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,2,0,41
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,2,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,3,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,36-40,5,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,0,1,44
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,0,2,16
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,0,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,1,0,260
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,1,1,15
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,1,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,1,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,41-45,2,0,48
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,0,1,45
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,0,2,19
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,0,3,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,1,0,280
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,1,1,18
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,1,2,5
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,2,0,49
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,2,1,4
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,3,0,6
2024-25,2025-05-30,CITY OF MITCHAM,Male,46-50,3,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,>5,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,0,1,49
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,0,2,24
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,0,3,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,1,0,293
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,1,1,14
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,1,2,5
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,2,0,62
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,2,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,2,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,51-55,3,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,0,1,34
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,0,2,12
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,1,0,227
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,1,1,16
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,1,2,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,2,0,49
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,2,1,7
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,2,2,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,56-60,3,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,0,1,33
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,0,2,13
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,1,0,184
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,1,1,12
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,1,2,2
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,2,0,36
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,2,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,2,2,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,61-65,3,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,0,1,24
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,0,2,7
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,0,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,0,5,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,1,0,142
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,1,1,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,1,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,2,0,23
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,2,1,3
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,2,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,66-70,3,0,4
2024-25,2025-05-30,CITY OF MITCHAM,Male,Unknown,0,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Male,Unknown,1,0,4
2024-25,2025-05-30,CITY OF MITCHAM,Male,Unknown,2,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,>70,0,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,>70,1,0,10
2024-25,2025-05-30,CITY OF MITCHAM,Other,26-30,0,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,26-30,1,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,31-35,0,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,31-35,1,0,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,31-35,1,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,36-40,0,2,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,36-40,1,0,3
2024-25,2025-05-30,CITY OF MITCHAM,Other,36-40,1,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,41-45,1,0,4
2024-25,2025-05-30,CITY OF MITCHAM,Other,41-45,1,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,41-45,2,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,46-50,0,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,46-50,0,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,46-50,1,0,7
2024-25,2025-05-30,CITY OF MITCHAM,Other,46-50,1,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,46-50,2,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,51-55,0,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Other,51-55,0,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,51-55,1,0,3
2024-25,2025-05-30,CITY OF MITCHAM,Other,56-60,0,2,3
2024-25,2025-05-30,CITY OF MITCHAM,Other,56-60,1,0,4
2024-25,2025-05-30,CITY OF MITCHAM,Other,61-65,0,2,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,61-65,1,0,6
2024-25,2025-05-30,CITY OF MITCHAM,Other,66-70,1,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Other,Unknown,1,0,1
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,66-70,0,3,1
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,0,1,2
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,0,2,4
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,1,0,26
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,1,1,5
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,1,2,2
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,2,0,11
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,2,1,1
2024-25,2025-05-30,CITY OF MITCHAM,Unknown,Unknown,3,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,>5,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,1,54
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,2,6
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,0,5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,1,0,223
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,1,1,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,1,2,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,1,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,2,0,37
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,2,1,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,2,2,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,3,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,3,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,4,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,>70,5,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,0,1,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,0,2,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,0,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,1,0,23
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,1,1,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,16-20,2,0,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,0,1,51
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,0,2,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,0,3,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,0,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,1,0,96
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,1,1,14
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,1,2,6
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,1,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,2,0,16
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,2,2,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,3,0,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,21-25,3,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,0,1,50
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,0,2,24
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,0,3,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,1,0,201
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,1,1,19
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,1,2,10
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,1,3,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,2,0,47
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,2,1,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,2,2,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,2,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,3,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,3,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,26-30,4,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,0,1,35
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,0,2,17
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,0,3,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,1,0,187
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,1,1,34
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,1,2,10
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,2,0,50
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,2,1,11
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,2,2,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,2,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,3,0,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,3,1,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,31-35,4,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,0,1,33
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,0,2,16
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,0,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,0,183
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,1,29
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,2,10
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,1,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,2,0,36
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,2,1,7
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,2,2,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,3,0,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,36-40,3,2,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,>5,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,0,1,45
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,0,2,17
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,0,3,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,1,0,157
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,1,1,34
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,1,2,12
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,1,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,2,0,46
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,2,1,19
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,2,2,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,2,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,3,0,14
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,3,1,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,3,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,4,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,41-45,4,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,>5,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,0,1,34
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,0,2,12
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,0,3,6
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,1,0,166
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,1,1,24
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,1,2,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,1,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,1,5,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,2,0,55
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,2,1,13
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,2,2,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,2,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,2,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,3,0,10
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,3,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,3,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,46-50,4,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,0,1,28
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,0,2,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,0,3,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,0,165
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,1,27
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,2,13
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,3,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,1,5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,2,0,48
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,2,1,11
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,2,2,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,3,0,10
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,3,1,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,3,2,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,3,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,51-55,5,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,>5,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,0,1,36
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,0,2,17
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,0,3,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,0,4,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,1,0,156
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,1,1,20
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,1,2,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,1,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,1,5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,2,0,41
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,2,1,8
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,2,2,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,2,3,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,3,0,8
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,3,2,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,4,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,56-60,5,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,0,1,34
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,0,2,13
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,0,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,0,5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,1,0,143
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,1,1,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,1,2,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,1,4,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,2,0,51
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,2,1,11
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,2,2,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,3,0,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,61-65,4,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,0,1,22
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,0,2,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,0,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,1,0,120
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,1,1,9
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,1,2,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,1,5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,2,0,27
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,2,2,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,2,4,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,3,0,5
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,66-70,4,0,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,0,>5,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,0,1,82
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,0,2,15
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,0,3,4
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,1,0,16
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,1,1,3
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,1,3,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,2,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Female,Unknown,2,1,1
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Male,>70,>5,0,2
2024-25,2025-05-30,CITY OF MOUNT GAMBIER,Male,>70,0,1,21
