edition,extract_date,council,gender,age_category,num_of_dogs,num_of_cats,count
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,>70,0,1,8
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,>70,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,>70,1,0,95
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,>70,1,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,>70,2,0,17
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,16-20,0,1,6
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,16-20,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,16-20,1,0,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,21-25,0,1,49
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,21-25,0,2,7
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,21-25,1,0,24
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,21-25,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,21-25,2,0,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,0,1,58
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,0,2,6
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,0,5,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,1,0,39
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,26-30,2,0,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,0,1,19
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,0,2,8
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,1,0,47
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,1,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,1,2,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,31-35,2,0,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,36-40,0,1,14
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,36-40,0,2,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,36-40,1,0,31
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,36-40,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,36-40,2,0,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,41-45,0,1,9
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,41-45,0,2,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,41-45,1,0,48
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,41-45,1,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,41-45,2,0,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,0,1,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,0,2,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,1,0,43
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,1,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,2,0,12
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,46-50,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,0,1,9
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,0,2,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,1,0,64
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,1,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,1,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,1,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,2,0,11
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,2,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,51-55,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,0,1,6
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,0,2,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,1,0,56
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,2,0,11
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,2,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,56-60,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,0,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,0,2,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,1,0,53
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,1,1,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,2,0,8
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,61-65,2,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,66-70,0,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,66-70,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,66-70,1,0,43
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,66-70,2,0,7
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,66-70,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,Unknown,0,1,7
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,Unknown,0,2,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,Unknown,1,0,7
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Female,Unknown,2,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,>70,0,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,>70,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,>70,1,0,46
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,>70,2,0,6
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,>70,3,0,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,16-20,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,21-25,0,1,23
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,21-25,0,2,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,21-25,1,0,6
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,26-30,0,1,20
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,26-30,0,2,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,26-30,1,0,10
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,26-30,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,26-30,2,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,31-35,0,1,10
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,31-35,1,0,36
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,31-35,2,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,36-40,0,1,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,36-40,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,36-40,1,0,25
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,36-40,1,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,36-40,2,0,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,>5,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,0,1,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,1,0,27
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,2,0,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,41-45,5,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,46-50,0,1,5
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,46-50,1,0,20
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,46-50,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,51-55,0,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,51-55,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,51-55,1,0,18
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,51-55,1,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,51-55,2,0,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,0,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,1,0,24
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,2,0,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,56-60,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,61-65,0,1,3
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,61-65,1,0,26
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,61-65,2,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,61-65,3,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,66-70,0,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,66-70,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,66-70,1,0,22
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,66-70,2,0,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,Unknown,0,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,Unknown,0,2,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Male,Unknown,1,0,9
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,>70,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,21-25,0,1,2
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,21-25,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,26-30,0,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,31-35,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,36-40,0,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,36-40,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,56-60,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Other,Unknown,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,SUPPRESSED,Unknown,1,0,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,SUPPRESSED,Unknown,2,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,26-30,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,56-60,1,0,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,61-65,1,1,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,Unknown,0,1,38
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,Unknown,0,2,4
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,Unknown,0,3,1
2021-22,2022-05-30,ADELAIDE CITY COUNCIL,Unknown,Unknown,1,0,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,>5,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,0,>5,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,0,1,30
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,0,2,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,0,3,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,1,0,352
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,1,1,13
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,2,0,81
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,2,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,2,2,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,3,0,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,>70,4,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,16-20,0,1,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,16-20,0,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,16-20,1,0,13
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,16-20,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,0,1,21
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,0,2,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,1,>5,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,1,0,82
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,1,1,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,1,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,1,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,2,0,11
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,2,1,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,21-25,3,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,0,1,29
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,0,2,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,0,4,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,1,0,161
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,1,1,11
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,1,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,2,0,36
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,2,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,26-30,3,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,0,1,19
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,0,2,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,0,3,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,1,0,217
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,1,1,11
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,1,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,2,0,71
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,2,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,31-35,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,0,1,29
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,0,2,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,1,0,296
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,1,1,16
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,1,2,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,2,0,91
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,2,1,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,2,5,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,3,0,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,3,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,3,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,36-40,4,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,0,1,44
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,0,2,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,1,0,325
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,1,1,15
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,1,2,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,1,3,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,2,0,95
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,2,1,14
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,2,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,3,0,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,3,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,4,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,41-45,5,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,0,1,36
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,0,2,12
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,1,0,398
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,1,1,32
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,1,2,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,1,3,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,2,0,136
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,2,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,2,2,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,2,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,3,0,15
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,3,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,4,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,46-50,5,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,0,1,29
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,0,2,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,1,0,446
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,1,1,30
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,1,2,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,1,3,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,2,0,162
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,2,1,15
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,2,2,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,2,3,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,3,0,34
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,3,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,51-55,4,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,0,1,18
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,0,2,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,1,0,376
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,1,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,1,2,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,1,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,1,4,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,2,0,140
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,2,1,13
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,2,2,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,3,0,23
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,3,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,3,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,4,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,56-60,5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,>5,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,0,1,32
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,0,2,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,1,0,299
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,1,1,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,1,2,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,1,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,1,4,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,2,0,99
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,2,1,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,2,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,3,0,16
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,3,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,4,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,61-65,4,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,0,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,0,2,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,1,0,214
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,1,1,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,1,2,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,1,5,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,2,0,78
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,2,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,3,0,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,66-70,4,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,0,1,31
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,0,2,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,1,0,22
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,2,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Female,Unknown,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,>5,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,0,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,1,0,274
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,1,1,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,2,0,44
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,3,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,>70,4,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,16-20,1,0,11
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,21-25,0,1,14
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,21-25,1,0,49
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,21-25,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,21-25,2,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,26-30,0,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,26-30,1,0,93
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,26-30,1,1,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,26-30,2,0,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,26-30,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,0,1,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,0,2,4
