financial_year,location_type,time,season,offending_animal_leash_status,incident_type,victim_type,incident_count
2021/22,Home,Unknown,Winter,No Leash,Attack,Unknown,1
2022/23,Home,Unknown,Winter,No Leash,Attack,Unknown,1
2023/24,Home,Unknown,Winter,No Leash,Attack,Unknown,1
2020/21,Home,Unknown,Winter,No Leash,Harassment,Human,1
2024/25,Home,Unknown,Winter,No Leash,Harassment,Unknown,1
2018/19,Home,Unknown,Winter,Unknown,Attack,Animal,1
2020/21,Home,Unknown,Winter,Unknown,Attack,Both,1
2019/20,Home,Unknown,Winter,Unknown,Attack,Human,1
2023/24,Home,Unknown,Winter,Unknown,Attack,Human,1
2019/20,Home,Unknown,Winter,Unknown,Attack,Unknown,1
2020/21,Home,Unknown,Winter,Unknown,Attack,Unknown,1
2022/23,Home,Unknown,Winter,Unknown,Attack,Unknown,1
2023/24,Home,Unknown,Winter,Unknown,Attack,Unknown,1
2024/25,Home,Unknown,Winter,Unknown,Attack,Unknown,4
2018/19,Home,Unknown,Winter,Unknown,Harassment,Animal,1
bef 30 Jun 2018,Home,Unknown,Winter,Unknown,Harassment,Animal,1
2018/19,Home,Unknown,Winter,Unknown,Harassment,Human,1
2023/24,Home,Unknown,Winter,Unknown,Harassment,Unknown,1
2018/19,Other,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,1
2021/22,Other,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2
2023/24,Other,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2021/22,Other,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2024/25,Other,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2019/20,Other,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2023/24,Other,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2024/25,Other,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2022/23,Other,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2023/24,Other,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
2018/19,Other,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2021/22,Other,5 pm to 8 pm,Autumn,On a Leash,Attack,Unknown,1
2020/21,Other,5 pm to 8 pm,Autumn,On a Leash,Harassment,Animal,1
2020/21,Other,5 pm to 8 pm,Autumn,On a Leash,Harassment,Human,1
2019/20,Other,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,1
2023/24,Other,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,1
2021/22,Other,5 pm to 8 pm,Autumn,Unknown,Attack,Both,1
2018/19,Other,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2022/23,Other,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2019/20,Other,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,1
2019/20,Other,5 pm to 8 pm,Spring,No Leash,Attack,Animal,1
2020/21,Other,5 pm to 8 pm,Spring,No Leash,Attack,Animal,1
2024/25,Other,5 pm to 8 pm,Spring,No Leash,Attack,Animal,1
2018/19,Other,5 pm to 8 pm,Spring,No Leash,Attack,Human,1
2021/22,Other,5 pm to 8 pm,Spring,No Leash,Attack,Human,1
2018/19,Other,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,1
2018/19,Other,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,3
2020/21,Other,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,1
2023/24,Other,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,1
2022/23,Other,5 pm to 8 pm,Spring,No Leash,Harassment,Unknown,1
2020/21,Other,5 pm to 8 pm,Spring,On a Leash,Attack,Animal,1
2024/25,Other,5 pm to 8 pm,Spring,Unknown,Attack,Animal,1
2020/21,Other,5 pm to 8 pm,Spring,Unknown,Attack,Human,1
2024/25,Other,5 pm to 8 pm,Spring,Unknown,Harassment,Human,1
2018/19,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2
2019/20,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2020/21,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2023/24,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2024/25,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2021/22,Other,5 pm to 8 pm,Summer,No Leash,Attack,Both,1
2019/20,Other,5 pm to 8 pm,Summer,No Leash,Attack,Human,1
2020/21,Other,5 pm to 8 pm,Summer,No Leash,Attack,Unknown,1
2023/24,Other,5 pm to 8 pm,Summer,No Leash,Harassment,Both,1
2023/24,Other,5 pm to 8 pm,Summer,No Leash,Harassment,Unknown,1
2023/24,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Animal,1
2019/20,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Unknown,1
2022/23,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Unknown,1
2024/25,Other,5 pm to 8 pm,Summer,On a Leash,Harassment,Animal,1
2020/21,Other,5 pm to 8 pm,Summer,Unknown,Attack,Animal,2
2023/24,Other,5 pm to 8 pm,Summer,Unknown,Attack,Animal,1
2024/25,Other,5 pm to 8 pm,Summer,Unknown,Attack,Animal,1
2021/22,Other,5 pm to 8 pm,Summer,Unknown,Attack,Human,1
2023/24,Other,5 pm to 8 pm,Summer,Unknown,Attack,Human,1
2020/21,Other,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2023/24,Other,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2024/25,Other,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2021/22,Other,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2024/25,Other,5 pm to 8 pm,Summer,Unknown,Harassment,Unknown,1
2018/19,Other,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2
2022/23,Other,5 pm to 8 pm,Winter,No Leash,Attack,Animal,1
2018/19,Other,5 pm to 8 pm,Winter,No Leash,Attack,Human,1
2021/22,Other,5 pm to 8 pm,Winter,No Leash,Attack,Human,1
2020/21,Other,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,1
2024/25,Other,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,1
2022/23,Other,5 pm to 8 pm,Winter,On a Leash,Attack,Animal,1
2021/22,Other,5 pm to 8 pm,Winter,Unknown,Attack,Animal,1
2023/24,Other,5 pm to 8 pm,Winter,Unknown,Attack,Animal,1
2018/19,Other,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,1
2022/23,Other,5 pm to 8 pm,Winter,Unknown,Harassment,Human,1
2023/24,Other,5 pm to 8 pm,Winter,Unknown,Harassment,Human,1
2024/25,Other,5 pm to 8 pm,Winter,Unknown,Harassment,Human,1
2019/20,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,1
2022/23,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,2
2023/24,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,1
bef 30 Jun 2018,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,1
2022/23,Other,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,1
2023/24,Other,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,1
2024/25,Other,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,1
2018/19,Other,6 am to 9 am,Autumn,Unknown,Attack,Animal,1
2022/23,Other,6 am to 9 am,Autumn,Unknown,Attack,Animal,2
2021/22,Other,6 am to 9 am,Autumn,Unknown,Attack,Human,1
2023/24,Other,6 am to 9 am,Autumn,Unknown,Harassment,Human,1
2024/25,Other,6 am to 9 am,Spring,No Leash,Attack,Animal,1
2020/21,Other,6 am to 9 am,Spring,No Leash,Harassment,Animal,1
2024/25,Other,6 am to 9 am,Spring,No Leash,Harassment,Animal,1
2020/21,Other,6 am to 9 am,Spring,Unknown,Attack,Animal,1
2024/25,Other,6 am to 9 am,Spring,Unknown,Attack,Human,1
2024/25,Other,6 am to 9 am,Spring,Unknown,Attack,Unknown,2
2022/23,Other,6 am to 9 am,Spring,Unknown,Harassment,Unknown,1
2023/24,Other,6 am to 9 am,Spring,Unknown,Harassment,Unknown,1
2023/24,Other,6 am to 9 am,Summer,No Leash,Attack,Animal,1
2019/20,Other,6 am to 9 am,Summer,No Leash,Attack,Unknown,1
2023/24,Other,6 am to 9 am,Summer,No Leash,Attack,Unknown,1
2024/25,Other,6 am to 9 am,Summer,No Leash,Attack,Unknown,2
2023/24,Other,6 am to 9 am,Summer,No Leash,Harassment,Animal,1
2022/23,Other,6 am to 9 am,Summer,No Leash,Harassment,Unknown,1
2019/20,Other,6 am to 9 am,Summer,On a Leash,Attack,Unknown,1
2022/23,Other,6 am to 9 am,Summer,On a Leash,Harassment,Human,1
2022/23,Other,6 am to 9 am,Summer,Unknown,Attack,Animal,1
2019/20,Other,6 am to 9 am,Summer,Unknown,Attack,Human,1
2024/25,Other,6 am to 9 am,Summer,Unknown,Attack,Human,1
2024/25,Other,6 am to 9 am,Summer,Unknown,Attack,Unknown,1
2021/22,Other,6 am to 9 am,Summer,Unknown,Harassment,Animal,1
2023/24,Other,6 am to 9 am,Summer,Unknown,Harassment,Animal,1
2019/20,Other,6 am to 9 am,Winter,No Leash,Attack,Animal,2
2020/21,Other,6 am to 9 am,Winter,No Leash,Attack,Human,1
2021/22,Other,6 am to 9 am,Winter,No Leash,Harassment,Human,1
2023/24,Other,6 am to 9 am,Winter,No Leash,Harassment,Human,1
2019/20,Other,6 am to 9 am,Winter,No Leash,Harassment,Unknown,1
2022/23,Other,6 am to 9 am,Winter,No Leash,Harassment,Unknown,1
2022/23,Other,6 am to 9 am,Winter,On a Leash,Attack,Animal,1
2022/23,Other,6 am to 9 am,Winter,On a Leash,Attack,Human,1
2024/25,Other,6 am to 9 am,Winter,On a Leash,Attack,Unknown,1
2018/19,Other,6 am to 9 am,Winter,On a Leash,Harassment,Animal,1
2020/21,Other,6 am to 9 am,Winter,Unknown,Attack,Animal,1
2020/21,Other,6 am to 9 am,Winter,Unknown,Attack,Human,1
2021/22,Other,6 am to 9 am,Winter,Unknown,Harassment,Animal,1
2023/24,Other,6 am to 9 am,Winter,Unknown,Harassment,Human,1
2021/22,Other,6 am to 9 am,Winter,Unknown,Harassment,Unknown,1
2018/19,Other,8 pm to 10 pm,Autumn,Unknown,Attack,Human,1
2023/24,Other,8 pm to 10 pm,Autumn,Unknown,Attack,Unknown,1
2024/25,Other,8 pm to 10 pm,Spring,No Leash,Attack,Animal,1
2023/24,Other,8 pm to 10 pm,Summer,No Leash,Attack,Animal,1
2018/19,Other,8 pm to 10 pm,Summer,No Leash,Attack,Unknown,1
2019/20,Other,8 pm to 10 pm,Summer,No Leash,Attack,Unknown,1
2020/21,Other,8 pm to 10 pm,Summer,On a Leash,Attack,Animal,1
2021/22,Other,8 pm to 10 pm,Winter,No Leash,Harassment,Human,1
2022/23,Other,8 pm to 10 pm,Winter,On a Leash,Harassment,Human,2
2019/20,Other,8 pm to 10 pm,Winter,Unknown,Harassment,Human,1
2018/19,Other,9 am to Noon,Autumn,No Leash,Attack,Animal,1
2019/20,Other,9 am to Noon,Autumn,No Leash,Attack,Animal,2
2023/24,Other,9 am to Noon,Autumn,No Leash,Attack,Animal,1
2018/19,Other,9 am to Noon,Autumn,No Leash,Attack,Human,1
2021/22,Other,9 am to Noon,Autumn,No Leash,Attack,Human,1
2020/21,Other,9 am to Noon,Autumn,No Leash,Attack,Unknown,1
2021/22,Other,9 am to Noon,Autumn,No Leash,Attack,Unknown,1
2024/25,Other,9 am to Noon,Autumn,No Leash,Attack,Unknown,1
2020/21,Other,9 am to Noon,Autumn,No Leash,Harassment,Animal,1
2023/24,Other,9 am to Noon,Autumn,No Leash,Harassment,Animal,1
2018/19,Other,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2021/22,Other,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2024/25,Other,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2023/24,Other,9 am to Noon,Autumn,On a Leash,Attack,Animal,1
2018/19,Other,9 am to Noon,Autumn,On a Leash,Attack,Human,1
2022/23,Other,9 am to Noon,Autumn,On a Leash,Attack,Human,1
2024/25,Other,9 am to Noon,Autumn,On a Leash,Attack,Unknown,1
2021/22,Other,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2022/23,Other,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2024/25,Other,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2023/24,Other,9 am to Noon,Autumn,Unknown,Harassment,Human,1
2024/25,Other,9 am to Noon,Autumn,Unknown,Harassment,Human,1
2023/24,Other,9 am to Noon,Autumn,Unknown,Harassment,Unknown,1
2020/21,Other,9 am to Noon,Spring,No Leash,Attack,Animal,2
2023/24,Other,9 am to Noon,Spring,No Leash,Attack,Animal,4
2023/24,Other,9 am to Noon,Spring,No Leash,Attack,Human,1
2023/24,Other,9 am to Noon,Spring,No Leash,Attack,Unknown,1
2018/19,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,1
2020/21,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,1
2023/24,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,1
2024/25,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,2
2020/21,Other,9 am to Noon,Spring,On a Leash,Harassment,Animal,1
2021/22,Other,9 am to Noon,Spring,Unknown,Attack,Animal,1
2023/24,Other,9 am to Noon,Spring,Unknown,Attack,Animal,2
2024/25,Other,9 am to Noon,Spring,Unknown,Attack,Animal,1
2019/20,Other,9 am to Noon,Spring,Unknown,Attack,Human,1
2023/24,Other,9 am to Noon,Spring,Unknown,Attack,Unknown,2
2024/25,Other,9 am to Noon,Spring,Unknown,Harassment,Animal,2
2022/23,Other,9 am to Noon,Spring,Unknown,Harassment,Unknown,1
2021/22,Other,9 am to Noon,Summer,No Leash,Attack,Animal,1
2019/20,Other,9 am to Noon,Summer,No Leash,Attack,Human,1
2022/23,Other,9 am to Noon,Summer,No Leash,Attack,Human,1
2023/24,Other,9 am to Noon,Summer,No Leash,Attack,Human,1
2018/19,Other,9 am to Noon,Summer,No Leash,Attack,Unknown,1
2023/24,Other,9 am to Noon,Summer,No Leash,Attack,Unknown,1
2020/21,Other,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2023/24,Other,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2021/22,Other,9 am to Noon,Summer,No Leash,Harassment,Both,1
2022/23,Other,9 am to Noon,Summer,No Leash,Harassment,Human,1
2022/23,Other,9 am to Noon,Summer,No Leash,Harassment,Unknown,1
2023/24,Other,9 am to Noon,Summer,No Leash,Harassment,Unknown,1
2024/25,Other,9 am to Noon,Summer,On a Leash,Attack,Unknown,1
2019/20,Other,9 am to Noon,Summer,On a Leash,Harassment,Unknown,2
2023/24,Other,9 am to Noon,Summer,Unknown,Attack,Animal,1
2019/20,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2020/21,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2022/23,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2019/20,Other,9 am to Noon,Summer,Unknown,Harassment,Human,1
2018/19,Other,9 am to Noon,Winter,No Leash,Attack,Animal,1
2019/20,Other,9 am to Noon,Winter,No Leash,Attack,Animal,4
2020/21,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2
2022/23,Other,9 am to Noon,Winter,No Leash,Attack,Animal,1
2023/24,Other,9 am to Noon,Winter,No Leash,Attack,Animal,5
2024/25,Other,9 am to Noon,Winter,No Leash,Attack,Animal,1
2020/21,Other,9 am to Noon,Winter,No Leash,Attack,Human,1
2024/25,Other,9 am to Noon,Winter,No Leash,Attack,Human,1
2020/21,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,2
2021/22,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,2
2023/24,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,1
2019/20,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,2
2021/22,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,1
2023/24,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,2
2021/22,Other,9 am to Noon,Winter,No Leash,Harassment,Human,1
2023/24,Other,9 am to Noon,Winter,No Leash,Harassment,Unknown,1
2024/25,Other,9 am to Noon,Winter,No Leash,Harassment,Unknown,1
2022/23,Other,9 am to Noon,Winter,On a Leash,Attack,Animal,1
2019/20,Other,9 am to Noon,Winter,On a Leash,Attack,Human,1
2020/21,Other,9 am to Noon,Winter,On a Leash,Harassment,Animal,1
bef 30 Jun 2018,Other,9 am to Noon,Winter,On a Leash,Harassment,Unknown,1
2022/23,Other,9 am to Noon,Winter,Unknown,Attack,Animal,1
2022/23,Other,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2023/24,Other,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2018/19,Other,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
2019/20,Other,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
2018/19,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2020/21,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2021/22,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2022/23,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2024/25,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2019/20,Other,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2021/22,Other,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2021/22,Other,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2019/20,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,1
2022/23,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,1
2023/24,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2
2023/24,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,1
bef 30 Jun 2018,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,1
2020/21,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Human,1
2023/24,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2
2024/25,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Human,1
2021/22,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Autumn,On a Leash,Harassment,Unknown,1
2024/25,Other,Noon to 5 pm,Autumn,On a Leash,Harassment,Unknown,1
2021/22,Other,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2023/24,Other,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2018/19,Other,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2021/22,Other,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2018/19,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2023/24,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2
2019/20,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2023/24,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2
2020/21,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2021/22,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2024/25,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2018/19,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2019/20,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2021/22,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2023/24,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,3
2021/22,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2023/24,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2018/19,Other,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2019/20,Other,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2021/22,Other,Noon to 5 pm,Spring,No Leash,Harassment,Both,1
2019/20,Other,Noon to 5 pm,Spring,No Leash,Harassment,Human,1
2023/24,Other,Noon to 5 pm,Spring,No Leash,Harassment,Human,1
2020/21,Other,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
2024/25,Other,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
2023/24,Other,Noon to 5 pm,Spring,On a Leash,Attack,Animal,1
2018/19,Other,Noon to 5 pm,Spring,On a Leash,Attack,Human,1
2024/25,Other,Noon to 5 pm,Spring,On a Leash,Attack,Human,1
2023/24,Other,Noon to 5 pm,Spring,On a Leash,Attack,Unknown,1
2023/24,Other,Noon to 5 pm,Spring,On a Leash,Harassment,Animal,1
2018/19,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2020/21,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2022/23,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2020/21,Other,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2023/24,Other,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2020/21,Other,Noon to 5 pm,Spring,Unknown,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Spring,Unknown,Attack,Unknown,1
2019/20,Other,Noon to 5 pm,Spring,Unknown,Harassment,Animal,1
2022/23,Other,Noon to 5 pm,Spring,Unknown,Harassment,Human,1
2023/24,Other,Noon to 5 pm,Spring,Unknown,Harassment,Human,2
2021/22,Other,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2022/23,Other,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2019/20,Other,Noon to 5 pm,Summer,No Leash,Attack,Animal,2
2021/22,Other,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2022/23,Other,Noon to 5 pm,Summer,No Leash,Attack,Human,1
2024/25,Other,Noon to 5 pm,Summer,No Leash,Attack,Human,1
2019/20,Other,Noon to 5 pm,Summer,No Leash,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Summer,No Leash,Attack,Unknown,1
2018/19,Other,Noon to 5 pm,Summer,No Leash,Harassment,Human,1
2020/21,Other,Noon to 5 pm,Summer,No Leash,Harassment,Human,2
2023/24,Other,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,1
2023/24,Other,Noon to 5 pm,Summer,On a Leash,Attack,Animal,1
2021/22,Other,Noon to 5 pm,Summer,On a Leash,Attack,Both,1
2022/23,Other,Noon to 5 pm,Summer,On a Leash,Attack,Human,1
2024/25,Other,Noon to 5 pm,Summer,On a Leash,Attack,Human,1
2023/24,Other,Noon to 5 pm,Summer,On a Leash,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Summer,On a Leash,Harassment,Human,1
2018/19,Other,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2020/21,Other,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Summer,Unknown,Harassment,Human,1
2018/19,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,1
2019/20,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2
2020/21,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2022/23,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2
2023/24,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2023/24,Other,Noon to 5 pm,Winter,No Leash,Attack,Human,1
2023/24,Other,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2
2024/25,Other,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2023/24,Other,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2018/19,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,4
2022/23,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,1
2023/24,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,3
2018/19,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2019/20,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2022/23,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2023/24,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2020/21,Other,Noon to 5 pm,Winter,On a Leash,Attack,Animal,1
2020/21,Other,Noon to 5 pm,Winter,On a Leash,Attack,Human,1
2022/23,Other,Noon to 5 pm,Winter,On a Leash,Attack,Human,1
2019/20,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2021/22,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,2
2023/24,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2023/24,Other,Noon to 5 pm,Winter,Unknown,Attack,Human,1
2020/21,Other,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2022/23,Other,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2024/25,Other,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2021/22,Other,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2023/24,Other,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2019/20,Other,Unknown,Autumn,No Leash,Attack,Animal,1
2021/22,Other,Unknown,Autumn,No Leash,Attack,Animal,1
2022/23,Other,Unknown,Autumn,No Leash,Attack,Animal,1
bef 30 Jun 2018,Other,Unknown,Autumn,No Leash,Attack,Animal,1
bef 30 Jun 2018,Other,Unknown,Autumn,No Leash,Attack,Human,2
2024/25,Other,Unknown,Autumn,No Leash,Attack,Unknown,1
2019/20,Other,Unknown,Autumn,No Leash,Harassment,Unknown,1
bef 30 Jun 2018,Other,Unknown,Autumn,On a Leash,Attack,Human,1
2022/23,Other,Unknown,Autumn,Unknown,Attack,Animal,1
2023/24,Other,Unknown,Autumn,Unknown,Attack,Animal,2
2019/20,Other,Unknown,Autumn,Unknown,Attack,Human,2
2022/23,Other,Unknown,Autumn,Unknown,Attack,Unknown,2
2018/19,Other,Unknown,Autumn,Unknown,Harassment,Human,1
2019/20,Other,Unknown,Autumn,Unknown,Harassment,Unknown,1
2020/21,Other,Unknown,Spring,No Leash,Attack,Animal,1
bef 30 Jun 2018,Other,Unknown,Spring,No Leash,Attack,Animal,1
2019/20,Other,Unknown,Spring,No Leash,Attack,Human,1
2022/23,Other,Unknown,Spring,No Leash,Attack,Unknown,1
2020/21,Other,Unknown,Spring,No Leash,Harassment,Unknown,2
