edition,extract_date,council,animal_species,gender,registration_status,microchipped,desexed,count
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Female,Registered,Yes,Yes,302
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Female,Unregistered,No,No,5
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Female,Unregistered,No,Yes,2
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Female,Unregistered,Yes,No,55
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Female,Unregistered,Yes,Yes,186
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Registered,No,No,7
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Registered,No,Yes,5
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Registered,Yes,No,58
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Registered,Yes,Yes,267
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Unregistered,No,No,6
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Unregistered,No,Yes,1
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Unregistered,Yes,No,41
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Cat,Male,Unregistered,Yes,Yes,167
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Registered,No,No,47
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Registered,No,Yes,20
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Registered,Yes,No,409
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Registered,Yes,Yes,1104
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Unregistered,No,No,80
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Unregistered,No,Yes,31
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Unregistered,Yes,No,182
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Female,Unregistered,Yes,Yes,246
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Registered,No,No,71
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Registered,No,Yes,17
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Registered,Yes,No,443
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Registered,Yes,Yes,953
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Unregistered,No,No,144
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Unregistered,No,Yes,28
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Unregistered,Yes,No,237
2022-23,2023-05-30,PORT PIRIE REGIONAL COUNCIL,Dog,Male,Unregistered,Yes,Yes,248
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Registered,No,No,3
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Registered,No,Yes,1
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Registered,Yes,No,45
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Registered,Yes,Yes,73
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Unregistered,Yes,No,43
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Female,Unregistered,Yes,Yes,28
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Registered,No,No,1
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Registered,Yes,No,29
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Registered,Yes,Yes,83
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Unregistered,No,Yes,2
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Unregistered,Yes,No,45
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Cat,Male,Unregistered,Yes,Yes,22
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Registered,No,No,30
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Registered,No,Yes,9
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Registered,Yes,No,258
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Registered,Yes,Yes,624
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Unregistered,No,No,15
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Unregistered,No,Yes,1
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Unregistered,Yes,No,29
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Female,Unregistered,Yes,Yes,19
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Registered,No,No,60
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Registered,No,Yes,10
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Registered,Yes,No,290
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Registered,Yes,Yes,525
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Unregistered,No,No,21
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Unregistered,Yes,No,24
2022-23,2023-05-30,RENMARK PARINGA COUNCIL,Dog,Male,Unregistered,Yes,Yes,24
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Female,Registered,Yes,No,1
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Female,Registered,Yes,Yes,26
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Female,Unregistered,Yes,No,1
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Female,Unregistered,Yes,Yes,4
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Male,Registered,No,Yes,1
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Male,Registered,Yes,No,4
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Male,Registered,Yes,Yes,41
2022-23,2023-05-30,SOUTHERN MALLEE DC,Cat,Male,Unregistered,Yes,Yes,2
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Registered,No,No,17
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Registered,Yes,No,159
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Registered,Yes,Yes,137
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Unregistered,No,No,4
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Unregistered,Yes,No,11
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Female,Unregistered,Yes,Yes,5
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Registered,No,No,13
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Registered,Yes,No,156
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Registered,Yes,Yes,113
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Unregistered,No,No,1
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Unregistered,No,Yes,1
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Unregistered,Yes,No,5
2022-23,2023-05-30,SOUTHERN MALLEE DC,Dog,Male,Unregistered,Yes,Yes,5
2022-23,2023-05-30,TATIARA DC,Cat,Female,Registered,No,No,3
2022-23,2023-05-30,TATIARA DC,Cat,Female,Registered,No,Yes,1
2022-23,2023-05-30,TATIARA DC,Cat,Female,Registered,Yes,No,42
2022-23,2023-05-30,TATIARA DC,Cat,Female,Registered,Yes,Yes,63
2022-23,2023-05-30,TATIARA DC,Cat,Female,Unregistered,Yes,No,36
2022-23,2023-05-30,TATIARA DC,Cat,Female,Unregistered,Yes,Yes,17
2022-23,2023-05-30,TATIARA DC,Cat,Male,Registered,No,No,1
2022-23,2023-05-30,TATIARA DC,Cat,Male,Registered,No,Yes,2
2022-23,2023-05-30,TATIARA DC,Cat,Male,Registered,Yes,No,30
2022-23,2023-05-30,TATIARA DC,Cat,Male,Registered,Yes,Yes,52
2022-23,2023-05-30,TATIARA DC,Cat,Male,Unregistered,Yes,No,26
2022-23,2023-05-30,TATIARA DC,Cat,Male,Unregistered,Yes,Yes,13
2022-23,2023-05-30,TATIARA DC,Dog,Female,Registered,No,No,4
2022-23,2023-05-30,TATIARA DC,Dog,Female,Registered,No,Yes,2
2022-23,2023-05-30,TATIARA DC,Dog,Female,Registered,Yes,No,449
2022-23,2023-05-30,TATIARA DC,Dog,Female,Registered,Yes,Yes,462
2022-23,2023-05-30,TATIARA DC,Dog,Female,Unregistered,No,No,3
2022-23,2023-05-30,TATIARA DC,Dog,Female,Unregistered,Yes,No,11
2022-23,2023-05-30,TATIARA DC,Dog,Female,Unregistered,Yes,Yes,2
2022-23,2023-05-30,TATIARA DC,Dog,Male,Registered,No,No,8
2022-23,2023-05-30,TATIARA DC,Dog,Male,Registered,No,Yes,1
2022-23,2023-05-30,TATIARA DC,Dog,Male,Registered,Yes,No,396
2022-23,2023-05-30,TATIARA DC,Dog,Male,Registered,Yes,Yes,403
2022-23,2023-05-30,TATIARA DC,Dog,Male,Unregistered,No,No,1
2022-23,2023-05-30,TATIARA DC,Dog,Male,Unregistered,Yes,No,11
2022-23,2023-05-30,TATIARA DC,Dog,Male,Unregistered,Yes,Yes,9
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Registered,No,No,6
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Registered,No,Yes,8
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Registered,Yes,No,83
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Registered,Yes,Yes,502
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Unregistered,No,Yes,6
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Unregistered,Yes,No,45
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Female,Unregistered,Yes,Yes,247
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Registered,No,No,2
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Registered,No,Yes,5
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Registered,Yes,No,75
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Registered,Yes,Yes,460
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Unregistered,No,No,1
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Unregistered,No,Yes,4
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Unregistered,Yes,No,37
2022-23,2023-05-30,THE BAROSSA COUNCIL,Cat,Male,Unregistered,Yes,Yes,225
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Registered,No,No,48
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Registered,No,Yes,20
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Registered,Yes,No,664
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Registered,Yes,Yes,2163
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Unregistered,No,No,3
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Unregistered,Yes,No,32
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Female,Unregistered,Yes,Yes,8
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Registered,No,No,30
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Registered,No,Yes,21
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Registered,Yes,No,652
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Registered,Yes,Yes,2206
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Unregistered,No,No,2
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Unregistered,Yes,No,37
2022-23,2023-05-30,THE BAROSSA COUNCIL,Dog,Male,Unregistered,Yes,Yes,5
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Registered,No,No,4
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Registered,No,Yes,4
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Registered,Yes,No,43
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Registered,Yes,Yes,115
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Unregistered,No,No,2
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Unregistered,No,Yes,1
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Unregistered,Yes,No,24
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Female,Unregistered,Yes,Yes,33
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Registered,No,No,5
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Registered,No,Yes,3
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Registered,Yes,No,38
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Registered,Yes,Yes,100
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Unregistered,No,No,1
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Unregistered,Yes,No,22
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Cat,Male,Unregistered,Yes,Yes,30
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Registered,No,No,18
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Registered,No,Yes,4
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Registered,Yes,No,319
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Registered,Yes,Yes,811
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Unregistered,No,No,11
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Unregistered,No,Yes,3
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Unregistered,Yes,No,34
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Female,Unregistered,Yes,Yes,33
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Registered,No,No,33
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Registered,No,Yes,1
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Registered,Yes,No,357
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Registered,Yes,Yes,689
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Unregistered,No,No,15
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Unregistered,No,Yes,3
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Unregistered,Yes,No,35
2022-23,2023-05-30,THE BERRI BARMERA COUNCIL,Dog,Male,Unregistered,Yes,Yes,42
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Registered,No,No,2
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Registered,Yes,No,35
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Registered,Yes,Yes,269
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Unregistered,No,No,3
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Unregistered,Yes,No,23
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Female,Unregistered,Yes,Yes,132
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Registered,No,No,3
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Registered,Yes,No,27
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Registered,Yes,Yes,249
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Unregistered,No,No,2
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Unregistered,Yes,No,30
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Cat,Male,Unregistered,Yes,Yes,138
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Registered,No,No,18
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Registered,No,Yes,11
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Registered,Yes,No,223
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Registered,Yes,Yes,1289
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Unregistered,No,No,17
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Unregistered,No,Yes,6
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Unregistered,Yes,No,50
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Female,Unregistered,Yes,Yes,258
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Registered,No,No,35
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Registered,No,Yes,12
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Registered,Yes,No,272
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Registered,Yes,Yes,1477
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Unregistered,No,No,17
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Unregistered,No,Yes,22
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Unregistered,Yes,No,72
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Male,Unregistered,Yes,Yes,297
2022-23,2023-05-30,THE CITY OF NORWOOD PAYNEHAM AND ST PETERS,Dog,Unknown,Registered,Yes,No,1
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Registered,No,No,2
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Registered,No,Yes,1
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Registered,Yes,No,13
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Registered,Yes,Yes,780
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Unregistered,No,No,8
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Unregistered,No,Yes,4
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Unregistered,Yes,No,19
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Female,Unregistered,Yes,Yes,129
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Registered,No,No,4
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Registered,No,Yes,1
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Registered,Yes,No,5
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Registered,Yes,Yes,667
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Unregistered,No,No,5
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Unregistered,No,Yes,6
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Unregistered,Yes,No,20
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Cat,Male,Unregistered,Yes,Yes,153
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Registered,No,No,55
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Registered,No,Yes,9
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Registered,Yes,No,335
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Registered,Yes,Yes,1684
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Unregistered,No,No,87
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Unregistered,No,Yes,15
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Unregistered,Yes,No,162
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Female,Unregistered,Yes,Yes,290
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Registered,No,No,69
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Registered,No,Yes,8
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Registered,Yes,No,428
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Registered,Yes,Yes,1406
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Unregistered,No,No,115
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Unregistered,No,Yes,19
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Unregistered,Yes,No,199
2022-23,2023-05-30,THE CORPORATION OF THE CITY OF WHYALLA,Dog,Male,Unregistered,Yes,Yes,286
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Registered,No,No,2
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Registered,No,Yes,1
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Registered,Yes,No,11
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Registered,Yes,Yes,90
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Unregistered,No,Yes,2
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Unregistered,Yes,No,6
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Female,Unregistered,Yes,Yes,27
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Male,Registered,No,No,2
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Male,Registered,Yes,No,6
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Male,Registered,Yes,Yes,78
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Male,Unregistered,Yes,No,7
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Cat,Male,Unregistered,Yes,Yes,36
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Registered,No,No,4
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Registered,Yes,No,52
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Registered,Yes,Yes,359
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Unregistered,No,No,2
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Unregistered,Yes,No,1
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Female,Unregistered,Yes,Yes,6
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Registered,No,No,9
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Registered,No,Yes,2
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Registered,Yes,No,84
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Registered,Yes,Yes,406
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Unregistered,No,No,1
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Unregistered,Yes,No,4
2022-23,2023-05-30,THE CORPORATION OF THE TOWN OF WALKERVILLE,Dog,Male,Unregistered,Yes,Yes,15
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Female,Registered,No,No,2
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Female,Registered,No,Yes,6
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Female,Registered,Yes,No,6
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Female,Registered,Yes,Yes,67
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Female,Unregistered,Yes,Yes,1
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Registered,No,No,1
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Registered,No,Yes,9
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Registered,Yes,No,7
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Registered,Yes,Yes,50
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Unregistered,No,No,1
2022-23,2023-05-30,THE DC OF CEDUNA,Cat,Male,Unregistered,Yes,Yes,1
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Registered,No,No,11
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Registered,No,Yes,3
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Registered,Yes,No,77
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Registered,Yes,Yes,239
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Unregistered,No,No,9
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Unregistered,No,Yes,5
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Unregistered,Yes,No,4
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Female,Unregistered,Yes,Yes,10
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Male,Registered,No,No,24
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Male,Registered,No,Yes,4
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Male,Registered,Yes,No,116
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Male,Registered,Yes,Yes,195
2022-23,2023-05-30,THE DC OF CEDUNA,Dog,Male,Unregistered,No,No,7
