edition,extract_date,species,name,count
2024-25,2025-05-30,Dog,ELLIE,1041
2024-25,2025-05-30,Dog,HARLEY,1036
2024-25,2025-05-30,Dog,LILY,1029
2024-25,2025-05-30,Dog,LEXI,971
2024-25,2025-05-30,Dog,LILLY,967
2024-25,2025-05-30,Dog,KODA,961
2024-25,2025-05-30,Dog,ARLO,936
2024-25,2025-05-30,Dog,PEPPER,928
2024-25,2025-05-30,Dog,STELLA,915
2024-25,2025-05-30,Dog,BENJI,911
2024-25,2025-05-30,Dog,HARRY,908
2024-25,2025-05-30,Dog,LULU,904
2024-25,2025-05-30,Dog,PENNY,903
2024-25,2025-05-30,Dog,BILLY,893
2024-25,2025-05-30,Dog,HUGO,891
2024-25,2025-05-30,Dog,ZEUS,888
2024-25,2025-05-30,Dog,HONEY,876
2024-25,2025-05-30,Dog,LOUIE,867
2024-25,2025-05-30,Dog,SHADOW,848
2024-25,2025-05-30,Dog,LOKI,830
2024-25,2025-05-30,Dog,GEORGE,818
2024-25,2025-05-30,Dog,JASPER,818
2024-25,2025-05-30,Dog,HOLLY,802
2024-25,2025-05-30,Dog,DUSTY,802
2024-25,2025-05-30,Dog,BENTLEY,784
2024-25,2025-05-30,Dog,MONTY,777
2024-25,2025-05-30,Dog,BILLIE,775
2024-25,2025-05-30,Dog,BANJO,774
2024-25,2025-05-30,Dog,ZOE,771
2024-25,2025-05-30,Dog,SADIE,767
2024-25,2025-05-30,Dog,BUSTER,752
2024-25,2025-05-30,Dog,SASHA,731
2024-25,2025-05-30,Dog,MILLY,725
2024-25,2025-05-30,Dog,JAX,724
2024-25,2025-05-30,Dog,EDDIE,713
2024-25,2025-05-30,Dog,EVIE,705
2024-25,2025-05-30,Dog,JESSIE,683
2024-25,2025-05-30,Dog,DUKE,670
2024-25,2025-05-30,Dog,GUS,657
2024-25,2025-05-30,Dog,DEXTER,641
2024-25,2025-05-30,Dog,CHLOE,636
2024-25,2025-05-30,Dog,TED,632
2024-25,2025-05-30,Dog,GRACIE,632
2024-25,2025-05-30,Dog,REX,631
2024-25,2025-05-30,Dog,CHESTER,627
2024-25,2025-05-30,Dog,HARVEY,627
2024-25,2025-05-30,Dog,BRUCE,614
2024-25,2025-05-30,Dog,GYPSY,608
2024-25,2025-05-30,Dog,BEAU,605
2024-25,2025-05-30,Dog,SCOUT,604
2024-25,2025-05-30,Dog,BARNEY,596
2024-25,2025-05-30,Dog,HENRY,578
2024-25,2025-05-30,Dog,SOPHIE,575
2024-25,2025-05-30,Dog,BAXTER,572
2024-25,2025-05-30,Dog,CLEO,564
2024-25,2025-05-30,Dog,ELLA,554
2024-25,2025-05-30,Cat,LUNA,1400
2024-25,2025-05-30,Cat,BELLA,653
2024-25,2025-05-30,Cat,CHARLIE,614
2024-25,2025-05-30,Cat,LEO,606
2024-25,2025-05-30,Cat,MILO,562
2024-25,2025-05-30,Cat,WILLOW,546
2024-25,2025-05-30,Cat,COCO,544
2024-25,2025-05-30,Cat,SHADOW,502
2024-25,2025-05-30,Cat,SIMBA,498
2024-25,2025-05-30,Cat,MISSY,491
2024-25,2025-05-30,Cat,DAISY,468
2024-25,2025-05-30,Cat,NALA,445
2024-25,2025-05-30,Cat,MOLLY,437
2024-25,2025-05-30,Cat,CLEO,434
2024-25,2025-05-30,Cat,SMOKEY,413
2024-25,2025-05-30,Cat,OSCAR,383
2024-25,2025-05-30,Cat,TIGER,375
2024-25,2025-05-30,Cat,MILLIE,373
2024-25,2025-05-30,Cat,KITTY,372
2024-25,2025-05-30,Cat,POPPY,370
2024-25,2025-05-30,Cat,LOKI,369
2024-25,2025-05-30,Cat,JASPER,366
2024-25,2025-05-30,Cat,LUCY,365
2024-25,2025-05-30,Cat,MIA,362
2024-25,2025-05-30,Cat,MAX,358
2024-25,2025-05-30,Cat,MISTY,355
2024-25,2025-05-30,Cat,FRANKIE,353
2024-25,2025-05-30,Cat,OREO,352
2024-25,2025-05-30,Cat,LILY,342
2024-25,2025-05-30,Cat,OLLIE,339
2024-25,2025-05-30,Cat,FELIX,338
2024-25,2025-05-30,Cat,GEORGE,331
2024-25,2025-05-30,Cat,PEPPER,330
2024-25,2025-05-30,Cat,TILLY,329
2024-25,2025-05-30,Cat,ROSIE,318
2024-25,2025-05-30,Cat,ARCHIE,300
2024-25,2025-05-30,Cat,HARRY,294
2024-25,2025-05-30,Cat,LILLY,282
2024-25,2025-05-30,Cat,GINGER,282
2024-25,2025-05-30,Cat,LOLA,278
2024-25,2025-05-30,Cat,MAGGIE,271
2024-25,2025-05-30,Cat,RUBY,256
2024-25,2025-05-30,Cat,COOKIE,249
2024-25,2025-05-30,Cat,BUDDY,248
2024-25,2025-05-30,Cat,ZIGGY,245
2024-25,2025-05-30,Cat,GIZMO,244
2024-25,2025-05-30,Cat,TIGGER,239
2024-25,2025-05-30,Cat,LULU,235
2024-25,2025-05-30,Cat,LUCKY,229
2024-25,2025-05-30,Cat,KITTEN,226
2024-25,2025-05-30,Cat,TOBY,223
2024-25,2025-05-30,Cat,ALFIE,218
2024-25,2025-05-30,Cat,SALEM,215
2024-25,2025-05-30,Cat,EVIE,210
2024-25,2025-05-30,Cat,TEDDY,205
2024-25,2025-05-30,Cat,ASH,197
2024-25,2025-05-30,Cat,JACK,196
2024-25,2025-05-30,Cat,BILLY,195
2024-25,2025-05-30,Cat,SOCKS,193
2024-25,2025-05-30,Cat,ARLO,193
2024-25,2025-05-30,Cat,LOUIE,192
2024-25,2025-05-30,Cat,SOOTY,190
2024-25,2025-05-30,Cat,FLUFFY,188
2024-25,2025-05-30,Cat,MIDNIGHT,187
2024-25,2025-05-30,Cat,MONTY,183
2024-25,2025-05-30,Cat,CHLOE,182
2024-25,2025-05-30,Cat,PENNY,180
2024-25,2025-05-30,Cat,MINNIE,179
2024-25,2025-05-30,Cat,HENRY,178
2024-25,2025-05-30,Cat,SMUDGE,177
2024-25,2025-05-30,Cat,PRINCESS,177
2024-25,2025-05-30,Cat,ANGEL,177
2024-25,2025-05-30,Cat,MILLY,175
2024-25,2025-05-30,Cat,BOOTS,175
2024-25,2025-05-30,Cat,WINSTON,174
2024-25,2025-05-30,Cat,IVY,170
2024-25,2025-05-30,Cat,WINNIE,170
2024-25,2025-05-30,Cat,MITTENS,168
2024-25,2025-05-30,Cat,BONNIE,166
2024-25,2025-05-30,Cat,PUSS,162
2024-25,2025-05-30,Cat,TOMMY,161
2024-25,2025-05-30,Cat,OLIVER,161
2024-25,2025-05-30,Cat,GRACIE,160
2024-25,2025-05-30,Cat,HOLLY,155
2024-25,2025-05-30,Cat,CHESTER,155
2024-25,2025-05-30,Cat,SOX,155
2024-25,2025-05-30,Cat,PUMPKIN,153
2024-25,2025-05-30,Cat,BANDIT,153
2024-25,2025-05-30,Cat,HONEY,152
2024-25,2025-05-30,Cat,CASPER,150
2024-25,2025-05-30,Cat,MARLEY,148
2024-25,2025-05-30,Cat,HARLEY,148
2024-25,2025-05-30,Cat,STELLA,147
2024-25,2025-05-30,Cat,PEANUT,146
2024-25,2025-05-30,Cat,BEAR,145
2024-25,2025-05-30,Cat,PIXIE,144
2024-25,2025-05-30,Cat,STORM,144
2024-25,2025-05-30,Cat,DEXTER,144
2024-25,2025-05-30,Cat,BILLIE,141
2024-25,2025-05-30,Cat,NINJA,140
