edition,extract_date,species,primary_breed,secondary_breed,count
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Staffordshire Bull Terrier,8
2023-24,2024-05-30,Dog,German Shepherd Dog,Poodle (Standard),8
2023-24,2024-05-30,Dog,Lhasa Apso,Schnauzer (Miniature),8
2023-24,2024-05-30,Dog,Maremma Sheepdog,Rhodesian Ridgeback,8
2023-24,2024-05-30,Dog,Mastiff,Neapolitan Mastiff,8
2023-24,2024-05-30,Dog,Mastiff,Siberian Husky,8
2023-24,2024-05-30,Dog,Norwich Terrier,Norwich Terrier,8
2023-24,2024-05-30,Dog,Poodle,Shih Tzu,8
2023-24,2024-05-30,Dog,Rhodesian Ridgeback,Siberian Husky,8
2023-24,2024-05-30,Dog,Sussex Spaniel,Sussex Spaniel,8
2023-24,2024-05-30,Dog,Xoloitzcuintle,Xoloitzcuintle,8
2023-24,2024-05-30,Dog,Alaskan Malamute,Bullmastiff,7
2023-24,2024-05-30,Dog,American Pit Bull Terrier,Bull Terrier,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Australian Bulldog,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Australian Shepherd,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,French Bulldog,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,French Mastiff,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Pointer,7
2023-24,2024-05-30,Dog,Anatolian Shepherd Dog,Cross Breed,7
2023-24,2024-05-30,Dog,Australian Cattle Dog,Chihuahua (Smooth Coat),7
2023-24,2024-05-30,Dog,Australian Cattle Dog,Irish Wolfhound,7
2023-24,2024-05-30,Dog,Australian Kelpie,Dachshund (Long Haired),7
2023-24,2024-05-30,Dog,Australian Koolie,German Wirehaired Pointer,7
2023-24,2024-05-30,Dog,Australian Shepherd,Siberian Husky,7
2023-24,2024-05-30,Dog,Australian Terrier,Cavalier King Charles Spaniel,7
2023-24,2024-05-30,Dog,Australian Terrier,Chihuahua (Long Coat),7
2023-24,2024-05-30,Dog,Belgian Sheepdog,Cross Breed,7
2023-24,2024-05-30,Dog,Belgian Shepherd Dog,Cross Breed,7
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Groenendael),German Shepherd Dog,7
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Malinois),Cross Breed,7
2023-24,2024-05-30,Dog,Border Collie,Dalmatian,7
2023-24,2024-05-30,Dog,Border Collie,Greyhound,7
2023-24,2024-05-30,Dog,Border Collie,Welsh Corgi (Pembroke),7
2023-24,2024-05-30,Dog,Boxer,Bull Arab,7
2023-24,2024-05-30,Dog,Boxer,Maremma Sheepdog,7
2023-24,2024-05-30,Dog,Bull Arab,Labrador Retriever,7
2023-24,2024-05-30,Dog,Bull Arab,Shar Pei,7
2023-24,2024-05-30,Dog,Bull Terrier,German Shepherd Dog,7
2023-24,2024-05-30,Dog,Cairn Terrier,Dachshund (Smooth Haired),7
2023-24,2024-05-30,Dog,Cairn Terrier,West Highland White Terrier,7
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Tibetan Spaniel,7
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Fox Terrier (Wire),7
2023-24,2024-05-30,Dog,Cocker Spaniel,Jack Russell Terrier,7
2023-24,2024-05-30,Dog,Collie (Smooth),German Coolie,7
2023-24,2024-05-30,Dog,Coton De Tulear,Coton De Tulear,7
2023-24,2024-05-30,Dog,English Springer Spaniel,Cross Breed,7
2023-24,2024-05-30,Dog,Curly Coated Retriever,Golden Retriever,7
2023-24,2024-05-30,Dog,Curly Coated Retriever,Labrador Retriever,7
2023-24,2024-05-30,Dog,Dachshund,Jack Russell Terrier,7
2023-24,2024-05-30,Dog,Dachshund,Staffordshire Bull Terrier,7
2023-24,2024-05-30,Dog,Dachshund (Long Haired),Jack Russell Terrier,7
2023-24,2024-05-30,Dog,Dalmatian,Staffordshire Bull Terrier,7
2023-24,2024-05-30,Dog,Dobermann,Staffordshire Bull Terrier,7
2023-24,2024-05-30,Dog,English Springer Spaniel,Poodle (Toy),7
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Shih Tzu,7
2023-24,2024-05-30,Dog,German Coolie,Maremma Sheepdog,7
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Siberian Husky,7
2023-24,2024-05-30,Dog,Havanese,Maltese,7
2023-24,2024-05-30,Dog,Irish Wolfhound,Maremma Sheepdog,7
2023-24,2024-05-30,Dog,Jack Russell Terrier,Tibetan Spaniel,7
2023-24,2024-05-30,Dog,Labrador Retriever,Neapolitan Mastiff,7
2023-24,2024-05-30,Dog,Labrador Retriever,New Zealand Huntaway,7
2023-24,2024-05-30,Dog,Labrador Retriever,Samoyed,7
2023-24,2024-05-30,Dog,Maltese,Schnauzer,7
2023-24,2024-05-30,Dog,Manchester Terrier,Poodle (Toy),7
2023-24,2024-05-30,Dog,Maremma Sheepdog,Siberian Husky,7
2023-24,2024-05-30,Dog,Poodle,Pug,7
2023-24,2024-05-30,Dog,Scottish Terrier,West Highland White Terrier,7
2023-24,2024-05-30,Dog,Shih Tzu,Tenterfield Terrier,7
2023-24,2024-05-30,Dog,Siberian Husky,White Swiss Shepherd Dog,7
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Chihuahua (Long Coat),6
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Dachshund (Smooth Haired),6
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Golden Retriever,6
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Irish Wolfhound,6
2023-24,2024-05-30,Dog,Australian Bulldog,Australian Kelpie,6
2023-24,2024-05-30,Dog,Australian Cattle Dog,Australian Terrier,6
2023-24,2024-05-30,Dog,Australian Cattle Dog,Fox Terrier (Wire),6
2023-24,2024-05-30,Dog,Australian Cattle Dog,Shih Tzu,6
2023-24,2024-05-30,Dog,Australian Kelpie,Basenji,6
2023-24,2024-05-30,Dog,Australian Kelpie,Bearded Collie,6
2023-24,2024-05-30,Dog,Australian Kelpie,Border Terrier,6
2023-24,2024-05-30,Dog,Australian Kelpie,Curly Coated Retriever,6
2023-24,2024-05-30,Dog,Australian Kelpie,Great Dane,6
2023-24,2024-05-30,Dog,Australian Koolie,Jack Russell Terrier,6
2023-24,2024-05-30,Dog,Australian Koolie,Maremma Sheepdog,6
2023-24,2024-05-30,Dog,Australian Koolie,Siberian Husky,6
2023-24,2024-05-30,Dog,Australian Shepherd,Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,Australian Stumpy Tail Cattle Dog,Border Collie,6
2023-24,2024-05-30,Dog,Australian Terrier,Chihuahua,6
2023-24,2024-05-30,Dog,Australian Terrier,Fox Terrier (Wire),6
2023-24,2024-05-30,Dog,Australian Terrier,Poodle (Miniature),6
2023-24,2024-05-30,Dog,Basset Hound,Cross Breed,6
2023-24,2024-05-30,Dog,Beagle,Harrier,6
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Groenendael),Maremma Sheepdog,6
2023-24,2024-05-30,Dog,Bernese Mountain Dog,Border Collie,6
2023-24,2024-05-30,Dog,Bernese Mountain Dog,Cross Breed,6
2023-24,2024-05-30,Dog,Bichon Frise,Poodle,6
2023-24,2024-05-30,Dog,Border Collie,Bull Arab,6
2023-24,2024-05-30,Dog,Border Collie,Pomeranian,6
2023-24,2024-05-30,Dog,Border Collie,Shar Pei,6
2023-24,2024-05-30,Dog,Border Collie,Staghound,6
2023-24,2024-05-30,Dog,Border Terrier,Jack Russell Terrier,6
2023-24,2024-05-30,Dog,Boston Terrier,Chihuahua (Smooth Coat),6
2023-24,2024-05-30,Dog,Boxer,Bull Terrier,6
2023-24,2024-05-30,Dog,Boxer,Siberian Husky,6
2023-24,2024-05-30,Dog,Brittany,Cocker Spaniel,6
2023-24,2024-05-30,Dog,Bull Arab,Greyhound,6
2023-24,2024-05-30,Dog,Cane Corso,Cross Breed,6
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Spaniel,6
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Whippet,6
2023-24,2024-05-30,Dog,Central Asian Shepherd Dog,Central Asian Shepherd Dog,6
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Dachshund (Long Haired),6
2023-24,2024-05-30,Dog,Chihuahua (Smooth Coat),Scottish Terrier,6
2023-24,2024-05-30,Dog,Chihuahua (Smooth Coat),Welsh Corgi (Pembroke),6
2023-24,2024-05-30,Dog,Cocker Spaniel,English Springer Spaniel,6
2023-24,2024-05-30,Dog,Cocker Spaniel,Pug,6
2023-24,2024-05-30,Dog,Cocker Spaniel,Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,German Spitz (Mittel & Klein),Cross Breed,6
2023-24,2024-05-30,Dog,German Wirehaired Pointer,Cross Breed,6
2023-24,2024-05-30,Dog,Keeshond,Cross Breed,6
2023-24,2024-05-30,Dog,Old English Sheepdog,Cross Breed,6
2023-24,2024-05-30,Dog,Dachshund (Miniature Smooth Haired),Pug,6
2023-24,2024-05-30,Dog,Dogue de Bordeaux,Shar Pei,6
2023-24,2024-05-30,Dog,Fox Terrier (Smooth),Miniature Pinscher,6
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Pomeranian,6
2023-24,2024-05-30,Dog,French Bulldog,Griffon Bruxellois,6
2023-24,2024-05-30,Dog,French Mastiff,Rottweiler,6
2023-24,2024-05-30,Dog,German Coolie,Rhodesian Ridgeback,6
2023-24,2024-05-30,Dog,German Shepherd Dog,Pointer,6
2023-24,2024-05-30,Dog,German Shepherd Dog (Long Stock Coat),Golden Retriever,6
2023-24,2024-05-30,Dog,German Shepherd Dog (Long Stock Coat),Rottweiler,6
2023-24,2024-05-30,Dog,German Shepherd Dog (Long Stock Coat),Siberian Husky,6
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Great Dane,6
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Pointer,6
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Staghound,6
2023-24,2024-05-30,Dog,Great Dane,Staghound,6
2023-24,2024-05-30,Dog,Greyhound,Irish Wolfhound,6
2023-24,2024-05-30,Dog,Irish Red and White Setter,Irish Red and White Setter,6
2023-24,2024-05-30,Dog,Jack Russell Terrier,King Charles Spaniel,6
2023-24,2024-05-30,Dog,Japanese Spitz,Poodle (Toy),6
2023-24,2024-05-30,Dog,Kangal dog,Maremma Sheepdog,6
2023-24,2024-05-30,Dog,Labrador Retriever,Pug,6
2023-24,2024-05-30,Dog,Labrador Retriever,Weimaraner,6
2023-24,2024-05-30,Dog,Lhasa Apso,Pomeranian,6
2023-24,2024-05-30,Dog,Maltese,Shiba Inu,6
2023-24,2024-05-30,Dog,Maremma Sheepdog,Rottweiler,6
2023-24,2024-05-30,Dog,Neapolitan Mastiff,Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,Old English Sheepdog,Poodle (Toy),6
2023-24,2024-05-30,Dog,Pomeranian,Poodle (Standard),6
2023-24,2024-05-30,Dog,Pomeranian,Tenterfield Terrier,6
2023-24,2024-05-30,Dog,Pomeranian,Yorkshire Terrier,6
2023-24,2024-05-30,Dog,Poodle,Schnauzer (Miniature),6
2023-24,2024-05-30,Dog,Poodle (Miniature),Samoyed,6
2023-24,2024-05-30,Dog,Poodle (Standard),Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,Poodle (Toy),Yorkshire Terrier,6
2023-24,2024-05-30,Dog,Pug,Siberian Husky,6
2023-24,2024-05-30,Dog,Pug,Terrier,6
2023-24,2024-05-30,Dog,Sarplaninac,Staffordshire Bull Terrier,6
2023-24,2024-05-30,Dog,Alaskan Malamute,Chow Chow,5
2023-24,2024-05-30,Dog,American Bulldog,Bull Terrier,5
2023-24,2024-05-30,Dog,American Bulldog,Golden Retriever,5
2023-24,2024-05-30,Dog,American Pit Bull Terrier,Labrador Retriever,5
2023-24,2024-05-30,Dog,American Pit Bull Terrier,Mastiff,5
2023-24,2024-05-30,Dog,American Staffordshire Terrier,British Bulldog,5
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Sarplaninac,5
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Terrier,5
2023-24,2024-05-30,Dog,American Staghound,Irish Wolfhound,5
2023-24,2024-05-30,Dog,Australian Bulldog,French Bulldog,5
2023-24,2024-05-30,Dog,Australian Bulldog,Scotch Collie,5
2023-24,2024-05-30,Dog,Australian Cattle Dog,Australian Shepherd,5
2023-24,2024-05-30,Dog,Australian Cattle Dog,Collie (Smooth),5
2023-24,2024-05-30,Dog,Australian Cattle Dog,Golden Retriever,5
2023-24,2024-05-30,Dog,Australian Cattle Dog,Greyhound,5
2023-24,2024-05-30,Dog,Australian Kelpie,German Shepherd Dog (Long Stock Coat),5
2023-24,2024-05-30,Dog,Australian Kelpie,Neapolitan Mastiff,5
2023-24,2024-05-30,Dog,Australian Kelpie,Tenterfield Terrier,5
2023-24,2024-05-30,Dog,Australian Kelpie,Tibetan Spaniel,5
2023-24,2024-05-30,Dog,Australian Koolie,Cavalier King Charles Spaniel,5
2023-24,2024-05-30,Dog,Australian Koolie,Staffordshire Bull Terrier,5
2023-24,2024-05-30,Dog,Australian Silky Terrier,Yorkshire Terrier,5
2023-24,2024-05-30,Dog,Beagle,French Bulldog,5
2023-24,2024-05-30,Dog,Beagle,Shih Tzu,5
2023-24,2024-05-30,Dog,Beagle,Whippet,5
2023-24,2024-05-30,Dog,Bearded Collie,Poodle (Standard),5
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Groenendael),German Shepherd Dog (Long Stock Coat),5
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Malinois),Staffordshire Bull Terrier,5
2023-24,2024-05-30,Dog,Bernese Mountain Dog,Golden Retriever,5
2023-24,2024-05-30,Dog,Bichon Frise,Chihuahua (Long Coat),5
2023-24,2024-05-30,Dog,Bluetick Coonhound,Bluetick Coonhound,5
2023-24,2024-05-30,Dog,Border Collie,Collie (Rough),5
2023-24,2024-05-30,Dog,Border Collie,Fox Terrier (Smooth),5
2023-24,2024-05-30,Dog,Border Collie,French Bulldog,5
2023-24,2024-05-30,Dog,Border Collie,Great Dane,5
2023-24,2024-05-30,Dog,Border Collie,Kerry Blue Terrier,5
2023-24,2024-05-30,Dog,Border Collie,Shih Tzu,5
2023-24,2024-05-30,Dog,Boxer,Collie (Smooth),5
2023-24,2024-05-30,Dog,Boxer,Golden Retriever,5
2023-24,2024-05-30,Dog,Boxer,Great Dane,5
2023-24,2024-05-30,Dog,Boxer,Irish Wolfhound,5
2023-24,2024-05-30,Dog,Boxer,Rottweiler,5
2023-24,2024-05-30,Dog,Brittany,Golden Retriever,5
2023-24,2024-05-30,Dog,Bull Arab,German Shorthaired Pointer,5
2023-24,2024-05-30,Dog,Bull Terrier,Labrador Retriever,5
2023-24,2024-05-30,Dog,Bull Terrier,Rhodesian Ridgeback,5
2023-24,2024-05-30,Dog,Cane Corso,Staffordshire Bull Terrier,5
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Welsh Corgi (Pembroke),5
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,West Highland White Terrier,5
2023-24,2024-05-30,Dog,Chihuahua,Dachshund,5
2023-24,2024-05-30,Dog,Chihuahua,Manchester Terrier,5
2023-24,2024-05-30,Dog,Chihuahua,Welsh Corgi (Cardigan),5
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Cocker Spaniel,5
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Tibetan Spaniel,5
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Welsh Corgi (Cardigan),5
2023-24,2024-05-30,Dog,Chinese Crested Dog,Shih Tzu,5
2023-24,2024-05-30,Dog,Chinese Crested Dog,Staffordshire Bull Terrier,5
2023-24,2024-05-30,Dog,Cocker Spaniel (American),Cross Breed,5
2023-24,2024-05-30,Dog,Collie (Rough),Siberian Husky,5
2023-24,2024-05-30,Dog,Dachshund (Miniature),Cross Breed,5
2023-24,2024-05-30,Dog,English Toy Terrier (Black & Tan),Cross Breed,5
2023-24,2024-05-30,Dog,Dachshund,Maltese,5
2023-24,2024-05-30,Dog,Dachshund,Shih Tzu,5
2023-24,2024-05-30,Dog,Dachshund (Long Haired),Maltese,5
2023-24,2024-05-30,Dog,Dachshund (Miniature Smooth Haired),Dachshund (Miniature Wire Haired),5
2023-24,2024-05-30,Dog,Dachshund (Miniature Smooth Haired),Staffordshire Bull Terrier,5
2023-24,2024-05-30,Dog,Dachshund (Miniature Wire Haired),Jack Russell Terrier,5
2023-24,2024-05-30,Dog,Dachshund (Smooth Haired),Siberian Husky,5
2023-24,2024-05-30,Dog,Dachshund (Wire Haired),Jack Russell Terrier,5
2023-24,2024-05-30,Dog,Deerhound,Staghound,5
2023-24,2024-05-30,Dog,Fox Terrier,Shih Tzu,5
2023-24,2024-05-30,Dog,Fox Terrier (Smooth),Poodle (Standard),5
2023-24,2024-05-30,Dog,Fox Terrier (Smooth),Whippet,5
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Poodle (Toy),5
2023-24,2024-05-30,Dog,French Mastiff,Neapolitan Mastiff,5
2023-24,2024-05-30,Dog,German Coolie,German Wirehaired Pointer,5
2023-24,2024-05-30,Dog,German Hunting Terrier,German Hunting Terrier,5
2023-24,2024-05-30,Dog,German Shepherd Dog,German Shepherd Dog (Long Stock Coat),5
2023-24,2024-05-30,Dog,German Shepherd Dog,Great Dane,5
2023-24,2024-05-30,Dog,German Shepherd Dog,Japanese Spitz,5
2023-24,2024-05-30,Dog,German Shepherd Dog,Pomeranian,5
2023-24,2024-05-30,Dog,German Shepherd Dog,Sarplaninac,5
2023-24,2024-05-30,Dog,German Shepherd Dog,Whippet,5
2023-24,2024-05-30,Dog,Golden Retriever,King Charles Spaniel,5
2023-24,2024-05-30,Dog,Golden Retriever,Rhodesian Ridgeback,5
2023-24,2024-05-30,Dog,Greyhound,Mastiff,5
2023-24,2024-05-30,Dog,Havanese,Poodle (Toy),5
2023-24,2024-05-30,Dog,Hungarian Vizsla,Labrador Retriever,5
2023-24,2024-05-30,Dog,Irish Wolfhound,Labrador Retriever,5
2023-24,2024-05-30,Dog,Italian Spinone,Italian Spinone,5
2023-24,2024-05-30,Dog,Jack Russell Terrier,Lhasa Apso,5
2023-24,2024-05-30,Dog,Japanese Spitz,Siberian Husky,5
2023-24,2024-05-30,Dog,King Charles Spaniel,Labrador Retriever,5
2023-24,2024-05-30,Dog,King Charles Spaniel,Poodle,5
2023-24,2024-05-30,Dog,Maremma Sheepdog,Poodle (Toy),5
2023-24,2024-05-30,Dog,Pomeranian,Schipperke,5
2023-24,2024-05-30,Dog,Pomeranian,Tibetan Spaniel,5
2023-24,2024-05-30,Dog,Poodle (Miniature),Terrier,5
2023-24,2024-05-30,Dog,Poodle (Standard),St. Bernard,5
2023-24,2024-05-30,Dog,Poodle (Standard),Terrier,5
2023-24,2024-05-30,Dog,Poodle (Toy),Schnauzer,5
2023-24,2024-05-30,Dog,Shih Tzu,Yorkshire Terrier,5
2023-24,2024-05-30,Dog,Staffordshire Bull Terrier,Tenterfield Terrier,5
2023-24,2024-05-30,Dog,Affenpinscher,Australian Kelpie,4
2023-24,2024-05-30,Dog,Akita,Australian Kelpie,4
2023-24,2024-05-30,Dog,Alaskan Malamute,German Shepherd Dog (Long Stock Coat),4
2023-24,2024-05-30,Dog,Alaskan Malamute,Greyhound,4
2023-24,2024-05-30,Dog,Alaskan Malamute,Mastiff,4
2023-24,2024-05-30,Dog,Alaskan Malamute,Rhodesian Ridgeback,4
2023-24,2024-05-30,Dog,American Bulldog,British Bulldog,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,American Staghound,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Bulldog,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Cane Corso,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Chihuahua (Smooth Coat),4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Cocker Spaniel,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Maremma Sheepdog,4
2023-24,2024-05-30,Dog,American Staffordshire Terrier,Staghound,4
2023-24,2024-05-30,Dog,American Staghound,Cross Breed,4
2023-24,2024-05-30,Dog,Australian Bulldog,Border Collie,4
2023-24,2024-05-30,Dog,Australian Bulldog,Boxer,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,Beagle,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,French Bulldog,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,New Zealand Huntaway,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,Pointer,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,Pug,4
2023-24,2024-05-30,Dog,Australian Cattle Dog,Tenterfield Terrier,4
2023-24,2024-05-30,Dog,Australian Kelpie,Belgian Shepherd Dog (Malinois),4
2023-24,2024-05-30,Dog,Australian Kelpie,British Bulldog,4
2023-24,2024-05-30,Dog,Australian Kelpie,Fox Terrier,4
2023-24,2024-05-30,Dog,Australian Kelpie,Fox Terrier (Wire),4
2023-24,2024-05-30,Dog,Australian Kelpie,Kerry Blue Terrier,4
2023-24,2024-05-30,Dog,Australian Kelpie,Schnauzer (Standard),4
2023-24,2024-05-30,Dog,Australian Kelpie,Welsh Corgi (Pembroke),4
2023-24,2024-05-30,Dog,Australian Koolie,Labrador Retriever,4
2023-24,2024-05-30,Dog,Australian Koolie,Shih Tzu,4
2023-24,2024-05-30,Dog,Australian Shepherd,Maremma Sheepdog,4
2023-24,2024-05-30,Dog,Australian Silky Terrier,Terrier,4
2023-24,2024-05-30,Dog,Australian Terrier,Poodle (Standard),4
2023-24,2024-05-30,Dog,Australian Terrier,Poodle (Toy),4
2023-24,2024-05-30,Dog,Australian Terrier,West Highland White Terrier,4
2023-24,2024-05-30,Dog,Basenji,Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,Beagle,Dachshund (Smooth Haired),4
2023-24,2024-05-30,Dog,Beagle,Shar Pei,4
2023-24,2024-05-30,Dog,Bearded Collie,Maltese,4
2023-24,2024-05-30,Dog,Belgian Shepherd Dog (Malinois),Dutch Shepherd Dog,4
2023-24,2024-05-30,Dog,Border Collie,German Shepherd Dog (Long Stock Coat),4
2023-24,2024-05-30,Dog,Border Collie,German Wirehaired Pointer,4
2023-24,2024-05-30,Dog,Borzoi,Cross Breed,4
2023-24,2024-05-30,Dog,Boxer,German Shorthaired Pointer,4
2023-24,2024-05-30,Dog,British Bulldog,Pug,4
2023-24,2024-05-30,Dog,Brittany,Cross Breed,4
2023-24,2024-05-30,Dog,Bull Terrier,Shar Pei,4
2023-24,2024-05-30,Dog,Bull Terrier,Staghound,4
2023-24,2024-05-30,Dog,Bull Terrier (Miniature),Cross Breed,4
2023-24,2024-05-30,Dog,Bull Terrier (Miniature),Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,Cairn Terrier,Poodle (Miniature),4
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Dachshund (Miniature Smooth Haired),4
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Manchester Terrier,4
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Schnauzer (Miniature),4
2023-24,2024-05-30,Dog,Cavalier King Charles Spaniel,Tenterfield Terrier,4
2023-24,2024-05-30,Dog,Chihuahua,Miniature Pinscher,4
2023-24,2024-05-30,Dog,Chihuahua,Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Chinese Crested Dog,4
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Japanese Chin,4
2023-24,2024-05-30,Dog,Chihuahua (Long Coat),Miniature Pinscher,4
2023-24,2024-05-30,Dog,Chihuahua (Smooth Coat),Japanese Chin,4
2023-24,2024-05-30,Dog,Chinese Crested Dog,Pomeranian,4
2023-24,2024-05-30,Dog,Collie (Rough),German Shepherd Dog,4
2023-24,2024-05-30,Dog,Dandie Dinmont Terrier,Cross Breed,4
2023-24,2024-05-30,Dog,Foxhound,Cross Breed,4
2023-24,2024-05-30,Dog,German Shepherd Dog (Long Stock Coat),Cross Breed,4
2023-24,2024-05-30,Dog,Irish Terrier,Cross Breed,4
2023-24,2024-05-30,Dog,Saluki,Cross Breed,4
2023-24,2024-05-30,Dog,Schipperke,Cross Breed,4
2023-24,2024-05-30,Dog,Dachshund (Long Haired),Pomeranian,4
2023-24,2024-05-30,Dog,Dachshund (Long Haired),Pug,4
2023-24,2024-05-30,Dog,Dachshund (Miniature Smooth Haired),Poodle (Toy),4
2023-24,2024-05-30,Dog,Dachshund (Smooth Haired),Pug,4
2023-24,2024-05-30,Dog,Dobermann,Mastiff,4
2023-24,2024-05-30,Dog,Dogue de Bordeaux,Great Dane,4
2023-24,2024-05-30,Dog,Dogue de Bordeaux,Rottweiler,4
2023-24,2024-05-30,Dog,Fox Terrier,Pomeranian,4
2023-24,2024-05-30,Dog,Fox Terrier (Smooth),King Charles Spaniel,4
2023-24,2024-05-30,Dog,Fox Terrier (Smooth),Tibetan Spaniel,4
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Poodle (Miniature),4
2023-24,2024-05-30,Dog,Fox Terrier (Wire),Pug,4
2023-24,2024-05-30,Dog,French Bulldog,German Shepherd Dog,4
2023-24,2024-05-30,Dog,French Mastiff,Siberian Husky,4
2023-24,2024-05-30,Dog,French Mastiff,Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,German Coolie,Golden Retriever,4
2023-24,2024-05-30,Dog,German Shepherd Dog,Irish Wolfhound,4
2023-24,2024-05-30,Dog,German Shepherd Dog,Staghound,4
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Greyhound,4
2023-24,2024-05-30,Dog,German Shorthaired Pointer,Maremma Sheepdog,4
2023-24,2024-05-30,Dog,Golden Retriever,Rottweiler,4
2023-24,2024-05-30,Dog,Golden Retriever,Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,Golden Retriever,Whippet,4
2023-24,2024-05-30,Dog,Greyhound,Siberian Husky,4
2023-24,2024-05-30,Dog,Griffon Bruxellois,Pug,4
2023-24,2024-05-30,Dog,Hungarian Vizsla,Poodle (Standard),4
2023-24,2024-05-30,Dog,Ibizan Hound,Staghound,4
2023-24,2024-05-30,Dog,Jack Russell Terrier,Mastiff,4
2023-24,2024-05-30,Dog,Jack Russell Terrier,Rhodesian Ridgeback,4
2023-24,2024-05-30,Dog,Jack Russell Terrier,Smithfield,4
2023-24,2024-05-30,Dog,King Charles Spaniel,Pekingese,4
2023-24,2024-05-30,Dog,Labrador Retriever,Maltese,4
2023-24,2024-05-30,Dog,Lagotto Romagnolo,Poodle (Standard),4
2023-24,2024-05-30,Dog,Lhasa Apso,Tenterfield Terrier,4
2023-24,2024-05-30,Dog,Maltese,Rottweiler,4
2023-24,2024-05-30,Dog,Manchester Terrier,Pomeranian,4
2023-24,2024-05-30,Dog,Manchester Terrier,Poodle,4
2023-24,2024-05-30,Dog,Manchester Terrier,Poodle (Standard),4
2023-24,2024-05-30,Dog,Neapolitan Mastiff,Shar Pei,4
2023-24,2024-05-30,Dog,Papillon,Tibetan Spaniel,4
2023-24,2024-05-30,Dog,Pointer,Staffordshire Bull Terrier,4
2023-24,2024-05-30,Dog,Poodle,West Highland White Terrier,4
2023-24,2024-05-30,Dog,Poodle (Standard),Poodle (Toy),4
2023-24,2024-05-30,Dog,Shih Tzu,Tibetan Spaniel,4
2023-24,2024-05-30,Dog,Staffordshire Bull Terrier,Staghound,4
2023-24,2024-05-30,Dog,Terrier,West Highland White Terrier,4
2023-24,2024-05-30,Dog,Affenpinscher,Australian Cattle Dog,3
