edition,extract_date,species,primary_breed,secondary_breed,count
2021-22,2022-05-30,Dog,Australian Kelpie,Australian Kelpie,17524
2021-22,2022-05-30,Dog,Border Collie,Border Collie,15461
2021-22,2022-05-30,Dog,Labrador Retriever,Labrador Retriever,13794
2021-22,2022-05-30,Dog,Maltese,Cross Breed,11169
2021-22,2022-05-30,Dog,Staffordshire Bull Terrier,Staffordshire Bull Terrier,10956
2021-22,2022-05-30,Dog,Jack Russell Terrier,Jack Russell Terrier,9530
2021-22,2022-05-30,Dog,American Staffordshire Terrier,American Staffordshire Terrier,8350
2021-22,2022-05-30,Dog,Maltese,Shih Tzu,7812
2021-22,2022-05-30,Dog,German Shepherd Dog,German Shepherd Dog,7501
2021-22,2022-05-30,Dog,Golden Retriever,Golden Retriever,7092
2021-22,2022-05-30,Dog,Australian Cattle Dog,Australian Cattle Dog,6356
2021-22,2022-05-30,Dog,Staffordshire Bull Terrier,Cross Breed,6034
2021-22,2022-05-30,Dog,Maltese,Maltese,5926
2021-22,2022-05-30,Dog,Australian Kelpie,Cross Breed,5402
2021-22,2022-05-30,Dog,Greyhound,Greyhound,4951
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Cavalier King Charles Spaniel,4602
2021-22,2022-05-30,Dog,Poodle (Toy),Poodle (Toy),3696
2021-22,2022-05-30,Dog,Siberian Husky,Siberian Husky,3295
2021-22,2022-05-30,Dog,Cocker Spaniel,Cocker Spaniel,3275
2021-22,2022-05-30,Dog,Jack Russell Terrier,Cross Breed,3239
2021-22,2022-05-30,Dog,Rottweiler,Rottweiler,3233
2021-22,2022-05-30,Dog,Beagle,Beagle,2934
2021-22,2022-05-30,Dog,Chihuahua,Chihuahua,2856
2021-22,2022-05-30,Dog,Pug,Pug,2845
2021-22,2022-05-30,Dog,Schnauzer (Miniature),Schnauzer (Miniature),2664
2021-22,2022-05-30,Dog,French Bulldog,French Bulldog,2605
2021-22,2022-05-30,Dog,Labrador Retriever,Cross Breed,2484
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Poodle (Toy),2368
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Poodle (Miniature),2354
2021-22,2022-05-30,Dog,Australian Kelpie,Border Collie,2322
2021-22,2022-05-30,Dog,Cross Breed,Cross Breed,2277
2021-22,2022-05-30,Dog,Border Collie,Cross Breed,2261
2021-22,2022-05-30,Dog,Boxer,Boxer,2100
2021-22,2022-05-30,Dog,Labrador Retriever,Poodle (Standard),2075
2021-22,2022-05-30,Dog,Pomeranian,Pomeranian,2064
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Chihuahua (Smooth Coat),2049
2021-22,2022-05-30,Dog,West Highland White Terrier,West Highland White Terrier,2019
2021-22,2022-05-30,Dog,Fox Terrier (Smooth),Fox Terrier (Smooth),1964
2021-22,2022-05-30,Dog,Shih Tzu,Shih Tzu,1925
2021-22,2022-05-30,Dog,Tenterfield Terrier,Tenterfield Terrier,1885
2021-22,2022-05-30,Dog,Dachshund (Miniature Smooth Haired),Dachshund (Miniature Smooth Haired),1880
2021-22,2022-05-30,Dog,Whippet,Whippet,1875
2021-22,2022-05-30,Dog,Australian Cattle Dog,Cross Breed,1788
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Cross Breed,1672
2021-22,2022-05-30,Dog,Maremma Sheepdog,Maremma Sheepdog,1596
2021-22,2022-05-30,Dog,German Shorthaired Pointer,German Shorthaired Pointer,1567
2021-22,2022-05-30,Dog,Shih Tzu,Cross Breed,1533
2021-22,2022-05-30,Dog,Chihuahua,Cross Breed,1527
2021-22,2022-05-30,Dog,Australian Shepherd,Australian Shepherd,1495
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Poodle (Standard),1414
2021-22,2022-05-30,Dog,Golden Retriever,Poodle (Standard),1315
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Cross Breed,1288
2021-22,2022-05-30,Dog,Terrier,Cross Breed,1285
2021-22,2022-05-30,Dog,Poodle (Miniature),Poodle (Miniature),1239
2021-22,2022-05-30,Dog,Labrador Retriever,Poodle (Miniature),1206
2021-22,2022-05-30,Dog,Rhodesian Ridgeback,Rhodesian Ridgeback,1204
2021-22,2022-05-30,Dog,Poodle (Standard),Poodle (Standard),1169
2021-22,2022-05-30,Dog,American Bulldog,American Bulldog,1052
2021-22,2022-05-30,Dog,Poodle (Standard),Cross Breed,1043
2021-22,2022-05-30,Dog,Bull Terrier,Bull Terrier,973
2021-22,2022-05-30,Dog,British Bulldog,British Bulldog,937
2021-22,2022-05-30,Dog,Pomeranian,Cross Breed,921
2021-22,2022-05-30,Dog,Terrier,Terrier,917
2021-22,2022-05-30,Dog,German Shepherd Dog,Cross Breed,908
2021-22,2022-05-30,Dog,Shar Pei,Shar Pei,900
2021-22,2022-05-30,Dog,Maltese,Poodle (Toy),897
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Chihuahua (Long Coat),887
2021-22,2022-05-30,Dog,Dalmatian,Dalmatian,873
2021-22,2022-05-30,Dog,Fox Terrier (Smooth),Cross Breed,870
2021-22,2022-05-30,Dog,Alaskan Malamute,Alaskan Malamute,856
2021-22,2022-05-30,Dog,Hungarian Vizsla,Hungarian Vizsla,854
2021-22,2022-05-30,Dog,Maltese,Poodle (Miniature),845
2021-22,2022-05-30,Dog,Bullmastiff,Bullmastiff,826
2021-22,2022-05-30,Dog,Papillon,Papillon,772
2021-22,2022-05-30,Dog,Shetland Sheepdog,Shetland Sheepdog,766
2021-22,2022-05-30,Dog,Italian Greyhound,Italian Greyhound,743
2021-22,2022-05-30,Dog,Australian Silky Terrier,Australian Silky Terrier,740
2021-22,2022-05-30,Dog,Australian Cattle Dog,Australian Kelpie,735
2021-22,2022-05-30,Dog,Pug,Cross Breed,713
2021-22,2022-05-30,Dog,Bichon Frise,Bichon Frise,697
2021-22,2022-05-30,Dog,Beagle,Cross Breed,691
2021-22,2022-05-30,Dog,Dobermann,Dobermann,679
2021-22,2022-05-30,Dog,Australian Terrier,Australian Terrier,678
2021-22,2022-05-30,Dog,Rottweiler,Cross Breed,677
2021-22,2022-05-30,Dog,Great Dane,Great Dane,671
2021-22,2022-05-30,Dog,Australian Kelpie,Staffordshire Bull Terrier,665
2021-22,2022-05-30,Dog,Schnauzer,Schnauzer,661
2021-22,2022-05-30,Dog,Australian Kelpie,Labrador Retriever,652
2021-22,2022-05-30,Dog,Dachshund,Dachshund,646
2021-22,2022-05-30,Dog,Dachshund (Smooth Haired),Dachshund (Smooth Haired),617
2021-22,2022-05-30,Dog,Fox Terrier (Smooth),Jack Russell Terrier,601
2021-22,2022-05-30,Dog,Mastiff,Mastiff,600
2021-22,2022-05-30,Dog,English Springer Spaniel,English Springer Spaniel,597
2021-22,2022-05-30,Dog,Cairn Terrier,Cairn Terrier,582
2021-22,2022-05-30,Dog,Rhodesian Ridgeback,Cross Breed,573
2021-22,2022-05-30,Dog,Mastiff,Cross Breed,567
2021-22,2022-05-30,Dog,Cocker Spaniel,Poodle (Standard),561
2021-22,2022-05-30,Dog,Australian Bulldog,Australian Bulldog,547
2021-22,2022-05-30,Dog,Australian Koolie,Australian Koolie,537
2021-22,2022-05-30,Dog,Siberian Husky,Cross Breed,529
2021-22,2022-05-30,Dog,Beagle,Cavalier King Charles Spaniel,527
2021-22,2022-05-30,Dog,Boxer,Cross Breed,523
2021-22,2022-05-30,Dog,Dachshund (Miniature),Dachshund (Miniature),510
2021-22,2022-05-30,Dog,Maltese,Poodle (Standard),506
2021-22,2022-05-30,Dog,Golden Retriever,Labrador Retriever,505
2021-22,2022-05-30,Dog,German Shepherd Dog (Long Stock Coat),German Shepherd Dog (Long Stock Coat),501
2021-22,2022-05-30,Dog,Golden Retriever,Poodle (Miniature),501
2021-22,2022-05-30,Dog,Cocker Spaniel,Poodle (Miniature),494
2021-22,2022-05-30,Dog,Poodle,Poodle,490
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Pug,479
2021-22,2022-05-30,Dog,Akita,Akita,472
2021-22,2022-05-30,Dog,Bullmastiff,Cross Breed,463
2021-22,2022-05-30,Dog,Samoyed,Samoyed,463
2021-22,2022-05-30,Dog,King Charles Spaniel,King Charles Spaniel,460
2021-22,2022-05-30,Dog,Cocker Spaniel,Cross Breed,452
2021-22,2022-05-30,Dog,Jack Russell Terrier,Maltese,446
2021-22,2022-05-30,Dog,Border Terrier,Border Terrier,442
2021-22,2022-05-30,Dog,Lhasa Apso,Lhasa Apso,423
2021-22,2022-05-30,Dog,Boston Terrier,Boston Terrier,422
2021-22,2022-05-30,Dog,Yorkshire Terrier,Yorkshire Terrier,421
2021-22,2022-05-30,Dog,Golden Retriever,Cross Breed,420
2021-22,2022-05-30,Dog,Collie (Rough),Collie (Rough),411
2021-22,2022-05-30,Dog,Miniature Pinscher,Miniature Pinscher,410
2021-22,2022-05-30,Dog,Bernese Mountain Dog,Bernese Mountain Dog,395
2021-22,2022-05-30,Dog,Chinese Crested Dog,Chinese Crested Dog,395
2021-22,2022-05-30,Dog,Maltese,Pomeranian,380
2021-22,2022-05-30,Dog,Weimaraner,Weimaraner,377
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Australian Kelpie,374
2021-22,2022-05-30,Dog,Poodle (Miniature),Cross Breed,371
2021-22,2022-05-30,Dog,Tibetan Spaniel,Tibetan Spaniel,360
2021-22,2022-05-30,Dog,Lagotto Romagnolo,Lagotto Romagnolo,358
2021-22,2022-05-30,Dog,Shar Pei,Cross Breed,356
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Jack Russell Terrier,351
2021-22,2022-05-30,Dog,German Coolie,German Coolie,350
2021-22,2022-05-30,Dog,Havanese,Havanese,349
2021-22,2022-05-30,Dog,Australian Terrier,Cross Breed,342
2021-22,2022-05-30,Dog,Welsh Corgi (Pembroke),Welsh Corgi (Pembroke),341
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Maltese,333
2021-22,2022-05-30,Dog,Fox Terrier,Fox Terrier,333
2021-22,2022-05-30,Dog,Bull Terrier,Cross Breed,329
2021-22,2022-05-30,Dog,Dachshund (Miniature Long Haired),Dachshund (Miniature Long Haired),328
2021-22,2022-05-30,Dog,Labrador Retriever,Staffordshire Bull Terrier,325
2021-22,2022-05-30,Dog,Australian Cattle Dog,Staffordshire Bull Terrier,319
2021-22,2022-05-30,Dog,Japanese Spitz,Japanese Spitz,319
2021-22,2022-05-30,Dog,Staghound,Staghound,312
2021-22,2022-05-30,Dog,Bull Arab,Bull Arab,310
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Cross Breed,308
2021-22,2022-05-30,Dog,Australian Cattle Dog,Border Collie,303
2021-22,2022-05-30,Dog,Rhodesian Ridgeback,Staffordshire Bull Terrier,298
2021-22,2022-05-30,Dog,Poodle (Toy),Cross Breed,297
2021-22,2022-05-30,Dog,Australian Silky Terrier,Cross Breed,294
2021-22,2022-05-30,Dog,Airedale Terrier,Airedale Terrier,292
2021-22,2022-05-30,Dog,Border Collie,Labrador Retriever,288
2021-22,2022-05-30,Dog,Curly Coated Retriever,Curly Coated Retriever,288
2021-22,2022-05-30,Dog,Tenterfield Terrier,Cross Breed,281
2021-22,2022-05-30,Dog,Pointer,Pointer,270
2021-22,2022-05-30,Dog,Scottish Terrier,Scottish Terrier,269
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Fox Terrier (Smooth),267
2021-22,2022-05-30,Dog,Poodle (Miniature),Spaniel,267
2021-22,2022-05-30,Dog,White Swiss Shepherd Dog,White Swiss Shepherd Dog,265
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Rhodesian Ridgeback,264
2021-22,2022-05-30,Dog,Border Collie,Poodle (Miniature),262
2021-22,2022-05-30,Dog,Keeshond,Keeshond,256
2021-22,2022-05-30,Dog,Welsh Corgi (Cardigan),Welsh Corgi (Cardigan),252
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Bullmastiff,241
2021-22,2022-05-30,Dog,Bulldog,Bulldog,240
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Staffordshire Bull Terrier,239
2021-22,2022-05-30,Dog,Border Collie,Poodle (Standard),239
2021-22,2022-05-30,Dog,Irish Wolfhound,Irish Wolfhound,230
2021-22,2022-05-30,Dog,Australian Stumpy Tail Cattle Dog,Australian Stumpy Tail Cattle Dog,229
2021-22,2022-05-30,Dog,Australian Kelpie,Australian Koolie,228
2021-22,2022-05-30,Dog,Cocker Spaniel,Poodle (Toy),228
2021-22,2022-05-30,Dog,Dogue de Bordeaux,Dogue de Bordeaux,226
2021-22,2022-05-30,Dog,Jack Russell Terrier,Pug,222
2021-22,2022-05-30,Dog,Australian Kelpie,German Shepherd Dog,221
2021-22,2022-05-30,Dog,Shar Pei,Staffordshire Bull Terrier,219
2021-22,2022-05-30,Dog,American Bulldog,American Staffordshire Terrier,218
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Labrador Retriever,218
2021-22,2022-05-30,Dog,Retriever,Retriever,217
2021-22,2022-05-30,Dog,Bichon Frise,Cross Breed,215
2021-22,2022-05-30,Dog,Bullmastiff,Staffordshire Bull Terrier,214
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Poodle,213
2021-22,2022-05-30,Dog,Fox Terrier (Wire),Fox Terrier (Wire),213
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Maltese,212
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Pomeranian,207
2021-22,2022-05-30,Dog,Schnauzer (Standard),Schnauzer (Standard),207
2021-22,2022-05-30,Dog,Cane Corso,Cane Corso,205
2021-22,2022-05-30,Dog,Schnauzer,Cross Breed,201
2021-22,2022-05-30,Dog,West Highland White Terrier,Cross Breed,195
2021-22,2022-05-30,Dog,Alaskan Malamute,Siberian Husky,194
2021-22,2022-05-30,Dog,Spaniel,Cross Breed,187
2021-22,2022-05-30,Dog,Lhasa Apso,Maltese,187
2021-22,2022-05-30,Dog,Nova Scotia Duck Tolling Retriever,Nova Scotia Duck Tolling Retriever,186
2021-22,2022-05-30,Dog,Poodle (Miniature),Schnauzer (Miniature),186
2021-22,2022-05-30,Dog,German Shepherd Dog,Rottweiler,184
2021-22,2022-05-30,Dog,Jack Russell Terrier,Shih Tzu,183
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Shar Pei,182
2021-22,2022-05-30,Dog,Australian Kelpie,German Coolie,181
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Pomeranian,181
2021-22,2022-05-30,Dog,Lhasa Apso,Cross Breed,181
2021-22,2022-05-30,Dog,Irish Setter,Irish Setter,181
2021-22,2022-05-30,Dog,Rottweiler,Staffordshire Bull Terrier,181
2021-22,2022-05-30,Dog,Bichon Frise,Maltese,178
2021-22,2022-05-30,Dog,Poodle (Toy),Shih Tzu,175
2021-22,2022-05-30,Dog,French Bulldog,Pug,172
2021-22,2022-05-30,Dog,Australian Silky Terrier,Maltese,170
2021-22,2022-05-30,Dog,Bearded Collie,Bearded Collie,168
2021-22,2022-05-30,Dog,Chihuahua,Jack Russell Terrier,167
2021-22,2022-05-30,Dog,Beagle,Pug,166
2021-22,2022-05-30,Dog,Papillon,Cross Breed,166
2021-22,2022-05-30,Dog,Great Dane,Cross Breed,164
2021-22,2022-05-30,Dog,Shiba Inu,Shiba Inu,163
2021-22,2022-05-30,Dog,American Bulldog,Cross Breed,157
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Bull Terrier,156
2021-22,2022-05-30,Dog,Poodle,Cross Breed,155
2021-22,2022-05-30,Dog,Chihuahua,Pomeranian,153
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Australian Cattle Dog,151
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Maltese,151
2021-22,2022-05-30,Dog,Basset Hound,Basset Hound,150
2021-22,2022-05-30,Dog,Boxer,Staffordshire Bull Terrier,150
2021-22,2022-05-30,Dog,Soft Coated Wheaten Terrier,Soft Coated Wheaten Terrier,150
2021-22,2022-05-30,Dog,Bull Terrier (Miniature),Bull Terrier (Miniature),149
2021-22,2022-05-30,Dog,Border Collie,Golden Retriever,148
2021-22,2022-05-30,Dog,Alaskan Malamute,Cross Breed,147
2021-22,2022-05-30,Dog,German Shepherd Dog,Siberian Husky,146
2021-22,2022-05-30,Dog,Neapolitan Mastiff,Neapolitan Mastiff,146
2021-22,2022-05-30,Dog,Griffon Bruxellois,Griffon Bruxellois,145
2021-22,2022-05-30,Dog,Maltese,Terrier,145
2021-22,2022-05-30,Dog,Welsh Springer Spaniel,Welsh Springer Spaniel,145
2021-22,2022-05-30,Dog,Brittany,Brittany,144
2021-22,2022-05-30,Dog,Chihuahua,Maltese,144
2021-22,2022-05-30,Dog,Jack Russell Terrier,Pomeranian,142
2021-22,2022-05-30,Dog,Pomeranian,Shih Tzu,141
2021-22,2022-05-30,Dog,American Pit Bull Terrier,American Pit Bull Terrier,140
2021-22,2022-05-30,Dog,Boerboel,Boerboel,140
2021-22,2022-05-30,Dog,Bullmastiff,Rhodesian Ridgeback,139
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Cocker Spaniel,138
2021-22,2022-05-30,Dog,Collie (Smooth),Collie (Smooth),136
2021-22,2022-05-30,Dog,Mastiff,Staffordshire Bull Terrier,135
2021-22,2022-05-30,Dog,Schipperke,Schipperke,135
2021-22,2022-05-30,Dog,Australian Kelpie,Rottweiler,133
2021-22,2022-05-30,Dog,Jack Russell Terrier,Staffordshire Bull Terrier,133
2021-22,2022-05-30,Dog,Fox Terrier (Wire),Cross Breed,132
2021-22,2022-05-30,Dog,St. Bernard,St. Bernard,132
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Boxer,131
2021-22,2022-05-30,Dog,Bull Terrier,Staffordshire Bull Terrier,131
2021-22,2022-05-30,Dog,Australian Kelpie,Siberian Husky,129
2021-22,2022-05-30,Dog,Fox Terrier,Cross Breed,128
2021-22,2022-05-30,Dog,Australian Kelpie,Jack Russell Terrier,127
2021-22,2022-05-30,Dog,Dachshund,Cross Breed,127
2021-22,2022-05-30,Dog,German Wirehaired Pointer,German Wirehaired Pointer,127
2021-22,2022-05-30,Dog,Border Collie,Staffordshire Bull Terrier,126
2021-22,2022-05-30,Dog,Old English Sheepdog,Old English Sheepdog,126
2021-22,2022-05-30,Dog,Whippet,Cross Breed,125
2021-22,2022-05-30,Dog,Labrador Retriever,Poodle,124
2021-22,2022-05-30,Dog,King Charles Spaniel,Cross Breed,123
2021-22,2022-05-30,Dog,Labrador Retriever,Retriever,121
2021-22,2022-05-30,Dog,Fox Terrier,Jack Russell Terrier,120
2021-22,2022-05-30,Dog,Maltese,West Highland White Terrier,120
2021-22,2022-05-30,Dog,Jack Russell Terrier,Tenterfield Terrier,119
2021-22,2022-05-30,Dog,Belgian Shepherd Dog (Malinois),Belgian Shepherd Dog (Malinois),118
2021-22,2022-05-30,Dog,German Spitz (Mittel & Klein),German Spitz (Mittel & Klein),118
2021-22,2022-05-30,Dog,Poodle (Miniature),Shih Tzu,117
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Rottweiler,116
2021-22,2022-05-30,Dog,German Shorthaired Pointer,Cross Breed,116
2021-22,2022-05-30,Dog,Staghound,Cross Breed,114
2021-22,2022-05-30,Dog,Pekingese,Pekingese,113
2021-22,2022-05-30,Dog,Irish Wolfhound,Cross Breed,112
2021-22,2022-05-30,Dog,Australian Kelpie,Whippet,110
2021-22,2022-05-30,Dog,Labrador Retriever,Rottweiler,110
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Mastiff,109
2021-22,2022-05-30,Dog,Basenji,Basenji,109
2021-22,2022-05-30,Dog,Chow Chow,Chow Chow,109
2021-22,2022-05-30,Dog,Newfoundland,Newfoundland,109
2021-22,2022-05-30,Dog,Dachshund (Long Haired),Dachshund (Long Haired),108
2021-22,2022-05-30,Dog,New Zealand Huntaway,New Zealand Huntaway,107
2021-22,2022-05-30,Dog,Maltese,Poodle,105
2021-22,2022-05-30,Dog,Welsh Corgi (Cardigan),Cross Breed,104
2021-22,2022-05-30,Dog,Bichon Frise,Poodle (Toy),103
2021-22,2022-05-30,Dog,Greyhound,Cross Breed,103
2021-22,2022-05-30,Dog,Collie (Rough),Cross Breed,102
2021-22,2022-05-30,Dog,Fox Terrier (Wire),Jack Russell Terrier,102
2021-22,2022-05-30,Dog,Labrador Retriever,Poodle (Toy),102
2021-22,2022-05-30,Dog,Poodle (Standard),Shih Tzu,102
2021-22,2022-05-30,Dog,Cocker Spaniel (American),Cocker Spaniel (American),101
2021-22,2022-05-30,Dog,English Toy Terrier (Black & Tan),English Toy Terrier (Black & Tan),99
2021-22,2022-05-30,Dog,Spaniel,Spaniel,99
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Cross Breed,97
2021-22,2022-05-30,Dog,Bull Arab,Cross Breed,96
2021-22,2022-05-30,Dog,Akita,Cross Breed,94
2021-22,2022-05-30,Dog,American Bulldog,Staffordshire Bull Terrier,94
2021-22,2022-05-30,Dog,Smithfield,Smithfield,93
2021-22,2022-05-30,Dog,American Pit Bull Terrier,American Staffordshire Terrier,92
2021-22,2022-05-30,Dog,Siberian Husky,Staffordshire Bull Terrier,91
2021-22,2022-05-30,Dog,British Bulldog,Cross Breed,90
2021-22,2022-05-30,Dog,German Shepherd Dog,Labrador Retriever,90
2021-22,2022-05-30,Dog,Rhodesian Ridgeback,Rottweiler,89
2021-22,2022-05-30,Dog,Portuguese Water Dog,Portuguese Water Dog,87
2021-22,2022-05-30,Dog,Australian Kelpie,New Zealand Huntaway,85
2021-22,2022-05-30,Dog,Irish Terrier,Irish Terrier,85
2021-22,2022-05-30,Dog,Flat Coated Retriever,Flat Coated Retriever,84
2021-22,2022-05-30,Dog,Australian Cattle Dog,Labrador Retriever,82
2021-22,2022-05-30,Dog,English Springer Spaniel,Poodle (Standard),82
2021-22,2022-05-30,Dog,Mastiff,Rhodesian Ridgeback,82
2021-22,2022-05-30,Dog,Afghan Hound,Afghan Hound,81
2021-22,2022-05-30,Dog,English Setter,English Setter,81
2021-22,2022-05-30,Dog,Old English Sheepdog,Poodle (Standard),81
2021-22,2022-05-30,Dog,Finnish Lapphund,Finnish Lapphund,80
2021-22,2022-05-30,Dog,German Shepherd Dog,Staffordshire Bull Terrier,80
2021-22,2022-05-30,Dog,Poodle (Standard),Schnauzer (Standard),80
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Border Collie,79
2021-22,2022-05-30,Dog,French Mastiff,French Mastiff,79
2021-22,2022-05-30,Dog,Maltese,Papillon,79
2021-22,2022-05-30,Dog,Dalmatian,Cross Breed,78
2021-22,2022-05-30,Dog,Maltese,Pug,78
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Bull Arab,76
2021-22,2022-05-30,Dog,Dachshund (Miniature Wire Haired),Dachshund (Miniature Wire Haired),75
2021-22,2022-05-30,Dog,Cairn Terrier,Cross Breed,74
2021-22,2022-05-30,Dog,Dobermann,Cross Breed,74
2021-22,2022-05-30,Dog,German Coolie,Cross Breed,74
2021-22,2022-05-30,Dog,Old English Sheepdog,Poodle (Miniature),74
2021-22,2022-05-30,Dog,Australian Cattle Dog,Jack Russell Terrier,73
2021-22,2022-05-30,Dog,Belgian Shepherd Dog (Groenendael),Belgian Shepherd Dog (Groenendael),73
2021-22,2022-05-30,Dog,Tibetan Spaniel,Cross Breed,73
2021-22,2022-05-30,Dog,Belgian Sheepdog,Belgian Sheepdog,72
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Shih Tzu,72
2021-22,2022-05-30,Dog,Chihuahua (Long Coat),Jack Russell Terrier,71
2021-22,2022-05-30,Dog,American Staffordshire Terrier,German Shepherd Dog,70
2021-22,2022-05-30,Dog,Australian Koolie,Border Collie,70
2021-22,2022-05-30,Dog,American Staffordshire Terrier,Siberian Husky,68
2021-22,2022-05-30,Dog,Belgian Shepherd Dog,Belgian Shepherd Dog,68
2021-22,2022-05-30,Dog,Border Collie,German Shepherd Dog,67
2021-22,2022-05-30,Dog,Fox Terrier (Smooth),Maltese,67
2021-22,2022-05-30,Dog,Great Dane,Mastiff,67
2021-22,2022-05-30,Dog,Mastiff,Rottweiler,67
2021-22,2022-05-30,Dog,Bullmastiff,Rottweiler,66
2021-22,2022-05-30,Dog,Poodle (Miniature),Schnauzer,66
2021-22,2022-05-30,Dog,Retriever,Cross Breed,65
2021-22,2022-05-30,Dog,German Pinscher,German Pinscher,65
2021-22,2022-05-30,Dog,Manchester Terrier,Shih Tzu,65
2021-22,2022-05-30,Dog,Poodle (Toy),Schnauzer (Miniature),65
2021-22,2022-05-30,Dog,Chihuahua (Smooth Coat),Shih Tzu,63
2021-22,2022-05-30,Dog,Manchester Terrier,Cross Breed,63
2021-22,2022-05-30,Dog,Poodle (Standard),Schnauzer,63
2021-22,2022-05-30,Dog,Boxer,Labrador Retriever,62
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Shih Tzu,62
2021-22,2022-05-30,Dog,Pointer,Cross Breed,62
2021-22,2022-05-30,Dog,Labrador Retriever,Rhodesian Ridgeback,61
2021-22,2022-05-30,Dog,Bull Arab,Bullmastiff,60
2021-22,2022-05-30,Dog,Gordon Setter,Gordon Setter,60
2021-22,2022-05-30,Dog,Tibetan Mastiff,Tibetan Mastiff,59
2021-22,2022-05-30,Dog,Bichon Frise,Poodle (Miniature),58
2021-22,2022-05-30,Dog,Bull Arab,Great Dane,58
2021-22,2022-05-30,Dog,Bullmastiff,Great Dane,57
2021-22,2022-05-30,Dog,Labrador Retriever,Shar Pei,57
2021-22,2022-05-30,Dog,Cocker Spaniel,Poodle,56
2021-22,2022-05-30,Dog,Welsh Corgi (Pembroke),Cross Breed,56
2021-22,2022-05-30,Dog,American Pit Bull Terrier,Staffordshire Bull Terrier,55
2021-22,2022-05-30,Dog,Australian Terrier,Maltese,55
2021-22,2022-05-30,Dog,Beagle,King Charles Spaniel,55
2021-22,2022-05-30,Dog,Bichon Frise,Cavalier King Charles Spaniel,55
2021-22,2022-05-30,Dog,Chihuahua,Fox Terrier (Smooth),54
2021-22,2022-05-30,Dog,Poodle,Spaniel,54
2021-22,2022-05-30,Dog,Border Collie,German Coolie,53
2021-22,2022-05-30,Dog,Bull Arab,Staffordshire Bull Terrier,53
2021-22,2022-05-30,Dog,Golden Retriever,Poodle (Toy),53
2021-22,2022-05-30,Dog,Lhasa Apso,Shih Tzu,53
2021-22,2022-05-30,Dog,Maltese,Schnauzer (Miniature),53
2021-22,2022-05-30,Dog,Jack Russell Terrier,Poodle (Miniature),52
2021-22,2022-05-30,Dog,Pug,Shih Tzu,52
2021-22,2022-05-30,Dog,Tibetan Terrier,Tibetan Terrier,52
2021-22,2022-05-30,Dog,Anatolian Shepherd Dog,Anatolian Shepherd Dog,51
2021-22,2022-05-30,Dog,Deerhound,Deerhound,51
2021-22,2022-05-30,Dog,Golden Retriever,Poodle,51
2021-22,2022-05-30,Dog,Labrador Retriever,Maremma Sheepdog,51
2021-22,2022-05-30,Dog,Labrador Retriever,Siberian Husky,51
2021-22,2022-05-30,Dog,Poodle (Standard),Spaniel,51
2021-22,2022-05-30,Dog,Alaskan Malamute,German Shepherd Dog,50
2021-22,2022-05-30,Dog,Australian Kelpie,Rhodesian Ridgeback,50
2021-22,2022-05-30,Dog,Australian Shepherd,Border Collie,50
2021-22,2022-05-30,Dog,Briard,Briard,50
2021-22,2022-05-30,Dog,Chihuahua,Shih Tzu,50
2021-22,2022-05-30,Dog,Australian Cattle Dog,German Shepherd Dog,49
2021-22,2022-05-30,Dog,Australian Shepherd,Cross Breed,49
2021-22,2022-05-30,Dog,Bullmastiff,Labrador Retriever,49
2021-22,2022-05-30,Dog,Cavalier King Charles Spaniel,Labrador Retriever,49
