STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,8483,188208,232934,228362,183226,182856,1024069,35.60%
VIC,1822,38427,42282,40179,30583,29438,182731,8.21%
QLD,14240,97787,86031,59212,37084,28285,322639,18.01%
SA,26262,62617,59855,57851,48724,47490,302799,45.98%
WA,896,27241,54864,54069,43409,42400,222879,23.67%
TAS,201,7957,16635,17257,14588,15586,72224,36.45%
NT,62,370,930,914,596,317,3189,3.53%
ACT,217,1520,2692,2421,1865,1539,10254,7.06%
TOTAL,52183,424127,496223,460265,360075,347911,2140784,23.98%
