STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,226,10773,25684,32276,31233,33840,37073,171105,6.07%
VIC,439,21763,39251,38708,31714,28199,25034,185108,8.59%
QLD,435,15522,29906,33084,31634,29734,24819,165134,9.76%
SA,2007,9816,10632,12121,12156,12860,13035,72627,11.02%
WA,258,14866,24880,25036,22688,19130,15592,122450,14.47%
TAS,103,2514,4066,4689,4900,4680,3474,24426,12.11%
NT,13,661,1551,1339,1083,739,278,5664,7.21%
ACT,80,1862,3500,3113,2472,2194,1702,14923,10.65%
TOTAL,3561,77777,139470,150366,137880,131376,121007,761437,8.86%
