STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,69386,218744,244673,217448,146851,112096,1009198,36.72%
VIC,15544,66890,62149,50994,36386,26850,258813,12.47%
QLD,52856,81064,73396,49107,29825,17380,303628,19.00%
SA,29831,55692,57201,55811,40726,29517,268778,42.30%
WA,6330,47821,61747,55931,38888,29416,240133,29.65%
TAS,1401,13646,17808,17899,12157,10286,73197,37.11%
NT,358,1397,1626,1099,650,218,5348,7.50%
ACT,978,3579,3540,3086,2167,1388,14738,11.07%
TOTAL,176684,488833,522140,451375,307650,227151,2173833,26.29%
