STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,179,9970,29452,38034,35437,38155,46365,197592,6.70%
VIC,388,23257,49272,48477,37515,33687,32561,225157,9.91%
QLD,345,15478,34138,39229,36148,34103,31918,191359,10.66%
SA,2022,12642,14034,15374,15036,15727,17333,92168,13.58%
WA,187,15874,30930,30669,27628,24303,20971,150562,16.66%
TAS,117,2646,4848,5579,5583,5640,4474,28887,14.00%
NT,23,791,2054,1771,1491,1000,436,7566,9.05%
ACT,53,2194,4740,3964,3266,2815,2381,19413,13.33%
TOTAL,3314,82852,169468,183097,162104,155430,156439,912704,10.10%
