STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,114,5820,12308,20120,21308,24843,33765,118278,4.35%
VIC,152,9242,19813,24765,22028,20776,21665,118441,5.71%
QLD,147,6559,13634,19928,21041,22615,23704,107628,6.47%
SA,1879,5857,5531,7661,8404,9241,11702,50275,7.95%
WA,120,6607,12303,15615,15160,14622,14389,78816,9.19%
TAS,38,1037,1959,2602,3095,3446,3226,15403,8.02%
NT,5,222,662,785,772,638,313,3397,3.96%
ACT,17,868,1875,2070,1822,1656,1448,9756,7.17%
TOTAL,2472,36212,68085,93546,93630,97837,110212,501994,6.01%
